DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Adult Social Services Directorate,09-Feb-24,"24,151.84",THE BRANDON TRUST,INVOICE,Supporting People Contracts
Children's Services Directorate,09-Feb-24,"5,562.87",The Brit School LTD,INVOICE,Independent Fees
Resources Directorate,09-Feb-24,"1,135.37",Underley Furnishing Limited,INVOICE,Social Fund Payments
Children's Services Directorate,09-Feb-24,811.20,Virgin Media Payments Ltd,INVOICE,Materials
Children's Services Directorate,09-Feb-24,900.00,WEST CREATIVE LTD,INVOICE,Training
Children's Services Directorate,09-Feb-24,"1,000.00",Youngstars (UK) Ltd,INVOICE,Grants to Voluntary Orgs
Housing & Regeneration Directorate,12-Feb-24,"8,164.46",AGENTIS WORKWEAR LTD,INVOICE,"Clothing, Uniform & Laundry"
Children's Services Directorate,12-Feb-24,"50,287.20",AJ Mobility & Training Service,INVOICE,Transport Hire & Leasing Costs
Children's Services Directorate,12-Feb-24,"234,171.00",ALBEMARLE PRIMARY SCHOOL,INVOICE,Albemarle Control Account
Children's Services Directorate,12-Feb-24,"49,000.00",ALDERBROOK PRIMARY SCHOOL NATW,INVOICE,ALDERBROOK CONTROL ACC
Children's Services Directorate,12-Feb-24,"44,000.00",ALL SAINTS CE PRIMARY SCHOOL N,INVOICE,ALL SAINTS CE CONTROL ACC
Children's Services Directorate,12-Feb-24,"32,000.00",ALLFARTHING PRIMARY SCHOOL NAT,INVOICE,ALLFARTHING CONTROL ACC
Resources Directorate,12-Feb-24,"5,874.27",ALLPAY  LTD (FORTIS ET FIDES),INVOICE,Allpay
Environment & Community Services Directorate,12-Feb-24,"2,527.06",ALLSTAR BUSINESS SOLUTIONS LTD,INVOICE,Payments To Sub-Contractors
Capital Expenditure,12-Feb-24,"107,700.00",AMALGAMATED LIFTS LTD,INVOICE,CAPEXP Construction Work
Resources Directorate,12-Feb-24,"7,440.00",ARGOS BUSINESS SOLUTIONS,INVOICE,Social Fund Payments
Children's Services Directorate,12-Feb-24,"6,599.57",Bamberry Ltd,INVOICE,Equipment
Housing & Regeneration Directorate,12-Feb-24,"6,000.00",Barnes Solicitors,INVOICE,Legal & Court Fees 
Housing & Regeneration Directorate,12-Feb-24,"5,025.00",Beta Distribution (South) Ltd,INVOICE,Postage
Housing & Regeneration Directorate,12-Feb-24,"4,200.00",bond turner ltd,INVOICE,Legal & Court Fees 
Children's Services Directorate,12-Feb-24,"516,000.00",BRADSTOW SCHOOL NATWEST A/C,INVOICE,BRADSTOW CONTROL ACC
Children's Services Directorate,12-Feb-24,"22,000.00",BRANDLEHOW PRIMARY SCHOOL NATW,INVOICE,BRANDLEHOW CONTROL ACC
Resources Directorate,12-Feb-24,"10,948.43",BT PAYMENT SERVICES LTD,INVOICE,Telephone Charges
Children's Services Directorate,12-Feb-24,718.80,Castlebridge Finance SPV Ltd,INVOICE,Transport
Children's Services Directorate,12-Feb-24,"14,910.00",CENTER ACADEMY,INVOICE,Independent Fees
Children's Services Directorate,12-Feb-24,"476,508.92",Central London Comm Healthcare,INVOICE,Special School Nursing Team
Children's Services Directorate,12-Feb-24,"17,144.88",CENTREPOINT,INVOICE,External Lodgings
Children's Services Directorate,12-Feb-24,"4,000.00",CHRIST CHURCH CE PRIMARY SCHOO,INVOICE,CHRISTCHURCH CONTROL ACC
Children's Services Directorate,12-Feb-24,"3,795.48",CITYSPRINT (UK) LTD,INVOICE,Equipment
Capital Expenditure,12-Feb-24,"41,526.50",CLAIRGLOW HEATING LTD,INVOICE,CAPEXP Construction Work
Adult Social Services Directorate,12-Feb-24,"25,406.84",CRANSTOUN DRUG SERVICES,INVOICE,Supporting People Contracts
Housing & Regeneration Directorate,12-Feb-24,888.25,CSG Global Education Ltd,INVOICE,Equipment
Capital Expenditure,12-Feb-24,"104,456.38",DOMESTIC SPRINKLERS LTD,INVOICE,CAPEXP Construction Work
Children's Services Directorate,12-Feb-24,"9,000.00",EARLSFIELD PRIMARY SCHOOL NATW,INVOICE,EARLSFIELD CONTROL ACC
Children's Services Directorate,12-Feb-24,"4,448.00",Educatch Charity,INVOICE,Post 16 fees
Capital Expenditure,12-Feb-24,"3,981.73",Effectable Construction Servic,INVOICE,CAPEXP Housing Grants Analysis
Chief Executives Directorate,12-Feb-24,"2,756.61",ENABLE LEISURE AND CULTURE,INVOICE,Miscellaneous Expenses
Children's Services Directorate,12-Feb-24,948.00,Ethos Communication Solutions ,INVOICE,Legal & Court Fees 
Adult Social Services Directorate,12-Feb-24,"1,245.00",EVERSHED BROS LTD,INVOICE,APC - Funerals
Environment & Community Services Directorate,12-Feb-24,"107,984.24",F M Conway Limited,INVOICE,Materials
Children's Services Directorate,12-Feb-24,"69,000.00",FALCONBROOK PRIMARY SCHOOL NAT,INVOICE,FALCONBROOK CONTROL ACC
Children's Services Directorate,12-Feb-24,"27,000.00",FIRCROFT PRIMARY SCHOOL NATWES,INVOICE,FIRCROFT CONTROL ACC
Capital Expenditure,12-Feb-24,"6,620.00",FREEWAY LIFT SERVICES LTD,INVOICE,CAPEXP Housing Grants Analysis
Children's Services Directorate,12-Feb-24,"42,000.00",FURZEDOWN PRIMARY SCHOOL NATWE,INVOICE,FURZEDOWN CONTROL ACC
Children's Services Directorate,12-Feb-24,"95,000.00",GARRATT PARK SCHOOL NATWEST A/,INVOICE,GARRATT PARK CONTROL ACC
Children's Services Directorate,12-Feb-24,"115,000.00",GATTON SCHOOL,INVOICE,GATTON CONTROL ACC
Adult Social Services Directorate,12-Feb-24,"1,439.20",GB Private Hire Ltd t/a A1 Car,INVOICE,Miscellaneous Expenses
Children's Services Directorate,12-Feb-24,"2,680.10",GENERATE,INVOICE,Preventing Accom
Capital Expenditure,12-Feb-24,"18,158.10",Gjini Building Services Ltd,INVOICE,CAPEXP Construction Work
Adult Social Services Directorate,12-Feb-24,"8,644.10",Graceful Care Ltd,INVOICE,External Homecare
Children's Services Directorate,12-Feb-24,"20,000.00",GRANARD PRIMARY SCHOOL NATWEST,INVOICE,GRANARD CONTROL ACC
Children's Services Directorate,12-Feb-24,"38,000.00",GREENMEAD SCHOOL NATWEST A/C,INVOICE,GREENMEAD CONTROL ACC
Adult Social Services Directorate,12-Feb-24,"2,325.60",HAIL,INVOICE,Travel Buddy Scheme
Environment & Community Services Directorate,12-Feb-24,"1,368.00",Hays Specialist Recruitment Gr,INVOICE,Materials
Children's Services Directorate,12-Feb-24,"63,000.00",HEATHMERE PRIMARY SCHOOL NATWE,INVOICE,HEATHMERE CONTROL AC
Environment & Community Services Directorate,12-Feb-24,752.40,HEATING PLUMBING SUPPLIES,INVOICE,Materials
Children's Services Directorate,12-Feb-24,"389,586.00",HILLBROOK PRIMARY SCHOOL,INVOICE,Hillbrook Control Account
Capital Expenditure,12-Feb-24,"1,069.67",HILL-ROM LTD,INVOICE,CAPEXP Housing Grants Analysis
Capital Expenditure,12-Feb-24,"67,739.87",HILTON ABBEY LTD,INVOICE,CAPEXP Construction Work
Children's Services Directorate,12-Feb-24,"52,248.00",HM Prison & Probation Service,INVOICE,Secure Accommodation Welfare
Children's Services Directorate,12-Feb-24,"41,000.00",HOLY GHOST RC PRIMARY SCHOOL N,INVOICE,HOLY GHOST CONTROL ACC
Children's Services Directorate,12-Feb-24,"168,249.00",HONEYWELL INFANT SCHOOL,INVOICE,Honeywell Infants Control Acc
Children's Services Directorate,12-Feb-24,"172,557.00",HONEYWELL JUNIOR SCHOOL,INVOICE,Honeywell Junior Control Acc
Children's Services Directorate,12-Feb-24,"6,112.66",HORNSBY HOUSE SCHOOL,INVOICE,Independent Fees
Children's Services Directorate,12-Feb-24,"89,000.00",HOTHAM PRIMARY SCHOOL NATWEST ,INVOICE,HOTHAM CONTROL ACC
Environment & Community Services Directorate,12-Feb-24,547.82,HOWDENS JOINERY CO,INVOICE,Materials
Housing & Regeneration Directorate,12-Feb-24,"3,335.44",HUGHES JAY & PANTER LTD,INVOICE,External Decs
Children's Services Directorate,12-Feb-24,"1,980.00",JDS Recruitment Ltd,INVOICE,Consultants Specific Project
Children's Services Directorate,12-Feb-24,"23,000.00",JOHN BURNS PRIMARY SCHOOL NATW,INVOICE,JOHN BURNS CONTROL ACC
Environment & Community Services Directorate,12-Feb-24,"1,255.20",KC SERVICES GROUP LTD,INVOICE,Payments To Sub-Contractors
Housing & Regeneration Directorate,12-Feb-24,"1,680.00",KEEGANS LTD,INVOICE,Miscellaneous Expenses
Children's Services Directorate,12-Feb-24,"14,241.94",Kew House School,INVOICE,Independent Fees
Capital Expenditure,12-Feb-24,"432,466.25",Kind & Company (Builders) Limi,INVOICE,CAPEXP Construction Work
Children's Services Directorate,12-Feb-24,848.00,Kope-Medics Ltd,INVOICE,Transport Hire & Leasing Costs
Housing & Regeneration Directorate,12-Feb-24,"1,329.69",LCS,INVOICE,Energy - Electricity
Environment & Community Services Directorate,12-Feb-24,"29,854.39",LEE VALLEY REGIONAL PARK AUTHO,INVOICE,Lee Valley Regional Park
Capital Expenditure,12-Feb-24,"94,925.05",LIFTWORKS LIMITED,INVOICE,CAPEXP Construction Work
Children's Services Directorate,12-Feb-24,"8,898.00",Liquid Personnel Ltd,INVOICE,Recruitment Costs
Children's Services Directorate,12-Feb-24,805.56,London & Surrey Care Group Lim,INVOICE,APC - Other Cla Services
Children's Services Directorate,12-Feb-24,"20,307.60",Magic Breakfast,INVOICE,Equipment
Capital Expenditure,12-Feb-24,"7,521.29",Martin Arnold Ltd,INVOICE,CAPEXP Other Building Reltd Wk
Housing & Regeneration Directorate,12-Feb-24,"20,310.91",MC PROJECTS LTD,INVOICE,Vacants
Adult Social Services Directorate,12-Feb-24,"8,800.00",MMCG 2 LTD,INVOICE,External Nursing Respite Care
Adult Social Services Directorate,12-Feb-24,"51,467.00",MUSHKIL AASAAN LTD,INVOICE,Grants to Voluntary Orgs
Capital Expenditure,12-Feb-24,"5,139.00",Nathaniel Lichfield & Partners,INVOICE,CAPEXP Surveys and Comms Costs
Resources Directorate,12-Feb-24,"12,481.61",NEC Software Solutions UK Ltd,INVOICE,Application maintenance
Chief Executives Directorate,12-Feb-24,"2,352.24",Newsquest Media Group Ltd,INVOICE,Advertising / Publicity
Children's Services Directorate,12-Feb-24,"60,000.00",NHS Southwest London ICB,INVOICE,Universal 15hr 3 & 4 year old
Adult Social Services Directorate,12-Feb-24,"3,425.76",NonStop Consulting Ltd,INVOICE,Agency Staff
Adult Social Services Directorate,12-Feb-24,"7,756.28",NonStop Consulting Ltd,INVOICE,Agency Staff
Housing & Regeneration Directorate,12-Feb-24,"26,034.65",NOTTING HILL GENESIS,INVOICE,Rents - Other
Adult Social Services Directorate,12-Feb-24,"441,833.17",NRS HEALTHCARE,INVOICE,Equipment
Children's Services Directorate,12-Feb-24,744.25,Nursing Direct Healthcare Limi,INVOICE,Post 16 fees
Children's Services Directorate,12-Feb-24,"36,000.00",OAK LODGE SCHOOL NATWEST A/C,INVOICE,OAK LODGE CONTROL ACC
Housing & Regeneration Directorate,12-Feb-24,"1,914.95",Oasis Products Vending Service,INVOICE,Food & Consumables
Children's Services Directorate,12-Feb-24,"4,000.00",OUR LADY OF VICTORIES RC PRIMA,INVOICE,OUR LADY OF VICT RC CTRL ACC
Children's Services Directorate,12-Feb-24,"25,000.00",OUR LADY QUEEN OF HEAVEN RC SC,INVOICE,OUR LADY QUEEN OF HEAV CNTL AC
Children's Services Directorate,12-Feb-24,"4,160.25",Our Parks Ltd,INVOICE,Grants to Voluntary Orgs
Children's Services Directorate,12-Feb-24,"44,000.00",PADDOCK SCHOOL NATWEST A/C,INVOICE,PADDOCK CONTROL ACC
Environment & Community Services Directorate,12-Feb-24,"2,051.97",PARMENTER BUILDERS LTD (P M PA,INVOICE,Payments To Sub-Contractors
Children's Services Directorate,12-Feb-24,"58,000.00",PENWORTHAM PRIMARY SCHOOL NATW,INVOICE,PENWORTHAM JMI CNTL ACC
Children's Services Directorate,12-Feb-24,"3,346.20",PORTMASTER LTD T/A CAPITAL CAR,INVOICE,Transport
Children's Services Directorate,12-Feb-24,"1,662.00",Pottergate Centre Ltd,INVOICE,Essentials
Adult Social Services Directorate,12-Feb-24,559.30,PREPAID FINANCIAL SERVICES,INVOICE,Bank Charges
Adult Social Services Directorate,12-Feb-24,"1,529.10",Prospero Group,INVOICE,Travel Buddy Scheme
Children's Services Directorate,12-Feb-24,"1,881.37",Redacted Personal Data,INVOICE,Direct Payments to  Clients
Children's Services Directorate,12-Feb-24,"3,013.66",Redacted Personal Data,INVOICE,Direct Payments to  Clients
Housing & Regeneration Directorate,12-Feb-24,561.91,Redacted Personal Data,INVOICE,PSL Payments To Landlords
Children's Services Directorate,12-Feb-24,777.60,Redacted Personal Data,INVOICE,Internal Fostering
Children's Services Directorate,12-Feb-24,"1,007.12",Redacted Personal Data,INVOICE,Internal Fostering
Children's Services Directorate,12-Feb-24,956.41,Redacted Personal Data,INVOICE,Internal Fostering
Children's Services Directorate,12-Feb-24,"10,000.00",Redacted Personal Data,INVOICE,Francis Barber PRU Control Acc
Children's Services Directorate,12-Feb-24,"1,400.00",Redacted Personal Data,INVOICE,Equipment
Chief Executives Directorate,12-Feb-24,"1,000.00",Redacted Personal Data,INVOICE,Project Work
Adult Social Services Directorate,12-Feb-24,"4,500.00",Redacted Personal Data,INVOICE,Ed & Emplmt For Subs Misuse
Children's Services Directorate,12-Feb-24,"1,353.27",Redacted Personal Data,INVOICE,Internal Fostering
Adult Social Services Directorate,12-Feb-24,"1,186.27",Reed Specialist Recruitment Ltd,INVOICE,Materials
Environment & Community Services Directorate,12-Feb-24,529.43,Rexel (UK) LTD,INVOICE,Materials
Children's Services Directorate,12-Feb-24,"3,257.80",RINOVA LIMITED,INVOICE,Project Work
Children's Services Directorate,12-Feb-24,"65,000.00",RIVERSDALE PRIMARY SCHOOL NATW,INVOICE,RIVERSDALE CONTROL ACC
Chief Executives Directorate,12-Feb-24,"2,980.00",Riverside Broadcasting C.I.C,INVOICE,Project Work
Environment & Community Services Directorate,12-Feb-24,"1,567.50",ROCC COMPUTERS,INVOICE,Materials
Children's Services Directorate,12-Feb-24,"25,000.00",ROEHAMPTON CHURCH PRIMARY SCHO,INVOICE,ROEHAMPTON CHURCH CONTROL ACC
Children's Services Directorate,12-Feb-24,"29,000.00",RONALD ROSS PRIMARY SCHOOL NAT,INVOICE,RONALD ROSS CONTROL ACC
Adult Social Services Directorate,12-Feb-24,"3,134.49",ROYAL ASSOCIATION FOR DEAF PEO,INVOICE,Supported Living
Children's Services Directorate,12-Feb-24,"12,000.00",ROYAL BOROUGH OF KENSINGTON AN,INVOICE,Training
Housing & Regeneration Directorate,12-Feb-24,"14,237.85",Royal Mail Group Ltd,INVOICE,Postage
Resources Directorate,12-Feb-24,"11,932.90",Royal Mail Group Ltd,INVOICE,Postage
Children's Services Directorate,12-Feb-24,"19,000.00",SACRED HEART SCHOOL (BATTERSEA,INVOICE,SACRED HEART BATTERSEA CNTL AC
Children's Services Directorate,12-Feb-24,"53,000.00",SACRED HEART SCHOOL (ROEHAMPTO,INVOICE,SACRED HEART ROEHAMPTON CNTL A
Children's Services Directorate,12-Feb-24,"22,000.00",SELLINCOURT PRIMARY SCHOOL NAT,INVOICE,SELLINCOURT CONTROL ACC
Adult Social Services Directorate,12-Feb-24,"46,711.87",Servol Community Services,INVOICE,Supporting People Contracts
Children's Services Directorate,12-Feb-24,"49,000.00",SHAFTESBURY PARK PRIMARY SCHOO,INVOICE,SHAFTESBURY PARK
Children's Services Directorate,12-Feb-24,"3,300.00",SHARE COMMUNITY,INVOICE,Post 16 fees
Children's Services Directorate,12-Feb-24,"84,000.00",SHERINGDALE PRIMARY SCHOOL NAT,INVOICE,SHERINGDALE CONTROL ACC
Children's Services Directorate,12-Feb-24,688.50,SIREN TRAINING LIMITED,INVOICE,Training
Children's Services Directorate,12-Feb-24,"65,000.00",SMALLWOOD PRIMARY SCHOOL NATWE,INVOICE,SMALLWOOD CONTROL ACC
Chief Executives Directorate,12-Feb-24,"1,800.00",Smart Avenue Media Limited,INVOICE,General Contract Work
Adult Social Services Directorate,12-Feb-24,"1,080.00",Social Business International Limited,INVOICE,Subscriptions
Children's Services Directorate,12-Feb-24,"56,000.00",SOUTHMEAD PRIMARY SCHOOL NATWE,INVOICE,SOUTHMEAD CONTROL ACC
Children's Services Directorate,12-Feb-24,"24,000.00",ST ANSELM'S RC PRIMARY SCHOOL ,INVOICE,ST ANSELMS RC CONTROL ACC
Children's Services Directorate,12-Feb-24,"40,000.00",ST BONIFACE RC PRIMARY SCHOOL ,INVOICE,ST BONIFACE RC CONTROL ACC
Children's Services Directorate,12-Feb-24,"7,000.00",ST FAITH'S C OF E PRIMARY SCHO,INVOICE,ST FAITHS CE CONTROL ACC
Children's Services Directorate,12-Feb-24,"35,000.00",ST GEORGE'S CE PRIMARY SCHOOL ,INVOICE,ST GEORGES CE CONTROL ACC
Children's Services Directorate,12-Feb-24,"816,000.00",ST JOHN BOSCO COLLEGE NATWEST ,INVOICE,ST JOHN BOSCO CONTROL ACC
Children's Services Directorate,12-Feb-24,"44,000.00",ST MARY'S RC PRIMARY SCHOOL NA,INVOICE,ST MARYS RC CONTROL ACC
Children's Services Directorate,12-Feb-24,"52,000.00",ST MICHAEL'S CE PRIMARY SCHOOL,INVOICE,ST MICHAELS CE CONTROL ACC
Environment & Community Services Directorate,12-Feb-24,"3,026.93",STONECROFT BUILDING SERVICES L,INVOICE,Payments To Sub-Contractors
Children's Services Directorate,12-Feb-24,"1,254.40",Streatham Youth and Community ,INVOICE,Third Party Pymt - Ind Units
Environment & Community Services Directorate,12-Feb-24,"12,136.11",SW1LIGHTING & ELECTRICAL LTD,INVOICE,Payments To Sub-Contractors
Children's Services Directorate,12-Feb-24,"23,000.00",SWAFFIELD PRIMARY SCHOOL NATWE,INVOICE,SWAFFIELD CONTROL ACC
Environment & Community Services Directorate,12-Feb-24,"7,921.00",T & S ENVIRONMENTAL LTD,INVOICE,Payments To Sub-Contractors
Capital Expenditure,12-Feb-24,"2,285.00",T BROWN GROUP LTD,INVOICE,CAPEXP Housing Grants Analysis
Children's Services Directorate,12-Feb-24,575.00,The MSR Service,INVOICE,Other minor services
Children's Services Directorate,12-Feb-24,990.00,The Swim School,INVOICE,Equipment
Children's Services Directorate,12-Feb-24,"3,426.00",Therapy4Kids,INVOICE,Other Therapies
Children's Services Directorate,12-Feb-24,"1,968.00",TMS Skills,INVOICE,Consultants Fees
Adult Social Services Directorate,12-Feb-24,"47,844.60",Together for Mental Wellbeing ,INVOICE,Grants to Voluntary Orgs
Children's Services Directorate,12-Feb-24,"28,000.00",TRINITY ST MARY'S CE SCHOOL NA,INVOICE,TRINITY ST MARYS
Housing & Regeneration Directorate,12-Feb-24,"25,000.00",tv edwards,INVOICE,Legal & Court Fees 
Capital Expenditure,12-Feb-24,"6,818.40",UK Power Networks (Operations),INVOICE,CAPEXP Construction Work
Resources Directorate,12-Feb-24,"4,445.66",Underley Furnishing Limited,INVOICE,Social Fund Payments
Housing & Regeneration Directorate,12-Feb-24,898.80,UNIQUE OFFICE SOLUTIONS LTD,INVOICE,Equipment
Children's Services Directorate,12-Feb-24,"79,840.00",UNIVERSITY OF SOUTHAMPTON,INVOICE,Consultants Specific Project
Children's Services Directorate,12-Feb-24,"8,000.00",Victoria Drive PRU,INVOICE,Victoria Drive PRU Control Acc
Children's Services Directorate,12-Feb-24,"14,690.00",WANDSWORTH COMMUNITY TRANSPORT,INVOICE,Transport Hire & Leasing Costs
Children's Services Directorate,12-Feb-24,"52,000.00",WEST HILL PRIMARY SCHOOL NATWE,INVOICE,WEST HILL CONTROL ACC
Environment & Community Services Directorate,12-Feb-24,"101,044.10",WIMBLEDON & PUTNEY CONSERVATOR,INVOICE,W'don & Putney Commons Conserv
Housing & Regeneration Directorate,12-Feb-24,574.80,Working Planet Ltd,INVOICE,Recruitment Costs
Environment & Community Services Directorate,13-Feb-24,"2,595.00",ABLE SKILLS LTD,INVOICE,Materials
Adult Social Services Directorate,13-Feb-24,"11,940.00",ACCESS INDEPENDENT,INVOICE,Agency Staff
Housing & Regeneration Directorate,13-Feb-24,"1,229.64",ACR LONDON LTD,INVOICE,Planned Maintenance - Bldgs
Children's Services Directorate,13-Feb-24,"1,834.80",ACS Private Hire Ltd,INVOICE,Client Travel Expenses
Environment & Community Services Directorate,13-Feb-24,"2,003.71",AGGREGATE INDUSTRIES UK LTD,INVOICE,Materials
Environment & Community Services Directorate,13-Feb-24,"1,358.64",ALLEN CONCRETE,INVOICE,Building Works Stores
Capital Expenditure,13-Feb-24,"217,056.37",Amber Construction Services Lt,INVOICE,CAPEXP Construction Work
Adult Social Services Directorate,13-Feb-24,"1,484.94",Anglebond Ltd t/a Krystal Phar,INVOICE,Third Party Pymt - Health
Housing & Regeneration Directorate,13-Feb-24,510.00,Ansador Limited,INVOICE,Security & Fire Protection
Adult Social Services Directorate,13-Feb-24,"2,734.37",Asvacare Ltd t/a Barkers Pharm,INVOICE,Third Party Pymt - Health
Children's Services Directorate,13-Feb-24,"3,582.00",Attachment Research Community,INVOICE,Equipment
Housing & Regeneration Directorate,13-Feb-24,"64,881.54",Avison Young LTD,INVOICE,Property Services Contracts
Housing & Regeneration Directorate,13-Feb-24,"14,809.20",Baltimore Consulting Ltd,INVOICE,Agency Staff
Environment & Community Services Directorate,13-Feb-24,"2,160.00",Basis Ltd,INVOICE,Consultants Fees
Environment & Community Services Directorate,13-Feb-24,714.24,BERNARD EXTON (SALES) LTD,INVOICE,Materials
Adult Social Services Directorate,13-Feb-24,"1,408.70",Boots UK Limited,INVOICE,Third Party Pymt - Health
Children's Services Directorate,13-Feb-24,660.14,British Gas,INVOICE,Energy - Electricity
Environment & Community Services Directorate,13-Feb-24,"7,441.62",BROWNING JONES & MORRIS LTD,INVOICE,Materials
Resources Directorate,13-Feb-24,"31,651.70",BT Global Services,INVOICE,Network Maintenance
Resources Directorate,13-Feb-24,"4,334.42",Call Logging Limited,INVOICE,Software Maintenance
Environment & Community Services Directorate,13-Feb-24,"1,252.80",Cappagh Public Works Ltd,INVOICE,Materials
Environment & Community Services Directorate,13-Feb-24,"2,031.86",Car Hire (Days of Swansea Ltd),INVOICE,Payments To Sub-Contractors
Children's Services Directorate,13-Feb-24,"1,098.00",Castlebridge Finance SPV Ltd,INVOICE,Client Travel Expenses
Adult Social Services Directorate,13-Feb-24,"11,931.02",Central & North West London NH,INVOICE,Gum Services - Cnwl
Capital Expenditure,13-Feb-24,"4,320.00",CERTUS SECURITY (UK) LLP,INVOICE,CAPEXP Other Building Reltd Wk
Environment & Community Services Directorate,13-Feb-24,"4,392.96",CHARLES WILSON ENGINEERS LTD,INVOICE,Payments To Sub-Contractors
Children's Services Directorate,13-Feb-24,"4,744.80",City Care Agency Ltd,INVOICE,Transport Hire & Leasing Costs
Capital Expenditure,13-Feb-24,900.00,CLIMATE INTERGRATED SOLUTIONS ,INVOICE,CAPEXP Professional Fees
Capital Expenditure,13-Feb-24,"54,716.64",Collinstown Construction Ltd,INVOICE,CAPEXP Other Building Reltd Wk
Housing & Regeneration Directorate,13-Feb-24,780.00,COMMERCIAL KITCHEN SERVICES(LO,INVOICE,Planned Maintenance - Bldgs
Environment & Community Services Directorate,13-Feb-24,979.20,COSTA CIVIL ENGINEERING,INVOICE,Payments To Sub-Contractors
Environment & Community Services Directorate,13-Feb-24,"3,534.32",CROWN PAINTS LIMITED,INVOICE,Materials
Housing & Regeneration Directorate,13-Feb-24,"5,010.00",Dandi Wandsworth Creations Lim,INVOICE,Property Maintenance 
Housing & Regeneration Directorate,13-Feb-24,"24,832.51",David J Higgins Consulting Ltd,INVOICE,Consultants Fees
Housing & Regeneration Directorate,13-Feb-24,"7,561.80",DEBA UK LTD,INVOICE,Planned Maintenance - Bldgs
Housing & Regeneration Directorate,13-Feb-24,600.00,DELTA FACILITIES LTD,INVOICE,Vacants
Housing & Regeneration Directorate,13-Feb-24,"16,325.24",DH CROFTS LTD,INVOICE,Major Repairs & Alterations
Housing & Regeneration Directorate,13-Feb-24,"8,046.00",Drees and Sommer UK Ltd,INVOICE,Major Repairs & Alterations
Environment & Community Services Directorate,13-Feb-24,519.60,DUREY CASTINGS LTD,INVOICE,Materials
Housing & Regeneration Directorate,13-Feb-24,"13,200.00",E M Tecnica,INVOICE,Consultants Fees
Environment & Community Services Directorate,13-Feb-24,"3,779.77",EDMUNDSON ELECTRICAL LTD,INVOICE,Building Works Stores
Environment & Community Services Directorate,13-Feb-24,"1,046.94",ELECTRIC CENTRE,INVOICE,Materials
Children's Services Directorate,13-Feb-24,"4,305.00",Emergency Personnel Home CAre ,INVOICE,Preventing Accom
Capital Expenditure,13-Feb-24,"46,653.17",Ensigna Construction Ltd,INVOICE,CAPEXP Construction Work
Capital Expenditure,13-Feb-24,831.60,etch Associates Ltd,INVOICE,CAPEXP Professional Fees
Housing & Regeneration Directorate,13-Feb-24,"5,596.20",F & G CLEANERS LTD,INVOICE,Window cleaning
Environment & Community Services Directorate,13-Feb-24,"95,350.43",F M Conway Limited,INVOICE,Materials
Capital Expenditure,13-Feb-24,"2,160.00",Fenton Energy Ltd,INVOICE,CAPEXP Surveys and Comms Costs
Environment & Community Services Directorate,13-Feb-24,"1,740.00",FINESSE KITCHENS (UK) LTD,INVOICE,Building Works Stores
Environment & Community Services Directorate,13-Feb-24,"6,328.46",FRASER'S TIMBER MERCHANTS LTD,INVOICE,Building Works Stores
Environment & Community Services Directorate,13-Feb-24,702.00,G S HEATING SERVICES,INVOICE,Payments To Sub-Contractors
Resources Directorate,13-Feb-24,"7,010.36",Gamma Telecom Limited,INVOICE,Telephone Charges
Capital Expenditure,13-Feb-24,"57,286.80",GARDINER & THEOBALD LLP,INVOICE,CAPEXP Professional Fees
Housing & Regeneration Directorate,13-Feb-24,"94,082.58",Gjini Building Services Ltd,INVOICE,Vacants
Children's Services Directorate,13-Feb-24,"3,200.00",Goldfinch Primary School (Eard,INVOICE,Transfers to Schools
Environment & Community Services Directorate,13-Feb-24,618.00,GOLDIELOCKS LOCKSMITHS,INVOICE,Payments To Sub-Contractors
Children's Services Directorate,13-Feb-24,"1,070.40",Guardian Industrial Doors Ltd,INVOICE,Reactive maintenance - bldgs
Capital Expenditure,13-Feb-24,"98,950.00",Hamilton Rees Solicitors,INVOICE,CAPEXP Capital grants
Environment & Community Services Directorate,13-Feb-24,"19,014.00",Hays Specialist Recruitment Gr,INVOICE,Materials
Chief Executives Directorate,13-Feb-24,"1,000.00",HEATHER SIBLY PHOTOGRAPHY,INVOICE,Project Work
Environment & Community Services Directorate,13-Feb-24,"1,137.06",HEATING PLUMBING SUPPLIES,INVOICE,Materials
Adult Social Services Directorate,13-Feb-24,"1,536.47",I PATEL T/A TOOTING PHARMACY P,INVOICE,Third Party Pymt - Health
Children's Services Directorate,13-Feb-24,508.80,IDNA Genetics Ltd T/a Anglia D,INVOICE,APC - Other Cla Services
Environment & Community Services Directorate,13-Feb-24,"2,566.78",INDUSTRIAL MAINTENANCE GROUP,INVOICE,Materials
Environment & Community Services Directorate,13-Feb-24,532.22,JADE SECURITY SERVICES LTD,INVOICE,Cash In Transit Contract
Adult Social Services Directorate,13-Feb-24,"1,354.97",JAYACHOICE  LTD,INVOICE,Third Party Pymt - Health
Chief Executives Directorate,13-Feb-24,"1,555.79",JNE Security Ltd,INVOICE,Project Work
Environment & Community Services Directorate,13-Feb-24,"7,623.00",KC SERVICES GROUP LTD,INVOICE,Payments To Sub-Contractors
Chief Executives Directorate,13-Feb-24,800.00,KEEPSAKE VIDEOS,INVOICE,Project Work
Adult Social Services Directorate,13-Feb-24,"39,805.00",Kingston Hospital NHS FT,INVOICE,Gum Service - Kingston Hosp
