Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,02-Apr-24,51302180130,£655.94,HOPWELLS LTD,TRADE SUPPLIER,Grafham Water,Grafham Water Centre,Catering Provisions
Cambridgeshire County Council,02-Apr-24,51302179779,£660.00,Participation Dogs Limited,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179720,£660.00,Play Therapy Services LTD,COMPANY,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302174263,£666.90,Nominet UK,COMPANY,Corporate IT Managed,Corporate Telephony,Data Line - Rental
Cambridgeshire County Council,02-Apr-24,51302174264,£666.90,Nominet UK,COMPANY,Corporate IT Managed,Corporate Telephony,Data Line - Rental
Cambridgeshire County Council,02-Apr-24,51302174265,£666.90,Nominet UK,COMPANY,Corporate IT Managed,Corporate Telephony,Data Line - Rental
Cambridgeshire County Council,02-Apr-24,51302174262,£666.92,Nominet UK,COMPANY,Corporate IT Managed,Corporate Telephony,Data Line - Rental
Cambridgeshire County Council,02-Apr-24,51302146429,£668.00,STANGROUND ACADEMY,EDUCATION,Recoupment,Other LA Mainstream,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179136,£676.00,Redacted Personal Data ,INDIVIDUAL,Registrars,Registrars General,Non Staff expenses
Cambridgeshire County Council,02-Apr-24,51302179844,£680.00,Redacted Personal Data ,INDIVIDUAL,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179141,£696.00,Redacted Personal Data ,INDIVIDUAL,Registrars,Registrars General,Non Staff expenses
Cambridgeshire County Council,02-Apr-24,51302179788,£700.00,Redacted Personal Data ,INDIVIDUAL,Regional Adoption Agency,Regional Adoption Agency,Staff Training & Development
Cambridgeshire County Council,02-Apr-24,51302178612,£702.00,NATIONAL TEACHING & ADVISORY SERVICE FOR LOOKED AFTER CHILDREN (NT & AS),OTHER PUBLIC BODIES,SEND - PEX support,SEND - Support for PEX without EHCP,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179616,£704.04,Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Insurance Fund,Liability,Insurance Claims Paid
Cambridgeshire County Council,02-Apr-24,51302179184,£709.50,Redacted Personal Data ,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,02-Apr-24,51302180184,£712.80,Tutor Doctor,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179672,£722.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179815,£722.52,New Meaning Foundation,COMPANY,SEND High Needs Top Up,High Needs Top Up - Post 16,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179561,£727.70,BARNARDOS SERVICES LTD,CARE ESTABLISHMENT,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179187,£730.80,Redacted Personal Data ,INDIVIDUAL,Nursery Schools,Early Years - Funded 3s/4s,Care & Ed Childcare Settings
Cambridgeshire County Council,02-Apr-24,51302179734,£733.86,Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Insurance Fund,Liability,Insurance Claims Paid
Cambridgeshire County Council,02-Apr-24,51302179194,£741.72,Fidelis Healthcare LTD,COMPANY,LAC Placements,Placements - supported accommodation,Agency Placements - In County
Cambridgeshire County Council,02-Apr-24,51302179536,£750.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179569,£750.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179658,£750.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179563,£750.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302178645,£756.00,Oakdale Centre CiC,COMPANY,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179117,£770.88,Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Waste Disposal incl PFI,Waste PFI,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179737,£779.16,Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Insurance Fund,Liability,Insurance Claims Paid
Cambridgeshire County Council,02-Apr-24,51302174166,£779.58,CROSS KEYS HOMES LIMITED,CARE ESTABLISHMENT,Corporate IT Managed,Corporate Telephony,Telephone costs
Cambridgeshire County Council,02-Apr-24,51302165606,£780.00,CLARETIAN MISSIONARIES TRUST,CHARITY,Outdoor Education,"Education, Health, Safety and Wellbeing - Outdoor Education",Casual hire of facilities
Cambridgeshire County Council,02-Apr-24,51302180211,£792.00,Woodventurers Woodland Learning Ltd,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302168200,£794.66,UNIVERSITY OF CAMBRIDGE,EDUCATION,Community Support Service,Community Support Service ECF,Childcare Costs
Cambridgeshire County Council,02-Apr-24,51302179582,£825.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302180112,£849.20,MARSHLAND HIGH SCHOOL,EDUCATION,Recoupment,Other LA Mainstream,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302164211,£856.00,Inspired Children Ltd,COMPANY,Early Years Head of Service,HoS Early Years,Staff Training & Development
Cambridgeshire County Council,02-Apr-24,51302180209,£864.00,Woodventurers Woodland Learning Ltd,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179653,£875.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179185,£879.00,Redacted Personal Data ,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,02-Apr-24,51302179678,£898.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302180059,£910.00,CAMBRIDGE EAL,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302165513,£916.80,VWS (UK) Limited,COMPANY,Archives,Archives - Conservation,Specialist Equipment For Service Delivery
Cambridgeshire County Council,02-Apr-24,51302180295,£919.65,Redacted Personal Data ,PARENT/GUARDIAN,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179689,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179676,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179681,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179677,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179683,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179687,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302179684,£940.00,Redacted Personal Data ,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,02-Apr-24,51302164467,£948.00,Acer Conservation,SOLETRADER,Greenspaces,Greenspaces,Grounds Maintenance
Cambridgeshire County Council,02-Apr-24,51302179183,£950.00,Redacted Personal Data ,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,02-Apr-24,51302179574,£950.00,Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179118,£982.08,Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Waste Disposal incl PFI,Waste PFI,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302165512,£993.76,Rose Feather,SOLETRADER,Early Years,Talking together in Cambridgeshire,Car mileage and allowances - other
Cambridgeshire County Council,02-Apr-24,51302173654,£996.00,Acer Conservation,SOLETRADER,Greenspaces,Greenspaces,Grounds Maintenance
Cambridgeshire County Council,02-Apr-24,51302179583,"£1,000.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179545,"£1,000.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179570,"£1,000.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179204,"£1,004.91",YMCA Trinity Group,COMPANY,LAC Placements,Placements - 16+,Agency Placements - In County
Cambridgeshire County Council,02-Apr-24,51302179750,"£1,018.80",THE CAM ACADEMY TRUST,EDUCATION,LA maintained Early Years Provision,LA maintained Early Years Provision,IT Hardware
Cambridgeshire County Council,02-Apr-24,51302178947,"£1,040.00",ONE WAY SOM,TRADE SUPPLIER,Road Safety,Driver Training,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302170547,"£1,069.60",HUGHES TV & AUDIO LTD T/A TRADE ELECTRICALS DIRECT,TRADE SUPPLIER,South Care Leaving,South Care Leaving,Leaving Care Grants
Cambridgeshire County Council,02-Apr-24,51302175139,"£1,080.00",1-2 Achieve,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302144686,"£1,080.00",YOUNG PEOPLE MARCH LTD,LOCAL CLUBS & GROUPS,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302174099,"£1,106.56",FENLAND AREA COMMUNITY ENTERPRISE TRUST (FACET),TRUST (OTHER),SEND High Needs Top Up,High Needs Top Up - Post 16,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302180291,"£1,108.00",Ashtons Legal Client Account,COMPANY,Insurance Fund,Liability,Insurance Claims Paid
Cambridgeshire County Council,02-Apr-24,51302179559,"£1,125.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179551,"£1,125.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179668,"£1,125.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179576,"£1,125.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179605,"£1,125.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302164245,"£1,136.62",SC Electrical Contracting Ltd,COMPANY,County Farms,County Farms,County Farms Maintenance unplanned
Cambridgeshire County Council,02-Apr-24,51302180200,"£1,152.00",Woodventurers Woodland Learning Ltd,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179597,"£1,188.00",Targeted Provision Ltd,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179738,"£1,200.00",Vision Learning Therapeutic Farm,SOLETRADER,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302164209,"£1,222.00",Powerful Voices Ltd,EDUCATION,Early Years Specialist Support,SEND - Independent Therapy,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302164249,"£1,236.00",Powerful Voices Ltd,EDUCATION,Early Years Specialist Support,SEND - Independent Therapy,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302175997,"£1,248.00",Prospero Group,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179568,"£1,250.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179661,"£1,250.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302180092,"£1,255.20",Ngaged Ltd,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302164170,"£1,259.40",Kingsfield Computer Product Ltd,COMPANY,Corporate IT Managed,Hardware & Infrastructure,Computer hardware - purchase
Cambridgeshire County Council,02-Apr-24,51302170485,"£1,320.00",Provident Recruitment Ltd T/A Psychology People,COMPANY,SEND Specialist Services - Education Psychology,SEND Specialist Services - Education Psychology,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179256,"£1,331.14",YMCA Trinity Group,COMPANY,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302179149,"£1,350.00",Vision Learning Therapeutic Farm,SOLETRADER,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179819,"£1,367.00",Redacted Personal Data ,INDIVIDUAL,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302180210,"£1,368.00",Woodventurers Woodland Learning Ltd,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179820,"£1,372.00",Redacted Personal Data ,INDIVIDUAL,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302179535,"£1,375.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179580,"£1,375.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179538,"£1,375.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179692,"£1,380.00",Parker Clinical Psychology Limited,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302180256,"£1,394.82",YMCA Trinity Group,COMPANY,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302180120,"£1,404.00",NATIONAL TEACHING & ADVISORY SERVICE FOR LOOKED AFTER CHILDREN (NT & AS),OTHER PUBLIC BODIES,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302164472,"£1,428.00",THE READING AGENCY FOR LIBRARIES LTD,TRADE SUPPLIER,Libraries - Volunteer Development,CHIS,Books and Multimedia Supplies
Cambridgeshire County Council,02-Apr-24,51302180283,"£1,440.00",Redacted Personal Data ,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,02-Apr-24,51302180285,"£1,440.00",Redacted Personal Data ,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,02-Apr-24,51302179745,"£1,445.04",BARTON PLAYGROUP,EDUCATION,SEND High Needs Top Up,High Needs Top Up - Early Years,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179770,"£1,450.00",Rainbow Reflections Holistic Therapy,SOLETRADER,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302164513,"£1,463.78",CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,TRUST (OTHER),Coroners,Coroners General,Payments to Other Establishments
Cambridgeshire County Council,02-Apr-24,51302165658,"£1,473.12",J & G GROUNDWORKS & SURFACING,PARTNERSHIP,Highways - Rights of Way,Highways - Rights of Way,Highways - Bridges
Cambridgeshire County Council,02-Apr-24,51302178534,"£1,481.26",KEN TURNER,SOLETRADER,Highways - Rights of Way,Highways - Rights of Way,Highways - Bridges
Cambridgeshire County Council,02-Apr-24,51302179201,"£1,483.35",YMCA Trinity Group,COMPANY,LAC Placements,Placements - 16+,Agency Placements - In County
Cambridgeshire County Council,02-Apr-24,51302179197,"£1,483.44",YMCA Trinity Group,COMPANY,LAC Placements,Placements - 16+,Agency Placements - In County
Cambridgeshire County Council,02-Apr-24,51302179205,"£1,483.44",YMCA Trinity Group,COMPANY,LAC Placements,Placements - 16+,Agency Placements - In County
Cambridgeshire County Council,02-Apr-24,51302180257,"£1,483.44",YMCA Trinity Group,COMPANY,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302180254,"£1,483.44",YMCA Trinity Group,COMPANY,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302180258,"£1,483.44",YMCA Trinity Group,COMPANY,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302180259,"£1,483.44",YMCA Trinity Group,COMPANY,Unaccompanied Asylum Seeking Children,Separated Migrant Children > 18,Living Spport Grants - Financial Assistance 18+
Cambridgeshire County Council,02-Apr-24,51302180185,"£1,490.40",Tutor Doctor,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179198,"£1,498.00",Eastern Family Services Ltd t/a Eastern Fostering Services,CARE ESTABLISHMENT,LAC Placements,Placements - independent fostering,Agency Placements - Out of  County
Cambridgeshire County Council,02-Apr-24,51302179654,"£1,500.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179554,"£1,500.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302179827,"£1,515.79",New Meaning Foundation,COMPANY,SEND High Needs Top Up,High Needs Top Up - Post 16,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179116,"£1,520.64",Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Waste Disposal incl PFI,Waste PFI,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302164518,"£1,524.00",Tapestry Urbanism Ltd,COMPANY,"County Planning, Minerals & Waste","County Planning, Minerals & Waste",Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302170483,"£1,545.00",Provident Recruitment Ltd T/A Psychology People,COMPANY,SEND Specialist Services - Education Psychology,SEND Specialist Services - Education Psychology,Professional Fees and Hired Services
Cambridgeshire County Council,02-Apr-24,51302180111,"£1,560.00",NATIONAL TEACHING & ADVISORY SERVICE FOR LOOKED AFTER CHILDREN (NT & AS),OTHER PUBLIC BODIES,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179691,"£1,561.98",Pathfinder Legal Services Limited - OFFICE A/C *7357,TRADE SUPPLIER,Alconbury Weald secondary and Special,Alconbury Weald secondary and Special,Construction - External Professional Fees
Cambridgeshire County Council,02-Apr-24,51302162291,"£1,575.00",Kip McGrath Education Centres Peterborough North,EDUCATION,Out of School Tuition,Out of School Provision EHCPs,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179828,"£1,623.16",New Meaning Foundation,COMPANY,SEND High Needs Top Up,High Needs Top Up - Post 16,Independent School Placements
Cambridgeshire County Council,02-Apr-24,51302179573,"£1,625.00",Achieve Occupational Therapy Ltd,EDUCATION,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
