Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,SU11451,ADT FIRE AND SECURITY PLC,13/09/2024,432281,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INST & MTCE-FIRE EXT & SEC SYS,Revenue,1,"1,108.03"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,17/09/2024,434558,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,752.53
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,19/09/2024,437307,CARLISLE CAPITAL COST CENTRES,,CAPITAL PAY TO CONTRACTORS,Capital,1,"4,164.18"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,19/09/2024,437780,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,HIGHWAYS: OTHER,Capital,1,"55,695.17"
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,128
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,32
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,32
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,32
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,"3,480.00"
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,80
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,96
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425683,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,40
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425902,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,REPAIRS & MAINTENANCE,Revenue,1,"1,236.00"
CU,SU71823,BELL DECORATING GROUP LIMITED,05/09/2024,425906,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,REPAIRS & MAINTENANCE,Revenue,1,"1,236.00"
