Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Transaction Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,TS6677643,NPOWER LTD,13/05/2024,327216,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,IN10374105,ELECTRICITY,Revenue,1,"1,969.03"
CU,TS6677643,NPOWER LTD,13/05/2024,327218,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,IN10374538/2,ELECTRICITY,Revenue,1,789.83
CU,TS6677643,NPOWER LTD,13/05/2024,327222,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10374609,ELECTRICITY,Revenue,1,"2,529.75"
CU,TS6677643,NPOWER LTD,13/05/2024,327224,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,IN10374611/2,ELECTRICITY,Revenue,1,636.51
CU,TS6677643,NPOWER LTD,13/05/2024,327225,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,IN10374614,ELECTRICITY,Revenue,1,"1,091.51"
CU,TS6677643,NPOWER LTD,13/05/2024,327231,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10374632,ELECTRICITY,Revenue,1,"2,111.48"
CU,TS6677643,NPOWER LTD,13/05/2024,327237,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10374642,ELECTRICITY,Revenue,1,"1,729.68"
CU,TS6677643,NPOWER LTD,13/05/2024,327242,RESOURCES  ,ASSETS & FLEET                ,IN10374670,ELECTRICITY,Revenue,1,535.83
CU,TS6677643,NPOWER LTD,13/05/2024,327243,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10374670/2,ELECTRICITY,Revenue,1,515.40
CU,TS6677643,NPOWER LTD,13/05/2024,327262,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10384253/3,ELECTRICITY,Revenue,1,304.04
CU,TS6677643,NPOWER LTD,13/05/2024,327468,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,IN10497928,ELECTRICITY,Revenue,1,"8,601.26"
CU,TS6677643,NPOWER LTD,13/05/2024,327532,RESOURCES  ,ASSETS & FLEET                ,IN10488374,ELECTRICITY,Revenue,1,"2,961.89"
CU,TS6677643,NPOWER LTD,13/05/2024,327537,RESOURCES  ,ASSETS & FLEET                ,IN104883985,ELECTRICITY,Revenue,1,"8,693.93"
CU,TS6677643,NPOWER LTD,13/05/2024,327548,RESOURCES  ,ASSETS & FLEET                ,IN10495397,PLANT-RUNNING COSTS (RECHARGED,Revenue,1,"1,798.93"
CU,TS6677643,NPOWER LTD,13/05/2024,327551,RESOURCES  ,ASSETS & FLEET                ,IN10374097,ELECTRICITY,Revenue,1,"5,112.97"
CU,TS6677643,NPOWER LTD,13/05/2024,327713,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10488915,ELECTRICITY,Revenue,1,514.05
CU,TS6677643,NPOWER LTD,14/05/2024,327754,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10488946,ELECTRICITY,Revenue,1,545.60
CU,TS6677643,NPOWER LTD,14/05/2024,329240,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,IN10374793,ELECTRICITY,Revenue,1,"2,446.22"
CU,TS6677643,NPOWER LTD,14/05/2024,329304,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10488373,ELECTRICITY,Revenue,1,"2,938.83"
CU,TS6677643,NPOWER LTD,15/05/2024,332069,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,IN10551548,ELECTRICITY,Revenue,1,"7,853.41"
CU,TS6677643,NPOWER LTD,15/05/2024,332143,RESOURCES  ,ASSETS & FLEET                ,IN10532185,ELECTRICITY,Revenue,1,398.66
CU,TS6677643,NPOWER LTD,15/05/2024,332469,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10375013,ELECTRICITY,Revenue,1,"1,464.74"
CU,TS6677643,NPOWER LTD,15/05/2024,332470,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10492418,ELECTRICITY,Revenue,1,669.59
CU,TS6677643,NPOWER LTD,16/05/2024,333086,RESOURCES  ,ASSETS & FLEET                ,IN10488397,ELECTRICITY,Revenue,1,"6,012.85"
CU,TS6677643,NPOWER LTD,16/05/2024,333094,RESOURCES  ,ASSETS & FLEET                ,IN10488849,ELECTRICITY,Revenue,1,422.07
CU,TS6677643,NPOWER LTD,16/05/2024,333107,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10500789,ELECTRICITY,Revenue,1,352.08
CU,TS6677643,NPOWER LTD,16/05/2024,333129,RESOURCES  ,ASSETS & FLEET                ,IN10488411,ELECTRICITY,Revenue,1,"3,420.96"
CU,TS6677643,NPOWER LTD,16/05/2024,333152,RESOURCES  ,ASSETS & FLEET                ,IN10488375,ELECTRICITY,Revenue,1,"3,211.89"
CU,TS6677643,NPOWER LTD,16/05/2024,333159,RESOURCES  ,ASSETS & FLEET                ,IN10488414,ELECTRICITY,Revenue,1,758.61
CU,TS6677643,NPOWER LTD,16/05/2024,333167,RESOURCES  ,ASSETS & FLEET                ,IN10488931,ELECTRICITY,Revenue,1,"1,644.17"
CU,TS6677643,NPOWER LTD,16/05/2024,333382,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN09680194,ELECTRICITY,Revenue,1,"3,923.98"
CU,TS6677643,NPOWER LTD,21/05/2024,335574,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10056279,ELECTRICITY,Revenue,1,"1,582.53"
CU,TS6677643,NPOWER LTD,21/05/2024,335575,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10491596,ELECTRICITY,Revenue,1,389.13
CU,TS6677643,NPOWER LTD,21/05/2024,335684,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10489036,ELECTRICITY,Revenue,1,629.46
CU,TS6677643,NPOWER LTD,21/05/2024,335690,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10489076,ELECTRICITY,Revenue,1,"1,191.26"
CU,TS6677643,NPOWER LTD,21/05/2024,335700,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10374607,ELECTRICITY,Revenue,1,"1,500.72"
CU,TS6677643,NPOWER LTD,21/05/2024,335746,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10488905,ELECTRICITY,Revenue,1,747.03
CU,TS6677643,NPOWER LTD,21/05/2024,335763,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,IN10489403,ELECTRICITY,Revenue,1,594.10
CU,TS6677643,NPOWER LTD,22/05/2024,337955,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,0489095,ELECTRICITY,Revenue,1,256.42
CU,TS6677643,NPOWER LTD,23/05/2024,339089,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10488941,ELECTRICITY,Revenue,1,546.37
CU,TS6677643,NPOWER LTD,24/05/2024,339737,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10488936,ELECTRICITY,Revenue,1,411.25
CU,TS6677643,NPOWER LTD,29/05/2024,341437,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,10491680,ELECTRICITY,Revenue,1,642.26
CU,TS6677643,NPOWER LTD,30/05/2024,343417,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,IN10488932,ELECTRICITY,Revenue,1,404.80
CU,TS6677643,NPOWER LTD,30/05/2024,343709,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10489096,ELECTRICITY,Revenue,1,"1,003.47"
CU,TS6677643,NPOWER LTD,30/05/2024,343736,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,IN10442883,ELECTRICITY,Revenue,1,233.25
CU,TS6677643,NPOWER LTD,30/05/2024,343736,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,IN10442883,ELECTRICITY,Revenue,2,365.03
CU,TS6677643,NPOWER LTD,30/05/2024,343743,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,IN10374796,ELECTRICITY,Revenue,1,"2,111.33"
CU,TS6677643,NPOWER LTD,31/05/2024,344297,RESOURCES  ,ASSETS & FLEET                ,IN10493949,ELECTRICITY,Revenue,1,268.78
CU,TS6677643,NPOWER LTD,31/05/2024,344298,RESOURCES  ,ASSETS & FLEET                ,IN10488406,ELECTRICITY,Revenue,1,"7,640.27"
CU,TS6677643,NPOWER LTD,31/05/2024,344299,RESOURCES  ,ASSETS & FLEET                ,IN10488960,ELECTRICITY,Revenue,1,"2,835.41"
CU,TS6815235,OPUS ENERGY LIMITED,01/05/2024,320752,RESOURCES  ,ASSETS & FLEET                ,75239580,ELECTRICITY,Revenue,1,913.27
CU,TS6815235,OPUS ENERGY LIMITED,31/05/2024,344060,RESOURCES  ,ASSETS & FLEET                ,75327502,ELECTRICITY,Revenue,1,765.60
CU,TS6906495,CRITICO,17/05/2024,334233,BUSINESS TRANS & CHANGE,ICT                           ,70032589,SOFTWARE LICENSING CHARGES,Revenue,1,516.60
CU,TS6906495,CRITICO,31/05/2024,344285,BUSINESS TRANS & CHANGE,ICT                           ,80889395,SOFTWARE LICENSING CHARGES,Revenue,1,848.93
CU,TS6923343,PARALLEL PARENTS,28/05/2024,340455,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,BSICS614558MAY24,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,817.68"
CU,TS6923343,PARALLEL PARENTS,28/05/2024,340456,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,CSICS619151MAY24,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,925.01"
CU,TS6923343,PARALLEL PARENTS,28/05/2024,340457,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,KSICS619152MAY24,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,817.68"
CU,TS6923343,PARALLEL PARENTS,28/05/2024,340458,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,NSICS614556MAY24,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,817.68"
CU,TS6986523,PARTON VILLAGE HALL,23/05/2024,339091,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,J C S 1/2024,"SPORTS&P.E.EQUIP-PURCH, REPAIR",Revenue,1,350.00
CU,TS7103055,PENRITH RUFC LTD,23/05/2024,338873,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,3874,GRANT PAYMENTS,Revenue,1,337.20
CU,TS7142367,PETES TAXIS,07/05/2024,323092,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",129E,HOME TO SCHOOL/COLLEGE,Revenue,1,833.91
CU,TS7142367,PETES TAXIS,07/05/2024,323092,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",129E,ESCORT DUTY PAY(RECHARGED),Revenue,2,357.39
CU,TS7167639,PHOENIX SOFTWARE LTD,08/05/2024,324781,BUSINESS TRANS & CHANGE,ICT                           ,OP/I006561,CONSULTANTS FEES,Revenue,1,"15,950.00"
CU,TS7167639,PHOENIX SOFTWARE LTD,15/05/2024,332118,BUSINESS TRANS & CHANGE,ICT                           ,OP/I008442,COMPUTERS & EQUIP SOFTWARE,Revenue,1,"3,284.12"
CU,TS7167639,PHOENIX SOFTWARE LTD,20/05/2024,334603,BUSINESS TRANS & CHANGE,ICT                           ,OP/I009581,MAINTCE OTHER COMP EQUIP,Revenue,1,"3,722.79"
CU,TS7167639,PHOENIX SOFTWARE LTD,20/05/2024,334805,BUSINESS TRANS & CHANGE,ICT                           ,OP/I009255,SOFTWARE LICENSING CHARGES,Revenue,1,466.08
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,01/05/2024,319133,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100039320,MEAL COSTS,Revenue,1,232.15
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,01/05/2024,319133,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100039320,MEAL COSTS,Revenue,2,32.96
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,01/05/2024,319135,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041757,MEAL COSTS,Revenue,1,272.05
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,01/05/2024,319137,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100044391,MEAL COSTS,Revenue,1,239.27
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,01/05/2024,319137,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100044391,MEAL COSTS,Revenue,2,86.68
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,01/05/2024,320770,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041627,MEAL COSTS,Revenue,1,257.63
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321451,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041446,MEAL COSTS,Revenue,1,556.45
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321509,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100033907,MEAL COSTS,Revenue,1,968.87
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321509,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100033907,MEAL COSTS,Revenue,2,145.35
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321555,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100036648,MEAL COSTS,Revenue,1,660.95
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321555,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100036648,MEAL COSTS,Revenue,2,44.97
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321569,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041650,MEAL COSTS,Revenue,1,971.90
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321569,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041650,MEAL COSTS,Revenue,2,103.26
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321672,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100044390,MEAL COSTS,Revenue,1,880.71
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,02/05/2024,321672,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100044390,MEAL COSTS,Revenue,2,65.72
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,03/05/2024,322172,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,26506,MEAL COSTS,Revenue,1,547.59
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,03/05/2024,322172,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,26506,MEAL COSTS,Revenue,2,3.30
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,03/05/2024,322581,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100043870,MEAL COSTS,Revenue,1,269.11
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,03/05/2024,322581,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100043870,MEAL COSTS,Revenue,2,23.08
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,03/05/2024,322587,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041552,MEAL COSTS,Revenue,1,267.29
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323009,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,817616,GENERAL FOOD,Revenue,1,500.24
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323009,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,817616,GENERAL FOOD,Revenue,2,352.31
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323010,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,1000446759,GENERAL FOOD,Revenue,1,906.50
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323010,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,1000446759,GENERAL FOOD,Revenue,2,107.28
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323240,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100045836,MEAL COSTS,Revenue,1,263.16
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323252,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100050421,MEAL COSTS,Revenue,1,383.37
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,07/05/2024,323252,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100050421,MEAL COSTS,Revenue,2,53.36
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,09/05/2024,325366,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100046760,MEAL COSTS,Revenue,1,250.32
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,09/05/2024,325366,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100046760,MEAL COSTS,Revenue,2,54.58
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,09/05/2024,325369,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100051359,MEAL COSTS,Revenue,1,268.25
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,09/05/2024,326199,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INV26528,MEAL COSTS,Revenue,1,"1,240.82"
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,09/05/2024,326199,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INV26528,MEAL COSTS,Revenue,2,81.20
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,10/05/2024,326790,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100052199,MEAL COSTS,Revenue,1,554.72
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327008,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",INV 26494,GENERAL FOOD,Revenue,1,314.57
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327008,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",INV 26494,GENERAL FOOD,Revenue,2,191.60
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327058,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100057164,MEAL COSTS,Revenue,1,368.53
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327150,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100053298,MEAL COSTS,Revenue,1,568.28
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327150,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100053298,MEAL COSTS,Revenue,2,15.45
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327628,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100054233,GENERAL FOOD,Revenue,1,299.04
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,13/05/2024,327628,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100054233,GENERAL FOOD,Revenue,2,326.43
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,14/05/2024,327762,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041424,MEAL COSTS,Revenue,1,322.13
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,14/05/2024,327762,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041424,MEAL COSTS,Revenue,2,6.08
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,14/05/2024,329113,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INV26518,MEAL COSTS,Revenue,1,"1,059.54"
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,14/05/2024,329113,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INV26518,MEAL COSTS,Revenue,2,15.95
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,14/05/2024,329166,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INV26438,MEAL COSTS,Revenue,1,349.82
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,14/05/2024,329166,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INV26438,MEAL COSTS,Revenue,2,6.55
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,15/05/2024,330578,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100057166,MEAL COSTS,Revenue,1,328.87
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,15/05/2024,330578,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100057166,MEAL COSTS,Revenue,2,39.24
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,15/05/2024,330582,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100059357,MEAL COSTS,Revenue,1,212.89
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,15/05/2024,330582,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100059357,MEAL COSTS,Revenue,2,44.07
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,17/05/2024,334199,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100057132,MEAL COSTS,Revenue,1,303.54
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,17/05/2024,334264,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100061944,GENERAL FOOD,Revenue,1,407.15
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,17/05/2024,334264,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100061944,GENERAL FOOD,Revenue,2,172.76
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334502,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,5400,MEAL COSTS,Revenue,1,282.74
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334505,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,3069,MEAL COSTS,Revenue,1,218.97
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334505,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,3069,MEAL COSTS,Revenue,2,34.62
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334510,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,12496,MEAL COSTS,Revenue,1,246.45
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334510,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,12496,MEAL COSTS,Revenue,2,18.92
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334518,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100000579,MEAL COSTS,Revenue,1,249.61
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334518,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100000579,MEAL COSTS,Revenue,2,11.54
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334594,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1000026598,MEAL COSTS,Revenue,1,266.28
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334599,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100033939,MEAL COSTS,Revenue,1,306.54
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334611,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100043840,MEAL COSTS,Revenue,1,232.18
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334611,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100043840,MEAL COSTS,Revenue,2,45.10
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334648,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,26507,MEAL COSTS,Revenue,1,41.00
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334648,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,26507,MEAL COSTS,Revenue,2,718.10
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,20/05/2024,334662,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100041649,MEAL COSTS,Revenue,1,272.23
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,21/05/2024,335563,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100064900,MEAL COSTS,Revenue,1,559.21
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,21/05/2024,335622,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100061983,MEAL COSTS,Revenue,1,377.31
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,21/05/2024,335894,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1000566654,MEAL COSTS,Revenue,1,755.31
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,21/05/2024,335894,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1000566654,MEAL COSTS,Revenue,2,121.44
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,21/05/2024,335900,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100059452,MEAL COSTS,Revenue,1,681.14
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,21/05/2024,335900,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100059452,MEAL COSTS,Revenue,2,146.80
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,22/05/2024,336459,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100064879,MEAL COSTS,Revenue,1,317.34
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,22/05/2024,336459,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100064879,MEAL COSTS,Revenue,2,19.60
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,24/05/2024,339688,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100033990,MEAL COSTS,Revenue,1,237.41
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,24/05/2024,339688,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100033990,MEAL COSTS,Revenue,2,33.03
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,24/05/2024,339695,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100042089,MEAL COSTS,Revenue,1,335.29
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,24/05/2024,339695,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,100042089,MEAL COSTS,Revenue,2,17.89
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,24/05/2024,339702,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100069967,GENERAL FOOD,Revenue,1,340.62
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,24/05/2024,339702,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100069967,GENERAL FOOD,Revenue,2,100.36
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,29/05/2024,341268,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100065728,MISC CATERING SUPPLIES,Revenue,1,283.89
CU,TS7208355,PIONEER FOOD DISTRIBUTORS,29/05/2024,341268,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,100065728,MISC CATERING SUPPLIES,Revenue,2,2.01
