Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,13,6.34
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,12,8.76
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,11,9.19
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,7,12.87
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,3,14.4
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,4,23.04
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,1,23.44
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,2,23.44
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,5,31
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,10,41.4
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,6,44.72
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,9,65
CU,TS1277859,BUNZL CLEAN & HYGIENE SUPPLS,01/02/2025,555913,RESOURCES  ,ASSETS & FLEET                ,CLEANING MATERIALS,Revenue,8,75.15
CU,SU445287,METCALFE PLANT & TOOL HIRE,03/02/2025,556173,CAPITAL PROGRAMME,CAPITAL PROG-ECONOMY&HIGHWAYS ,WIP RETENTIONS,Capital,3,"-2,596.07"
CU,SU445287,METCALFE PLANT & TOOL HIRE,03/02/2025,556171,CAPITAL PROGRAMME,CAPITAL PROG-ECONOMY&HIGHWAYS ,WIP RETENTIONS,Capital,3,-874.05
CU,SU1920891,ANDREW THOMPSON,03/02/2025,556135,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,GROUNDS MAINTENANCE,Revenue,2,48
CU,SU1920891,ANDREW THOMPSON,03/02/2025,556133,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,GROUNDS MAINTENANCE,Revenue,2,58
CU,SU327351,GRAEME HOWE FENCING LTD,03/02/2025,556216,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,"OTHR EQUIP,TOOLS & MATERIALS",Revenue,1,68
CU,TS5978451,METCALFE COACHES LTD,03/02/2025,556154,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,HIRED TRANSPORT EDUC VISITS,Revenue,2,85
