company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,DF15663,03/05/2024,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,322159,Private Individuals,Revenue,1,"3,700.00"
CU,FP2587791,09/05/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,325600,PWAY SERV OTHR NEEDS,Revenue,1,265
CU,FP5703267,09/05/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,325806,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
CU,FP5704671,09/05/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,325809,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
CU,FP6017763,09/05/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,325954,FOST PROFESSIONAL FEES ADD,Revenue,1,680.05
CU,DP12282411,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328830,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-7,366.00"
CU,DP12282411,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328830,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-5,524.50"
CU,DP1074279,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328508,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-5,049.16"
CU,DP6850335,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328649,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-4,002.65"
CU,DP1074279,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328508,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-3,786.87"
CU,DP5284875,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328611,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-3,555.32"
CU,DP10645347,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328757,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-3,334.96"
CU,DP12933867,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328906,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,918.36"
CU,DP8605335,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328701,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,819.04"
CU,DP1110783,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328510,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,809.60"
CU,DP8203791,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328691,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,678.00"
CU,DP8203791,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328691,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,678.00"
CU,DP5284875,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328611,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,666.49"
CU,DP10645347,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328757,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,501.22"
CU,DP6980907,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328655,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,499.88"
CU,DP851043,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328503,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,375.24"
CU,DP11555139,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328797,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,338.26"
CU,DP773823,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328498,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,330.76"
CU,DP8203791,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328691,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"-2,295.43"
CU,DP12933867,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328906,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,188.77"
CU,DP4275399,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328579,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,150.40"
CU,DP8605335,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328701,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,114.28"
CU,DP1110783,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328510,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,107.20"
CU,DP9065847,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328717,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,106.07"
CU,DP6980907,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328655,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,874.91"
CU,DP851043,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328503,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,781.43"
CU,DP773823,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328498,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,748.07"
CU,DP12549171,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328853,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,695.80"
CU,DP5423871,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328617,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,677.32"
CU,DP1444935,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328523,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,653.36"
CU,DP4275399,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328579,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,612.80"
CU,DP10757667,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328761,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,604.20"
CU,DP2665011,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328547,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,572.84"
CU,DP12285219,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328832,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,508.16"
CU,DP12697995,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328861,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,500.00"
CU,DP12744327,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328870,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,435.20"
CU,DP7622535,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328674,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,430.04"
CU,DP8911407,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328713,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,422.48"
CU,DP12789255,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328877,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,400.00"
CU,DP12549171,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328853,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,271.85"
CU,DP5423871,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328617,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,257.99"
CU,DP549183,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328489,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,245.88"
CU,DP1444935,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328523,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,240.02"
CU,DP5356479,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328614,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,212.64"
CU,DP10757667,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328761,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,203.15"
CU,DP4514079,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328588,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,182.84"
CU,DP2379999,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328540,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,174.20"
CU,DP7977747,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328682,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,149.48"
CU,DP2886843,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328557,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,147.64"
CU,DP12285219,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328832,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,131.12"
CU,DP7622535,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328674,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-1,072.53"
CU,DP8911407,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328713,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-1,066.86"
CU,DP11298207,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328779,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,-966.72
CU,DP5606391,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328627,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,-953.88
CU,DP10246611,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328744,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,-943.04
CU,DP12744327,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328870,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,-922.63
CU,DP4978803,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328600,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,-919.24
CU,DP5356479,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328614,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,-909.48
CU,DP12789255,14/05/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,328877,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,-900
