company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,DP12855,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421188,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,499.92"
CU,DP52167,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421189,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,108.80"
CU,DP130791,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421190,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,526.08
CU,DP136407,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421191,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,956.60
CU,DP149043,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421192,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,331.52"
CU,DP154659,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421193,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,958.60"
CU,DP219243,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421194,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,410.48
CU,DP272595,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421195,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,860.40"
CU,DP361047,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421196,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,123.76"
CU,DP366663,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421197,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,340.00
CU,DP415803,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421199,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,560.00"
CU,DP428439,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421200,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,111.88"
CU,DP464943,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421201,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,520.48"
CU,DP467751,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421202,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,380.84
CU,DP469155,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421203,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,843.20
CU,DP495831,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421204,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"8,990.00"
CU,DP497235,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421205,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,325.68
CU,DP509871,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421206,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,474.16"
CU,DP519699,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421207,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,258.36"
CU,DP549183,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421208,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,777.28"
CU,DP564627,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421209,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,108.76"
CU,DP587091,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421210,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,389.28"
CU,DP610959,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421211,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,500.00"
CU,DP669927,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421212,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,264.56
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"8,474.76"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"8,474.76"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"6,356.07"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"8,474.76"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,"8,474.76"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,6,"8,474.76"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421213,DIRECT PAYMENTS TO SERVICE USE,Revenue,7,"8,474.76"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421214,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-7,757.12"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421214,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-7,757.12"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421214,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"-5,817.84"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421214,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"-7,757.12"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421214,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,"-7,757.12"
CU,DP692391,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421214,DIRECT PAYMENTS TO SERVICE USE,Revenue,6,"-7,757.12"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,226.76"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"3,226.76"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"3,226.76"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"2,420.07"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,"3,226.76"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,6,"3,226.76"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421215,DIRECT PAYMENTS TO SERVICE USE,Revenue,7,"3,226.76"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421216,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"-2,966.60"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421216,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"-2,966.60"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421216,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"-2,966.60"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421216,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"-2,224.95"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421216,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,"-2,966.60"
CU,DP713451,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421216,DIRECT PAYMENTS TO SERVICE USE,Revenue,6,"-2,966.60"
CU,DP735915,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421217,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,668.00"
CU,DP773823,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421218,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,546.12"
CU,DP785055,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421219,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,869.60
CU,DP815943,9/3/24,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,421220,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,633.84"
