Company,Coded Supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,SU11451,ADT FIRE AND SECURITY PLC,01/11/2024,476418,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"7,362.01"
CU,SU11451,ADT FIRE AND SECURITY PLC,13/11/2024,486696,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,257.42
CU,SU11451,ADT FIRE AND SECURITY PLC,24/11/2024,494697,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,INST & MTCE-FIRE EXT & SEC SYS,Revenue,1,501.02
CU,SU11451,ADT FIRE AND SECURITY PLC,25/11/2024,495046,RESOURCES  ,ASSETS & FLEET                ,REPAIRS & MAINTENANCE,Revenue,1,"1,037.42"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,01/11/2024,476419,CAPITAL PROGRAMME,CAPITAL PROG-ECONOMY&HIGHWAYS ,ADDITION LAND & BUILDINGS,Capital,1,"7,710.95"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,06/11/2024,480402,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,CAPITAL PAY TO CONTRACTORS,Capital,1,"268,816.23"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,22/11/2024,494024,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,CAPITAL PAY TO CONTRACTORS,Capital,1,"42,945.36"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,22/11/2024,494025,COPELAND CAPITAL COST CENTRES,,CAPITAL PAY TO CONTRACTORS,Capital,1,"109,429.00"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,25/11/2024,495440,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,CAPITAL PAY TO CONTRACTORS,Capital,1,"110,683.46"
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,28/11/2024,501318,"PLACE, SUST GROWTH & TRANSPORT",THRIVING PLACE AND INVESTMENT ,CAPITAL PAY TO CONTRACTORS,Capital,1,"60,887.86"
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,96.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,240.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,48.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,48.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,256.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,46.70
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,32.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,120.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,9,128.00
CU,SU71823,BELL DECORATING GROUP LIMITED,01/11/2024,476420,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,10,770.00
CU,SU71823,BELL DECORATING GROUP LIMITED,05/11/2024,478260,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,REPAIRS & MAINTENANCE,Revenue,1,618.00
CU,SU71823,BELL DECORATING GROUP LIMITED,06/11/2024,480520,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,REPAIRS & MAINTENANCE,Revenue,1,618.00
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,80.00
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,56.00
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,CUSTOMER SOLUTIONS            ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,108.92
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,36.06
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,48.00
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,"1,888.00"
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,6.50
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,6.50
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,9,88.00
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CONTRACTUAL PAYMENTS (MAIN),Revenue,10,48.00
CU,SU71823,BELL DECORATING GROUP LIMITED,14/11/2024,487964,RESOURCES  ,ASSETS & FLEET                ,CONTRACTUAL PAYMENTS (MAIN),Revenue,11,59.34
