company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,DP13296099,04/03/2025,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,583848,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,322.01
CU,FP685371,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583523,CYP PREVENT&SUPP-S17 OTH PYMT,Revenue,1,320.00
CU,FP3736263,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583581,SECTION 38 (6) PAYMENTS,Revenue,1,310.16
CU,FP5258199,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583659,CYP PREVENT&SUPP-S17 OTH PYMT,Revenue,1,"3,563.51"
CU,FP5715903,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583691,PWAY SERV OTHR NEEDS,Revenue,1,265.50
CU,FP5923695,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583742,PWAY SERV SET UP HOME ALL'CE,Revenue,1,785.55
CU,FP5995299,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583757,PWAY SERV OTHR NEEDS,Revenue,1,265.44
CU,FP6087963,04/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,583770,CYP PREVENT&SUPP-S17 OTH PYMT,Revenue,1,265.44
CU,NT6189051,04/03/2025,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",584152,HOME TO SCHOOL/COLLEGE,Revenue,1,265.50
CU,NT7212567,04/03/2025,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",584153,HOME TO SCHOOL/COLLEGE,Revenue,1,510.30
CU,NT10752051,04/03/2025,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",584154,HOME TO SCHOOL/COLLEGE,Revenue,1,664.20
CU,NT12136395,04/03/2025,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",584159,HOME TO SCHOOL/COLLEGE,Revenue,1,351.00
CU,NT12182727,04/03/2025,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",584160,HOME TO SCHOOL/COLLEGE,Revenue,1,"1,260.00"
CU,NT12394731,04/03/2025,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,584264,RESIDENTIAL CHARGES,Revenue,1,"1,072.98"
CU,FP12855,05/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,584293,STD FOSTERING ALLOWANCES,Revenue,1,265.44
CU,FP12855,05/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,584294,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
CU,FP12855,05/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,584295,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
CU,FP12855,05/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,584296,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
CU,FP24087,05/03/2025,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,584299,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
