Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name 
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,12/09/2024,600.00 ,Revenue,Direct Medical Transport Limited
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,600.00 ,Revenue,Direct Medical Transport Limited
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,600.00 ,Revenue,Direct Medical Transport Limited
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,600.00 ,Revenue,Direct Medical Transport Limited
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,18/09/2024,600.00 ,Revenue,Direct Medical Transport Limited
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,18/09/2024,700.00 ,Revenue,Direct Medical Transport Limited
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,532.00 ,Revenue,DISCLOSURE & BARRING SERVICE
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,988.00 ,Revenue,DISCLOSURE & BARRING SERVICE
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,"1,064.00 ",Revenue,DISCLOSURE & BARRING SERVICE
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,912.00 ,Revenue,DISCLOSURE & BARRING SERVICE
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,760.00 ,Revenue,DISCLOSURE & BARRING SERVICE
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,988.00 ,Revenue,DISCLOSURE & BARRING SERVICE
Public Protection,Environment & Community Services,6145140,"Professional, commission & membership fees",18/09/2024,"1,482.00 ",Revenue,DISCLOSURE & BARRING SERVICE
Cultural Services,Regeneration,6145000,Hired & Contracted Services,30/09/2024,"6,339.14 ",Revenue,DIVA Productions
Misc. Public Health,Public Health,6157000,Partnership Payments,08/07/2024,"-8,093.62 ",Revenue,DODDS BROWN
Misc. Public Health,Public Health,7157000,Call Off Partnership Payments,16/07/2024,754.42 ,Revenue,DODDS BROWN
Misc. Public Health,Public Health,7157000,Call Off Partnership Payments,22/07/2024,"6,183.78 ",Revenue,DODDS BROWN
Misc. Public Health,Public Health,7157000,Call Off Partnership Payments,31/07/2024,"-3,166.73 ",Revenue,DODDS BROWN
Misc. Public Health,Public Health,7157000,Call Off Partnership Payments,01/08/2024,"19,624.79 ",Revenue,DODDS BROWN
Misc. Public Health,Public Health,7157000,Call Off Partnership Payments,27/08/2024,"5,803.51 ",Revenue,DODDS BROWN
Misc. Public Health,Public Health,7157000,Call Off Partnership Payments,28/08/2024,"57,697.71 ",Revenue,DODDS BROWN
Safeguarding & Care Planning,Children's Care,6147000,Expenses Non Staff,16/07/2024,626.75 ,Revenue,Dots N Spots Day Nursery and Out of School Club Ltd
Economic Development Capital,Regeneration,6205044,Capital Other Costs,23/07/2024,"68,000.00 ",Capital,Double Eleven Limited
Healthy Environments,Public Health,6157000,Partnership Payments,25/09/2024,"1,760.00 ",Revenue,DRESSERS TEA ROOM
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/07/2024,"1,331.82 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"3,476.25 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/07/2024,"1,921.20 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/07/2024,"2,670.74 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/07/2024,"1,921.20 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/07/2024,"4,756.50 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/07/2024,890.46 ,Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/07/2024,"3,914.40 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/07/2024,"1,568.98 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/07/2024,"3,622.80 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/09/2024,"2,076.39 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/07/2024,"1,493.50 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/07/2024,"1,921.20 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/08/2024,"6,524.00 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/08/2024,560.00 ,Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/08/2024,"4,490.35 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,13/08/2024,"1,921.20 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/08/2024,"4,234.28 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,28/08/2024,"1,921.20 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,28/08/2024,"4,893.00 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/08/2024,544.17 ,Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/09/2024,"4,325.73 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/09/2024,"1,371.60 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/09/2024,"6,524.00 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/09/2024,"2,716.00 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,11/09/2024,"3,202.00 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,13/09/2024,"5,676.30 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/09/2024,509.70 ,Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/09/2024,"1,153.55 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/09/2024,"3,622.80 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/09/2024,"1,581.00 ",Revenue,DRIVE  DEVILBISS HEALTHCARE LTD
Economic Development Capital,Regeneration,7205055,Call Off Capital - Professional/Consultant Fees,02/07/2024,"2,500.00 ",Capital,DTA CONSULTING ENGINEERS LLP
Economic Development Capital,Regeneration,7205055,Call Off Capital - Professional/Consultant Fees,07/08/2024,750.00 ,Capital,DTA CONSULTING ENGINEERS LLP
Economic Development Capital,Regeneration,7205055,Call Off Capital - Professional/Consultant Fees,22/08/2024,"1,004.71 ",Capital,DTA CONSULTING ENGINEERS LLP
Substance Misuse,Public Health,6149000,Other supplies & services,29/07/2024,"1,819.58 ",Revenue,DUNELM SOFTFURNISHINGS
Property Services,Regeneration,6145000,Hired & Contracted Services,19/07/2024,"2,919.00 ",Revenue,DURHAM AIR CONDITIONING LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,15/07/2024,550.00 ,Revenue,DURHAM AIR CONDITIONING LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,18/07/2024,725.00 ,Revenue,DURHAM AIR CONDITIONING LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,08/08/2024,"3,672.00 ",Revenue,DURHAM AIR CONDITIONING LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,08/08/2024,750.00 ,Revenue,DURHAM AIR CONDITIONING LTD
Economic Growth & Infrastructure,Regeneration,6140040,Equipment Repairs,08/08/2024,805.00 ,Revenue,DURHAM AIR CONDITIONING LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,26/09/2024,610.00 ,Revenue,DURHAM AIR CONDITIONING LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,24/09/2024,877.00 ,Revenue,DURHAM AIR CONDITIONING LTD
Public Protection,Environment & Community Services,6116690,Exam & Course fees,03/07/2024,636.00 ,Revenue,DURHAM COUNTY COUNCIL
Management Budgets,Children's Care,6145140,"Professional, commission & membership fees",12/07/2024,"10,000.00 ",Revenue,DURHAM COUNTY COUNCIL
Service Strategy,Adult Social Care,6145140,"Professional, commission & membership fees",05/08/2024,"20,000.00 ",Revenue,DURHAM COUNTY COUNCIL
Service Strategy,Adult Social Care,6145140,"Professional, commission & membership fees",15/08/2024,"10,000.00 ",Revenue,DURHAM COUNTY COUNCIL
Safeguarding & Care Planning,Children's Care,6149000,Other supplies & services,25/09/2024,"1,445.00 ",Revenue,Durham County Council
Safeguarding & Care Planning,Children's Care,6149000,Other supplies & services,26/09/2024,"1,445.00 ",Revenue,Durham County Council
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,23/09/2024,"2,570.00 ",Revenue,DURHAM COUNTY COUNCIL CHILDREN & ADULT SERVICES
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,23/09/2024,"5,870.00 ",Revenue,DURHAM COUNTY COUNCIL CHILDREN & ADULT SERVICES
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,01/07/2024,615.00 ,Revenue,DVSA
Insurance Fund,Central Accounts & Trust Funds,6145020,Insurances General,18/09/2024,"50,004.26 ",Revenue,DWF LAW LLP
Management Budgets,Children's Care,7145130,Call Off Placement Fees,02/08/2024,"6,392.48 ",Revenue,Dynamis Enterprises Ltd
Management Budgets,Children's Care,7145130,Call Off Placement Fees,20/09/2024,"4,379.20 ",Revenue,Dynamis Enterprises Ltd
Management Budgets,Children's Care,7145130,Call Off Placement Fees,20/09/2024,"4,379.20 ",Revenue,Dynamis Enterprises Ltd
Management Budgets,Children's Care,7145130,Call Off Placement Fees,29/08/2024,"6,392.48 ",Revenue,Dynamis Enterprises Ltd
Management Budgets,Children's Care,7145130,Call Off Placement Fees,23/09/2024,"-1,000.00 ",Revenue,Dynamis Enterprises Ltd
Management Budgets,Children's Care,7145130,Call Off Placement Fees,23/09/2024,"-3,172.34 ",Revenue,Dynamis Enterprises Ltd
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/07/2024,900.00 ,Revenue,E Travel North East Ltd
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/07/2024,"4,846.80 ",Revenue,E Travel North East Ltd
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/07/2024,"4,900.00 ",Revenue,E Travel North East Ltd
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),23/07/2024,"4,200.00 ",Revenue,E Travel North East Ltd
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),15/08/2024,"5,250.00 ",Revenue,E Travel North East Ltd
Economic Growth & Infrastructure,Regeneration,6123100,Gas,11/09/2024,920.86 ,Revenue,E.ON Next
Economic Growth & Infrastructure,Regeneration,6123100,Gas,11/09/2024,-696.57 ,Revenue,E.ON Next
Economic Growth & Infrastructure,Regeneration,6123100,Gas,12/09/2024,"-3,047.93 ",Revenue,E.ON Next
Commercial,Regeneration,6123000,Electricity,25/09/2024,514.47 ,Revenue,E.ON Next
Commercial,Regeneration,6123000,Electricity,25/09/2024,689.75 ,Revenue,E.ON Next
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/07/2024,"15,847.44 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/07/2024,"19,512.36 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"15,847.44 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"19,512.36 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,09/07/2024,"2,698.60 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,09/07/2024,"6,629.48 ",Revenue,E.S.P.A. LTD
Social Care Other,Adult Social Care,6157000,Partnership Payments,09/07/2024,"10,451.96 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,06/08/2024,"2,698.60 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,06/08/2024,"6,629.48 ",Revenue,E.S.P.A. LTD
Social Care Other,Adult Social Care,6157000,Partnership Payments,06/08/2024,"10,451.96 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,04/09/2024,"2,698.60 ",Revenue,E.S.P.A. LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,04/09/2024,"6,629.48 ",Revenue,E.S.P.A. LTD
Social Care Other,Adult Social Care,6157000,Partnership Payments,04/09/2024,"10,451.96 ",Revenue,E.S.P.A. LTD
Economic Development Capital,Regeneration,7205055,Call Off Capital - Professional/Consultant Fees,04/07/2024,878.75 ,Capital,E3 ECOLOGY LTD
Pathways Leaving Care Service,Children's Care,6149000,Other supplies & services,30/08/2024,929.00 ,Revenue,E3113C-DE
Pathways Leaving Care Service,Children's Care,6149000,Other supplies & services,30/09/2024,-707.50 ,Revenue,E3113C-DE
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,09/07/2024,676.80 ,Revenue,EARTHBEAT THEATRE COMPANY
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,09/08/2024,676.80 ,Revenue,EARTHBEAT THEATRE COMPANY
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/09/2024,676.80 ,Revenue,EARTHBEAT THEATRE COMPANY
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/07/2024,"1,899.28 ",Revenue,EASIBATHE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/08/2024,"3,004.78 ",Revenue,EASIBATHE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,30/08/2024,"1,332.91 ",Revenue,EASIBATHE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/09/2024,"3,502.59 ",Revenue,EASIBATHE LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/09/2024,553.84 ,Revenue,EASIBATHE LTD
"Prevention, Provider & Support Services",Adult Social Care,6130350,Equipment,26/09/2024,"3,249.75 ",Revenue,EASIBATHE LTD
"Prevention, Provider & Support Services",Adult Social Care,6130350,Equipment,26/09/2024,"1,632.30 ",Revenue,EASIBATHE LTD
Healthy Environments,Public Health,6149000,Other supplies & services,11/07/2024,"18,695.00 ",Revenue,East Cleveland Community Basketball
Healthy Environments,Public Health,6149000,Other supplies & services,26/09/2024,"8,012.18 ",Revenue,East Cleveland Community Basketball
Purchasing,Adult Social Care,6157000,Partnership Payments,09/07/2024,"2,420.57 ",Revenue,EAST CLEVELAND MS HOME LTD
Social Care Other,Adult Social Care,6157000,Partnership Payments,09/07/2024,"5,851.44 ",Revenue,EAST CLEVELAND MS HOME LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,06/08/2024,"4,249.28 ",Revenue,EAST CLEVELAND MS HOME LTD
Social Care Other,Adult Social Care,6157000,Partnership Payments,06/08/2024,"5,851.44 ",Revenue,EAST CLEVELAND MS HOME LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,04/09/2024,"8,053.91 ",Revenue,EAST CLEVELAND MS HOME LTD
Social Care Other,Adult Social Care,6157000,Partnership Payments,04/09/2024,"5,851.44 ",Revenue,EAST CLEVELAND MS HOME LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,09/07/2024,"25,589.04 ",Revenue,EASTCLIFFE RESIDENTIAL HOME
Purchasing,Adult Social Care,6157000,Partnership Payments,06/08/2024,"25,589.04 ",Revenue,EASTCLIFFE RESIDENTIAL HOME
Purchasing,Adult Social Care,6157000,Partnership Payments,04/09/2024,"25,589.04 ",Revenue,EASTCLIFFE RESIDENTIAL HOME
SEN & Vulnerable Learners,Education & Partnerships,6145140,"Professional, commission & membership fees",23/07/2024,"1,160.00 ",Revenue,EASTERSIDE ACADEMY
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/07/2024,"1,750.40 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/07/2024,"2,660.00 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/07/2024,"1,736.00 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/07/2024,"2,668.20 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,26/07/2024,"1,575.36 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,26/07/2024,"2,261.00 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,26/07/2024,"1,475.60 ",Revenue,EC UK Transport t/a Empire Cars
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,26/07/2024,"2,559.90 ",Revenue,EC UK Transport t/a Empire Cars
Cultural Services,Regeneration,6145000,Hired & Contracted Services,04/07/2024,"2,981.53 ",Revenue,Eclectic Dance Academy
Highways Infrastructure & Fleet,Environment & Community Services,6130150,Vehicles Repairs & Maint,24/07/2024,574.38 ,Revenue,ECON ENGINEERING LTD
Property Services,Regeneration,6123000,Electricity,03/07/2024,-552.55 ,Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,03/07/2024,"2,167.12 ",Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,03/07/2024,555.10 ,Revenue,EDF ENERGY CUSTOMERS LTD
Property Services,Regeneration,6123000,Electricity,10/07/2024,-554.02 ,Revenue,EDF ENERGY CUSTOMERS LTD
Property Services,Regeneration,6123000,Electricity,10/07/2024,554.02 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,22/07/2024,"-16,011.63 ",Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,22/07/2024,"-15,973.80 ",Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,22/07/2024,"15,973.80 ",Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,22/07/2024,"16,011.63 ",Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,05/08/2024,590.27 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,05/08/2024,-553.40 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,05/08/2024,-513.68 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,05/08/2024,-590.27 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,05/08/2024,513.68 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,05/08/2024,553.40 ,Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,29/08/2024,788.63 ,Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,29/08/2024,793.04 ,Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,25/09/2024,-788.63 ,Revenue,EDF ENERGY CUSTOMERS LTD
Public Protection,Environment & Community Services,6123000,Electricity,18/07/2024,910.22 ,Revenue,EDF ENERGY CUSTOMERS LTD
Strategic Asset Management,Environment & Community Services,6123000,Electricity,18/07/2024,533.06 ,Revenue,EDF ENERGY CUSTOMERS LTD
"Prevention, Provider & Support Services",Adult Social Care,6123000,Electricity,18/07/2024,"1,431.62 ",Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,18/07/2024,"32,785.89 ",Revenue,EDF ENERGY CUSTOMERS LTD
Highways & Transport,Environment & Community Services,6123000,Electricity,18/07/2024,"9,198.57 ",Revenue,EDF ENERGY CUSTOMERS LTD
Designated Authority,Central Accounts & Trust Funds,6123000,Electricity,18/07/2024,"7,164.11 ",Revenue,EDF ENERGY CUSTOMERS LTD
Community Learning,Regeneration,6123000,Electricity,18/07/2024,537.96 ,Revenue,EDF ENERGY CUSTOMERS LTD
Property Services,Regeneration,6123000,Electricity,18/07/2024,"68,238.40 ",Revenue,EDF ENERGY CUSTOMERS LTD
Commercial,Regeneration,6123000,Electricity,18/07/2024,"3,228.12 ",Revenue,EDF ENERGY CUSTOMERS LTD
Highways Infrastructure & Fleet,Environment & Community Services,6123000,Electricity,18/07/2024,"161,005.81 ",Revenue,EDF ENERGY CUSTOMERS LTD
Misc. Public Health,Public Health,6123000,Electricity,18/07/2024,229.31 ,Revenue,EDF ENERGY CUSTOMERS LTD
Public Protection,Environment & Community Services,6123000,Electricity,18/07/2024,"1,160.95 ",Revenue,EDF ENERGY CUSTOMERS LTD
Property & Commercial Services,Environment & Community Services,6123000,Electricity,18/07/2024,265.36 ,Revenue,EDF ENERGY CUSTOMERS LTD
Service Strategy,Adult Social Care,6123000,Electricity,18/07/2024,182.82 ,Revenue,EDF ENERGY CUSTOMERS LTD
"Prevention, Provider & Support Services",Adult Social Care,6123000,Electricity,18/07/2024,"1,639.83 ",Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,18/07/2024,154.31 ,Revenue,EDF ENERGY CUSTOMERS LTD
Highways & Transport,Environment & Community Services,6123000,Electricity,18/07/2024,153.56 ,Revenue,EDF ENERGY CUSTOMERS LTD
Property Services,Regeneration,6123000,Electricity,18/07/2024,"24,034.81 ",Revenue,EDF ENERGY CUSTOMERS LTD
Resources Residential & Fostering,Children's Care,6123000,Electricity,18/07/2024,907.52 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,18/07/2024,"-1,179.71 ",Revenue,EDF ENERGY CUSTOMERS LTD
Highways Infrastructure & Fleet,Environment & Community Services,6123000,Electricity,18/07/2024,"7,251.43 ",Revenue,EDF ENERGY CUSTOMERS LTD
Misc. Public Health,Public Health,6123000,Electricity,21/08/2024,235.26 ,Revenue,EDF ENERGY CUSTOMERS LTD
Public Protection,Environment & Community Services,6123000,Electricity,21/08/2024,"1,253.95 ",Revenue,EDF ENERGY CUSTOMERS LTD
Property & Commercial Services,Environment & Community Services,6123000,Electricity,21/08/2024,260.27 ,Revenue,EDF ENERGY CUSTOMERS LTD
Service Strategy,Adult Social Care,6123000,Electricity,21/08/2024,179.22 ,Revenue,EDF ENERGY CUSTOMERS LTD
"Prevention, Provider & Support Services",Adult Social Care,6123000,Electricity,21/08/2024,"1,725.54 ",Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,21/08/2024,-66.30 ,Revenue,EDF ENERGY CUSTOMERS LTD
Highways & Transport,Environment & Community Services,6123000,Electricity,21/08/2024,148.62 ,Revenue,EDF ENERGY CUSTOMERS LTD
Property Services,Regeneration,6123000,Electricity,21/08/2024,"24,249.01 ",Revenue,EDF ENERGY CUSTOMERS LTD
Resources Residential & Fostering,Children's Care,6123000,Electricity,21/08/2024,817.46 ,Revenue,EDF ENERGY CUSTOMERS LTD
Investment Properties,Regeneration,6123000,Electricity,21/08/2024,706.31 ,Revenue,EDF ENERGY CUSTOMERS LTD
Highways Infrastructure & Fleet,Environment & Community Services,6123000,Electricity,21/08/2024,"7,277.55 ",Revenue,EDF ENERGY CUSTOMERS LTD
Public Protection,Environment & Community Services,6123000,Electricity,22/08/2024,996.68 ,Revenue,EDF ENERGY CUSTOMERS LTD
Strategic Asset Management,Environment & Community Services,6123000,Electricity,22/08/2024,576.94 ,Revenue,EDF ENERGY CUSTOMERS LTD
"Prevention, Provider & Support Services",Adult Social Care,6123000,Electricity,22/08/2024,"1,575.90 ",Revenue,EDF ENERGY CUSTOMERS LTD
Economic Growth & Infrastructure,Regeneration,6123000,Electricity,22/08/2024,"19,216.19 ",Revenue,EDF ENERGY CUSTOMERS LTD
Highways & Transport,Environment & Community Services,6123000,Electricity,22/08/2024,"10,146.35 ",Revenue,EDF ENERGY CUSTOMERS LTD
Designated Authority,Central Accounts & Trust Funds,6123000,Electricity,22/08/2024,"8,540.19 ",Revenue,EDF ENERGY CUSTOMERS LTD
Community Learning,Regeneration,6123000,Electricity,22/08/2024,568.32 ,Revenue,EDF ENERGY CUSTOMERS LTD
Property Services,Regeneration,6123000,Electricity,22/08/2024,"74,686.08 ",Revenue,EDF ENERGY CUSTOMERS LTD
Commercial,Regeneration,6123000,Electricity,22/08/2024,"1,069.23 ",Revenue,EDF ENERGY CUSTOMERS LTD
Highways Infrastructure & Fleet,Environment & Community Services,6123000,Electricity,22/08/2024,"85,981.79 ",Revenue,EDF ENERGY CUSTOMERS LTD
Public Protection,Environment & Community Services,6123000,Electricity,18/09/2024,943.04 ,Revenue,EDF ENERGY CUSTOMERS LTD
