Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name 
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"1,818.00 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,895.44 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,809.20 ,Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"1,818.00 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,895.44 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"3,236.08 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,980.60 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,214.16 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,810.28 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,25/06/2024,"2,043.84 ",Revenue,1st Enable
Community Learning,Regeneration,6145140,"Professional, commission & membership fees",19/04/2024,985.00 ,Revenue,1st for Epa LTD
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/04/2024,"3,561.40 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/04/2024,"2,765.76 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/06/2024,"2,938.62 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,03/06/2024,"1,958.77 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,12/06/2024,"2,938.62 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,12/06/2024,"3,027.19 ",Revenue,24x7 Ltd
Capital - Social Services,Adult Social Care,6205050,Capital Other Fees,17/04/2024,"6,042.56 ",Capital,4net Technologies Ltd
Referral & Assessment,Children's Care,6146000,Computer Costs,25/06/2024,"2,225.00 ",Revenue,4net Technologies Ltd
Customer Centre/Mail & Print,Legal & Governance Services,6146000,Computer Costs,25/06/2024,"3,200.00 ",Revenue,4net Technologies Ltd
Highways Infrastructure & Fleet,Environment & Community Services,7205044,Call Off Capital Other Costs,08/04/2024,"5,840.00 ",Capital,A BUCKLER (HAULAGE) LTD
Substance Misuse,Public Health,6157000,Partnership Payments,11/04/2024,792.00 ,Revenue,A C MOULE LTD
Substance Misuse,Public Health,6157000,Partnership Payments,09/05/2024,924.00 ,Revenue,A C MOULE LTD
Substance Misuse,Public Health,6157000,Partnership Payments,20/06/2024,792.00 ,Revenue,A C MOULE LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,12/04/2024,"4,659.43 ",Capital,A SLATER & SON
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,26/04/2024,"2,150.00 ",Capital,A SLATER & SON
Cultural Services,Regeneration,6145140,"Professional, commission & membership fees",23/05/2024,"3,962.93 ",Revenue,A Way With Media Productions Limited
Healthy Environments,Public Health,6149000,Other supplies & services,07/05/2024,961.49 ,Revenue,A WORK OF HEART
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,813.89 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,732.22 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,912.77 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,"1,005.08 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,596.45 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,"1,395.91 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,"1,329.48 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,"1,262.45 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,807.69 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,"1,171.80 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,574.78 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,779.97 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,787.65 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,585.83 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,844.18 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/04/2024,"1,256.76 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,501.54 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,080.33 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,224.00 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,824.19 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,533.40 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,843.48 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,088.31 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,610.56 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,470.33 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,312.23 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,407.90 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,705.12 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,642.60 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,719.10 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,862.78 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,532.88 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,858.12 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,"1,315.80 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,647.63 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,790.50 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,901.92 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,917.10 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,346.40 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,551.18 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,003.14 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,864.99 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,347.93 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,559.41 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,316.66 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,067.90 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,477.55 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,264.80 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,825.30 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/06/2024,921.75 ,Revenue,A&B Home Care Ltd
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,08/04/2024,"3,704.15 ",Revenue,A1 FOSTER CARE
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,03/05/2024,"3,584.66 ",Revenue,A1 FOSTER CARE
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,07/06/2024,"3,704.15 ",Revenue,A1 FOSTER CARE
Highways Infrastructure & Fleet,Environment & Community Services,6145140,"Professional, commission & membership fees",15/04/2024,"1,000.00 ",Revenue,A19 Drilling Ltd
Legal Childcare,Legal & Governance Services,6145110,Legal expences/fees,12/04/2024,950.00 ,Revenue,A2Z LICENSING (DAVID WILSON) LIMITED
Economic Development Capital,Regeneration,7205044,Call Off Capital Other Costs,29/04/2024,"4,757.93 ",Capital,AAA ENTERTAINMENTS LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/04/2024,818.92 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/04/2024,"4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,"1,496.68 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,870.60 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,613.20 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,"1,262.16 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,870.60 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,"4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,"1,173.56 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,08/05/2024,"3,892.00 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"-3,892.00 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"4,320.60 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"1,537.64 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,651.20 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,642.24 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,642.24 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,537.64 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"4,320.60 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,651.20 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,16/05/2024,"-3,892.00 ",Revenue,AAPNA SERVICES LTD
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,03/04/2024,935.00 ,Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/04/2024,"6,359.00 ",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/04/2024,"6,528.00 ",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/04/2024,895.00 ,Revenue,AAT (GB) LTD
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,27/06/2024,"1,300.00 ",Revenue,AAT (GB) LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,16/04/2024,"10,220.24 ",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,6157000,Partnership Payments,14/05/2024,"10,220.24 ",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,6157000,Partnership Payments,12/06/2024,"10,220.24 ",Revenue,Abbey House -  Priory Group
Access to Education,Education & Partnerships,6149000,Other supplies & services,28/05/2024,"49,080.00 ",Revenue,ABC Counselling Play Therapy & Family Solutions
Safeguarding & Care Planning,Children's Care,6145144,Therapeutic Intervention,17/06/2024,"1,596.00 ",Revenue,ABC Counselling Play Therapy & Family Solutions
Highways Infrastructure & Fleet,Environment & Community Services,6145120,Inspection fees,30/04/2024,"7,550.70 ",Revenue,ABF Site Services UK Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"1,402.65 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"2,499.18 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,880.25 ,Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"3,946.09 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"3,588.09 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"1,306.64 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"1,573.79 ",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,15/05/2024,"21,460.92 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"1,978.39 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"3,082.21 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,922.86 ,Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"4,259.06 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"1,313.88 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"1,585.80 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"3,629.75 ",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,15/05/2024,"23,655.50 ",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,12/06/2024,"28,129.00 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,"2,974.36 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,"1,677.38 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,"1,548.68 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,953.18 ,Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,"4,365.46 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,"3,812.81 ",Revenue,Abicare Health Solutions Ltd
Misc. Public Health,Public Health,6146000,Computer Costs,20/06/2024,660.00 ,Revenue,Ability Smart Ltd
Resident & Business Support,Finance,7149000,Call Off Other supplies & services,02/04/2024,"12,312.33 ",Revenue,ABRI TRADING LTD c/o YOUR HOMES NEWCASTLE
Resident & Business Support,Finance,7149000,Call Off Other supplies & services,02/04/2024,"17,597.25 ",Revenue,ABRI TRADING LTD c/o YOUR HOMES NEWCASTLE
Access & Safeguarding,Adult Social Care,6149000,Other supplies & services,26/06/2024,"2,726.77 ",Revenue,ABRI TRADING LTD c/o YOUR HOMES NEWCASTLE
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,08/04/2024,"10,000.00 ",Capital,Abridge Construction Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,24/04/2024,917.50 ,Capital,Abridge Construction Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,25/04/2024,"30,582.50 ",Capital,Abridge Construction Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,31/05/2024,"15,000.00 ",Capital,Abridge Construction Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,10/05/2024,709.08 ,Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,6145000,Hired & Contracted Services,10/05/2024,"1,028.74 ",Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,29/05/2024,783.83 ,Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,29/05/2024,"1,300.43 ",Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,6145000,Hired & Contracted Services,06/06/2024,"1,368.00 ",Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,6145000,Hired & Contracted Services,10/06/2024,505.30 ,Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,6145000,Hired & Contracted Services,20/06/2024,"2,272.27 ",Revenue,Absolute Plumbing & Maintenance Limited
Property Services,Regeneration,6145000,Hired & Contracted Services,27/06/2024,646.00 ,Revenue,Absolute Plumbing & Maintenance Limited
Access to Education,Education & Partnerships,6149000,Other supplies & services,02/04/2024,"12,500.00 ",Revenue,AC Education
Access to Education,Education & Partnerships,6149000,Other supplies & services,08/04/2024,"2,500.00 ",Revenue,AC Education
Purchasing,Adult Social Care,6157000,Partnership Payments,02/04/2024,915.60 ,Revenue,ACCENT FOUNDATION
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),05/04/2024,"2,741.29 ",Revenue,ACCESS HIRE NATIONWIDE LTD
Highways Infrastructure & Fleet,Environment & Community Services,6131500,Hire of Transport (External),13/06/2024,"2,381.29 ",Revenue,ACCESS HIRE NATIONWIDE LTD
Environmental Services,Environment & Community Services,6116690,Exam & Course fees,11/04/2024,600.00 ,Revenue,ACCESS TRAINING SERVICES
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,08/04/2024,"3,178.84 ",Revenue,Access Uk Ltd
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,02/04/2024,"1,200.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,02/04/2024,"1,314.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,02/04/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,02/04/2024,"2,214.00 ",Revenue,ACCORA LTD
