Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name 
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,"8,974.60 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,852.30 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,"1,469.86 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,"1,289.14 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,"1,168.66 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,"1,818.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,01/05/2024,"1,818.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,922.80 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,909.12 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,909.12 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,909.12 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,909.12 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/05/2024,909.12 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/05/2024,"1,174.28 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,09/05/2024,975.50 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,10/05/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,10/05/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,10/05/2024,803.20 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,10/05/2024,963.84 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,10/05/2024,"1,104.40 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/05/2024,963.84 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/05/2024,"1,124.48 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"1,375.48 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"9,236.80 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"8,594.24 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"7,951.68 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"5,341.28 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"16,003.76 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"1,224.88 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"1,586.32 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"2,469.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/05/2024,"4,277.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"3,012.00 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,248.96 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,771.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,369.44 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,248.96 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"1,818.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,650.56 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,951.76 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"1,606.40 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,883.52 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"9,276.96 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"3,975.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"3,694.72 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"2,409.60 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"3,975.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"8,995.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"1,818.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"5,622.40 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/05/2024,971.43 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/05/2024,"2,731.15 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/05/2024,"2,843.33 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/05/2024,"3,244.93 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/05/2024,"2,682.69 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/05/2024,"2,843.33 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/05/2024,"2,602.37 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,329.30 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,168.66 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"3,809.98 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,168.66 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,469.86 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,803.20 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,963.84 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,963.84 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,"1,124.48 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/06/2024,788.14 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/06/2024,"8,712.40 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"2,720.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"2,208.80 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"2,971.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"2,610.40 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"2,339.32 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"2,208.80 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,"1,818.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/06/2024,562.24 ,Revenue,CREATIVE SUPPORT LTD
Social Care Other,Adult Social Care,7157000,Call Off Partnership Payments,07/06/2024,"20,509.44 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,562.24 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"1,485.92 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,722.88 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,681.84 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,681.84 ,Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"8,995.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"1,818.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"5,622.40 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"2,851.36 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"3,975.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"3,975.84 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,883.52 ,Revenue,CREATIVE SUPPORT LTD
Social Care Other,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"20,509.44 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"9,276.96 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"1,395.56 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"3,694.72 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"2,409.60 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"1,686.72 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"2,510.00 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"4,277.04 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"16,304.96 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"1,224.88 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"8,594.24 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"9,236.80 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/06/2024,"7,951.68 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/06/2024,"4,769.00 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/06/2024,"2,843.33 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/06/2024,"2,682.69 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/06/2024,"3,244.93 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/06/2024,"2,843.33 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/06/2024,"2,602.37 ",Revenue,CREATIVE SUPPORT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/04/2024,"1,040.00 ",Revenue,CREATIVE THINKING SUPPORT SERVICES CIC
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/05/2024,"1,040.00 ",Revenue,CREATIVE THINKING SUPPORT SERVICES CIC
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/06/2024,"1,040.00 ",Revenue,CREATIVE THINKING SUPPORT SERVICES CIC
Public Protection,Environment & Community Services,7145000,Call Off Hired & Contracted Services,24/05/2024,749.00 ,Revenue,Crosby Weighing Limited
Public Protection,Environment & Community Services,7145000,Call Off Hired & Contracted Services,24/05/2024,749.00 ,Revenue,Crosby Weighing Limited
Public Protection,Environment & Community Services,7145000,Call Off Hired & Contracted Services,13/06/2024,"1,498.00 ",Revenue,Crosby Weighing Limited
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),17/04/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),24/04/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),29/04/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),07/05/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),14/05/2024,700.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),20/05/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),28/05/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/06/2024,875.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/06/2024,925.00 ,Revenue,CROYDON TRAVEL
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),24/06/2024,875.00 ,Revenue,CROYDON TRAVEL
Public Mental Health,Public Health,7157000,Call Off Partnership Payments,15/04/2024,"17,290.00 ",Revenue,CRUSE BEREAVEMENT CARE
Community Learning,Regeneration,6145140,"Professional, commission & membership fees",27/06/2024,"1,400.00 ",Revenue,Ctees Ltd
"Prevention, Provider & Support Services",Adult Social Care,6144800,Printing,15/04/2024,"1,263.80 ",Revenue,CTG Ltd c/o Weyfinge ltd
Environmental Services,Environment & Community Services,6145000,Hired & Contracted Services,30/04/2024,"47,220.21 ",Revenue,Cumbria Waste Management Limited
Environmental Services,Environment & Community Services,6145000,Hired & Contracted Services,11/06/2024,"38,919.73 ",Revenue,Cumbria Waste Management Limited
Cultural Services,Regeneration,6145000,Hired & Contracted Services,03/06/2024,"10,000.00 ",Revenue,Curious Arts Ltd
Cultural Services,Regeneration,6145000,Hired & Contracted Services,03/06/2024,"10,000.00 ",Revenue,Curious Arts Ltd
Cultural Services,Regeneration,6145000,Hired & Contracted Services,13/06/2024,"-10,000.00 ",Revenue,Curious Arts Ltd
Access to Education,Education & Partnerships,6146000,Computer Costs,20/06/2024,"1,172.52 ",Revenue,Currys Business c/o MSTS Receivables LLC (dba TreviPay)
Pathways Leaving Care Service,Children's Care,6146000,Computer Costs,30/05/2024,640.00 ,Revenue,CURRYS ONLINE
Pathways Leaving Care Service,Children's Care,6146000,Computer Costs,30/05/2024,-623.33 ,Revenue,CURRYS ONLINE
Pathways Leaving Care Service,Children's Care,6146000,Computer Costs,30/05/2024,623.33 ,Revenue,CURRYS ONLINE
Cultural Services,Regeneration,6145000,Hired & Contracted Services,08/04/2024,"12,302.92 ",Revenue,Curtis Brown Group Limited
Legal Childcare,Legal & Governance Services,6145110,Legal expences/fees,17/04/2024,"1,470.52 ",Revenue,CY4OR LEGAL LIMITED
Legal Childcare,Legal & Governance Services,6145110,Legal expences/fees,24/04/2024,849.60 ,Revenue,CY4OR LEGAL LIMITED
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,15/04/2024,"6,003.60 ",Capital,D J TUCKER PROPERTY SERVICES LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,28/05/2024,"4,328.23 ",Capital,D J TUCKER PROPERTY SERVICES LTD
Stronger Communities,Environment & Community Services,6140100,Materials - general,10/04/2024,"1,541.16 ",Revenue,D M Gould Wholesale Ltd
Stronger Communities,Environment & Community Services,6140100,Materials - general,20/05/2024,885.20 ,Revenue,D M Gould Wholesale Ltd
Stronger Communities,Environment & Community Services,6140100,Materials - general,28/06/2024,"1,097.28 ",Revenue,D M Gould Wholesale Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,08/04/2024,"1,490.00 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,12/04/2024,"3,064.42 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,15/04/2024,863.46 ,Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,26/04/2024,"2,088.11 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,10/05/2024,"6,215.92 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,29/05/2024,"5,155.05 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,03/06/2024,804.16 ,Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,24/06/2024,"3,530.40 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,26/06/2024,"1,922.30 ",Capital,D M PEEL JOINERS & BUILDERS LTD
Environmental Services,Environment & Community Services,6143000,Clothing & Uniforms,05/04/2024,541.72 ,Revenue,D R CASWELL LTD
Public Health - Capital,Public Health,7206000,Call Off Capital Buildings - Contract Payments,29/04/2024,"26,546.03 ",Capital,D.H. POTTER CONSTRUCTION LTD
Service Strategy,Adult Social Care,6145140,"Professional, commission & membership fees",29/05/2024,"6,225.00 ",Revenue,DACBEACHCROFT LLP ADMINISTRATION CENTRAL
Legal Childcare,Legal & Governance Services,6145110,Legal expences/fees,04/04/2024,504.00 ,Revenue,DADCHECK.COM c/o COMPLEMENT GENOMICS LTD
Legal Childcare,Legal & Governance Services,6145110,Legal expences/fees,10/06/2024,918.00 ,Revenue,DADCHECK.COM c/o COMPLEMENT GENOMICS LTD
Service Strategy,Adult Social Care,6145140,"Professional, commission & membership fees",12/04/2024,"5,994.00 ",Revenue,DAISY CHAIN PROJECT TEESSIDE
Strategic Asset Management,Environment & Community Services,6146200,Telephones Charges,09/04/2024,26.67 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Property & Commercial Services,Environment & Community Services,6146200,Telephones Charges,09/04/2024,17.64 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
"Prevention, Provider & Support Services",Adult Social Care,6146200,Telephones Charges,09/04/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Stronger Communities,Environment & Community Services,6146200,Telephones Charges,09/04/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Designated Authority,Central Accounts & Trust Funds,6146200,Telephones Charges,09/04/2024,76.41 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Prevention,Children's Care,6146200,Telephones Charges,09/04/2024,35.37 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Community Learning,Regeneration,6146200,Telephones Charges,09/04/2024,25.62 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
ICT Service,Legal & Governance Services,6146200,Telephones Charges,09/04/2024,"3,066.11 ",Revenue,DAISY CORPORATE SERVICES TRADING LTD
Children Looked After & Corporate Parenting,Children's Care,6146200,Telephones Charges,09/04/2024,9.78 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Resources Residential & Fostering,Children's Care,6146200,Telephones Charges,09/04/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Strategic Asset Management,Environment & Community Services,6146200,Telephones Charges,09/05/2024,26.45 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Property & Commercial Services,Environment & Community Services,6146200,Telephones Charges,09/05/2024,17.72 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
"Prevention, Provider & Support Services",Adult Social Care,6146200,Telephones Charges,09/05/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Stronger Communities,Environment & Community Services,6146200,Telephones Charges,09/05/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Designated Authority,Central Accounts & Trust Funds,6146200,Telephones Charges,09/05/2024,76.41 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Prevention,Children's Care,6146200,Telephones Charges,09/05/2024,41.81 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Community Learning,Regeneration,6146200,Telephones Charges,09/05/2024,25.88 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
ICT Service,Legal & Governance Services,6146200,Telephones Charges,09/05/2024,"3,096.54 ",Revenue,DAISY CORPORATE SERVICES TRADING LTD
Children Looked After & Corporate Parenting,Children's Care,6146200,Telephones Charges,09/05/2024,9.14 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Resources Residential & Fostering,Children's Care,6146200,Telephones Charges,09/05/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Strategic Asset Management,Environment & Community Services,6146200,Telephones Charges,10/06/2024,26.78 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Property & Commercial Services,Environment & Community Services,6146200,Telephones Charges,10/06/2024,17.14 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
"Prevention, Provider & Support Services",Adult Social Care,6146200,Telephones Charges,10/06/2024,8.51 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Stronger Communities,Environment & Community Services,6146200,Telephones Charges,10/06/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Designated Authority,Central Accounts & Trust Funds,6146200,Telephones Charges,10/06/2024,76.41 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Prevention,Children's Care,6146200,Telephones Charges,10/06/2024,26.87 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Community Learning,Regeneration,6146200,Telephones Charges,10/06/2024,29.24 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
ICT Service,Legal & Governance Services,6146200,Telephones Charges,10/06/2024,"3,610.67 ",Revenue,DAISY CORPORATE SERVICES TRADING LTD
Children Looked After & Corporate Parenting,Children's Care,6146200,Telephones Charges,10/06/2024,9.08 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
Resources Residential & Fostering,Children's Care,6146200,Telephones Charges,10/06/2024,8.49 ,Revenue,DAISY CORPORATE SERVICES TRADING LTD
"Prevention, Provider & Support Services",Adult Social Care,7157000,Call Off Partnership Payments,10/04/2024,"32,432.40 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,16/04/2024,906.04 ,Revenue,Dale Care Ltd
"Prevention, Provider & Support Services",Adult Social Care,7157000,Call Off Partnership Payments,17/04/2024,"33,732.72 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/04/2024,"124,761.24 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/04/2024,"20,496.56 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/04/2024,"68,472.07 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,965.64 ,Revenue,Dale Care Ltd
"Prevention, Provider & Support Services",Adult Social Care,7157000,Call Off Partnership Payments,15/05/2024,"35,033.04 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/05/2024,"128,492.42 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"71,481.78 ",Revenue,Dale Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/05/2024,"19,694.08 ",Revenue,Dale Care Ltd
