Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name (Redacted)
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,973.00 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,"1,806.78 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,814.80 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,804.16 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,804.16 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,831.95 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,682.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,972.55 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,707.70 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,"1,036.14 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,"1,310.75 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,911.05 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,"1,218.98 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,900.34 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,826.63 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,649.11 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,682.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,836.15 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,954.36 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,987.42 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,942.68 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,629.68 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,612.36 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,"1,169.70 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,29/10/2024,543.97 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,061.76 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,385.65 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,744.03 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,012.48 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,236.13 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,915.91 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,639.60 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,761.97 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,973.00 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,839.98 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,814.80 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,804.16 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,133.36 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,831.95 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,750.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,972.55 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,707.70 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,911.05 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,218.98 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,900.34 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,826.63 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,600.35 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,649.11 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,682.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,895.41 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"2,152.11 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"4,476.52 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,631.96 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"2,648.40 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,169.70 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,543.97 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,374.91 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,04/11/2024,"1,482.40 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,896.68 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,385.65 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,744.03 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,588.40 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,236.13 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,860.11 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,764.14 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,761.97 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,280.93 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,222.03 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"2,290.18 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,741.99 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,804.16 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,831.95 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,682.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,607.92 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,657.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,707.70 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,324.12 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,911.05 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,839.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,218.98 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,840.38 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,967.30 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,900.34 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,826.63 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,649.11 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,898.88 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,659.61 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,987.42 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,275.61 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,631.96 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,627.26 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,987.42 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,169.70 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,543.97 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,921.20 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,748.16 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,037.68 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,12/11/2024,"1,720.62 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,900.34 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,385.65 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,744.03 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,533.28 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,236.13 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,317.04 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,974.66 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,973.00 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,648.78 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,644.91 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,804.16 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,831.95 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,682.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,707.70 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,911.05 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,218.98 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,849.10 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,900.34 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,826.63 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,304.77 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,874.72 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,524.02 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,974.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,649.11 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,682.08 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,662.07 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,836.15 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,659.61 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,987.42 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,809.48 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,423.27 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"3,109.71 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,936.67 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,987.42 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,169.70 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,543.97 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,641.97 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,921.20 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,"1,037.68 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,708.54 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,18/11/2024,650.79 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,223.18 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,325.72 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,274.45 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,526.67 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,993.06 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"2,191.68 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,797.25 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,398.39 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,700.38 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"2,649.07 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,274.45 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,773.05 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,471.06 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"2,422.59 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,121.40 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,604.20 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,604.20 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,700.38 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,700.38 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,773.05 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,133.36 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,215.48 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,869.12 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,600.35 ,Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,"1,170.57 ",Revenue,REDACT PERSONAL DATA
Resources Residential & Fostering,Children's Care,6156000,Fostering Allowances,26/11/2024,920.39 ,Revenue,REDACT PERSONAL DATA
