Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name
Stronger Communities,Environment & Community Services,6149000,Other supplies & services,05/02/2025,"œ3,000.00",Revenue,1 Stop HSE Training Limited
Capital - Education - Access to Education,Education & Partnerships,6206101,Capital Grants,27/01/2025,"œ13,913.00",Capital,186 Investments Ltd t/a 186 Property Solutions
Capital - Education - Access to Education,Education & Partnerships,6206101,Capital Grants,14/02/2025,"œ1,181.20",Capital,186 Investments Ltd t/a 186 Property Solutions
ICT Service,Legal & Governance Services,6146000,Computer Costs,16/01/2025,"œ3,300.00",Revenue,1Spatial
Environmental Services,Environment & Community Services,6143000,Clothing & Uniforms,22/01/2025,"œ2,583.18",Revenue,1st Coverall Company Limited
Environmental Services,Environment & Community Services,6143000,Clothing & Uniforms,19/02/2025,"œ3,414.00",Revenue,1st Coverall Company Limited
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,œ809.20,Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ5,664.40",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,895.44",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,895.44",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,639.96",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,639.96",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ3,236.08",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,980.60",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,810.28",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,214.16",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ2,043.84",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ5,664.40",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,œ809.20,Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ1,818.00",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,895.44",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ1,818.00",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,639.96",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,980.60",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,639.96",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,895.44",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ3,236.08",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,810.28",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,214.16",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/02/2025,"œ2,043.84",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,œ809.20,Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,895.44",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,639.96",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,639.96",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,895.44",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,236.08",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,980.60",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,043.84",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,214.16",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,810.28",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/03/2025,"œ5,664.40",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/03/2025,"œ1,818.00",Revenue,1st Enable
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,08/01/2025,"œ2,719.35",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,08/01/2025,"œ2,798.25",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,07/02/2025,"œ3,625.80",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,07/02/2025,"œ3,731.00",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,07/03/2025,"œ2,719.35",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,05/03/2025,"œ2,798.25",Revenue,24x7 Ltd
Safeguarding & Care Planning,Children's Care,6116690,Exam & Course fees,31/03/2025,"œ1,155.00",Revenue,250-579-394 PAYMENT
Stronger Communities,Environment & Community Services,6149000,Other supplies & services,20/03/2025,"œ3,000.00",Revenue,540 Studios
Substance Misuse,Public Health,6157000,Partnership Payments,09/01/2025,œ924.00,Revenue,A C MOULE LTD (FK058)
Substance Misuse,Public Health,6157000,Partnership Payments,14/02/2025,"œ1,012.00",Revenue,A C MOULE LTD (FK058)
Substance Misuse,Public Health,6157000,Partnership Payments,11/03/2025,"œ1,012.00",Revenue,A C MOULE LTD (FK058)
Children Looked After & Corporate Parenting,Children's Care,6124000,Rents,11/02/2025,"œ1,220.00",Revenue,A King Lettings & Rentals Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,20/01/2025,"œ6,822.94",Revenue,A Way Out
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,07/02/2025,"œ6,822.94",Revenue,A Way Out
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,06/03/2025,"œ6,822.94",Revenue,A Way Out
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,œ693.60,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,œ581.61,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,œ719.76,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ1,203.60",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,œ567.42,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ1,213.80",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ1,190.94",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ1,101.60",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ1,281.04",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,œ639.48,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,œ729.96,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,œ778.76,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,"œ1,224.00",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,"œ2,539.80",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,œ540.12,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,œ555.71,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,"œ1,267.44",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,"œ1,142.40",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/02/2025,"œ1,270.84",Revenue,A&B Home Care Ltd
Fostering,Children's Care,7145130,Call Off Placement Fees,17/01/2025,"œ3,704.15",Revenue,A1 FOSTER CARE
Fostering,Children's Care,7145130,Call Off Placement Fees,11/02/2025,"œ3,704.15",Revenue,A1 FOSTER CARE
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ3,345.68",Revenue,A1 FOSTER CARE
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/01/2025,œ918.84,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/01/2025,"œ1,537.64",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/01/2025,œ642.24,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/01/2025,œ918.84,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/02/2025,œ918.84,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/02/2025,œ642.24,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/02/2025,œ918.84,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/02/2025,"œ1,537.64",Revenue,AAPNA SERVICES LTD
Commissioning,Finance,6147500,Grants to organisations,07/03/2025,"œ2,958.00",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,œ918.84,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,œ642.24,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,"œ1,537.64",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,œ918.84,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,œ798.96,Revenue,AAPNA SERVICES LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/01/2025,"œ1,135.00",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/02/2025,"œ6,593.00",Revenue,AAT (GB) LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ10,220.24",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ10,220.24",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ10,220.24",Revenue,Abbey House -  Priory Group
Highways Infrastructure & Fleet,Environment & Community Services,6121000,Planned Maintenance,21/01/2025,"œ10,072.20",Revenue,ABF Site Services UK Ltd
Highways Infrastructure & Fleet,Environment & Community Services,6205050,Capital Other Fees,26/03/2025,"œ1,372.00",Capital,ABF Site Services UK Ltd
Highways & Transport,Environment & Community Services,6205050,Capital Other Fees,25/03/2025,"œ8,381.40",Capital,ABF Site Services UK Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,792.26",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ7,481.88",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,047.25",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,284.30",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,615.88",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,061.36",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,099.68",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,622.33",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ4,947.30",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,07/01/2025,"œ19,774.25",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ4,934.47",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,04/02/2025,"œ20,539.00",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ7,355.37",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ2,054.62",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ2,674.85",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ1,259.89",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,œ905.94,Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ1,661.51",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ1,089.63",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ1,612.90",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,04/03/2025,"œ19,814.50",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,833.52",Revenue,Abicare Health Solutions Ltd
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,26/02/2025,"œ4,819.50",Revenue,Absolute Plumbing & Maintenance Limited
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,18/03/2025,"œ5,510.83",Capital,Academy Bathrooms Ltd
Access & Safeguarding,Adult Social Care,6124000,Rents,17/02/2025,œ705.16,Revenue,ACCENT HOUSING LTD
Safeguarding & Care Planning,Children's Care,6124000,Rents,13/03/2025,œ519.67,Revenue,ACCENT HOUSING LTD
Finance & Investment,Finance,6140060,Equipment Maintenance Agreements,06/01/2025,"œ12,973.50",Revenue,Access Paysuite Ltd
Environmental Services,Environment & Community Services,6116690,Exam & Course fees,20/02/2025,œ550.00,Revenue,ACCESS TRAINING SERVICES
Environmental Services,Environment & Community Services,6116690,Exam & Course fees,05/03/2025,œ550.00,Revenue,ACCESS TRAINING SERVICES
Highways Infrastructure & Fleet,Environment & Community Services,6130350,Equipment,20/03/2025,œ802.11,Revenue,ACCESS TRAINING SERVICES
Environmental Services,Environment & Community Services,6116690,Exam & Course fees,12/03/2025,œ550.00,Revenue,ACCESS TRAINING SERVICES
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,16/01/2025,"œ3,366.34",Revenue,Access Uk Ltd
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,04/02/2025,"œ3,366.34",Revenue,Access Uk Ltd
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,950.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ2,445.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ2,214.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/01/2025,"-œ2,043.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/01/2025,"œ7,905.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/01/2025,"œ3,060.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,08/01/2025,"œ2,245.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ1,284.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/01/2025,"œ2,245.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ1,525.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ1,744.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ1,364.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/01/2025,"œ1,525.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/01/2025,œ816.00,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,17/01/2025,œ800.00,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,21/01/2025,"œ2,417.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/01/2025,"œ1,634.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/01/2025,"œ1,200.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/01/2025,"œ1,950.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/01/2025,"œ1,440.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/01/2025,"œ1,476.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/01/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,28/01/2025,œ816.00,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,30/01/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/02/2025,"œ7,905.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ2,008.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ2,809.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ2,809.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,448.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/02/2025,"œ1,634.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ5,752.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ2,298.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ2,099.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ1,859.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ1,462.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ4,022.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ1,680.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ1,950.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ1,203.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/02/2025,"œ2,008.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,07/03/2025,"œ1,229.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,21/02/2025,"œ1,145.00",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/02/2025,œ516.00,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/02/2025,œ814.00,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/02/2025,"œ1,422.00",Revenue,ACCORA LTD
