Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,03/02/2025,"œ1,092.40",Revenue,EJ UK Fabrications & Access Solutions Ltd
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,18/02/2025,"œ3,558.62",Revenue,EJ UK Fabrications & Access Solutions Ltd
Stronger Communities,Environment & Community Services,6205044,Capital Other Costs,25/02/2025,"œ22,499.00",Capital,Elan City Ltd
Democratic Services,Legal & Governance Services,6145140,"Professional, commission & membership fees",21/01/2025,"œ3,728.21",Revenue,Electoral Reform Services
Management Budgets,Children's Care,7145000,Call Off Hired & Contracted Services,24/02/2025,œ638.66,Revenue,Eleventh Hour Group Ltd
Stronger Communities,Environment & Community Services,7205044,Call Off Capital Other Costs,28/03/2025,"œ2,500.00",Capital,Elite Precast Concrete Ltd
Stronger Communities,Environment & Community Services,7205044,Call Off Capital Other Costs,28/03/2025,"œ1,885.00",Capital,Elite Precast Concrete Ltd
Stronger Communities,Environment & Community Services,6205044,Capital Other Costs,28/03/2025,œ750.00,Capital,Elite Precast Concrete Ltd
Stronger Communities,Environment & Community Services,6205044,Capital Other Costs,28/03/2025,œ750.00,Capital,Elite Precast Concrete Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ1,124.06",Revenue,Elizabeth House - Love Care Group Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ81,774.32",Revenue,Elizabeth House - Love Care Group Ltd
Social Care Other,Adult Social Care,6157000,Partnership Payments,22/01/2025,"-œ2,877.29",Revenue,Elizabeth House - Love Care Group Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ4,945.85",Revenue,Elizabeth House - Love Care Group Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ74,379.32",Revenue,Elizabeth House - Love Care Group Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ9,554.49",Revenue,Elizabeth House - Love Care Group Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ88,542.44",Revenue,Elizabeth House - Love Care Group Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/02/2025,"œ1,440.00",Revenue,Ellehcim Superior Doggy Hotel Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,27/02/2025,œ805.86,Revenue,Ellehcim Superior Doggy Hotel Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,27/03/2025,œ720.00,Revenue,Ellehcim Superior Doggy Hotel Ltd
Ill Health Prevention,Public Health,7157000,Call Off Partnership Payments,14/02/2025,"œ40,000.00",Revenue,Elm Alliance Ltd
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,04/01/2025,"œ13,482.24",Revenue,ENDEAVOUR HOUSING ASSOCIATION
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,04/02/2025,"œ13,482.24",Revenue,ENDEAVOUR HOUSING ASSOCIATION
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,04/03/2025,"œ13,482.24",Revenue,ENDEAVOUR HOUSING ASSOCIATION
Environmental Services,Environment & Community Services,6140100,Materials - general,31/03/2025,"œ2,599.00",Revenue,Endura group Ltd t/a Landscape Supply Co
Environmental Services,Environment & Community Services,7120000,Call Off Responsive Maintenance,06/01/2025,"œ1,226.00",Revenue,ENGINEERING INSTALLATIONS (TEESSIDE) LTD
Environmental Services,Environment & Community Services,7120000,Call Off Responsive Maintenance,05/02/2025,"œ1,885.00",Revenue,ENGINEERING INSTALLATIONS (TEESSIDE) LTD
Environmental Services,Environment & Community Services,7120000,Call Off Responsive Maintenance,05/02/2025,"œ4,506.00",Revenue,ENGINEERING INSTALLATIONS (TEESSIDE) LTD
Environmental Services,Environment & Community Services,7120000,Call Off Responsive Maintenance,17/03/2025,"œ6,363.00",Revenue,ENGINEERING INSTALLATIONS (TEESSIDE) LTD
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",04/03/2025,œ891.00,Revenue,Enhance EHC Ltd
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",10/03/2025,"œ2,376.00",Revenue,Enhance EHC Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,06/01/2025,"œ1,200.00",Revenue,Enhance Personal Training Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,31/01/2025,"œ1,200.00",Revenue,Enhance Personal Training Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,17/03/2025,"œ1,200.00",Revenue,Enhance Personal Training Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,31/03/2025,"œ1,200.00",Revenue,Enhance Personal Training Ltd
Management Budgets,Children's Care,7157000,Call Off Partnership Payments,10/01/2025,"œ11,071.34",Revenue,Enhanced Young Persons Care Limited
Management Budgets,Children's Care,7157000,Call Off Partnership Payments,13/02/2025,"œ11,071.34",Revenue,Enhanced Young Persons Care Limited
Management Budgets,Children's Care,7157000,Call Off Partnership Payments,12/03/2025,"œ10,000.00",Revenue,Enhanced Young Persons Care Limited
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),08/01/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),08/01/2025,œ842.70,Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),08/01/2025,œ759.50,Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),08/01/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),08/01/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),08/01/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/02/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/02/2025,œ759.50,Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/02/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/02/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),05/02/2025,œ842.70,Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/02/2025,"œ1,147.62",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/03/2025,œ761.16,Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/03/2025,"œ1,036.56",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/03/2025,"œ1,036.56",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/03/2025,"œ1,036.56",Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/03/2025,œ686.00,Revenue,ENTERPRISE FLEX-E-RENT
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/03/2025,"œ1,036.56",Revenue,ENTERPRISE FLEX-E-RENT
Insurance Fund,Central Accounts & Trust Funds,6145020,Insurances General,10/02/2025,"œ10,756.27",Revenue,ENTERPRISE RENT A CAR UK LTD
Cultural Services,Regeneration,6145000,Hired & Contracted Services,07/01/2025,"œ3,745.44",Revenue,Entertainers (Magic Of Motown) Ltd
Cultural Services,Regeneration,6145000,Hired & Contracted Services,20/02/2025,"œ4,853.48",Revenue,ENTERTAINERS SHOW PROVIDERS LTD
Highways Infrastructure & Fleet,Environment & Community Services,7140100,Call Off Materials - general,27/01/2025,"œ3,798.00",Revenue,Eppleton Quarry Products Ltd
Highways Infrastructure & Fleet,Environment & Community Services,7140100,Call Off Materials - general,04/02/2025,"œ2,362.68",Revenue,Eppleton Quarry Products Ltd
Highways Infrastructure & Fleet,Environment & Community Services,7140100,Call Off Materials - general,21/02/2025,œ678.96,Revenue,Eppleton Quarry Products Ltd
Highways & Transport,Environment & Community Services,6145000,Hired & Contracted Services,27/01/2025,"œ4,830.92",Revenue,Equans E&S Infrastructure UK Ltd
Ill Health Prevention,Public Health,6157000,Partnership Payments,13/03/2025,"œ1,930.00",Revenue,ERIMUS PRACTICE
Capital Financing & Corporate Costs,General Fund & Centrally Held Budgets,6145140,"Professional, commission & membership fees",24/03/2025,"œ25,200.00",Revenue,Ernst & Young LLP
Substance Misuse,Public Health,6157000,Partnership Payments,15/01/2025,"œ6,000.00",Revenue,ERS LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,07/01/2025,"œ3,004.00",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/01/2025,"œ2,295.72",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,13/01/2025,"œ2,002.84",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,21/01/2025,"œ2,002.84",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/02/2025,"œ2,502.00",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,11/02/2025,"œ2,149.28",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,11/02/2025,"œ3,013.00",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/02/2025,"œ4,298.56",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/02/2025,œ721.00,Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/02/2025,"œ2,002.84",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/03/2025,"œ4,152.12",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/03/2025,"œ1,160.25",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/03/2025,"œ4,152.12",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/03/2025,"œ2,295.72",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,28/03/2025,"œ2,002.84",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/03/2025,"-œ4,152.12",Revenue,Etac Limited
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ2,248.11",Revenue,EVERGREEN COURT
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ28,551.90",Revenue,EVERGREEN COURT
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ1,236.46",Revenue,EVERGREEN COURT
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ34,509.34",Revenue,EVERGREEN COURT
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ2,472.92",Revenue,EVERGREEN COURT
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ33,160.48",Revenue,EVERGREEN COURT
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,15/01/2025,œ955.80,Revenue,EVERYDAY LANGUAGE SOLUTIONS
Safeguarding & Care Planning,Children's Care,7149000,Call Off Other supplies & services,16/01/2025,"œ2,049.10",Revenue,EVERYDAY LANGUAGE SOLUTIONS
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,13/02/2025,œ900.80,Revenue,EVERYDAY LANGUAGE SOLUTIONS
Safeguarding & Care Planning,Children's Care,7149000,Call Off Other supplies & services,14/02/2025,"œ2,090.30",Revenue,EVERYDAY LANGUAGE SOLUTIONS
Specialist & Lifelong Services,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,œ850.10,Revenue,EVERYDAY LANGUAGE SOLUTIONS
Safeguarding & Care Planning,Children's Care,7149000,Call Off Other supplies & services,18/03/2025,"œ3,492.10",Revenue,EVERYDAY LANGUAGE SOLUTIONS
Healthy Environments,Public Health,6149000,Other supplies & services,07/01/2025,"œ17,157.00",Revenue,EVERYONE ACTIVE SERVICES LTD
Healthy Environments,Public Health,6149000,Other supplies & services,07/01/2025,"œ11,088.00",Revenue,EVERYONE ACTIVE SERVICES LTD
Healthy Environments,Public Health,6149000,Other supplies & services,31/03/2025,"œ15,487.50",Revenue,EVERYONE ACTIVE SERVICES LTD
Healthy Environments,Public Health,6149000,Other supplies & services,31/03/2025,"œ13,542.00",Revenue,EVERYONE ACTIVE SERVICES LTD
Achievement,Education & Partnerships,6144800,Printing,27/02/2025,"œ1,021.00",Revenue,Evo Print and Design
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",24/01/2025,"œ2,200.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",22/01/2025,"œ2,610.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",17/02/2025,"œ5,670.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",17/02/2025,"œ3,045.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",11/03/2025,"œ3,680.00",Revenue,Evolve Sports Academy
Children Looked After & Corporate Parenting,Children's Care,6149000,Other supplies & services,14/03/2025,"œ3,045.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",26/03/2025,"œ4,140.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",26/03/2025,"œ4,860.00",Revenue,Evolve Sports Academy
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",26/03/2025,"œ1,740.00",Revenue,Evolve Sports Academy
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,12/02/2025,œ992.18,Revenue,Exchange Supplies Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,10/03/2025,œ556.43,Revenue,Exchange Supplies Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,08/01/2025,"œ1,542.10",Revenue,Expert Fire Solutions Ltd
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,29/01/2025,œ503.25,Revenue,Expert Fire Solutions Ltd
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,12/02/2025,"œ4,466.68",Revenue,Exterior Lighting Solutions a trading division of UK Electric
Highways Infrastructure & Fleet,Environment & Community Services,6149001,Delivery costs,12/02/2025,œ50.00,Revenue,Exterior Lighting Solutions a trading division of UK Electric
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",31/03/2025,"œ5,647.27",Revenue,Extol Academy Trust
Cultural Services,Regeneration,6145000,Hired & Contracted Services,09/01/2025,"œ35,000.00",Revenue,EXTRAVAGANZA PRODUCTIONS LIMITED
Cultural Services,Regeneration,6145000,Hired & Contracted Services,28/01/2025,"œ40,694.61",Revenue,EXTRAVAGANZA PRODUCTIONS LIMITED
Property Services,Regeneration,6145000,Hired & Contracted Services,05/03/2025,œ748.94,Revenue,EYRE & ELLISTON LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,06/03/2025,"œ1,293.80",Revenue,EYRE & ELLISTON LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,17/01/2025,"œ3,158.25",Revenue,FABRIKAT
Highways Infrastructure & Fleet,Environment & Community Services,6149001,Delivery costs,17/01/2025,œ120.00,Revenue,FABRIKAT
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,07/02/2025,"œ1,377.00",Revenue,FABRIKAT
Highways Infrastructure & Fleet,Environment & Community Services,6149001,Delivery costs,07/02/2025,œ120.00,Revenue,FABRIKAT
Stronger Communities,Environment & Community Services,6205044,Capital Other Costs,28/03/2025,œ255.15,Capital,FABRIKAT
Stronger Communities,Environment & Community Services,7205044,Call Off Capital Other Costs,28/03/2025,"œ21,589.00",Capital,FABRIKAT
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,19/03/2025,"œ1,447.50",Revenue,FABRIKAT
Highways Infrastructure & Fleet,Environment & Community Services,6149001,Delivery costs,19/03/2025,œ130.00,Revenue,FABRIKAT
Cultural Services,Regeneration,6146000,Computer Costs,31/03/2025,œ583.33,Revenue,FACEBK  7PRP6M8VQ2
Cultural Services,Regeneration,6146000,Computer Costs,01/03/2025,œ605.40,Revenue,FACEBK  A34G2KLUQ2
Cultural Services,Regeneration,6146000,Computer Costs,31/03/2025,œ583.33,Revenue,FACEBK  JJWYSLCVQ2
Cultural Services,Regeneration,6146000,Computer Costs,31/03/2025,œ556.13,Revenue,FACEBK  M52JMLLUQ2
Pathways Leaving Care Service,Children's Care,6145130,Placement fees,30/01/2025,œ700.00,Revenue,FACEBK  PBY9GHQUQ2
Pathways Leaving Care Service,Children's Care,6145130,Placement fees,06/02/2025,#NAME?,Revenue,FACEBK  PBY9GHQUQ2
Cultural Services,Regeneration,6146000,Computer Costs,06/02/2025,œ700.00,Revenue,FACEBK  PBY9GHQUQ2
Cultural Services,Regeneration,6146000,Computer Costs,01/03/2025,œ700.00,Revenue,FACEBK  ZYV34KCUQ2
Property Services,Regeneration,6145000,Hired & Contracted Services,03/01/2025,"œ12,753.00",Revenue,FACULTATIEVE TECHNOLOGIES
Property & Commercial Services,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,10/01/2025,"œ1,148.48",Revenue,FACULTATIEVE TECHNOLOGIES
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,20/02/2025,"œ11,722.04",Revenue,FACULTATIEVE TECHNOLOGIES
Property Services,Regeneration,6145000,Hired & Contracted Services,26/02/2025,"œ2,288.96",Revenue,FACULTATIEVE TECHNOLOGIES
Property & Commercial Services,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,13/03/2025,œ911.29,Revenue,FACULTATIEVE TECHNOLOGIES
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,18/03/2025,"œ1,708.71",Revenue,FACULTATIEVE TECHNOLOGIES
Property & Commercial Services,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,28/03/2025,œ878.97,Revenue,FACULTATIEVE TECHNOLOGIES
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ4,006.08",Revenue,Fairby Grange
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ4,006.08",Revenue,Fairby Grange
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ4,006.08",Revenue,Fairby Grange
Economic Growth & Infrastructure,Regeneration,7205044,Call Off Capital Other Costs,24/02/2025,"œ2,450.00",Capital,FAIRHURST GROUP LLP  T/A SANDERSON ASSSOCIATES CONSULTING ENGINEERS
Highways Infrastructure & Fleet,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,04/03/2025,œ500.00,Revenue,FALL PROTECTION SOLUTIONS LTD
Fostering,Children's Care,7145130,Call Off Placement Fees,10/02/2025,"œ4,178.80",Revenue,Family Fostercare Ltd
Fostering,Children's Care,7145130,Call Off Placement Fees,28/02/2025,"œ3,774.40",Revenue,Family Fostercare Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,03/01/2025,"œ7,200.00",Revenue,FARRELL FABRICATIONS LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,06/02/2025,"œ3,250.00",Revenue,FARRELL FABRICATIONS LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,14/02/2025,œ850.00,Revenue,FARRELL FABRICATIONS LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,05/03/2025,œ750.00,Revenue,FARRELL FABRICATIONS LTD
Property Services,Regeneration,6145000,Hired & Contracted Services,07/03/2025,œ580.00,Revenue,FARRELL FABRICATIONS LTD
Director - Legal and Governance Services,Legal & Governance Services,6145090,Body Removals,13/01/2025,œ550.02,Revenue,FAWCETT & HETHERINGTON FUNERAL SERVICES LTD
Director - Legal and Governance Services,Legal & Governance Services,6145090,Body Removals,05/02/2025,œ916.70,Revenue,FAWCETT & HETHERINGTON FUNERAL SERVICES LTD
Director - Legal and Governance Services,Legal & Governance Services,6145090,Body Removals,12/03/2025,œ587.52,Revenue,FAWCETT & HETHERINGTON FUNERAL SERVICES LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,13/01/2025,"œ10,840.00",Capital,FB Builders Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,03/02/2025,"œ16,006.00",Capital,FB Builders Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,05/03/2025,"œ5,253.32",Capital,FB Builders Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,10/03/2025,"œ10,038.00",Capital,FB Builders Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,14/03/2025,"œ6,676.08",Capital,FB Builders Ltd
Capital - Social Services,Adult Social Care,6206201,Capital Infrastructure Works - Fees,25/03/2025,"œ4,820.95",Capital,FB Builders Ltd
Property & Commercial Services,Environment & Community Services,7140100,Call Off Materials - general,13/02/2025,"œ1,155.00",Revenue,FEDERATION OF BURIAL CREMATION AUTHORITIES
Healthy Environments,Public Health,6149000,Other supplies & services,31/03/2025,œ700.00,Revenue,Fighting Chance Middlesbrough
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/01/2025,"œ1,911.43",Revenue,Fisher German Property Management LLP
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/01/2025,"œ1,695.94",Revenue,Fisher German Property Management LLP
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ14,046.25",Revenue,Fisher German Property Management LLP
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/02/2025,"œ15,788.25",Revenue,Fisher German Property Management LLP
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,21/02/2025,"œ1,799.82",Revenue,Fisher German Property Management LLP
Fostering,Children's Care,7145130,Call Off Placement Fees,08/01/2025,"œ3,871.99",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,08/01/2025,"œ4,424.36",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,08/01/2025,"œ4,424.36",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,09/01/2025,"œ7,626.26",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,08/01/2025,"œ4,298.73",Revenue,FIVE RIVERS CHILD CARE LIMITED
Resources Residential & Fostering,Children's Care,7124000,Call Off Rents,03/01/2025,"œ2,162.96",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,08/01/2025,"œ4,424.36",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,08/01/2025,"œ3,951.04",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ7,626.26",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ4,424.36",Revenue,FIVE RIVERS CHILD CARE LIMITED
Resources Residential & Fostering,Children's Care,7124000,Call Off Rents,05/02/2025,"œ2,162.96",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/02/2025,"œ3,189.34",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ4,424.36",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ4,298.73",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ3,951.04",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ3,871.99",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,13/02/2025,"œ4,424.36",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ3,996.20",Revenue,FIVE RIVERS CHILD CARE LIMITED
Resources Residential & Fostering,Children's Care,7124000,Call Off Rents,05/03/2025,"œ1,953.64",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ3,882.72",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ3,996.20",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ3,497.28",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ6,888.24",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ3,996.20",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,19/03/2025,"œ3,882.68",Revenue,FIVE RIVERS CHILD CARE LIMITED
Fostering,Children's Care,7145130,Call Off Placement Fees,12/03/2025,"œ4,208.68",Revenue,FIVE RIVERS CHILD CARE LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,07/01/2025,"œ7,804.97",Revenue,FLEET FACTORS LTD
Highways Infrastructure & Fleet,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,14/01/2025,"œ1,150.00",Revenue,FLEET FACTORS LTD
Highways Infrastructure & Fleet,Environment & Community Services,7140060,Call Off Equipment Maintenance Agreements,14/01/2025,"œ1,720.68",Revenue,FLEET FACTORS LTD
