Service Unit,Supplier,Dist Amt,Account Name,Period
Balance Sheet,INSIGHT DIRECT (UK) LTD,6114.7,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,19637.66,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,1417.54,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,42084.93,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,11056.710000000001,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,40348,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,60522,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,24208.8,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,1041,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,4434.6,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,2954.64,Asset Clearing,Mar-24
Balance Sheet,INSIGHT DIRECT (UK) LTD,28243.600000000002,Asset Clearing,Mar-24
Balance Sheet,JH MECHANICAL SERVICES LTD,609.47,Asset Clearing,Mar-24
Balance Sheet,JH MECHANICAL SERVICES LTD,13150,Asset Clearing,Mar-24
Balance Sheet,JH MECHANICAL SERVICES LTD,1083.66,Asset Clearing,Mar-24
Balance Sheet,JH MECHANICAL SERVICES LTD,2642.4,Asset Clearing,Mar-24
Balance Sheet,NEOLOGY UK LTD,12805.470000000001,Asset Clearing,Mar-24
Balance Sheet,NEOLOGY UK LTD,991.1,Asset Clearing,Mar-24
Balance Sheet,PCC FOR WEST YORKSHIRE,3987.3,Asset Clearing,Mar-24
Balance Sheet,PCC FOR WEST YORKSHIRE,3986.13,Asset Clearing,Mar-24
Balance Sheet,PCC FOR WEST YORKSHIRE,3983.07,Asset Clearing,Mar-24
Balance Sheet,PCC FOR WEST YORKSHIRE,3983.07,Asset Clearing,Mar-24
Balance Sheet,PCC FOR WEST YORKSHIRE,4000.77,Asset Clearing,Mar-24
Balance Sheet,REDACTED,950,Asset Clearing,Mar-24
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1000,Asset Clearing,Mar-24
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Mar-24
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Mar-24
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,750,Asset Clearing,Mar-24
Balance Sheet,SJC INTERIORS NORTH EAST LTD,8205,Asset Clearing,Mar-24
Balance Sheet,VICKERS CONSTRUCTION LTD,10630,Asset Clearing,Mar-24
Balance Sheet,VICKERS CONSTRUCTION LTD,9070,Asset Clearing,Mar-24
Balance Sheet,VICKERS CONSTRUCTION LTD,640,Asset Clearing,Mar-24
Balance Sheet,VICKERS CONSTRUCTION LTD,878,Asset Clearing,Mar-24
Balance Sheet,VICTORY LEISURE HOMES LIMITED T/A VICTORY CONVERSIONS,9275.1,Asset Clearing,Mar-24
Business Support,AA BUSINESS SERVICES,500,Vehicle Recovery,Mar-24
Business Support,AA BUSINESS SERVICES,680,Vehicle Recovery,Mar-24
Business Support,ABBOTT TOXICOLOGY LTD,1194.16,Recruitment Expenses,Mar-24
Business Support,ABBOTT TOXICOLOGY LTD,856.8000000000001,Recruitment Expenses,Mar-24
Business Support,ADT FIRE AND SECURITY PLC,1080,Premises - Planned Maintenance,Mar-24
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,2400,Occupational Health Contract,Mar-24
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,7590,Private Treatment / Health Initiatives,Mar-24
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,1100,Private Treatment / Health Initiatives,Mar-24
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,2790,Private Treatment / Health Initiatives,Mar-24
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,10175,Private Treatment / Health Initiatives,Mar-24
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,2970,Private Treatment / Health Initiatives,Mar-24
Business Support,ALLSTAR BUSINESS SOLUTIONS,698.51,Petrol,Mar-24
Business Support,ALLSTAR BUSINESS SOLUTIONS,612.92,Petrol,Mar-24
Business Support,ALLSTAR BUSINESS SOLUTIONS,761.25,Petrol,Mar-24
Business Support,ALLSTAR BUSINESS SOLUTIONS,757.0600000000001,Petrol,Mar-24
Business Support,AUTODATA LIMITED,1560,Maintenance Agreements - General,Mar-24
Business Support,AVISON YOUNG,6650,Professional Fees,Mar-24
Business Support,AVISON YOUNG,5591.150000000001,Professional Fees,Mar-24
Business Support,AWAAZ PROJECT CIC,650,Training - Course Fees / Seminars etc - Police,Mar-24
Business Support,BHATT MURPHY SOLICITORS,40000,Insurance - Public Liability,Mar-24
Business Support,BLUE LIGHT PUBLISHING LTD TRADING AS POLICE PASS,5026.58,Recruitment Expenses,Mar-24
Business Support,BLUELIGHT COMMERCIAL LTD,17945.64,Application Upgrades,Mar-24
Business Support,BLUELIGHT COMMERCIAL LTD,10000,Professional Fees,Mar-24
Business Support,BOTTOMLINE,541,Professional Fees,Mar-24
Business Support,BRITISH GAS TRADING LIMITED,4185.52,Electricity,Mar-24
Business Support,CF MOTORING SERVICES LTD,2422.7400000000002,Insurance - Motor Vehicle,Mar-24
Business Support,CF MOTORING SERVICES LTD,7853.400000000001,Insurance - Motor Vehicle,Mar-24
Business Support,CLYDE AND CO CLAIMS LLP,1084.7,Insurance - Public Liability,Mar-24
Business Support,COLLEGE OF POLICING,19688,Recruitment Expenses,Mar-24
Business Support,COLLEGE OF POLICING,7360,Recruitment Expenses,Mar-24
Business Support,COLLEGE OF POLICING,9752,Recruitment Expenses,Mar-24
Business Support,COLLEGE OF POLICING,1127.88,Training - Course Fees / Seminars etc - Police,Mar-24
Business Support,COOL BREEZE FM LTD,1255,Premises - Repairs & Maintenance,Mar-24
Business Support,CORONA ENERGY,8372.34,Gas,Mar-24
Business Support,CORONA ENERGY,8369.25,Gas,Mar-24
Business Support,CORONA ENERGY,5608.01,Gas,Mar-24
Business Support,CORONA ENERGY,5321.89,Gas,Mar-24
Business Support,CORONA ENERGY,565.5500000000001,Gas,Mar-24
Business Support,CORONA ENERGY,3330.32,Gas,Mar-24
Business Support,CORONA ENERGY,626.12,Gas,Mar-24
Business Support,CORONA ENERGY,792.29,Gas,Mar-24
Business Support,CORONA ENERGY,3063.52,Gas,Mar-24
Business Support,CORONA ENERGY,13172.77,Gas,Mar-24
Business Support,CORONA ENERGY,2253.55,Gas,Mar-24
Business Support,CORONA ENERGY,1665.02,Gas,Mar-24
Business Support,CORONA ENERGY,1009.5,Gas,Mar-24
Business Support,CORPORATE IT SYSTEMS LTD,35500,Maintenance Agreements - General,Mar-24
Business Support,DEPARTMENT FOR WORK & PENSIONS,678,Insurance - Employer Liability,Mar-24
Business Support,DEPARTMENT FOR WORK & PENSIONS,678,Insurance - Employer Liability,Mar-24
Business Support,DEREK SLACK MOTORS LTD,617.87,Vehicle Repairs & Maintenance - Labour,Mar-24
Business Support,DEREK SLACK MOTORS LTD,516.3,Vehicle Repairs & Maintenance - Labour,Mar-24
Business Support,DEREK SLACK MOTORS LTD,675,Vehicle Repairs & Maintenance - Labour,Mar-24
Business Support,DEREK SLACK MOTORS LTD,2183.02,Vehicle Repairs & Maintenance - Parts,Mar-24
Business Support,DEREK SLACK MOTORS LTD,537.14,Vehicle Repairs & Maintenance - Parts,Mar-24
Business Support,DEREK SLACK MOTORS LTD,607.03,Vehicle Repairs & Maintenance - Parts,Mar-24
Business Support,DEREK SLACK MOTORS LTD,842.69,Vehicle Repairs & Maintenance - Parts,Mar-24
Business Support,DEREK SLACK MOTORS LTD,546.73,Vehicle Repairs & Maintenance - Parts,Mar-24
Business Support,ECCO SAFETY GROUP UK LTD,1525.64,General Equipment,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,6785.84,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,543.8100000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,709.58,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,794.4200000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,893.73,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,853.73,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1541.6000000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1191.81,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,2811.7000000000003,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,2963.7400000000002,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1520.01,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1568.8,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,933.26,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,2576.5,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1528.54,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1634.49,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1440.45,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,869.6800000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1462.78,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,553.57,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,3216.84,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1548.8500000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1665.29,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,861.83,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,15682.31,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,34345.92,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,8674.81,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,45487.74,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,7755.49,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,14946.61,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1701.15,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,2141.13,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,9910.82,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1909.6000000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,3873.48,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,2263.16,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,814.9300000000001,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,3339.96,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1200.8,Electricity,Mar-24
Business Support,EDF ENERGY CUSTOMERS LTD,1518.94,Electricity,Mar-24
Business Support,EE LTD,1672.16,Telephone Charges - Mobile,Mar-24
Business Support,EE LTD,10739.98,Telephone Charges - Mobile,Mar-24
Business Support,EE LTD,1620.25,Telephone Charges - Mobile,Mar-24
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,6760.110000000001,Electricity,Mar-24
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,6541.04,Electricity,Mar-24
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,8503.5,Electricity,Mar-24
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,4361.04,Electricity,Mar-24
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,4365.89,Electricity,Mar-24
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,6156.92,Service Charge,Mar-24
Business Support,FORCE IT SOLUTIONS LTD,2500,Police Visual Handbook,Mar-24
Business Support,GAMMA TELECOMM,4179.1,Telephone Charges - Landlines,Mar-24
Business Support,GEOFF SMITH ASSOCIATES LTD,25188.82,Information Technology Expenditure - General,Mar-24
Business Support,GOODYEAR TYRES UK LIMITED,903.11,Damage to Property,Mar-24
Business Support,GOODYEAR TYRES UK LIMITED,16845.11,Tyres,Mar-24
Business Support,GREEN ENDS LTD,4130,Private Treatment / Health Initiatives,Mar-24
Business Support,GREEN ENDS LTD,4620,Private Treatment / Health Initiatives,Mar-24
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,855.49,Insurance - Motor Vehicle,Mar-24
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,2480.19,Insurance - Motor Vehicle,Mar-24
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1715.5900000000001,Insurance - Motor Vehicle,Mar-24
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1379.97,Insurance - Motor Vehicle,Mar-24
Business Support,HARTLEPOOL BOROUGH COUNCIL,5419,Rates,Mar-24
Business Support,HARVEY NASH LIMITED,10000,Temporary / Contract Staff Costs,Mar-24
Business Support,HEALTHWORK GROUP LIMITED T/A OPTIMA HEALTH,2900,Occupational Health Contract,Mar-24
Business Support,HEALTHWORK GROUP LIMITED T/A OPTIMA HEALTH,15920,Occupational Health Contract,Mar-24
Business Support,HEALTHWORK GROUP LIMITED T/A OPTIMA HEALTH,11740,Occupational Health Contract,Mar-24
Business Support,HEALTHWORK GROUP LIMITED T/A OPTIMA HEALTH,7222,Occupational Health Contract,Mar-24
Business Support,HM COURTS DD HMCTS,6641,Professional Fees,Mar-24
Business Support,IRAF SPYDER 4 ,63000,Rent,Mar-24
Business Support,IRVINGS LAW,12500,Insurance - Public Liability,Mar-24
Business Support,JH MECHANICAL SERVICES LTD,713.29,Premises - Planned Maintenance,Mar-24
Business Support,JH MECHANICAL SERVICES LTD,630.26,Premises - Repairs & Maintenance,Mar-24
Business Support,JH MECHANICAL SERVICES LTD,1443.29,Premises - Repairs & Maintenance,Mar-24
Business Support,JH MECHANICAL SERVICES LTD,897.52,Premises - Repairs & Maintenance,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,20623.64,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,13849.45,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,6021.5,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Temporary / Contract Staff Costs,Mar-24
Business Support,MIDDLESBROUGH COUNCIL,1283,Rates,Mar-24
Business Support,MIDDLESBROUGH FOOTBALL CLUB,2175,Professional Fees,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,1013.35,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,740.25,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,1053.25,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,740.25,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,Mar-24
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,31497.64,Contract Cleaning,Mar-24
Business Support,N T SWEETING ROOFING CONTRACTORS LTD,750,Premises - Repairs & Maintenance,Mar-24
Business Support,NDI TECHNOLOGIES LTD,3969,Consolidata Software,Mar-24
Business Support,NEC SOFTWARE SOLUTIONS UK LTD,23673,Gazetteer,Mar-24
Business Support,NEC SOFTWARE SOLUTIONS UK LTD,20451,Gazetteer,Mar-24
Business Support,NORTH EAST REGIONAL EMPLOYERS ORG,2800,Recruitment Expenses,Mar-24
Business Support,NORTON CLEANING SERVICES (NCS),564,Premises - Repairs & Maintenance,Mar-24
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,800,Private Treatment / Health Initiatives,Mar-24
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,840,Private Treatment / Health Initiatives,Mar-24
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,1170,Private Treatment / Health Initiatives,Mar-24
Business Support,OD CONSULTANCY LTD,3601.9500000000003,Professional Fees,Mar-24
Business Support,PHOENIX SOFTWARE LTD,5457.900000000001,Enterprise Microsoft Licences,Mar-24
Business Support,PHOENIX SOFTWARE LTD,6367.55,Enterprise Microsoft Licences,Mar-24
Business Support,PHOENIX SOFTWARE LTD,68877.93000000001,I-Patrol,Mar-24
Business Support,PHOENIX SOFTWARE LTD,9000,Microsoft SQL Licensing SCE,Mar-24
Business Support,PHOENIX SOFTWARE LTD,4973.7,National Enabling Pilot,Mar-24
Business Support,POLICE AND CRIME COMMISSIONER NORTHUMBRIA,3773.4900000000002,Airwaves Radio Repairs,Mar-24
Business Support,PORTLAND ESTATES MANAGEMENT LTD,6960,Rent / Lease,Mar-24
Business Support,PROMAT ID LTD,8415,Information Technology Expenditure - General,Mar-24
Business Support,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),9350,Management Fees,Mar-24
Business Support,QUADIENT,4754,Postage Costs,Mar-24
Business Support,R&CBC (DIRECT DEBIT),27776,Rates,Mar-24
Business Support,RADISSON BLU DURHAM,1567.5,Development Fund,Mar-24
Business Support,RAPID COMPUTERS LTD T/A RAPID TECHNOLOGIES,2141,Telephone Charges - Landlines,Mar-24
Business Support,REDACTED,3000,Insurance - Public Liability,Mar-24
Business Support,REDACTED,1000,Insurance - Public Liability,Mar-24
Business Support,REDACTED,800,Insurance - Public Liability,Mar-24
Business Support,REDACTED,1075,Insurance - Public Liability,Mar-24
Business Support,REDACTED,725,Professional Fees,Mar-24
Business Support,REDACTED,30064,Information Technology Expenditure - General,Mar-24
Business Support,REDACTED,2000,General Equipment,Mar-24
Business Support,REDACTED,1500,Professional Fees,Mar-24
Business Support,REDACTED,750,Professional Fees,Mar-24
Business Support,REDACTED,750,Insurance - Public Liability,Mar-24
Business Support,REDACTED,1709.71,Service Charge,Mar-24
Business Support,REDACTED,612,Insurance - Public Liability,Mar-24
Business Support,REDACTED,4885,Professional Fees,Mar-24
Business Support,REDACTED,712.5,Professional Fees,Mar-24
Business Support,REDACTED,635,Airwaves Radio Repairs,Mar-24
Business Support,REDACTED,3120,Airwaves Radio Repairs,Mar-24
Business Support,REDACTED,2600,Airwaves Radio Repairs,Mar-24
Business Support,REDACTED,7969.900000000001,Professional Fees,Mar-24
Business Support,REDACTED,1450,Professional Fees,Mar-24
Business Support,REDACTED,12255.35,Professional Fees,Mar-24
Business Support,REDACTED,3750,Professional Fees,Mar-24
Business Support,REDACTED,560,Professional Fees,Mar-24
Business Support,REDACTED,925,Rent,Mar-24
Business Support,REDCAR COUNCIL,358,Rates,Mar-24
Business Support,RICOH UK LTD,996.3000000000001,Canon Rental / Uniflow Charges,Mar-24
Business Support,RICOH UK LTD,5102.5,Canon Rental / Uniflow Charges,Mar-24
Business Support,RICOH UK LTD,2550.65,Canon Rental / Uniflow Charges,Mar-24
Business Support,RICOH UK LTD,6450.9800000000005,Canon Rental / Uniflow Charges,Mar-24
Business Support,RIGHT MANAGEMENT LTD,695,Recruitment Expenses,Mar-24
Business Support,ROWLAND COOPER HOSPITALITY,780,Subsistence,Mar-24
Business Support,ROWLAND COOPER HOSPITALITY,585,Subsistence,Mar-24
Business Support,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,800,Vehicle Fits,Mar-24
Business Support,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,1124.93,Vehicle Repairs & Maintenance - Parts,Mar-24
Business Support,SATCHELL MORAN SOLICITORS LTD,500,Insurance - Public Liability,Mar-24
Business Support,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,1761.94,Insurance - Motor Vehicle,Mar-24
Business Support,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,637.84,Vehicle Hire,Mar-24
Business Support,SECURITY SOLUTIONS (NORTHERN) LTD,1324,Premises - Planned Maintenance,Mar-24
Business Support,SIMON BAILES LTD,2029.7,Insurance - Motor Vehicle,Mar-24
Business Support,SIMON BAILES LTD,680,Vehicle Repairs & Maintenance - Labour,Mar-24
Business Support,SOCIAL AND MARKET STRATEGIC RESEARCH LTD,1119.3,Professional Fees,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1325.1000000000001,Gas,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,500.32,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,500.32,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,781.72,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1155.3,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,500.32,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,500.32,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,781.72,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1155.3,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1308.96,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,2994.57,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,500.32,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,500.32,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,781.72,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1155.3,Premises - Planned Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,524.3100000000001,Premises - Repairs & Maintenance,Mar-24
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,690,Premises - Repairs & Maintenance,Mar-24
Business Support,SUEZ RECYCLING AND RECOVERY LTD,1650,Premises - Repairs & Maintenance,Mar-24
Business Support,SUEZ RECYCLING AND RECOVERY LTD,1650,Premises - Repairs & Maintenance,Mar-24
Business Support,SUEZ RECYCLING AND RECOVERY LTD,509.81,Trade Refuse,Mar-24
