FIN.TRANSACTION DATE,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
17/10/2023,BED AND BREAKFAST,BRITISH GAS ONLINE,99,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",BRITISH GAS ONLINE,103491,BED AND BREAKFAST
17/10/2023,LAC 0-18 TEAM,KIRKLEES COUNCIL,9.17,1.83,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100057,FOSTERING TEAM
17/10/2023,LEAVING CARE 18-21 (25) TEAM,HOME BARGAINS,9.89,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,HOME BARGAINS,100069,LEAVING CARE 18-21 (
17/10/2023,ELM GROVE,CANNONHALLFARM,57.8,0,7922,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",CANNONHALLFARM,100094,ELM GROVE
17/10/2023,TECHNICIANS,GAFFERTAPE.COM,13.06,2.61,5399,MISCELLANEOUS GENERAL MERCHANDISE,GAFFERTAPE.COM,103811,TECHNICIANS
17/10/2023,TEMPORARY ACCOMMODATION TEAM,UTILITA ENERGY LIMITED,9.52,0.48,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",UTILITA ENERGY LIMITED,103490,TEMP ACCOMMODAT TEAM
17/10/2023,LAC 0-18 TEAM,KIRKLEES COUNCIL,-9.17,-1.83,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100057,FOSTERING TEAM
17/10/2023,REFUGEE RESETTLEMENT 2021,TRAVELODG TRAVELODGE G,137.05,27.41,3615,TRAVELODGE,TRAVELODGE,101194,PREVENT
17/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CALDERDALE MBC,22,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,100037,ASSESSMENT & INT STH
17/10/2023,INTELLIGENCE,TRAINLINE,157.43,0,4112,PASSENGER RAILWAYS,TRAINLINE,106369,INTELLIGENCE
17/10/2023,YOUNG PEOPLES ENGAGEMENT TEAM,AWARD SCHEME LTD,3,0,8398,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",AWARD SCHEME LTD,100133,DUKE OF EDIN AWARDS
17/10/2023,LEAVING CARE 18-21 (25) TEAM,TRAINLINE,-62,0,4112,PASSENGER RAILWAYS,TRAINLINE,100069,LEAVING CARE 18-21 (
17/10/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,-7.53,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
17/10/2023,CHERRY TREES,TESCO STORES 5731,164.17,32.83,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
17/10/2023,TENANT INVOLVEMENT,WM MORRISONS STORE,18.25,3.65,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107013,TENANT INVOLVEMENT
17/10/2023,IYCE,EBAY O 14-10669-13812,9.99,2,5311,DEPARTMENT STORES,EBAY O 14-10669-13812,100005,IYCE
17/10/2023,TENANT INVOLVEMENT,WM MORRISONS STORE,165,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107014,EMPLOYMENT SUPPORT
17/10/2023,THE GLASS BOX (FRIENDLY STREET),WWW.BRITISHGAS.CO.,38.54,1.93,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,106730,INGFIELD EC (COMM)
17/10/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,LNER ONLINE,10.6,0,4112,PASSENGER RAILWAYS,LNER ONLINE,107257,GROWTH & REGEN MGNT
17/10/2023,TENANT INVOLVEMENT,WM MORRISONS STORE,135,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107014,EMPLOYMENT SUPPORT
17/10/2023,THE GLASS BOX (FRIENDLY STREET),NPOWER LIMITED,40.88,2.04,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",NPOWER LIMITED,102108,BATLEY BUSINESS PARK
17/10/2023,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,20.9,1.04,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102105,BATLEY ENTERP CTR
17/10/2023,TENANT INVOLVEMENT,WM MORRISONS STORE,15,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107014,EMPLOYMENT SUPPORT
17/10/2023,TENANT INVOLVEMENT,WM MORRISONS STORE,165,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107014,EMPLOYMENT SUPPORT
17/10/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,SAINSBURYS S/MKTS,19,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,103937,CHIEF EXECUTIVE & CS
17/10/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,184.53,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
17/10/2023,STRATEGIC COMMUNICATIONS,LINKTREE LINKTREE,2.5,0,5734,COMPUTER SOFTWARE STORES,LINKTREE LINKTREE,101213,STRATEGIC COMMUNICAT
17/10/2023,GOVERNANCE TEAM,AMZNMKTPLACE,6.16,1.23,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106739,GOVERNANCE TEAM
18/10/2023,TOWN HALL BARS HQ,ALDI STORES,51.53,0,5411,"GROCERY STORES, SUPERMARKETS",ALDI STORES,107334,ONE VENUE DEWS TH
18/10/2023,COPTHORNE (PROPOSED 4 BED UNIT),HTAFC WEB,-40,0,7941,"ATHLTIC FIELDS,COMMRCL SPRT,SPRT CLBS,SPRT PROMOTR",HTAFC WEB,100079,COPTHORNE (PROPOSED
18/10/2023,ELM GROVE,TWINKL LTD,48.7,5.18,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",TWINKL LTD,100094,ELM GROVE
18/10/2023,IT PEOPLE,AMZNBUSINESS H819N1I64,16.08,3.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS H819N1I64,103856,IT PEOPLE
18/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.INNKEEPERSLODG,72.84,9.1,5812,"EATING PLACES, RESTAURANTS",WWW.INNKEEPERSLODG,100037,ASSESSMENT & INT STH
18/10/2023,LEAVING CARE 18-21 (25) TEAM,AMZNMKTPLACE,84.97,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100069,LEAVING CARE 18-21 (
18/10/2023,PLACE B WKG TEAM,TRAINLINE,106.68,0,4112,PASSENGER RAILWAYS,TRAINLINE,103930,COUNCILLOR'S ALLOWAN
18/10/2023,MST FIT - GRANT ROUND 2,NORTHERN RAIL,6.4,0,4112,PASSENGER RAILWAYS,NORTHERN RAIL,105458,FOSTERING PLACEMENT
18/10/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,10,0,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
18/10/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,338.98,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102139,MARKETS MNGMNT &SUPP
18/10/2023,YPAT,B&Q MARKETPLACE,17.99,0,5211,"BUILDING MATERIALS, LUMBER STORES",B&Q MARKETPLACE,100096,YPAT
18/10/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,25,0,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
18/10/2023,MARKETS MANAGEMENT & SUPPORT,WWW.SCREWFIX.COM,34.99,0,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,102139,MARKETS MNGMNT &SUPP
18/10/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,94.79,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102139,MARKETS MNGMNT &SUPP
18/10/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),METRO INNS,83.33,16.67,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",METRO INNS,100040,ASSESSMENT & INT NTH
18/10/2023,TOWN HALL BARS HQ,ASDA STORES 4485,6.05,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA STORES 4485,107334,ONE VENUE DEWS TH
18/10/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,64.31,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102139,MARKETS MNGMNT &SUPP
18/10/2023,CLIFFE HOUSE - OPERATIONAL,LIDL GB OSSETT,3.4,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB OSSETT,100318,CLIFFE HOUSE - OPERA
18/10/2023,WORKSHOPS,INDUSTRIAL ENGINES,204.59,40.92,5072,HARDWARE EQUIPMENT AND SUPPLIES,INDUSTRIAL ENGINES,103372,WORKSHOPS
18/10/2023,MOORLANDS GRANGE,EBAY O 05-10678-25092,15.49,0,5311,DEPARTMENT STORES,EBAY O 05-10678-25092,104080,MOORLANDS GRANGE
18/10/2023,MARKETS MANAGEMENT & SUPPORT,FARTOWN DRY CLEANERS,28,0,7216,DRY CLEANERS,FARTOWN DRY CLEANERS,102139,MARKETS MNGMNT &SUPP
18/10/2023,THE GLASS BOX (FRIENDLY STREET),SSE ENERGY SOLUTIONS,149.68,7.48,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",SSE ENERGY SOLUTIONS,102105,BATLEY ENTERP CTR
18/10/2023,LEGAL,MOJ OSPT ECOM,40,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,MOJ OSPT ECOM,103939,LEGAL
18/10/2023,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,37.02,1.85,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102105,BATLEY ENTERP CTR
18/10/2023,ORCHARD VIEW,AMZNMKTPLACE,19.99,3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100077,HEALDS ROAD
18/10/2023,CLEANING MANAGEMENT,WWW.SCREWFIX.COM,11.96,0,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,102486,CLEANING MANAGEMENT
18/10/2023,LAC 0-18 TEAM,UK SUPERBOWL,45,0,7933,BOWLING ALLEYS,UK SUPERBOWL,100068,LAC 0-18 TEAM
18/10/2023,HAF GRANT,MYTRIP_UK_MKSCP3,232.3,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,MYTRIP_UK_MKSCP3,106543,ROUGH SLEEPER
18/10/2023,HAF GRANT,EB TREE LAW AUTUMN SE,22.38,0,7399,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,EB TREE LAW AUTUMN SE,102226,SERVICE MANAGEMENT
18/10/2023,MOORLANDS GRANGE,EBAY O 24-10681-16992,25.99,0,5311,DEPARTMENT STORES,EBAY O 24-10681-16992,104080,MOORLANDS GRANGE
18/10/2023,CASTLE GRANGE,AMZNMKTPLACE,6.66,1.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
18/10/2023,LAC 0-18 TEAM,SAINSBURYS S/MKTS,6.45,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,100069,LEAVING CARE 18-21 (
18/10/2023,EARLY SUPPORT SERVICE WIDE,TRAINLINE,20,0,4112,PASSENGER RAILWAYS,TRAINLINE,107428,CONNECTED PERSON TEAM
18/10/2023,MAGDALE HOUSE,ARGOS SHOREHEAD,10,2,5310,DISCOUNT STORES,ARGOS SHOREHEAD,100081,WOODLANDS
18/10/2023,MAGDALE HOUSE,ARGOS SHOREHEAD,265.83,53.17,5310,DISCOUNT STORES,ARGOS SHOREHEAD,107106,MAGDALE HOUSE
18/10/2023,YOUNG PEOPLES ENGAGEMENT TEAM,AWARD SCHEME LTD,325,0,8398,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",AWARD SCHEME LTD,100133,DUKE OF EDIN AWARDS
18/10/2023,CATERING MANAGEMENT,WWW.BREGPRODUCTS.CO.UK,264,52.8,5085,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,WWW.BREGPRODUCTS.CO.UK,103164,CATERING MANAGEMENT
18/10/2023,GOVERNANCE TEAM,AMZNBUSINESS H884J8UQ4,11.92,2.38,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS H884J8UQ4,106739,GOVERNANCE TEAM
18/10/2023,YOUNG PEOPLES ENGAGEMENT TEAM,HOWGILL CAMPSITE,110,0,7032,RECREATIONAL AND SPORTING CAMPS,HOWGILL CAMPSITE,100133,DUKE OF EDIN AWARDS
18/10/2023,ELM GROVE,TESCO STORES 2290,6.75,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2290,100094,ELM GROVE
18/10/2023,CORPORATE FM HQ,AMZNMKTPLACE,25.82,5.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,102818,CORPORATE FM HQ
18/10/2023,LAC 0-18 TEAM,AMZNMKTPLACE,10.82,2.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100068,LAC 0-18 TEAM
18/10/2023,MAGDALE HOUSE,THE RANGE,79.96,15.99,5719,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,THE RANGE,107106,MAGDALE HOUSE
18/10/2023,ELM GROVE,PARENTPAY E-COM R,300,0,8220,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",PARENTPAY E-COM R,100094,ELM GROVE
18/10/2023,ELM GROVE,AMZNMKTPLACE,8.32,1.67,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
18/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,254.75,31.84,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
18/10/2023,FAMILY PLACEMENT UNIT,TRAINLINE,83.63,16.73,4112,PASSENGER RAILWAYS,TRAINLINE,100058,FAMILY PLACEMENT UNI
18/10/2023,ELM GROVE,AMZNBUSINESS H82QZ17K4,699,116.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS H82QZ17K4,100094,ELM GROVE
18/10/2023,MUSEUMS & GALLERIES HQ,AMZNBUSINESS H86RE0KP4,23.95,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS H86RE0KP4,104843,TOLSON EVT & REF
18/10/2023,MAGDALE HOUSE,BRITISH HEART FOUNDATI,105.83,21.17,8398,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",BRITISH HEART FOUNDATI,100081,WOODLANDS
18/10/2023,TEMPORARY ACCOMMODATION TEAM,BRITISH GAS ONLINE,28.57,1.43,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",BRITISH GAS ONLINE,103490,TEMP ACCOMMODAT TEAM
19/10/2023,HAF GRANT,PREMIER INN,63.33,12.67,3811,PREMIER INN,PREMIER INN,106862,TREES FOR CLIMATE R'
19/10/2023,ELM GROVE,AMZNMKTPLACE,21.54,4.31,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
19/10/2023,LAC 0-18 TEAM,WWW.WAKEFIELD.GOV.UK,11,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.WAKEFIELD.GOV.UK,100040,ASSESSMENT & INT NTH
19/10/2023,LAC 0-18 TEAM,AMZNMKTPLACE,10.82,2.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100069,LEAVING CARE 18-21 (
19/10/2023,WOODLANDS,WM MORRISONS STORE,33.63,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100081,WOODLANDS
19/10/2023,MOORLANDS GRANGE,IKEA LTD SHOP ONLINE,75,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD SHOP ONLINE,104080,MOORLANDS GRANGE
19/10/2023,CORPORATE FM HQ,AMZNMKTPLACE,10.71,2.14,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104969,DEWSBURY MOOR CH CTR
19/10/2023,LOCAL ELECTIONS,ADEXA.CO.UK,56.99,11.4,5046,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",ADEXA.CO.UK,103917,LOCAL ELECTIONS
19/10/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,444.96,88.99,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
19/10/2023,LAC 0-18 TEAM,GEN REGISTER OFFICE,14,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100040,ASSESSMENT & INT NTH
19/10/2023,CORPORATE FM HQ,AMZNMKTPLACE,16.66,3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,102818,CORPORATE FM HQ
19/10/2023,HAF GRANT,LNER ONLINE,72,0,4112,PASSENGER RAILWAYS,LNER ONLINE,106862,TREES FOR CLIMATE R'
19/10/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,20,0,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
19/10/2023,ORCHARD VIEW,AMZNMKTPLACE,14.89,2.48,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100077,HEALDS ROAD
19/10/2023,ELM GROVE,TESCO STORES,-4.05,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
19/10/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,151.9,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
19/10/2023,LAC 0-18 TEAM,IKEA LTD SHOP ONLINE,158.33,31.67,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD SHOP ONLINE,100069,LEAVING CARE 18-21 (
19/10/2023,ORCHARD VIEW,AMZNMKTPLACE,4.16,0.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100095,ORCHARD VIEW
19/10/2023,YOUTH JUSTICE SERVICE,PURPLEDOG,85,17,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,PURPLEDOG,107167,YOUTH JUSTICE SERVICE
19/10/2023,E&CC BUSINESS SUPPORT,AMZNMKTPLACE,26.92,5.38,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103465,TRAFFIC MEASURES
19/10/2023,AMHP SERVICES (SESSIONAL),HMCTS GRIMSBY&SCUNTHOR,81,0,9222,FINES,HMCTS GRIMSBY&SCUNTHOR,104099,AMHP SERVS (SESSION)
19/10/2023,LAC 0-18 TEAM,TRAINLINE,74.76,14.95,4112,PASSENGER RAILWAYS,TRAINLINE,100068,LAC 0-18 TEAM
19/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),BRADFORD MET COUNCIL,11,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,BRADFORD MET COUNCIL,100037,ASSESSMENT & INT STH
19/10/2023,ELM GROVE,PHOTOBOX LIMITED,39.15,7.83,2741,MISCELLANEOUS PUBLISHING AND PRINTING,PHOTOBOX LIMITED,100094,ELM GROVE
19/10/2023,ORCHARD VIEW,AMZNMKTPLACE,33.76,5.62,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100077,HEALDS ROAD
19/10/2023,ELM GROVE,TESCO STORES,185.31,2.65,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
19/10/2023,ELM GROVE,TESCO STORES,10.6,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
19/10/2023,ELM GROVE,EB GENERAL ADMISSION,15,0,7399,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,EB GENERAL ADMISSION,100094,ELM GROVE
19/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,338.6,42.33,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
19/10/2023,BED AND BREAKFAST,BKG HOTEL AT BOOKING.C,308.33,61.67,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,103491,BED AND BREAKFAST
19/10/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-1.09,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
19/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,195.81,24.48,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
19/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.TPEXPRESS.CO.UK,17.67,3.53,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,100037,ASSESSMENT & INT STH
19/10/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,16.2,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
19/10/2023,THE GLASS BOX (FRIENDLY STREET),EDF ENERGY CUSTOMERS -,20.59,1.03,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",EDF ENERGY CUSTOMERS -,102108,BATLEY BUSINESS PARK
19/10/2023,EMPLOYEE HEALTHCARE,ROYAL MAIL ONLINE SHOP,100,0,9402,POSTAL SERVICES-GOVERNMENT ONLY,ROYAL MAIL ONLINE SHOP,101237,EMPLOYEE HEALTHCARE
19/10/2023,LAC 0-18 TEAM,TRAINLINE,35.55,0,4112,PASSENGER RAILWAYS,TRAINLINE,100069,LEAVING CARE 18-21 (
19/10/2023,EMPLOYMENT & SKILLS,ASTS (SOUTH EAST) LTD,125,25,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,ASTS (SOUTH EAST) LTD,107254,E&S BARRIER BREAKER
19/10/2023,GOVERNANCE TEAM,AMZNBUSINESS H845826D4,6.94,1.39,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS H845826D4,106739,GOVERNANCE TEAM
19/10/2023,LEGAL,TRAINLINE,11.4,0,4112,PASSENGER RAILWAYS,TRAINLINE,103939,LEGAL
20/10/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,177.67,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102139,MARKETS MNGMNT &SUPP
20/10/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,193.2,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102139,MARKETS MNGMNT &SUPP
20/10/2023,BUSINESS SUPPORT – HUB 5,AMZNBUSINESS H86AO1804,29.74,5.95,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS H86AO1804,107060,PERI TEAM – ADULTS
20/10/2023,THE GLASS BOX (FRIENDLY STREET),TESCO STORES 2686,20.67,4.13,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2686,107055,THE GLASS BOX
20/10/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,286.29,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102139,MARKETS MNGMNT &SUPP
20/10/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),METRO INNS,283.33,56.67,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",METRO INNS,100040,ASSESSMENT & INT NTH
20/10/2023,TEMPORARY ACCOMMODATION TEAM,WWW.E.ORG,28.57,1.43,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.E.ORG,103490,TEMP ACCOMMODAT TEAM
20/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNMKTPLACE,68.31,13.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100037,ASSESSMENT & INT STH
20/10/2023,ELM GROVE,KUDDLY,49,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",KUDDLY,100094,ELM GROVE
20/10/2023,LEAVING CARE 18-21 (25) TEAM,C BOOTH & SON,3.99,0,5251,HARDWARE STORES,C BOOTH & SON,100069,LEAVING CARE 18-21 (
20/10/2023,THE GLASS BOX (FRIENDLY STREET),WWW.SCREWFIX.COM,33.32,6.67,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,102110,RAY ST. BUSINES CNTR
20/10/2023,INGS GROVE HOUSE,ASDA STORES,19.6,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA STORES,104076,INGS GROVE HOUSE
20/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),GEN REGISTER OFFICE,36,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100037,ASSESSMENT & INT STH
20/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CALDERDALE MBC,33,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,100037,ASSESSMENT & INT STH
20/10/2023,LAC 0-18 TEAM,SP ALDI GROCERY VOUC,1250,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,SP ALDI GROCERY VOUC,100069,LEAVING CARE 18-21 (
20/10/2023,ELM GROVE,OFSTED INTERNET,4675,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,OFSTED INTERNET,100078,RESIDENTIAL MANAGEME
20/10/2023,FOSTERING TEAM,TRAINLINE,-86.8,0,4112,PASSENGER RAILWAYS,TRAINLINE,100057,FOSTERING TEAM
20/10/2023,INCOME MANAGEMENT,POSSESSIONCLAIM.GO,130,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,POSSESSIONCLAIM.GO,107007,INCOME MANAGEMENT
20/10/2023,ELM GROVE,ONBUY.COM,12.08,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,ONBUY.COM,100094,ELM GROVE
20/10/2023,MAGDALE HOUSE,KIRKLEES COUNCIL,3.6,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,KIRKLEES COUNCIL,107106,MAGDALE HOUSE
