FIN.TRANSACTION DATE,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
14/07/2023,LEAVING CARE 18-21 (25) TEAM,BLEND CAFE BAR,23.08,4.62,5812,"EATING PLACES, RESTAURANTS",BLEND CAFE BAR,100069,LEAVING CARE 18-21 (
14/07/2023,THE GLASS BOX (FRIENDLY STREET),WWW.BRITISHGAS.CO.,33.47,1.67,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,102108,BATLEY BUSINESS PARK
14/07/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),CROSS COUNTRY RAIL,16,3.2,4112,PASSENGER RAILWAYS,CROSS COUNTRY RAIL,100040,ASSESSMENT & INT NTH
14/07/2023,CLIFFE HOUSE - OPERATIONAL,WM MORRISONS STORE,12,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100318,CLIFFE HOUSE - OPERA
14/07/2023,CATERING MANAGEMENT,DUNELM LTD,32,0,5714,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",DUNELM LTD,103164,CATERING MANAGEMENT
14/07/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),NORTHERN.COM,118.67,23.73,4112,PASSENGER RAILWAYS,NORTHERN.COM,100040,ASSESSMENT & INT NTH
14/07/2023,LEAVING CARE 18-21 (25) TEAM,WHITE ROSE,10,0,5310,DISCOUNT STORES,WHITE ROSE,100069,LEAVING CARE 18-21 (
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,WORKSHOPS,THE PARK ROYAL,810,162,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",THE PARK ROYAL,103363,FLEET
14/07/2023,ORCHARD VIEW,SENSOOLI,30,0,5944,"CLOCK, JEWELRY, WATCH, AND SILVERWARE STORE",SENSOOLI,100095,ORCHARD VIEW
14/07/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),ECPROF,74.5,14.9,5732,ELECTRONIC SALES,ECPROF,106159,DUTY & ADVICE
14/07/2023,YPAT,HTTPS://FARMERCOPLEYS.,12.5,0,5814,FAST FOOD RESTAURANTS,HTTPS://FARMERCOPLEYS.,100096,YPAT
14/07/2023,EARLY SUPPORT SERVICE WIDE,THE REGENT HOTEL,160,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",THE REGENT HOTEL,106485,EARLY SUPPORT SERVIC
14/07/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,TRAINLINE.COM,105.05,0,4112,PASSENGER RAILWAYS,TRAINLINE.COM,107257,GROWTH & REGEN MGNT
14/07/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),LEEDS CITY COUNCIL,33,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,LEEDS CITY COUNCIL,100037,ASSESSMENT & INT STH
14/07/2023,LEAVING CARE 18-21 (25) TEAM,HOME BARGAINS,51.81,10.36,5251,HARDWARE STORES,HOME BARGAINS,100069,LEAVING CARE 18-21 (
14/07/2023,REGISTER OF ELECTORS,BCC CLEAN AIR ZONE,16,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,BCC CLEAN AIR ZONE,103922,REGISTER OF ELECTORS
14/07/2023,LEAVING CARE 18-21 (25) TEAM,PRIMARK,70.5,0,5651,FAMILY CLOTHING STORES,PRIMARK,100069,LEAVING CARE 18-21 (
14/07/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,8.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100068,LAC 0-18 TEAM
14/07/2023,WORKSHOPS,HORIZONPARKING.CO.UK,51,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,HORIZONPARKING.CO.UK,103367,POOL CARS
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,LIBRARY & INFORMATION CENTRES,WWW.ARGOS.CO.UK,20.93,3.49,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,103758,LIBRARY & INFO CTRS
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,LAC 0-18 TEAM,ABBEYCARS (WAKEFIELD),110,0,4121,LIMOUSINES AND TAXICABS,ABBEYCARS (WAKEFIELD),100068,LAC 0-18 TEAM
14/07/2023,CATERING MANAGEMENT,AMZNMKTPLACE,8.32,1.67,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103164,CATERING MANAGEMENT
14/07/2023,IT PEOPLE,AMZNMKTPLACE,7.12,1.42,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103856,IT PEOPLE
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,IT PEOPLE,AMZNMKTPLACE AMAZON.CO,362.08,72.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,103858,IT SERVICES
14/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
14/07/2023,IT PEOPLE,AMZNMKTPLACE AMAZON.CO,362.08,72.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,103858,IT SERVICES
14/07/2023,YOUTH JUSTICE SERVICE,JUST EAT,26.34,5.27,5812,"EATING PLACES, RESTAURANTS",JUST EAT,107167,YOUTH JUSTICE SERVICE
14/07/2023,YOUTH JUSTICE SERVICE,AMZNMKTPLACE,21.65,4.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,107167,YOUTH JUSTICE SERVICE
14/07/2023,COPTHORNE (PROPOSED 4 BED UNIT),NETFLIX.COM,13.33,2.66,4899,"CABLE, SATELLITE, OTHER PAY TELEVISION, RADIO SVCS",NETFLIX.COM,100079,COPTHORNE (PROPOSED
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,ELM GROVE,B&M 705 BATLEY,38,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,B&M 705 BATLEY,100094,ELM GROVE
15/07/2023,IT PEOPLE,DRI CISCO WEBEX,12.5,2.5,5734,COMPUTER SOFTWARE STORES,DRI CISCO WEBEX,103854,IT INFRASTRUCTURE
15/07/2023,DUKE OF EDINBURGH AWARDS,SPOT EURO,47.56,9.51,4899,"CABLE, SATELLITE, OTHER PAY TELEVISION, RADIO SVCS",SPOT EURO,100133,DUKE OF EDIN AWARDS
15/07/2023,DUKE OF EDINBURGH AWARDS,SPOT EURO,76.6,15.32,4899,"CABLE, SATELLITE, OTHER PAY TELEVISION, RADIO SVCS",SPOT EURO,100133,DUKE OF EDIN AWARDS
15/07/2023,ORCHARD VIEW,B&M 380 - DEWSBURY,28.3,5.66,5399,MISCELLANEOUS GENERAL MERCHANDISE,B&M 380 - DEWSBURY,100095,ORCHARD VIEW
15/07/2023,CORPORATE FM HQ,AMZNBUSINESS BV7I77K15,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS BV7I77K15,C.65842,CIVIC 1 PROJECT CODE
15/07/2023,IT PEOPLE,AMZNMKTPLACE AMAZON.CO,108.27,21.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,102125,POLLUTN & NOISE CONT
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103856,IT PEOPLE
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZNMKTPLACE AMAZON.CO,54.13,10.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103856,IT PEOPLE
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
15/07/2023,IT PEOPLE,AMZ UGREEN GROUP LIMIT,-17.66,-3.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ UGREEN GROUP LIMIT,103858,IT SERVICES
16/07/2023,LEGAL,TRAINLINE.COM,11.61,0,4112,PASSENGER RAILWAYS,TRAINLINE.COM,103939,LEGAL
16/07/2023,CORPORATE FM HQ,AMZNBUSINESS YT1IL13R5,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS YT1IL13R5,C.65842,CIVIC 1 PROJECT CODE
16/07/2023,CORPORATE FM HQ,AMZNBUSINESS 1S89M1XX4,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 1S89M1XX4,C.65842,CIVIC 1 PROJECT CODE
16/07/2023,CASTLE GRANGE,AMAZON.CO.UK YI5K70CK5,249.16,49.83,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK YI5K70CK5,104079,CASTLE GRANGE
16/07/2023,CLIFFE HOUSE - OPERATIONAL,SAINSBURYS S/MKTS,6.85,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,100318,CLIFFE HOUSE - OPERA
16/07/2023,HEAD OF WELFARE & EXCHEQUER,AMZNMKTPLACE,19.99,4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103837,HEAD OF WLFRE & EXCH
16/07/2023,PLACE B WKG TEAM,AMZNBUSINESS 4V7LH2P35,11.39,2.28,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 4V7LH2P35,103936,PLACE B WKG TEAM
16/07/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNBUSINESS 8483L0RV5,42.25,8.46,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 8483L0RV5,100037,ASSESSMENT & INT STH
16/07/2023,INGS GROVE HOUSE,TWINKL,7.39,0,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,TWINKL,104076,INGS GROVE HOUSE
16/07/2023,LAC 0-18 TEAM,AMZNMKTPLACE,9.99,2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100068,LAC 0-18 TEAM
17/07/2023,LAC 0-18 TEAM,PAYPAL ARGOSDIRECT,279.17,55.83,5331,VARIETY STORES,PAYPAL ARGOSDIRECT,100057,FOSTERING TEAM
17/07/2023,LAC 0-18 TEAM,PAYPAL ARGOSDIRECT,36.21,7.24,5331,VARIETY STORES,PAYPAL ARGOSDIRECT,100057,FOSTERING TEAM
17/07/2023,COPTHORNE (PROPOSED 4 BED UNIT),WWW.ARGOS.CO.UK,20.82,4.17,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100079,COPTHORNE (PROPOSED
17/07/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,2264.11,0,3615,TRAVELODGE,TRAVELODGE,100050,PERSONS ABROAD
17/07/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNMKTPLACE AMAZON.CO,30.81,6.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100037,ASSESSMENT & INT STH
17/07/2023,LEAVING CARE 18-21 (25) TEAM,ALDI 10 779,33.65,0,5411,"GROCERY STORES, SUPERMARKETS",ALDI 10 779,100069,LEAVING CARE 18-21 (
17/07/2023,ELM GROVE,TESCO STORES 2187,124.87,0.88,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
17/07/2023,REGISTRARS,AMAZON.CO.UK RO87K43B5,21.15,0,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK RO87K43B5,106437,REGISTRARS
17/07/2023,INCOME MANAGEMENT,POSSESSIONCLAIM.GO,130,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,POSSESSIONCLAIM.GO,107007,INCOME MANAGEMENT
17/07/2023,LEAVING CARE 18-21 (25) TEAM,MCDONALDS,4.18,0,5814,FAST FOOD RESTAURANTS,MCDONALDS,100069,LEAVING CARE 18-21 (
17/07/2023,ELM GROVE,AMZNMKTPLACE,3.86,0.77,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
17/07/2023,LEGAL,AMZNBUSINESS NX61C4FH5,8.88,1.78,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS NX61C4FH5,103939,LEGAL
17/07/2023,BED AND BREAKFAST,BKG HOTEL AT BOOKING.C,260.42,52.08,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,103491,BED AND BREAKFAST
17/07/2023,PLACE B WKG TEAM,TRAINLINE,9.26,0,4112,PASSENGER RAILWAYS,TRAINLINE,103930,COUNCILLOR'S ALLOWAN
17/07/2023,PLACE B WKG TEAM,TRAINLINE,9.26,0,4112,PASSENGER RAILWAYS,TRAINLINE,103930,COUNCILLOR'S ALLOWAN
17/07/2023,YPAT,SAINSBURY'S S/MKT,13.14,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURY'S S/MKT,100096,YPAT
17/07/2023,LIBRARY & INFORMATION CENTRES,SNAZAROO,12.37,2.48,5399,MISCELLANEOUS GENERAL MERCHANDISE,SNAZAROO,103758,LIBRARY & INFO CTRS
17/07/2023,CHILDREN & ADULTS LEARNING TEAM,THE WORKS,16.67,3.33,5310,DISCOUNT STORES,THE WORKS,105559,C&A LEARNING TEAM
17/07/2023,YPAT,GRAVITY,3,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GRAVITY,100096,YPAT
17/07/2023,MOORLANDS GRANGE,WWW.SCREWFIX.COM,7.5,0,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,104080,MOORLANDS GRANGE
17/07/2023,MOORLANDS GRANGE,WM MORRISONS STORE,4.02,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,104080,MOORLANDS GRANGE
17/07/2023,CORPORATE FM HQ,AMZNMKTPLACE,87.15,17.41,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,102168,FIRE SAFETY
17/07/2023,CORPORATE FM HQ,AMZNMKTPLACE,54.4,10.9,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,102168,FIRE SAFETY
17/07/2023,COPTHORNE (PROPOSED 4 BED UNIT),FORDEAL-SARAMART-ALMAR,15.53,0,5331,VARIETY STORES,FORDEAL-SARAMART-ALMAR,100079,COPTHORNE (PROPOSED
17/07/2023,CHILDRENS RIGHTS,LASER ZONE,51,0,7993,VIDEO AMUSEMENT GAME SUPPLIES,LASER ZONE,100024,CHILDRENS RIGHTS
17/07/2023,CHILDRENS RIGHTS,MCDONALDS 320,4.88,0,5814,FAST FOOD RESTAURANTS,MCDONALDS 320,100024,CHILDRENS RIGHTS
17/07/2023,BED AND BREAKFAST,BKG HOTEL AT BOOKING.C,529.17,105.83,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,103491,BED AND BREAKFAST
17/07/2023,BED AND BREAKFAST,GUIDE POST HOTEL,75,15,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",GUIDE POST HOTEL,103491,BED AND BREAKFAST
17/07/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,55,0,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
17/07/2023,LAC 0-18 TEAM,MAYBORN UK LIMITED,36.62,7.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,MAYBORN UK LIMITED,100068,LAC 0-18 TEAM
17/07/2023,CLIFFE HOUSE - OPERATIONAL,JOB EARNSHAW&BROS LTD,44.08,0,5211,"BUILDING MATERIALS, LUMBER STORES",JOB EARNSHAW&BROS LTD,100318,CLIFFE HOUSE - OPERA
17/07/2023,CHILDRENS RIGHTS,LASER ZONE,4.8,0,7993,VIDEO AMUSEMENT GAME SUPPLIES,LASER ZONE,100024,CHILDRENS RIGHTS
17/07/2023,CHILDRENS RIGHTS,MCDONALDS 320,53.92,0,5814,FAST FOOD RESTAURANTS,MCDONALDS 320,100024,CHILDRENS RIGHTS
17/07/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),CROSSCOUNTRYCOM,16,3.2,4112,PASSENGER RAILWAYS,CROSSCOUNTRYCOM,100040,ASSESSMENT & INT NTH
17/07/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),NORTHERN.COM,91.17,18.23,4112,PASSENGER RAILWAYS,NORTHERN.COM,100040,ASSESSMENT & INT NTH
17/07/2023,CLIFFE HOUSE - OPERATIONAL,FENAY BRIDGE STORES,8.26,0,5411,"GROCERY STORES, SUPERMARKETS",FENAY BRIDGE STORES,100318,CLIFFE HOUSE - OPERA
17/07/2023,TECHNICIANS,AMZNBUSINESS G98PC1DX5,50.17,10.05,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS G98PC1DX5,103811,TECHNICIANS
17/07/2023,PLACE B WKG TEAM,ZEROWASTE TERRACYCLE,197.5,39.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZEROWASTE TERRACYCLE,106820,DENBY DALE C19
17/07/2023,CORPORATE FM HQ,AMZNBUSINESS 2C2OC2E45,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 2C2OC2E45,C.65842,CIVIC 1 PROJECT CODE
17/07/2023,CORPORATE FM HQ,AMZNBUSINESS JK96J6G75,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS JK96J6G75,C.65842,CIVIC 1 PROJECT CODE
17/07/2023,CORPORATE FM HQ,AMZNBUSINESS FB7QF9JY5,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS FB7QF9JY5,C.65842,CIVIC 1 PROJECT CODE
17/07/2023,CORPORATE FM HQ,AMZNBUSINESS DR9I82FI5,98.22,19.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS DR9I82FI5,C.65842,CIVIC 1 PROJECT CODE
17/07/2023,STRATEGIC COMMUNICATIONS,LINKTREE LINKTREE,2.5,0,5734,COMPUTER SOFTWARE STORES,LINKTREE LINKTREE,101213,STRATEGIC COMMUNICAT
18/07/2023,LD COMMUNITY TEAM,STAPLES,105.82,21.16,5111,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,STAPLES,104162,LD COMMUNITY TEAM
18/07/2023,CLIFFE HOUSE - OPERATIONAL,AMZNMKTPLACE AMAZON.CO,118.47,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100318,CLIFFE HOUSE - OPERA
18/07/2023,MOORLANDS GRANGE,CO-OP GROUP 190380,3.4,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OP GROUP 190380,104080,MOORLANDS GRANGE
18/07/2023,INCOME MANAGEMENT,POSSESSIONCLAIM.GO,355,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,POSSESSIONCLAIM.GO,107007,INCOME MANAGEMENT
18/07/2023,LIBRARY & INFORMATION CENTRES,KAHOOT,120,24,5816,DIGITAL GOODS GAMES,KAHOOT,103758,LIBRARY & INFO CTRS
18/07/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,-2,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
18/07/2023,ELM GROVE,AMZNMKTPLACE,12.48,2.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
18/07/2023,DUKE OF EDINBURGH AWARDS,ASDA STORES,4.6,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA STORES,100133,DUKE OF EDIN AWARDS
18/07/2023,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,1438.07,0,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
18/07/2023,THE GLASS BOX (FRIENDLY STREET),BRITISH GAS,65.78,3.29,1711,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",BRITISH GAS,102108,BATLEY BUSINESS PARK
