Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),09/05/2023,,4586.30,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),09/05/2023,,4450.20,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Resources,Central Services to the Public,5th Solihull Scouts,30/05/2023,,270.00,ROOM HIRE PREMISES HIRE,Not Classified
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,09/05/2023,,2163.00,OTHER FEES & CHARGES,Kennel Services
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,09/05/2023,,0.13,OTHER FEES & CHARGES,Kennel Services
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,09/05/2023,,565.00,OTHER FEES & CHARGES,Kennel Services
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,16/05/2023,,415.87,OTHER FEES & CHARGES,Kennel Services
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,09/05/2023,,1692.09,OTHER FEES & CHARGES,Kennel Services
Solihull MBC,Economy and Infrastructure,Cultural & Related Services,A.C.Technologies Ltd,25/05/2023,,409.06,OTHER FEES & CHARGES,Events
Solihull MBC,Economy and Infrastructure,Highways & Transport Services,A1 Training Services,09/05/2023,,938.00,TRAINING,Training
Solihull MBC,Economy and Infrastructure,Highways & Transport Services,A1 Training Services,09/05/2023,,212.00,TRAINING,Training
Solihull MBC,Economy and Infrastructure,Highways & Transport Services,A1 Training Services,09/05/2023,,115.00,TRAINING,Training
Solihull MBC,Economy and Infrastructure,Highways & Transport Services,A1 Training Services,09/05/2023,,938.00,TRAINING,Training
Solihull MBC,Economy and Infrastructure,Highways & Transport Services,A1 Training Services,09/05/2023,,97.00,TRAINING,Training
Solihull MBC,Children and Education,Children & Education Services,Acacia Consultants And Associates,12/05/2023,,1313.70,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Children and Education,Children & Education Services,Acacia Consultants And Associates,19/05/2023,,1357.49,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Childrens Services DSG Central,Children & Education Services,Academy21 Ltd,09/05/2023,,1500.00,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Adult Care Support,Adult Social Care,Access UK Ltd,09/05/2023,,1630.10,ICT GENERAL,ICT - Call Systems
Solihull MBC,Adult Care Support,Adult Social Care,Access UK Ltd,03/05/2023,,4905.00,HARDWARE,Telecoms - Fixed - CAPITAL
Solihull MBC,Adult Care Support,Adult Social Care,Access UK Ltd,30/05/2023,,4905.00,HARDWARE,Telecoms - Fixed - CAPITAL
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,18/05/2023,,10724.00,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,18/05/2023,,8255.80,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,18/05/2023,,8282.40,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,18/05/2023,,7782.04,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,18/05/2023,,6627.6,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accora,01/05/2023,,1826,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accora,11/05/2023,,1145,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accora,22/05/2023,,288.00,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,24/05/2023,,678.18,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,24/05/2023,,6329.68,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,-1469.39,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,791.21,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,1382.64,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3226.16,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,576.10,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3226.16,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,791.21,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3199.84,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/05/2023,,3164.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
