Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),05/07/2023,,7937.69,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),05/07/2023,,8583.63,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,12/07/2023,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,12/07/2023,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,12/07/2023,,1000.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,12/07/2023,,675.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,12/07/2023,,1100.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Resources,Central Services to the Public,4-5 Grays Inn Square,24/07/2023,,500.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,-292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,-292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,945.75,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,945.75,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1261.00,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1261.00,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1261.00,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1261.00,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,-292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,-292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,292.50,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,891.19,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,891.19,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1188.25,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1188.25,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1188.25,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/07/2023,,1188.25,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Economy and Infrastructure,Cultural & Related Services,A.C.Technologies Ltd,01/07/2023,,5473.50,OTHER FEES & CHARGES,Events
Solihull MBC,Childrens Services DSG Central,Children & Education Services,A1 Loo Hire,06/07/2023,,606.00,OTHER FEES & CHARGES,Arts & Leisure Services - Other
Solihull MBC,Children and Education,Children & Education Services,Abacus Fostering Ltd,27/07/2023,,542.86,EXTERNAL FOSTERING,Not Classified
