Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,ECONOMY AND INFRASTRUCTURE,Other Housing Services,24-7 Locks Ltd,13-01-2024,,1676.00,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,24X7 Ltd (Warwickshire),14-01-2024,,6851.99,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,24X7 Ltd (Warwickshire),14-01-2024,,4144.59,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,RESOURCES,Central Services to the Public,39 Essex Chambers,12-01-2024,,1000.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,4680.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,-4680.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,3900.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,1100.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,750.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,750.00,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,20-01-2024,,1000,LEGAL FEES,Legal Services - Other
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,3PB Barristers,30-01-2024,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,RESOURCES,Central Services to the Public,4-5 Grays Inn Square,16-01-2024,,350.00,LEGAL FEES,Legal Services - Other
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,A Star Care Services,04-01-2024,,388.13,ASC  DOMICLIARY CARE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,A Star Care Services,04-01-2024,,1297.38,ASC  DOMICLIARY CARE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,A Star Care Services,04-01-2024,,1297.38,ASC  DOMICLIARY CARE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,A Star Care Services,04-01-2024,,1188.25,ASC  DOMICLIARY CARE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,A Star Care Services,04-01-2024,,1188.25,ASC  DOMICLIARY CARE,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,2368.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,2368.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,2368.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,2368.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,2107.14,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,2360.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,A1 Support Limited,22-01-2024,,272.88,CLIENTS EXPENSES,Not Classified
Solihull MBC,ECONOMY AND INFRASTRUCTURE,Cultural & Related Services,Abacus Playgrounds Ltd,11-01-2024,,2966.00,OTHER CONTRACTED SERVICES,Land Protection
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Abbey Healthcare Homes Ltd,04-01-2024,,344.32,ASC  NURSING CARE PERMANENT,Not Classified
Solihull MBC,CHILDRENS SERVICES,Children & Education Services,Acacia Consultants And Associates,22-01-2024,,1357.49,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,CHILDRENS SERVICES DSG CENTRAL,Children & Education Services,Accepting Behaviour Ltd,03-01-2024,,558,PROFESSIONAL FEES,CSC - Other
Solihull MBC,CHILDRENS SERVICES DSG CENTRAL,Children & Education Services,Access Further Education,21-01-2024,,6484.21,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,CHILDRENS SERVICES DSG CENTRAL,Children & Education Services,Access Further Education,21-01-2024,,6484.21,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,CHILDRENS SERVICES DSG CENTRAL,Children & Education Services,Access Further Education,21-01-2024,,6484.21,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,CHILDRENS SERVICES DSG CENTRAL,Children & Education Services,Access Further Education,30-01-2024,,2327.40,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,CHILDRENS SERVICES DSG CENTRAL,Children & Education Services,Access Further Education,30-01-2024,,620.07,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,RESOURCES,Central Services to the Public,Access Intelligence Media,16-01-2024,,9230.00,GRANTS & SUBSCRIPTIONS,Subscriptions
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,04-01-2024,,10724.00,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,25-01-2024,,10724.00,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,04-01-2024,,8255.80,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,25-01-2024,,8255.80,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,04-01-2024,,8282.40,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,25-01-2024,,8282.40,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,04-01-2024,,7782.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,25-01-2024,,7782.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,04-01-2024,,6627.60,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accomplish Group Lifestyles Ltd,25-01-2024,,6627.60,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accora,20-12-2023,,1525.00,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accora,20-12-2023,,1525.00,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accora,26-01-2024,,1525.00,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accora,26-01-2024,,1203.00,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,339.09,ASC  RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,885.90,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,2480.52,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,2480.52,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,2147.57,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,1243.33,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,1921.51,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,3503.93,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,-3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,-1243.33,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,-1921.51,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,-2147.57,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,-3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,25-01-2024,,-3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3226.16,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3226.16,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,-1582.42,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,-3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,-3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,-3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,-1243.33,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,-1921.51,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,1582.42,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,1017.27,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,2147.57,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,1243.33,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,1921.51,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3226.16,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3226.16,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3308.44,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3308.44,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3199.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3226.16,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3226.16,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,23-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,ADULT CARE SUPPORT,Adult Social Care,Accord Housing Asssociation,04-01-2024,,3164.84,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
