Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Economy and Infrastructure,Other Housing Services,24-7 Locks Ltd,22/08/2023,,3421.5,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),02/08/2023,,7132.16,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),02/08/2023,,5569.44,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,10/08/2023,,750,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,10/08/2023,,1900,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,10/08/2023,,0,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,10/08/2023,,810,LEGAL FEES,Legal Services - Other
Solihull MBC,Resources,Central Services to the Public,4-5 Grays Inn Square,15/08/2023,,0,LEGAL FEES,Legal Services - Other
Solihull MBC,Resources,Central Services to the Public,4-5 Grays Inn Square,15/08/2023,,1000,LEGAL FEES,Legal Services - Other
Solihull MBC,Resources,Central Services to the Public,4-5 Grays Inn Square,25/08/2023,,1750,LEGAL FEES,Legal Services - Other
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,01/08/2023,,0,PROFESSIONAL FEES,Veterinary Services
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,01/08/2023,,0,PROFESSIONAL FEES,Veterinary Services
Solihull MBC,Economy and Infrastructure,Environmental and Regulatory Services,608 Vets Practice,01/08/2023,,600,PROFESSIONAL FEES,Veterinary Services
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,911.25,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,967.5,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,794.73,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,967.5,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,967.5,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,939.38,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,1261,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,1261,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,1188.25,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,24/08/2023,,1188.25,ASC DOMICLIARY CARE,Not Classified
