Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1767.51,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1655.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1655.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1655.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1649.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1649.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1262.26,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1399.72,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1462.22,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1760.11,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1109.68,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,116.62,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,434.98,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1843.9,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,3,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,474.13,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,259.22,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,217.19,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1649.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1649.11,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,493.1,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1279.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1760.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1655.73,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1298.7,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1524.4,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,13.95,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,628.1,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1219.56,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1831.14,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,707.92,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1294.85,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1581.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1668.35,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1581.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,17.1,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,135.72,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,439.9,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1966.92,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,22.5,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,5.1,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,942.76,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.18,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,8.5,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,18.9,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,350.36,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,3131.4,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1291.65,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1264.31,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,3256.8,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1760.11,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1366.43,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,27,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1053.01,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1343.25,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1755.67,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,831.02,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1575.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1296.87,AGENCY STAFF,Not Classified
Environmental and Regulatory Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,572.51,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,371.8,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,2851.4,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1649.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,659.84,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,358.2,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,495.6,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,572.02,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,400.61,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,65.56,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,2726.4,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,220.5,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,538.5,AGENCY STAFF,Not Classified
Highways & Transport Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,3508.32,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,2000.22,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,632.35,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1654.15,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,377.14,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1336.2,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1037.1,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1507.38,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1395.64,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1279.11,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,472.48,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,563.84,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,40.5,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,912.84,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,188,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1627.61,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1563.62,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1273.38,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1654.15,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,908.6,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.2,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1187.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1279.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,818.98,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,45.9,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1395.93,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,873.57,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,715.84,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,160.2,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,826.97,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,362.48,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,376.95,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,605.12,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,7.2,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,215.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,231.24,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,215.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,235.62,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,774.3,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,2.59,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,7.65,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,6.25,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,37.35,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,231.24,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,215.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,211.08,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,215.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,278.46,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,215.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,105.54,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,664.16,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,240.88,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,224.91,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,240.88,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,727.5,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,133.65,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,690.78,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1427.56,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1129.68,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,430.8,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1121.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,115.62,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1581.74,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1649.11,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1207.29,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,40.05,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1441.1,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,37.71,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1506.25,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,259.35,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,4806.4,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,745.92,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1587.3,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,757.37,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,953.55,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,2259.22,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,757.37,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,27.45,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1337.12,AGENCY STAFF,Not Classified
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,3275.4,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,195.62,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1050.95,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.19,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,67.72,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,140.85,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,183.89,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,50.86,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,840.9,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,59.85,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,434.25,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,942.76,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,164.33,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,706.86,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,811.04,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,34.65,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,1627.61,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,85.5,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,518.64,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,12-07-2024,,583.53,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,15.39,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1343.25,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,13.5,AGENCY STAFF,Not Classified
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,416.32,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,533.25,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,533.25,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1285.7,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,2057.12,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,59.5,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,109,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,5.95,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,9.1,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1649.11,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,125.62,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,495.6,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,391.5,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,215.32,AGENCY STAFF,Not Classified
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1885.4,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,78.3,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1327.2,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,72.68,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,234.29,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1655.73,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1302.4,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,64.84,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1264.31,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1113.77,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,194.58,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,257.04,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,856.8,AGENCY STAFF,Not Classified
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1018.35,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,19.8,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,614.08,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,26.55,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,483.88,AGENCY STAFF,Not Classified
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,493.1,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1327.17,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1327.17,AGENCY STAFF,Not Classified
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1635.84,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1581.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1767.51,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1767.51,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,1581.73,AGENCY STAFF,Not Classified
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,22-07-2024,,58.5,AGENCY STAFF,Not Classified
