Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Adult Social Care,PEOPLE PLUS ILS (ASC),15-07-2024,,496,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),15-07-2024,,496,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),15-07-2024,,250.8,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,DAWSONGROUP TRUCK AND TRAILER LIMITED,08-07-2024,,2100,VEHICLE HIRE,Vehicles - Leasing
Adult Social Care,DAWSONGROUP TRUCK AND TRAILER LIMITED,08-07-2024,,2264.24,VEHICLE HIRE,Vehicles - Leasing
Adult Social Care,DAWSONGROUP TRUCK AND TRAILER LIMITED,08-07-2024,,12125.4,VEHICLE HIRE,Vehicles - Leasing
Central Services to the Public,DISCLOSURE & BARRING SERVICE,15-07-2024,,11170,OTHER EMPLOYEE COSTS,Disclosure and Barring Service checks
Corporate & Democratic Core,BARCLAYCARD,11-07-2024,,10670.52,OTHER FEES & CHARGES,Not Classified
Central Services to the Public,CHOICES AND VOICES CARE LTD,01-07-2024,,325,PROFESSIONAL FEES,Healthcare - Agency
Central Services to the Public,CHOICES AND VOICES CARE LTD,01-07-2024,,456.25,PROFESSIONAL FEES,Healthcare - Agency
Planning & Development Services,VEOLIA ES (UK) LTD,03-07-2024,,217.5,OTHER PREMISE COSTS,Waste Management - Waste Collection
Children & Education Services,VEOLIA ES (UK) LTD,15-07-2024,,2,OTHER PREMISE COSTS,Waste Management - Other
Children & Education Services,VEOLIA ES (UK) LTD,15-07-2024,,-2,OTHER PREMISE COSTS,Waste Management - Other
Children & Education Services,VEOLIA ES (UK) LTD,15-07-2024,,229.12,OTHER PREMISE COSTS,Waste Management - Other
Planning & Development Services,VEOLIA ES (UK) LTD,15-07-2024,,723.07,OTHER PREMISE COSTS,Waste Management - Waste Collection
Children & Education Services,VEOLIA ES (UK) LTD,25-07-2024,,1376.96,OTHER PREMISE COSTS,Waste Management - Other
Planning & Development Services,VEOLIA ES (UK) LTD,11-07-2024,,310.58,OTHER PREMISE COSTS,Waste Management - Waste Collection
Planning & Development Services,VEOLIA ES (UK) LTD,15-07-2024,,555.22,OTHER PREMISE COSTS,Waste Management - Waste Collection
Adult Social Care,DAWSONGROUP TRUCK AND TRAILER LIMITED,22-07-2024,,437.26,OTHER TRANSPORT COSTS,Vehicles - Maintenance
Children & Education Services,Cygnet (NW) Ltd,26-07-2024,,2534,CAPITATION,Education - Other
Central Services to the Public,CIVICA UK LTD,15-07-2024,,5692.33,AGENCY STAFF,Agency Staff - Professional
Central Services to the Public,CIVICA UK LTD,11-07-2024,,4074.1,AGENCY STAFF,Agency Staff - Professional
Children & Education Services,LEXTOX,05-07-2024,,629.98,PROFESSIONAL FEES,Not Classified
Children & Education Services,LEXTOX,26-07-2024,,292.2,PROFESSIONAL FEES,Not Classified
Children & Education Services,FOSTER CARE ASSOCIATES LTD,26-07-2024,,3294.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOSTER CARE ASSOCIATES LTD,26-07-2024,,3294.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,EVANS DERRY SOLICITORS,09-07-2024,,1800,PRIVATE ORDERS,Not Classified
Children & Education Services,S.W.A.P LTD,18-07-2024,,976.59,EXTERNAL FOSTERING,Not Classified
Children & Education Services,F5 FOSTER CARE LTD,04-07-2024,,3360,EXTERNAL FOSTERING,Not Classified
Children & Education Services,F5 FOSTER CARE LTD,04-07-2024,,3360,EXTERNAL FOSTERING,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,10-07-2024,,404.04,FOSTER PARENTS,Not Classified
Children & Education Services,YMCA,04-07-2024,,269.33,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,30-07-2024,,354.76,FOSTER PARENTS,Not Classified
Children & Education Services,The Charnwood Trust,18-07-2024,,1133.56,CLIENTS EXPENSES,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,909,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,909,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,02-07-2024,,251.48,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,09-07-2024,,251.48,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,17-07-2024,,251.48,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,23-07-2024,,251.48,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,30-07-2024,,251.48,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,02-07-2024,,299.73,FOSTER PARENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,10-07-2024,,299.73,FOSTER PARENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,17-07-2024,,299.73,FOSTER PARENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,24-07-2024,,299.73,FOSTER PARENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,30-07-2024,,299.73,FOSTER PARENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,454.5,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,S.W.A.P LTD,18-07-2024,,976.59,EXTERNAL FOSTERING,Not Classified
Children & Education Services,S.W.A.P LTD,18-07-2024,,2734.44,EXTERNAL FOSTERING,Not Classified
Children & Education Services,S.W.A.P LTD,18-07-2024,,976.59,EXTERNAL FOSTERING,Not Classified
Children & Education Services,INTEGRATED SERVICES PROGRAMME,11-07-2024,,2550.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,302.4,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,302.4,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,907.2,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,301.6,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,484.8,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,24-07-2024,,404.04,FOSTER PARENTS,Not Classified
Children & Education Services,FOSTERING PEOPLE LTD,18-07-2024,,3294.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOSTERING PEOPLE LTD,18-07-2024,,3294.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,DAISYBROOK LTD,04-07-2024,,20790.81,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,FURNDEX DISCOUNT FURNITURE,26-07-2024,,425,CARE LEAVERS GRANT,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3518.77,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3473.36,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3589.14,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3473.36,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,-3451.1,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,-3451.1,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,-3228.45,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3291.75,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3518.77,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PARALLEL PARENTS,11-07-2024,,3518.77,EXTERNAL FOSTERING,Not Classified
Children & Education Services,INCLUSIVE SPORTS ACADEMY CIC,18-07-2024,,756,CLIENTS EXPENSES,Not Classified
Children & Education Services,CARTER BROWN ASSOCIATES,17-07-2024,,-607.4,PROFESSIONAL FEES,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,1636.2,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,284,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,559.04,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,-1185.6,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,-1185.6,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,-592.8,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,606,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,1212,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,1212,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,1212,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,1212,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,LEXTOX,19-07-2024,,213.66,PROFESSIONAL FEES,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,756,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,386.6,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,NATIONAL FOSTERING AGENCY,18-07-2024,,835.91,EXTERNAL FOSTERING,Not Classified
Children & Education Services,NATIONAL FOSTERING AGENCY,18-07-2024,,2411.49,EXTERNAL FOSTERING,Not Classified
Children & Education Services,NATIONAL FOSTERING AGENCY,18-07-2024,,3376.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,NATIONAL FOSTERING AGENCY,18-07-2024,,3376.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,NATIONAL FOSTERING AGENCY,18-07-2024,,3376.08,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Paramount Foster Care,11-07-2024,,2850.51,EXTERNAL FOSTERING,Not Classified
Children & Education Services,SELECT CARE SOLUTIONS,26-07-2024,,942.86,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,541.24,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,05-07-2024,,276.51,STAYING PUT,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,12-07-2024,,276.51,STAYING PUT,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,19-07-2024,,276.51,STAYING PUT,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,26-07-2024,,276.51,STAYING PUT,Not Classified
Children & Education Services,FOUNDATION FOSTERING,04-07-2024,,3809.4,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOUNDATION FOSTERING,04-07-2024,,3760.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOUNDATION FOSTERING,04-07-2024,,-3809.4,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOUNDATION FOSTERING,04-07-2024,,-3687.04,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOUNDATION FOSTERING,04-07-2024,,3687.04,EXTERNAL FOSTERING,Not Classified
Children & Education Services,FOUNDATION FOSTERING,04-07-2024,,3760.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,SANDANT CARE LTD,04-07-2024,,315.52,CLIENTS EXPENSES,Not Classified
Children & Education Services,SANDANT CARE LTD,18-07-2024,,315.52,CLIENTS EXPENSES,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,363.6,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,309.28,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,320,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,302.4,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,302.4,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,340,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,484.8,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,463.92,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,606,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,409.05,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,545.4,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,LEXTOX,26-07-2024,,736,PROFESSIONAL FEES,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,4060.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,04-07-2024,,4060.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3707.91,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3831.51,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3707.91,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3831.51,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3831.51,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3707.91,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3831.51,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-3707.91,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-2595.54,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-1301.54,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-4034.78,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,1327.06,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,2646.42,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3780.6,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3780.6,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3780.6,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3780.6,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3906.62,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3906.62,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3906.62,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,3906.62,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,4113.88,EXTERNAL FOSTERING,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,541.24,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,541.24,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,SELECT CARE SOLUTIONS,26-07-2024,,269.64,CLIENTS EXPENSES,Not Classified
Children & Education Services,SELECT CARE SOLUTIONS,26-07-2024,,880,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,24-07-2024,,-390,CLIENTS EXPENSES,Not Classified
Children & Education Services,ACPAS LTD,05-07-2024,,269.1,PROFESSIONAL FEES,Not Classified
Children & Education Services,THE CHILDREN'S FAMILY TRUST,18-07-2024,,3494.41,EXTERNAL FOSTERING,Not Classified
Children & Education Services,THE CHILDREN'S FAMILY TRUST,04-07-2024,,3449.31,EXTERNAL FOSTERING,Not Classified
Children & Education Services,CARTER BROWN ASSOCIATES,26-07-2024,,888,PROFESSIONAL FEES,Not Classified
Children & Education Services,CARTER BROWN ASSOCIATES,12-07-2024,,781.25,PROFESSIONAL FEES,Not Classified
Children & Education Services,CARTER BROWN ASSOCIATES,12-07-2024,,1086.65,PROFESSIONAL FEES,Not Classified
Children & Education Services,THE CHILDREN'S FAMILY TRUST,18-07-2024,,3317.49,EXTERNAL FOSTERING,Not Classified
Children & Education Services,THE CHILDREN'S FAMILY TRUST,04-07-2024,,3274.67,EXTERNAL FOSTERING,Not Classified
Children & Education Services,CARTER BROWN ASSOCIATES,12-07-2024,,-240.6,PROFESSIONAL FEES,Not Classified
Children & Education Services,CARTER BROWN ASSOCIATES,12-07-2024,,240.6,PROFESSIONAL FEES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Tower Hill Nursery Ltd,19-07-2024,,-2730,CLIENTS EXPENSES,Not Classified
Children & Education Services,Trinity Supported Living,04-07-2024,,4680,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,Trinity Supported Living,26-07-2024,,4680,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,10-07-2024,,280,CLIENTS EXPENSES,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,4062,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-911.35,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-4035.98,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,-4035.98,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,929.22,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,4115.12,EXTERNAL FOSTERING,Not Classified
Children & Education Services,IDEAL FOSTERING,11-07-2024,,4115.12,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Step4Ward Services (Kent) Ltd,18-07-2024,,400,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,Step4Ward Services (Kent) Ltd,18-07-2024,,-395,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,Step4Ward Services (Kent) Ltd,18-07-2024,,1580,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,SUNBEAM FOSTERING AGENCY,04-07-2024,,3211.16,EXTERNAL FOSTERING,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,10-07-2024,,354.76,FOSTER PARENTS,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,792,CSC  DIRECT PAYMENTS,Not Classified
Children & Education Services,FOSTERING INNOVATIONS,04-07-2024,,3255.31,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,11-07-2024,,3675.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,11-07-2024,,1706.57,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-2991.15,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3641.4,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3641.4,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3641.4,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-2470.95,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-1158.75,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,1158.75,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,1181.47,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-1170.45,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,2519.4,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3049.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3712.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3712.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3712.8,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3605,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3605,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3605,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3605,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,-3605,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3675.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3675.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3675.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3675.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Olive Branch Fostering,18-07-2024,,3675.68,EXTERNAL FOSTERING,Not Classified
Children & Education Services,Bedspace Resource LTD,11-07-2024,,1621.8,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,Bedspace Resource LTD,11-07-2024,,2394.09,LODGING SEMIINDEP RENT,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,19-07-2024,,625.94,GEN EXPENDITURE ACCRUAL,Not Classified
Children & Education Services,PEOPLE PLUS ILS (CDP),09-07-2024,,303,CSC  DIRECT PAYMENTS,Not Classified
