Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
North Northamptonshire Council,03-Apr-23,51200428513,£814.20,JEAKINS WEIR LTD,COMPANY,HRA (Capital) [KBC],"Sheltered Housing - ""Sparkle"" Programme","New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Apr-23,51200419273,£814.45,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433230,£814.80,AUTHENTIC KARE COMPANY,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433279,£825.13,Your Dignified Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200418514,£834.00,MACLAW ELECTRICAL SERVICES LTD,TRADE SUPPLIER,Parks & Play Areas,Weldon Country Park,Equipment and Tools
North Northamptonshire Council,03-Apr-23,51200433202,£840.00,Eastdale Healthcare,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433339,£848.84,Redacted Personal Data,INDIVIDUAL,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Direct Payments
North Northamptonshire Council,03-Apr-23,51200433229,£855.16,CARE 4 U SERVICES (LINCS) LTD,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433297,£858.38,CONSENSUS COMMUNITY SUPPORT LTD,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433158,£871.20,RH ENVIRONMENTAL LIMITED,COMPANY,Environmental health [CBC],Health Administration,Subscriptions
North Northamptonshire Council,03-Apr-23,51200418512,£871.20,Ricardo Energy & Environmental,COMPANY,Environmental health [BCW],Pollution Control,Subscriptions
North Northamptonshire Council,03-Apr-23,51200433210,£881.02,3BN Care Ltd t/a 3BN Care,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433232,£885.50,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Support with Memory & Cognition CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433096,£888.00,RH ENVIRONMENTAL LIMITED,COMPANY,Environmental health [KBC],Public Health,Subscriptions
North Northamptonshire Council,03-Apr-23,51200433270,£897.19,Harvlightcare Services Limited,CARE ESTABLISHMENT,OP North Older People CCP LT,Support with Memory & Cognition CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200419230,£900.00,D F STEWART SERVICES LTD,TRADE SUPPLIER,Parks & Play Areas,Weldon Country Park,Private Contractors
North Northamptonshire Council,03-Apr-23,51200419548,£900.72,Phoenix Safetywear LTD,TRADE SUPPLIER,Parking Enforcement NNC,Parking Enforcement NNC,Clothing / Uniform
North Northamptonshire Council,03-Apr-23,51200419228,£909.60,POLYCOPY,COMPANY,Printing and postage [ENC],Printing,General Office Expenses & Stationery
North Northamptonshire Council,03-Apr-23,51200419111,£909.60,ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,Complex,Day Services,Payments for Operational Lease Vehicles
North Northamptonshire Council,03-Apr-23,51200431744,£922.49,Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Homelessness [KBC],Rough Sleeping Initiative,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433277,£922.50,Your Dignified Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200428305,£924.41,Poplar Cleaning Services Ltd,COMPANY,Depot (KBC),Depot,Building Cleaning
North Northamptonshire Council,03-Apr-23,51200433028,£932.40,OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [KBC],Homelessness,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433284,£932.75,Your Dignified Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200419157,£943.02,Pathfinder Legal Services Limited ,TRADE SUPPLIER,Workforce Policy & Strategy [NCC],Workforce Planning & Strategy Team,Professional Fees and Hired Services
North Northamptonshire Council,03-Apr-23,51200432602,£953.16,Walls and Floors LTD,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,03-Apr-23,51200422307,£960.00,Matthew Wilson,SOLETRADER,Housing and Homelessness (Capital) [KBC],Rough Sleepers Accomodation (RSAP),Construction - External Professional Fees
North Northamptonshire Council,03-Apr-23,51200418504,£960.83,CDW Limited UK,COMPANY,HRA Repairs and Maintenance [KBC],Tenants Requests,Equipment and Tools
North Northamptonshire Council,03-Apr-23,51200433281,£963.50,Your Dignified Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433269,£968.00,Harvlightcare Services Limited,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200418685,£974.58,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,PH - Health Protection [NCC],Household Support Fund,Agency Staff
North Northamptonshire Council,03-Apr-23,51200432882,£978.45,Plumbco (Midlands) Limited,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,03-Apr-23,51200432944,£979.20,The Towel Shop,COMPANY,Emergency Planning [NCC],Emergency Planning-County Emergency Planning,Laundry & Clothing Repair
North Northamptonshire Council,03-Apr-23,51200432820,£984.00,The Cable Guy Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,03-Apr-23,51200428511,£991.24,JEAKINS WEIR LTD,COMPANY,HRA (Capital) [KBC],"Sheltered Housing - ""Sparkle"" Programme","New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Apr-23,51200419292,"£1,003.86",Pathfinder Legal Services Limited ,TRADE SUPPLIER,Intelligent Client Function,Children's Trust,External Legal Fees
North Northamptonshire Council,03-Apr-23,51200400372,"£1,008.00",LES MILLS FITNESS UK LTD,COMPANY,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Licences
North Northamptonshire Council,03-Apr-23,51200433286,"£1,014.75",Your Dignified Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433227,"£1,025.36",Peartree1 Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433257,"£1,036.00",MAGENTA DOMICILIARY CARE SERVICES,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433256,"£1,036.00",MAGENTA DOMICILIARY CARE SERVICES,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200419075,"£1,048.67",KNIGHTON JANITORIAL LIMITED,COMPANY,Street cleansing [BCW],Street Sweeping,Cleaning and Domestic Supplies
North Northamptonshire Council,03-Apr-23,51200433021,"£1,050.29",Redacted Personal Data,INDIVIDUAL,HRA Income [CBC],Dwelling Rents,HRA Rents
North Northamptonshire Council,03-Apr-23,51200418545,"£1,053.00",G2 Recruitment Solutions,COMPANY,Environmental health [CBC],Epa Authorisations,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433070,"£1,058.70","ORANGE/EE PAYMENT PROCESSING, EE LIMITED",TRADE SUPPLIER,IT Service Delivery,IT Service Delivery,Mobile Phones
North Northamptonshire Council,03-Apr-23,51200423830,"£1,080.00",FOLGATE SAFETY LIMITED,COMPANY,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Building Repair and Maintenance
North Northamptonshire Council,03-Apr-23,51200433342,"£1,080.76",Redacted Personal Data,SERVICE USER,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Direct Payments
North Northamptonshire Council,03-Apr-23,51200419209,"£1,084.69",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200419213,"£1,084.69",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200419212,"£1,084.69",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200418541,"£1,107.00",G2 Recruitment Solutions,COMPANY,Environmental health [KBC],Public Health,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433289,"£1,107.00",Your Dignified Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200418305,"£1,112.40",WM Curry Ltd,COMPANY,Property Misc (KBC),Property Misc,Private Contractors
North Northamptonshire Council,03-Apr-23,51200433059,"£1,120.97",Marston Holdings Ltd,COMPANY,Professional Finance [NCC],Accountancy\Insurance,Council Tax
North Northamptonshire Council,03-Apr-23,51200419260,"£1,152.20",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433276,"£1,168.50",Your Dignified Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433341,"£1,169.38",Redacted Personal Data,INDIVIDUAL,PD Physical Disability CCP ST,Physical Support CCP other Short Term PD,Direct Payments
North Northamptonshire Council,03-Apr-23,51200433225,"£1,171.84",Peartree1 Ltd,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200432496,"£1,173.59",The Cable Guy Ltd,COMPANY,HRA Capital [CBC],Bathrooms,Construction - External Professional Fees
North Northamptonshire Council,03-Apr-23,51200432495,"£1,173.59",The Cable Guy Ltd,COMPANY,HRA Capital [CBC],Bathrooms,Construction - External Professional Fees
North Northamptonshire Council,03-Apr-23,51200432516,"£1,173.59",The Cable Guy Ltd,COMPANY,HRA Capital [CBC],Bathrooms,Construction - External Professional Fees
North Northamptonshire Council,03-Apr-23,51200432494,"£1,173.59",The Cable Guy Ltd,COMPANY,HRA Capital [CBC],Bathrooms,Construction - External Professional Fees
North Northamptonshire Council,03-Apr-23,51200433153,"£1,174.61",CROWN PAINTS  LTD,TRADE SUPPLIER,Stores [KBC],Stores,Inventories
North Northamptonshire Council,03-Apr-23,51200419119,"£1,176.00",HAVENCOURT ROOFING,SOLETRADER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,03-Apr-23,51200433045,"£1,189.98",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [BCW],Homelessness,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433346,"£1,190.40",Explore Business Finance Ltd,COMPANY,EN Enterprise Centre,Enterprise Centre Operations,Receipts in Advance - Unapplied Capital Contributions Short Term
North Northamptonshire Council,03-Apr-23,51200432564,"£1,243.20",Niyaa People Limited,COMPANY,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Apr-23,51200432559,"£1,260.00",NORTHAMPTON BANGLADESHI ASSOCIATION,LOCAL CLUBS & GROUPS,Adult Learning [NCC],Adult Learning_09-Adult Skills Budget,Casual hire of facilities
North Northamptonshire Council,03-Apr-23,51200433095,"£1,284.00",RH ENVIRONMENTAL LIMITED,COMPANY,Environmental health [ENC],Noise Control,Equipment and Tools
North Northamptonshire Council,03-Apr-23,51200423485,"£1,302.00",G2 Recruitment Solutions,COMPANY,Homelessness [BCW],Homelessness,Agency Staff
North Northamptonshire Council,03-Apr-23,51200423914,"£1,320.00",G2 Recruitment Solutions,COMPANY,Environmental health [CBC],Epa Authorisations,Agency Staff
North Northamptonshire Council,03-Apr-23,51200423920,"£1,320.00",G2 Recruitment Solutions,COMPANY,Environmental health [CBC],Epa Authorisations,Agency Staff
North Northamptonshire Council,03-Apr-23,51200432660,"£1,326.00",Beanfield Community Association,CHARITY,Adult Learning [NCC],Adult Learning_09-Adult Skills Budget,Casual hire of facilities
North Northamptonshire Council,03-Apr-23,51200419073,"£1,344.86",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Staff Costs (NCC),Staff Costs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200432586,"£1,347.80",BIFFA WASTE SERVICES LTD,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Equipment and Tools
North Northamptonshire Council,03-Apr-23,51200419464,"£1,351.20",Example Recruitment Group Ltd,COMPANY,HRA Repairs and Maintenance [KBC],Kettering Gas Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200414581,"£1,389.60","AMC-IT Solutions LTD, T/a AMC IT",COMPANY,IT (Capital) [CBC],ICT Hardware Replacement,IT Hardware
North Northamptonshire Council,03-Apr-23,51200419117,"£1,390.92",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Apr-23,51200418700,"£1,394.20",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Apr-23,51200433251,"£1,428.80",CRYSTAL CARE SERVICES (LEICESTER) LTD,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200419206,"£1,508.70",ROSSELLS SECURITY LTD,COMPANY,Facilities management [CBC],Grosvenor House,Building Repair and Maintenance
North Northamptonshire Council,03-Apr-23,51200423626,"£1,509.60",G2 Recruitment Solutions,COMPANY,Voluntary sector,Ukraine resettlement scheme,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433302,"£1,520.00",TRIANGULAR CARE SERVICES LTD,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200432955,"£1,530.00",3 LIONS SECURITY LIMITED,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Private Contractors
North Northamptonshire Council,03-Apr-23,51200433044,"£1,554.00",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [BCW],Homelessness,Agency Staff
North Northamptonshire Council,03-Apr-23,51200422981,"£1,554.00",G2 Recruitment Solutions,COMPANY,HRA (Capital) [KBC],Decent Homes - Electrical Upgrades,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Apr-23,51200423498,"£1,564.50",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,HRA General Management - Homelessness [CBC],Homelessness And Advice Team,Agency Staff
North Northamptonshire Council,03-Apr-23,51200422614,"£1,569.60","AMC-IT Solutions LTD, T/a AMC IT",COMPANY,Democratic Services [NCC],Members,Equipment and Tools
North Northamptonshire Council,03-Apr-23,51200433283,"£1,578.50",Your Dignified Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Apr-23,51200433033,"£1,581.08",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [BCW],Homelessness,Agency Staff
North Northamptonshire Council,03-Apr-23,51200433041,"£1,581.08",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [BCW],Homelessness,Agency Staff
