Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
North Northamptonshire Council,01-Mar-24,51200596700,"-£1,178.38",PHS GROUP PLC,TRADE SUPPLIER,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Catering Provisions
North Northamptonshire Council,01-Mar-24,51200596750,"-£1,111.88",PHS GROUP PLC,TRADE SUPPLIER,Complex,Day Services,Specialist Waste Disposal
North Northamptonshire Council,01-Mar-24,51200596759,"-£1,072.56",PHS GROUP PLC,TRADE SUPPLIER,Complex,Day Services,Specialist Waste Disposal
North Northamptonshire Council,01-Mar-24,51200642783,"-£1,045.00",AVERY HEALTHCARE,CARE ESTABLISHMENT,OP North Older People RES LT,Sensory Support Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Mar-24,51200642607,"-£1,028.57",B & M CARE,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Mar-24,51200642273,-£986.14,Genext Healthcare Solutions Limited,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Mar-24,51200596711,-£982.84,PHS GROUP PLC,TRADE SUPPLIER,Facilities management [CBC],The Rushden Centre,Building Stuctural Maintenance - Planned
North Northamptonshire Council,01-Mar-24,51200642462,-£882.47,Minster Care Services Ltd,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Mar-24,51200637368,-£872.41,NPOWER,TRADE SUPPLIER,HRA Special Services [CBC],Common Services To Flats,Electricity
North Northamptonshire Council,01-Mar-24,51200643276,-£702.40,NUTLEY HALL LTD,CARE ESTABLISHMENT,LD Learning Disability RES LT,Learning Disability Support Res Long Term LD,Client Care Contributions
North Northamptonshire Council,01-Mar-24,51200642243,-£691.20,Achieve Together Ltd,CARE ESTABLISHMENT,OP North Older People RES LT,Sensory Support Res Long Term OP North,Client Care Contributions
North Northamptonshire Council,01-Mar-24,51200642264,-£676.40,STROUD COURT COMMUNITY TRUST,TRUST (OTHER),LD Learning Disability RES LT,Learning Disability Support Res Long Term LD,Client Care Contributions
North Northamptonshire Council,01-Mar-24,51200642378,-£600.00,THE BEECHES RESIDENTIAL HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Mar-24,51200642330,-£525.00,AUTISM CARE UK LTD,CARE ESTABLISHMENT,LD Learning Disability RES LT,Learning Disability Support Res Long Term LD,Client Care Contributions
North Northamptonshire Council,01-Mar-24,51200642111,-£522.48,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200643327,£515.04,NTT Data Business Solutions Ltd,COMPANY,Business Intelligence [NCC],Central Business Intelligence,Computer software - annual licence agreement
North Northamptonshire Council,01-Mar-24,51200642188,£520.00,THE CUBE DISABILITY,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Day Care
North Northamptonshire Council,01-Mar-24,51200643336,£522.00,COOMBS & CO,TRADE SUPPLIER,Housing and Homelessness (Capital) [KBC],Housing and Homelessness Prevention,Acquistions - External Professional Fees
North Northamptonshire Council,01-Mar-24,51200642084,£522.48,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642185,£522.48,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642196,£522.48,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642132,£522.48,TEAMWORK KETTERING,TRUST (OTHER),TR Transitions CCP LT,Learning Disability Support CCP Long Term TR,Day Care
North Northamptonshire Council,01-Mar-24,51200642162,£522.48,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642758,£527.07,COUNTRY VIEW NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Mar-24,51200626946,£528.00,A1 Rubbish Clearance Services,TRADE SUPPLIER,HRA Repairs and Maintenance [KBC],Property Cleaning,Professional Fees and Hired Services
North Northamptonshire Council,01-Mar-24,51200643364,£538.56,Grange Cottage Limited,CARE ESTABLISHMENT,MH Mental Health RES LT,Mental Health Support Res Long Term MH,Residential Care
North Northamptonshire Council,01-Mar-24,51200626514,£549.28,Balfour Beatty Living Places Limited,COMPANY,Street cleansing [BCW],Environmental Works,Specialist Works and Repairs
North Northamptonshire Council,01-Mar-24,51200641889,£552.48,MG Recycling Ltd,COMPANY,HRA Repairs and Maintenance [KBC],Tenants Requests,Professional Fees and Hired Services
North Northamptonshire Council,01-Mar-24,51200642091,£564.00,Grow Wild Outreach,CHARITY,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641903,£568.70,ICP Cleaning Supplies Ltd,COMPANY,HRA General Management [KBC],General Management,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Mar-24,51200641902,£568.70,ICP Cleaning Supplies Ltd,COMPANY,HRA General Management [KBC],General Management,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Mar-24,51200641908,£568.70,ICP Cleaning Supplies Ltd,COMPANY,HRA General Management [KBC],General Management,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Mar-24,51200641906,£568.70,ICP Cleaning Supplies Ltd,COMPANY,HRA General Management [KBC],General Management,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Mar-24,51200642298,£575.88,HALLATON MANOR LTD,CARE ESTABLISHMENT,PD Physical Disability RES LT,Support with Memory & Cognition Res Long Term PD,Residential Care
North Northamptonshire Council,01-Mar-24,51200642206,£589.04,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642234,£589.04,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200643359,£597.20,GREAT GLENS FACILITY LTD,CARE ESTABLISHMENT,MH Mental Health RES LT,Mental Health Support Res Long Term MH,Residential Care
North Northamptonshire Council,01-Mar-24,51200641148,£613.10,Migrant Help Trading Ltd t/a Clear Voice Interpreter Services,COMPANY,Voluntary sector,Ukraine resettlement scheme,Professional Fees and Hired Services
North Northamptonshire Council,01-Mar-24,51200642192,£617.52,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642130,£617.52,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642587,£628.74,FOUR SEASONS (BAMFORD) LIMITED,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Mar-24,51200622769,£636.00,DAO Structural UK Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,01-Mar-24,51200641892,£656.64,MG Recycling Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Responsive Repairs,Equipment and Tools
North Northamptonshire Council,01-Mar-24,51200627120,£660.58,ALLBRITE SERVICE GROUP LIMITED,COMPANY,Golf Course,Golf Course,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Mar-24,51200605308,£662.17,PHS GROUP PLC,TRADE SUPPLIER,Lodge Park & Football,Lodge Park Sports Centre,Equipment and Tools - Hire
North Northamptonshire Council,01-Mar-24,51200642094,£669.00,Age UK Northamptonshire ,CHARITY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Day Care
North Northamptonshire Council,01-Mar-24,51200642235,£703.04,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642136,£703.04,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642208,£703.04,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642706,£708.00,BEAUMONT NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Mar-24,51200642109,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642150,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642155,£712.56,TEAMWORK KETTERING,TRUST (OTHER),TR Transitions CCP LT,Learning Disability Support CCP Long Term TR,Day Care
North Northamptonshire Council,01-Mar-24,51200642114,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642157,£712.56,TEAMWORK KETTERING,TRUST (OTHER),TR Transitions CCP LT,Learning Disability Support CCP Long Term TR,Day Care
North Northamptonshire Council,01-Mar-24,51200642105,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642233,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642217,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642178,£712.56,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200643332,£712.56,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642219,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642170,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642108,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642156,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642134,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642168,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642139,£712.56,TEAMWORK KETTERING,TRUST (OTHER),TR Transitions CCP LT,Learning Disability Support CCP Long Term TR,Day Care
North Northamptonshire Council,01-Mar-24,51200642240,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642115,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642118,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642133,£712.56,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641132,£726.50,108 Lettings & Property Management Ltd.,COMPANY,Homelessness [KBC],Homelessness,Homelessness Services
North Northamptonshire Council,01-Mar-24,51200642864,£732.44,ST MATTHEWS LIMITED,CARE ESTABLISHMENT,MH Mental Health RES LT,Mental Health Support Res Long Term MH,Nursing Care
North Northamptonshire Council,01-Mar-24,51200640466,£740.18,INTEGRATED WATER SERVICES LTD,TRADE SUPPLIER,Property Management [CBC],Southfolds Industrial Estate,Building Repair and Maintenance
North Northamptonshire Council,01-Mar-24,51200642019,£777.19,"LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,HRA Special Services [CBC],Sheltered Premises And Amenities,Electricity
North Northamptonshire Council,01-Mar-24,51200642194,£780.00,THE CUBE DISABILITY,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Day Care
North Northamptonshire Council,01-Mar-24,51200642870,£780.40,ST MATTHEWS LIMITED,CARE ESTABLISHMENT,MH Mental Health RES LT,Mental Health Support Res Long Term MH,Nursing Care
North Northamptonshire Council,01-Mar-24,51200642236,£783.72,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642145,£783.72,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642088,£783.72,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642186,£783.72,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642085,£783.72,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642124,£783.72,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642222,£783.72,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642174,£783.72,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200622070,£784.80,Burtons Car Disposal,TRADE SUPPLIER,Refuse and recycling [ENC],Waste Management Enforcement,Waste Disposal
North Northamptonshire Council,01-Mar-24,51200604959,£810.00,Brightwater Care & Support Ltd,CARE ESTABLISHMENT,Adults Commissioning,Digitising Social Care (DiSC),Private Contractors
North Northamptonshire Council,01-Mar-24,51200642096,£812.00,Age UK Northamptonshire ,CHARITY,OP North Older People CCP LT,Support with Memory & Cognition CCP Long Term OP North,Day Care
North Northamptonshire Council,01-Mar-24,51200626035,£816.60,KNIGHTON JANITORIAL LIMITED,COMPANY,Street cleansing [BCW],Street Sweeping,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Mar-24,51200643105,£842.14,HIGHMEAD HOUSE RESIDENTIAL HOME,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Residential Care
North Northamptonshire Council,01-Mar-24,51200622095,£858.00,ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,Live,LIVE - In house,Vehicle and Plant hire
North Northamptonshire Council,01-Mar-24,51200642863,£861.72,ST MATTHEWS LIMITED,CARE ESTABLISHMENT,MH Mental Health RES LT,Mental Health Support Res Long Term MH,Nursing Care
North Northamptonshire Council,01-Mar-24,51200643356,£861.72,ST MATTHEWS LIMITED,CARE ESTABLISHMENT,MH Mental Health RES LT,Mental Health Support Res Long Term MH,Nursing Care
North Northamptonshire Council,01-Mar-24,51200641898,£864.00,ALLIED LANDSCAPES LTD,COMPANY,Corby Hubs & Centres,Corby Enterprise Centre,Grounds Maintenance
North Northamptonshire Council,01-Mar-24,51200641137,£876.00,Concept Domestic Floors Ltd,COMPANY,Housing and Homelessness (Capital) [KBC],Housing and Homelessness Prevention,"New Construction, Conversion and Renovation"
North Northamptonshire Council,01-Mar-24,51200642237,£894.88,TEAMWORK KETTERING,TRUST (OTHER),PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Day Care
North Northamptonshire Council,01-Mar-24,51200641173,£905.29,"LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,Car parks management [CBC],Cinema Car Park,Electricity
North Northamptonshire Council,01-Mar-24,51200642030,£915.01,"LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,HRA Special Services [CBC],Sheltered Premises And Amenities,Electricity
North Northamptonshire Council,01-Mar-24,51200642204,£926.28,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642229,£926.28,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641918,£927.05,SOFTCAT LTD,TRADE SUPPLIER,IT Infrastructure and Technical Services,IT Technical Services,Computer hardware - purchase
North Northamptonshire Council,01-Mar-24,51200641163,£927.66,Dept of Work & Pensions,OTHER PUBLIC BODIES,Balance Sheet | Adults | Housing,Council Tenants Rent A/c,Receipts in Advance - Unapplied Capital Contributions Short Term
North Northamptonshire Council,01-Mar-24,51200642024,£935.53,"LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,HRA Special Services [CBC],Sheltered Premises And Amenities,Electricity
North Northamptonshire Council,01-Mar-24,51200641157,£947.50,Niyaa People Limited,COMPANY,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,01-Mar-24,51200642181,£950.00,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642138,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642238,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642154,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642112,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642163,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642165,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642158,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642159,£950.08,TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641808,£953.36,"LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,Healthier Lifestyles,Hazelwood Neighbourhood Centre,Gas
North Northamptonshire Council,01-Mar-24,51200640467,£961.60,INTEGRATED WATER SERVICES LTD,TRADE SUPPLIER,Bereavement Service,Cemeteries,Building Repair and Maintenance
North Northamptonshire Council,01-Mar-24,51200643267,£971.43,ABRAHAM HEALTH CARE LTD,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Mar-24,51200641172,£972.94,"LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,Car parks management [CBC],Cinema Car Park,Electricity
North Northamptonshire Council,01-Mar-24,51200642195,£980.52,THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641881,"£1,000.00",LINWOOD COMMUNITY CO-OPERATIVE (KINGSWOOD),CHARITY,Democratic Services [NCC],Members,Grants
North Northamptonshire Council,01-Mar-24,51200641864,"£1,017.48",NewAuto Limited,TRADE SUPPLIER,Licensing,Taxi Vehicles,Equipment and Tools
North Northamptonshire Council,01-Mar-24,51200641135,"£1,033.62",VEOLIA ENVIRONMENTAL SERVICES,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Waste Disposal
North Northamptonshire Council,01-Mar-24,51200641125,"£1,034.27",RK Electrical & Development Ltd,COMPANY,Golf Course,Golf Course,Building Repair and Maintenance
North Northamptonshire Council,01-Mar-24,51200642081,"£1,040.00",THE CUBE DISABILITY,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Day Care
North Northamptonshire Council,01-Mar-24,51200642086,"£1,040.00",THE CUBE DISABILITY,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Day Care
North Northamptonshire Council,01-Mar-24,51200642110,"£1,044.96",TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642190,"£1,044.96",THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642116,"£1,044.96",TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642189,"£1,053.68",THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641176,"£1,058.16","LASER, KENT COUNTY COUNCIL",OTHER PUBLIC BODIES,Car parks management [CBC],Cinema Car Park,Electricity
North Northamptonshire Council,01-Mar-24,51200642082,"£1,064.00",THE CUBE DISABILITY,CARE ESTABLISHMENT,LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200641063,"£1,069.20",Niyaa People Limited,COMPANY,HRA Repairs and Maintenance [KBC],Repairs and Maintenance - backlog project Kett,Agency Staff
North Northamptonshire Council,01-Mar-24,51200642014,"£1,078.68",NewAuto Limited,TRADE SUPPLIER,Licensing,Taxi Vehicles,Equipment and Tools
North Northamptonshire Council,01-Mar-24,51200642586,"£1,100.29",FOUR SEASONS (BAMFORD) LIMITED,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Mar-24,51200638501,"£1,115.35",COLEMAN FENCING,SOLETRADER,HRA Repairs and Maintenance [KBC],Repairs and Maintenance - backlog project Kett,Private Contractors
North Northamptonshire Council,01-Mar-24,51200641147,"£1,140.00",KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,01-Mar-24,51200642012,"£1,158.00",Redacted Personal Data,INDIVIDUAL,Balance Sheet | Adults | Housing,Council Tenants Rent A/c,Receipts in Advance - Unapplied Capital Contributions Short Term
North Northamptonshire Council,01-Mar-24,51200640468,"£1,166.64",INTEGRATED WATER SERVICES LTD,TRADE SUPPLIER,Soft FM [NCC],Soft Facilities Management,Building Repair and Maintenance
North Northamptonshire Council,01-Mar-24,51200629862,"£1,169.48",BRAKES GROCERY,TRADE SUPPLIER,Beech Close,Thackley Green,Catering Provisions
North Northamptonshire Council,01-Mar-24,51200641146,"£1,185.60",HAVENCOURT ROOFING,SOLETRADER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Private Contractors
North Northamptonshire Council,01-Mar-24,51200642127,"£1,187.60",TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642167,"£1,187.60",TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
North Northamptonshire Council,01-Mar-24,51200642227,"£1,187.60",TEAMWORK KETTERING,TRUST (OTHER),LD Learning Disability CCP LT,Learning Disability Support CCP Long Term LD,Day Care
