Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
North Northamptonshire Council,03-Jul-23,51200485140,"£5,481.00",Diamond Hands Care Services Ltd,COMPANY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485141,£585.00,Diamond Hands Care Services Ltd,COMPANY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485142,£604.00,Diamond Hands Care Services Ltd,COMPANY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485143,"£1,092.00",Diamond Hands Care Services Ltd,COMPANY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200484871,"£6,429.72",PHS GROUP PLC,TRADE SUPPLIER,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Equipment and Tools - Hire
North Northamptonshire Council,03-Jul-23,51200451230,"£2,326.93",Liftability Limited,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,03-Jul-23,51200484573,£886.00,Sterling Assessment Services,SOLETRADER,HRA Repairs and Maintenance [CBC],Pre-Planned Maint Admin,Staff Training & Development
North Northamptonshire Council,03-Jul-23,51200484540,"£1,052.00",Sterling Assessment Services,SOLETRADER,HRA Repairs and Maintenance [CBC],Pre-Planned Maint Admin,Staff Training & Development
North Northamptonshire Council,03-Jul-23,51200485119,"£1,092.00",Diamond Hands Care Services Ltd,COMPANY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200439960,"£1,376.50",PROPERTY MAINTENANCE SERVICES LTD,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,03-Jul-23,51200484962,"£2,880.00",LIBERTY LEARNING CONSULTANCY LTD,TRADE SUPPLIER,High Needs Out Of County,SEN Alt Provisions,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200484885,£974.40,European Asbestos Services Ltd,COMPANY,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200484886,"£11,331.34",AARON SERVICES LIMITED,COMPANY,HRA Repairs and Maintenance [CBC],Sheltered Schemes - Maintenance,Specialist Servicing and Maintenance
North Northamptonshire Council,03-Jul-23,51200484951,"£43,125.00",CREATING TOMORROW MULTI ACADEMY TRUST,EDUCATION,High Needs Out Of County,Out County Other Authorities,Independent School Placements
North Northamptonshire Council,03-Jul-23,51200484952,"-£7,364.00",CREATING TOMORROW MULTI ACADEMY TRUST,EDUCATION,High Needs Out Of County,Out County Other Authorities,Independent School Placements
North Northamptonshire Council,03-Jul-23,51200484908,£637.84,POWYS COUNTY COUNCIL,OTHER PUBLIC BODIES,Licensing – all kinds [CBC],Taxi Vehicles,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200484533,"£1,243.20",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [KBC],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200484916,"£1,102.00",MUTCH BUILDING AND CARPENTRY LIMITED,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200485013,"£4,267.20",MIDSHIRES CARE LTD,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200484464,£625.54,BRAMBLE FOODS LTD,COMPANY,Parks and open spaces [CBC],Woodland Project,Equipment and Tools
North Northamptonshire Council,03-Jul-23,51200485149,£546.00,Santos Care Limited,CARE ESTABLISHMENT,Physical Support CCP,Physical Support CCP Long Term,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485148,£546.00,Santos Care Limited,CARE ESTABLISHMENT,Physical Support CCP,Physical Support CCP Long Term,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200484883,"£4,320.00",CLEAR CHANNEL UK LTD,COMPANY,PH - Health Protection [NCC],Communications and Marketing,External Communcations
North Northamptonshire Council,03-Jul-23,51200485144,£965.25,Diamond Hands Care Services Ltd,COMPANY,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485120,"£1,092.00",Diamond Hands Care Services Ltd,COMPANY,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200484539,"£1,581.08",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [BCW],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200485073,£517.50,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485043,£626.75,Phoenix All Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Support with Memory & Cognition CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485088,£805.00,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485108,£885.50,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Support with Memory & Cognition CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200467477,"£5,055.00",S P Marks (Services) Ltd,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,03-Jul-23,51200467476,"£6,420.00",S P Marks (Services) Ltd,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,03-Jul-23,51200484923,"£3,349.38",VEOLIA ENVIRONMENTAL SERVICES,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Cleaning and Domestic Supplies
North Northamptonshire Council,03-Jul-23,51200484958,"£31,683.65",TEACHING PERSONNEL LTD,TRADE SUPPLIER,High Needs Out Of County,SEN Alt Provisions,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200485074,£517.50,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485044,£626.75,Phoenix All Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Support with Memory & Cognition CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485089,£805.00,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200485109,£885.50,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Support with Memory & Cognition CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,03-Jul-23,51200484976,"-£1,588.18",AARON SERVICES LIMITED,COMPANY,HRA (Capital) [CBC],Central Heating Boilers,Buildings - Mechanical and Electrical
North Northamptonshire Council,03-Jul-23,51200471546,£550.89,Lewis Mayes T/A Mayes Carpentry,SOLETRADER,Property Management [CBC],Cb Property Services,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200472405,£551.00,Cakehead Ltd,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Catering Provisions
North Northamptonshire Council,03-Jul-23,51200468697,£735.15,Premiere Kitchens,TRADE SUPPLIER,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200468653,£744.00,GARY TAYLOR BUILDERS LTD,TRADE SUPPLIER,Property Management [KBC],Haylock House,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200471061,£804.00,WITT & SON UK LTD,COMPANY,Private sector housing standards [CBC],Private Sector Homes,Specialist Servicing and Maintenance
North Northamptonshire Council,03-Jul-23,51200471078,£847.06,Dinner Lady Fam Ltd,COMPANY,Commissioned Health [NCC],Smoking Cessation,Equipment and Tools
North Northamptonshire Council,03-Jul-23,51200484913,£847.87,Wave (ROTHERHAM),COMPANY,Bereavement services [CBC],Cemeteries,Water charges
North Northamptonshire Council,03-Jul-23,51200471054,£858.00,ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,Live,LIVE - In house,Vehicle and Plant hire
North Northamptonshire Council,03-Jul-23,51200470999,£929.86,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Agency Staff
North Northamptonshire Council,03-Jul-23,51200475506,£930.00,HEMISPHERE ROOFING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200471049,"£1,077.44",Start Traffic Ltd,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,03-Jul-23,51200468647,"£1,117.59",PILGRIM FOODSERVICE,TRADE SUPPLIER,Country Parks [NCC],Countryside Services-Skylark Cafe,Catering Provisions
North Northamptonshire Council,03-Jul-23,51200476727,"£1,380.00",DAO Structural UK Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200471713,"£1,380.00",ALLIANCE LEISURE SERVICES,TRADE SUPPLIER,Sport & Play,Active Communities,Hospitality and Refreshments
North Northamptonshire Council,03-Jul-23,51200468788,"£1,464.00",AAREON UK LTD,COMPANY,HRA (Capital) [CBC],Stores,Construction - External Professional Fees
North Northamptonshire Council,03-Jul-23,51200471003,"£1,550.33",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200471012,"£1,579.20",EURO POOLS SERVICE LIMITED,TRADE SUPPLIER,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200471000,"£1,672.24",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Professional Finance [NCC],FINANCE,Agency Staff
North Northamptonshire Council,03-Jul-23,51200468751,"£1,799.66",CR Design and Build Limited,COMPANY,HRA Repairs and Maintenance [KBC],Void Repairs,Private Contractors
North Northamptonshire Council,03-Jul-23,51200471001,"£1,851.12",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Professional Finance [NCC],FINANCE,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470944,"£2,004.00",DAO Structural UK Ltd,COMPANY,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200468759,"£2,111.12",CR Design and Build Limited,COMPANY,HRA Repairs and Maintenance [KBC],Void Repairs,Private Contractors
North Northamptonshire Council,03-Jul-23,51200472265,"£2,280.00",Helen Redding Education Consultancy Ltd,COMPANY,Education Health Care [NCC],EDUCATION HEALTH CARE TEAM,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471440,"£2,464.21",Pitney Bowes Ltd - Purchase Power,COMPANY,Customer services [CBC],CBC Francking Machine,Postage & Carriage
North Northamptonshire Council,03-Jul-23,51200468758,"£2,940.06",CR Design and Build Limited,COMPANY,HRA Repairs and Maintenance [KBC],Void Repairs,Private Contractors
North Northamptonshire Council,03-Jul-23,51200468790,"£3,111.00",PROPERTY MAINTENANCE SERVICES LTD,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,03-Jul-23,51200468752,"£3,237.10",CR Design and Build Limited,COMPANY,HRA Repairs and Maintenance [KBC],Void Repairs,Private Contractors
North Northamptonshire Council,03-Jul-23,51200484963,"£3,240.00",LIBERTY LEARNING CONSULTANCY LTD,TRADE SUPPLIER,High Needs Out Of County,SEN Alt Provisions,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471116,"£3,600.00",Entec Si Limited,COMPANY,IT Management,IT Management,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471722,"£3,791.00",Sean Fitzsimons Contracting,SOLETRADER,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,03-Jul-23,51200470974,"£3,858.65",A1 Rubbish Clearance Services,TRADE SUPPLIER,PH - Health Protection [NCC],Covid Recovery Programme - PPE,Specialist Waste Disposal
North Northamptonshire Council,03-Jul-23,51200468723,"£4,524.66",Jennifer Wallis Planning Limited,COMPANY,Development Services [ENC],Development Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200468694,"£7,920.00",Precision Resource Group Ltd,COMPANY,PH - Management & Admin [NCC],PH - Management & Admin,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471074,"£10,577.52",Allen Lane Limited,COMPANY,Professional Finance [NCC],FINANCE,Agency Staff
North Northamptonshire Council,03-Jul-23,51200468693,"£12,000.00",Precision Resource Group Ltd,COMPANY,PH - Management & Admin [NCC],PH - Management & Admin,Agency Staff
North Northamptonshire Council,03-Jul-23,51200468638,"£12,870.00",Precision Resource Group Ltd,COMPANY,PH - Health Protection [NCC],Covid Recovery Programme - Public Health,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471436,"£20,999.89",Glympton Construction Limited,COMPANY,HRA (Capital) [KBC],Former Grange Methodist Church - New Build,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200468686,"£25,283.17",Precision Resource Group Ltd,COMPANY,PH - Management & Admin [NCC],PH - Management & Admin,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471104,"£42,372.00",Max Associates (Holdings) Ltd,COMPANY,Leisure facilities [CBC],Leisure Strategies Development,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471472,£513.02,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Repairs and Maintenance - backlog project Corby,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471449,£574.80,Vivi Sant Cole T/A Village Connect,TRADE SUPPLIER,Admin & Tourism,Central Leisure,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,03-Jul-23,51200471110,£610.39,FACE TO FACE RECRUITMENT NORTHANTS LTD T/A  FACE TO FACE RECUITMENT SOLUTIONS LTD,TRADE SUPPLIER,Refuse and recycling [BCW],Domestic Waste Collection,Agency Staff
North Northamptonshire Council,03-Jul-23,51200482929,£636.90,CENTRAL AUTOPOINT LTD,COMPANY,Fleet [CBC],EJ21 DHX,Vehicle and Plant hire
North Northamptonshire Council,03-Jul-23,51200471470,£743.82,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [KBC],Void Repairs,Agency Staff
North Northamptonshire Council,03-Jul-23,51200483083,£794.64,The First Mailing Co Ltd,COMPANY,Education Health Care [NCC],EDUCATION HEALTH CARE TEAM,Postage & Carriage
North Northamptonshire Council,03-Jul-23,51200471469,£866.88,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [KBC],Tenants Requests,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470940,£948.00,Glen Farrow UK Ltd,COMPANY,Golf Course,Golf Course,Grounds Maintenance
North Northamptonshire Council,03-Jul-23,51200471465,£950.16,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Homelessness [KBC],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471102,£981.98,Phoenix Safetywear LTD,TRADE SUPPLIER,Street cleansing [KBC],Street Cleaning,Clothing / Uniform
North Northamptonshire Council,03-Jul-23,51200475128,£995.00,CENTRAL ENGLAND CO-OPERATIVE FUNERALS,TRADE SUPPLIER,Bereavement services [KBC],Crematorium,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471445,"£1,023.81",ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,Specialist Support Younger Adults North,Specialist Support Younger Adults North - In House,Vehicle and Plant hire
North Northamptonshire Council,03-Jul-23,51200475125,"£1,077.00",CENTRAL ENGLAND CO-OPERATIVE FUNERALS,TRADE SUPPLIER,Bereavement services [KBC],Crematorium,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200475126,"£1,077.00",CENTRAL ENGLAND CO-OPERATIVE FUNERALS,TRADE SUPPLIER,Bereavement services [KBC],Crematorium,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471057,"£1,107.00",G2 Recruitment Solutions,COMPANY,Environmental health [CBC],Public Health,Agency Staff
North Northamptonshire Council,03-Jul-23,51200472016,"£1,150.59",BRAKES GROCERY,TRADE SUPPLIER,Parks & Play Areas,East Carlton Park & Cafe,Hospitality and Refreshments
North Northamptonshire Council,03-Jul-23,51200471467,"£1,152.19",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Homelessness [KBC],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471463,"£1,186.37",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Homelessness [KBC],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471466,"£1,186.37",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Homelessness [KBC],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200476705,"£1,239.00",G2 Recruitment Solutions,COMPANY,HRA (Capital) [KBC],Decent Homes - Electrical Upgrades,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200471441,"£1,320.00",G2 Recruitment Solutions,COMPANY,Environmental health [CBC],Epa Authorisations,Agency Staff
North Northamptonshire Council,03-Jul-23,51200476730,"£1,396.50",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,HRA General Management - Homelessness [CBC],Homelessness And Advice Team,Agency Staff
North Northamptonshire Council,03-Jul-23,51200476748,"£1,421.70",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Homelessness [KBC],Rough Sleeping Initiative,Agency Staff
North Northamptonshire Council,03-Jul-23,51200476749,"£1,423.67",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Homelessness [KBC],Rough Sleeping Initiative,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470958,"£1,442.10",AP Lewis & Sons Ltd,COMPANY,Bereavement services [KBC],Crematorium,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200484476,"£1,465.69",Anglian Water Business National Limited,COMPANY,Healthier Lifestyles,West Glebe,Water charges
North Northamptonshire Council,03-Jul-23,51200472026,"£1,509.60",G2 Recruitment Solutions,COMPANY,Voluntary sector,Ukraine resettlement scheme,Agency Staff
North Northamptonshire Council,03-Jul-23,51200476608,"£1,543.50",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,HRA General Management - Homelessness [CBC],Homelessness And Advice Team,Agency Staff
North Northamptonshire Council,03-Jul-23,51200484537,"£1,581.08",OYSTER PARTNERSHIP,PARTNERSHIP,Homelessness [BCW],Homelessness,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471021,"£1,608.00",OYSTER PARTNERSHIP,PARTNERSHIP,Development Services [BCW],Development Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470978,"£1,931.40",G2 Recruitment Solutions,COMPANY,Licensing – all kinds [CBC],Taxi Vehicles,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471770,"£2,117.12",CIVICA ELECTION SERVICES,COMPANY,Elections and electoral registration [CBC],Electoral Registration,Postage & Carriage
North Northamptonshire Council,03-Jul-23,51200481347,"£2,141.38",NPOWER,TRADE SUPPLIER,Highway & Private Sewers,Highways & Private Sewers,Electricity
North Northamptonshire Council,03-Jul-23,51200471023,"£2,162.16",OYSTER PARTNERSHIP,PARTNERSHIP,Development Services [BCW],Development Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470993,"£2,188.99",OYSTER PARTNERSHIP,PARTNERSHIP,Environmental Food & Safety,Food & Safety & Sampling,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471477,"£2,217.30",Colonial Construction,COMPANY,Property Management (EN),Units 1-6 Eaton Walk,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200471056,"£2,268.00",G2 Recruitment Solutions,COMPANY,Environmental Food & Safety,Commercial Health - Mgmt & Admin,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471022,"£2,268.76",OYSTER PARTNERSHIP,PARTNERSHIP,Development Services [CBC],Development Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470959,"£2,280.00",Northampton Town FC Community Trust,CHARITY,PH - Health Protection [NCC],Health Check Programme,Private Contractors
North Northamptonshire Council,03-Jul-23,51200471046,"£2,400.00",Precision Resource Group Ltd,COMPANY,PH - Management & Admin [NCC],PH - Management & Admin,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471045,"£2,400.00",Precision Resource Group Ltd,COMPANY,PH Reserve Expenditure-NNC,Public Health Reserve Expenditure,Agency Staff
North Northamptonshire Council,03-Jul-23,51200481348,"£2,464.21",NPOWER,TRADE SUPPLIER,Highway & Private Sewers,Highways & Private Sewers,Electricity
North Northamptonshire Council,03-Jul-23,51200471509,"£2,496.00",KK Plastering and Flooring,SOLETRADER,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,03-Jul-23,51200471048,"£2,719.74",Westwood Associates Limited,COMPANY,Enterprise Telephony Project,Enterprise Telephony Project,Computer hardware - purchase
North Northamptonshire Council,03-Jul-23,51200471020,"£2,759.40",OYSTER PARTNERSHIP,PARTNERSHIP,Development Services [BCW],Development Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471019,"£3,052.50",OYSTER PARTNERSHIP,PARTNERSHIP,Flood & Water Management [NCC],Environment Management-Flood & Water Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470937,"£3,406.74",Balfour Beatty Living Places Limited,COMPANY,Street cleansing [BCW],Environmental Works,Specialist Works and Repairs
North Northamptonshire Council,03-Jul-23,51200471047,"£3,600.00",Precision Resource Group Ltd,COMPANY,PH - Health Protection [NCC],Covid Recovery Programme - Health Protection,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471055,"£4,134.00",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Development Services [KBC],Development Control,Agency Staff
North Northamptonshire Council,03-Jul-23,51200484955,"£4,344.65",TEACHING PERSONNEL LTD,TRADE SUPPLIER,High Needs Out Of County,SEN Alt Provisions,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200471053,"£4,800.00",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Development Services [CBC],Development Management,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471450,"£5,400.00",Ashby House Land and Development Ltd,COMPANY,Development Services [BCW],Development Management,Professional Fees and Hired Services
North Northamptonshire Council,03-Jul-23,51200470960,"£5,492.40",WARKTON ROOFING CO LTD,TRADE SUPPLIER,Property Management [KBC],Haylock House,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200484503,"£6,555.00",Precision Resource Group Ltd,COMPANY,PH Reserve Expenditure-NNC,Public Health Reserve Expenditure,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470942,"£7,800.00",Glen Farrow UK Ltd,COMPANY,Golf Course,Golf Course,Grounds Maintenance
North Northamptonshire Council,03-Jul-23,51200470941,"£9,258.00",Glen Farrow UK Ltd,COMPANY,Golf Course,Golf Course,Grounds Maintenance
North Northamptonshire Council,03-Jul-23,51200471018,"£13,200.00",Tile Hill Interim & Executive Ltd,COMPANY,Family Hubs,Family Hubs,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471015,"£14,433.60",Tile Hill Interim & Executive Ltd,COMPANY,Intelligent Client Function,Children's Trust,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471013,"£15,789.60",Tile Hill Interim & Executive Ltd,COMPANY,Education Health Care [NCC],EDUCATION HEALTH CARE TEAM,Agency Staff
North Northamptonshire Council,03-Jul-23,51200475511,"£15,989.18",AARON SERVICES LIMITED,COMPANY,HRA Repairs and Maintenance [CBC],Voids Service Provision,Specialist Servicing and Maintenance
North Northamptonshire Council,03-Jul-23,51200471016,"£17,640.00",Tile Hill Interim & Executive Ltd,COMPANY,Family Hubs,Family Hubs,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471017,"£22,815.00",Tile Hill Interim & Executive Ltd,COMPANY,DCS,DCS Office,Agency Staff
North Northamptonshire Council,03-Jul-23,51200470935,"£23,250.00",Amethyst Horticulture,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,03-Jul-23,51200482525,£535.88,Demma Services Ltd,COMPANY,Property Management [KBC],Haylock House,Specialist Servicing and Maintenance
North Northamptonshire Council,03-Jul-23,51200479352,£541.56,Saxby Farm Ltd,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Catering Provisions
North Northamptonshire Council,03-Jul-23,51200479350,£570.00,Demma Services Ltd,COMPANY,Property Management [KBC],Haylock House,Specialist Servicing and Maintenance
North Northamptonshire Council,03-Jul-23,51200472224,£611.82,NATIONAL WORLD PUBLISHING LTD (FORMERLY JPIMEDIA PUBLISHING),TRADE SUPPLIER,Development Services [CBC],Development Management,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,03-Jul-23,51200471431,£659.99,Halo Security Solutions Ltd,COMPANY,Facilities management [ENC],Thrapston Offices,Security Equipment
North Northamptonshire Council,03-Jul-23,51200472086,£660.00,MACLAW ELECTRICAL SERVICES LTD,TRADE SUPPLIER,Hard FM [NCC],Hard Facilities Management,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200472071,£704.99,CTS Hire a Trading Style of Specialist Fleet Services Ltd,COMPANY,Fleet [BCW],Fleet [BCW],Vehicle Repairs and maintenance
North Northamptonshire Council,03-Jul-23,51200476644,£721.36,CTS Hire a Trading Style of Specialist Fleet Services Ltd,COMPANY,Fleet [BCW],Fleet [BCW],Vehicle Repairs and maintenance
North Northamptonshire Council,03-Jul-23,51200471485,£827.28,Landscape Supply Company,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,03-Jul-23,51200472055,£909.60,ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,Complex,Day Services,Vehicle and Plant hire
North Northamptonshire Council,03-Jul-23,51200472338,£912.00,HEALTH MANAGEMENT LTD,TRADE SUPPLIER,Health & Safety [NCC],Occupational Health,Staff health & welfare Costs
North Northamptonshire Council,03-Jul-23,51200471514,£924.00,County Fire Service (UK) Ltd,COMPANY,Facilities management [ENC],Thrapston Offices,Building Repair and Maintenance
North Northamptonshire Council,03-Jul-23,51200472163,£984.00,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [KBC],Kettering Gas Repairs,Agency Staff
North Northamptonshire Council,03-Jul-23,51200471717,£984.00,A L Dalton Ltd,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs Administration,Specialist Servicing and Maintenance
North Northamptonshire Council,03-Jul-23,51200472096,"£1,033.96",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,Staff Costs (NCC),Staff Costs,Agency Staff
North Northamptonshire Council,03-Jul-23,51200472177,"£1,050.00",W PARSONS,SOLETRADER,Street cleansing [KBC],Street Cleaning,Private Contractors
