Company,Coded Supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,SU539355,QUALITY FLOORING,01/10/2024,525181,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,REPAIRS & MAINTENANCE,Revenue,1," 1,086.40 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526291,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1," 58,200.30 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526291,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,2," 2,425.01 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526291,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,CREDITORS CAPITAL,Capital,3,"-2,425.01 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526292,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1," 69,945.76 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526292,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,2," 2,914.41 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526292,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,CREDITORS CAPITAL,Capital,3,"-2,914.41 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526293,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1," 50,698.92 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526293,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,2," 2,112.45 "
WF,SU926859,HEIDELBERG MATERIALS UK,01/10/2024,526293,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,CREDITORS CAPITAL,Capital,3,"-2,112.45 "
WF,SU1239951,IT SHAW LTD,01/10/2024,525425,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,IM - HIGHWAYS STORES,Capital,1," 2,137.97 "
WF,SU1276455,TELENT TECHNOLOGY SERVICES LTD,01/10/2024,526294,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1," 4,196.73 "
WF,SU1276455,TELENT TECHNOLOGY SERVICES LTD,01/10/2024,526295,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,TRAFFIC SIGNAL MAINTENANCE,Revenue,1, 946.80 
WF,SU1276455,TELENT TECHNOLOGY SERVICES LTD,01/10/2024,526295,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,TRAFFIC SIGNAL MAINTENANCE,Revenue,2," 2,350.25 "
WF,SU1276455,TELENT TECHNOLOGY SERVICES LTD,01/10/2024,526295,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,TRAFFIC SIGNAL MAINTENANCE,Revenue,3," 2,151.14 "
WF,SU1913871,AGGREGATE INDUSTRIES UK LTD,01/10/2024,525433,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,IM - HIGHWAYS STORES,Capital,1, 173.48 
WF,SU1913871,AGGREGATE INDUSTRIES UK LTD,01/10/2024,525433,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,IM - HIGHWAYS STORES,Capital,2, 462.02 
WF,SU2116047,PARTNERING IN PROPERTY MANAGMENT LTD,01/10/2024,526296,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,1," 7,685.13 "
WF,SU2116047,PARTNERING IN PROPERTY MANAGMENT LTD,01/10/2024,526296,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,2," 1,088.73 "
WF,SU2116047,PARTNERING IN PROPERTY MANAGMENT LTD,01/10/2024,526296,THRIVING COMMUNITIES,HOUSING                       ,SLDC DFG Levy,Revenue,3,"-1,088.73 "
WF,SU2329455,COUNTRYWIDE GROUNDS MAINTENANCE LTD,01/10/2024,525157,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1, 251.11 
WF,SU3132543,IAN DOCKERTY LIMITED,01/10/2024,525526,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1, 14.60 
WF,SU3132543,IAN DOCKERTY LIMITED,01/10/2024,525526,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2, 131.40 
WF,SU3132543,IAN DOCKERTY LIMITED,01/10/2024,525526,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3, 131.40 
