company,coded supplier,Date,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,FP427035,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP438267,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP438267,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,265.44
WF,FP438267,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP438267,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP610959,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP610959,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP633423,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP633423,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP633423,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP633423,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,265.44
WF,FP685371,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP685371,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP762591,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP762591,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP762591,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP762591,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1268031,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1268031,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1268031,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1268031,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1303131,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1303131,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1303131,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1338231,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1338231,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1338231,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1338231,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1541811,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1541811,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,265.44
WF,FP1541811,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1543215,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1543215,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1543215,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1543215,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1649919,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1649919,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1649919,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1649919,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1654131,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1654131,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1654131,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1654131,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1654131,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1654131,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1654131,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1654131,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1692039,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1692039,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1692039,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1692039,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP1765047,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1765047,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1765047,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1765047,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP1845075,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1845075,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1845075,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1845075,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1901235,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1901235,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1901235,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP1901235,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2034615,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2034615,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2034615,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2034615,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2107623,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2107623,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2107623,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2107623,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2335071,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW RESPITE CARE,Revenue,1,265.44
WF,FP2335071,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW RESPITE CARE,Revenue,1,265.44
WF,FP2335071,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW RESPITE CARE,Revenue,1,265.44
WF,FP2335071,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW RESPITE CARE,Revenue,1,265.44
WF,FP2368767,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2368767,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2368767,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2368767,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP2516187,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP2516187,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP2516187,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP2516187,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP2669223,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2669223,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2933175,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2933175,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2933175,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP2933175,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3000567,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3000567,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3000567,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3000567,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3219591,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3219591,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3219591,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3219591,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3249075,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3249075,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3249075,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3249075,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3331911,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3331911,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3331911,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3345951,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP3345951,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP3345951,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP3345951,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP3368415,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3368415,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3368415,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3368415,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3619731,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP3619731,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP3619731,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP3619731,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP3619731,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,F & R SUMM/XMAS/BDAY,Revenue,2,265.44
WF,FP3670275,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3670275,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3670275,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3670275,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3793827,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3793827,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3793827,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3793827,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP3793827,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,265.44
WF,FP3807867,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST ALLOW RESPITE CARE,Revenue,2,265.44
WF,FP4174311,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4174311,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4174311,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4174311,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4258551,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4258551,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4258551,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4258551,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4707831,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4707831,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4707831,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4707831,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4742931,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4742931,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4742931,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4742931,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,265.44
WF,FP4992843,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4992843,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4992843,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP4992843,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
WF,FP5209059,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5209059,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5209059,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5209059,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5634471,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5634471,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5634471,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,FP5634471,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV RENTS,Revenue,1,265.44
WF,DP7673079,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,268.8
WF,DP5077083,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP6738015,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP9572691,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP9964407,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP10106211,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP10167987,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP10780131,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP10934571,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP10935975,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP11917371,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP12690975,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP12814527,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP13022319,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP13058823,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP13196415,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP13245555,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,270.84
WF,DP10020567,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,271.56
WF,DP3548127,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,271.92
WF,DP9847875,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,272
WF,DP8516883,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,273.4
WF,DP12733095,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,275.6
WF,DP8898771,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,278.68
