Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350609,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,021.94",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350610,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,568.49,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350610,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,10.8,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350630,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,035.74",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350631,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,997.63",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350631,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,73.8,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350632,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,AGENCY STAFF,Revenue,1,430.92,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350633,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350634,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,920.60",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350635,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,559.16",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350636,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,807.82",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350637,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,371.31",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350638,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,997.63",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350638,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,50.85,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350639,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,390.09",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350644,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,065.60",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350645,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,807.82",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350645,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,110.7,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350650,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,807.82",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350650,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,9,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350651,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,063.25",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350651,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,58.5,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350651,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,3,2.2,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350652,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,428.20",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350653,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,807.82",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350653,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,47.25,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350654,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,390.09",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350655,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,390.09",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350656,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,997.63",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350657,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,750.70",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350657,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,18,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350679,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,035.74",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350679,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,46.8,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350680,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,165.61",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350681,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350682,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,173.29",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350683,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350683,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,9,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350684,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,216.95",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350684,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,19.8,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350685,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350685,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,9.9,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350686,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"3,127.04",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350687,LOCAL GOVERNMENT REORGN,LOCAL GOVERNMENT REORGN       ,AGENCY STAFF,Revenue,1,675.9,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350688,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350689,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,920.60",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350689,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,29.7,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350690,RESOURCES,FINANCE                       ,AGENCY STAFF,Revenue,1,632.64,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,03/04/2024,350934,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,020.24",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351616,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,741.72,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351618,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,340.08,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351620,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"2,008.20",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351621,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351623,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,640.03",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351881,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351882,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,305.33",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351883,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,179.36",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351884,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,351885,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,352064,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,352065,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,04/04/2024,352066,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352726,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,623.30",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352728,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,401.64,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352730,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,823.52",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352732,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,680.16,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352734,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352736,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,05/04/2024,352738,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353337,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,428.20",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353340,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,755.90",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353341,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,465.80",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353341,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,76.5,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353343,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,281.00",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353344,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,755.90",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353345,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,AGENCY STAFF,Revenue,1,"1,311.90",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353345,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,TRAVEL EXPS AGENCY STAFF,Revenue,2,102.6,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353345,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,AGENCY STAFF,Revenue,3,3.6,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353346,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,281.00",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353346,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,18,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353349,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,390.09",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353350,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,807.82",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353351,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353353,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,997.63",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353353,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,54.9,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353355,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,311.90",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353355,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,15.3,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353356,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,035.74",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353358,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,035.74",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353361,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,825.02,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353364,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,021.94",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353364,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,30.6,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353368,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,371.31",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353369,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,721.55,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353369,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,8.1,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353372,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,465.80",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353373,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,035.74",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353374,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,AGENCY STAFF,Revenue,1,"1,618.01",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353375,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,183.46",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353378,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,619.70",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353379,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,390.09",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353380,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"2,008.20",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353382,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"2,409.84",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353383,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,807.82",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353384,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,465.80",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353385,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353386,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,099.35",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353387,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,650.60",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353387,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,43.2,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353387,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,3,3,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353388,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,803.28,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353389,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,277.38",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353389,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,19.35,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353390,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,829.07,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353391,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"1,465.80",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353391,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,7.2,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353392,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353393,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,281.00",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353395,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,336.48",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353395,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,TRAVEL EXPS AGENCY STAFF,Revenue,2,24.3,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353396,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353397,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,330.12,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353399,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,428.4,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353400,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,336.48",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353402,CHIEF EXEC & ASST CHIEF EXEC,PMO                           ,AGENCY STAFF,Revenue,1,"5,269.00",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353404,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,AGENCY STAFF,Revenue,1,"2,165.61",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353405,CORPORATE BUDGETS,CORPORATE BUDGETS             ,AGENCY STAFF,Revenue,1,896.7,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353406,THRIVING COMMUNITIES,DIRECTOR PUBLIC HEALTH        ,AGENCY STAFF,Revenue,1,392.18,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353407,LOCAL GOVERNMENT REORGN,LOCAL GOVERNMENT REORGN       ,AGENCY STAFF,Revenue,1,675.9,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353409,ADULT SERVICES,OPERATIONS                    ,AGENCY STAFF,Revenue,1,"1,049.52",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353409,ADULT SERVICES,OPERATIONS                    ,TRAVEL EXPS AGENCY STAFF,Revenue,2,24.75,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353410,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,483.44",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353413,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"2,163.60",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353415,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,803.28,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353417,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,401.64,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353420,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353426,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,08/04/2024,353427,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,09/04/2024,353914,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,09/04/2024,353915,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,204.92",,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,09/04/2024,353917,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,680.16,,
WF,TS44273955,RANDSTAD SOLUTIONS LIMITED,09/04/2024,353918,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,INDEPENDT RESIDENTIAL PLACEMTS,Revenue,1,"1,606.56",,
