company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,FP4992843,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375867,FOST PROFESSIONAL FEES ADD,Revenue,2,82.39
WF,FP4992843,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375868,FOST PROFESSIONAL FEES ADD,Revenue,2,82.39
WF,FP4992843,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375869,FOST PROFESSIONAL FEES ADD,Revenue,2,82.39
WF,FP2406675,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375243,FOST ALLOW SINGLE ADD OTHER,Revenue,2,90
WF,FP2406675,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375244,FOST ALLOW SINGLE ADD OTHER,Revenue,2,90
WF,FP3183087,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375442,FOST PROFESSIONAL FEES ADD,Revenue,2,142.85
WF,DP13293291,01/05/2024,ADULT SERVICES,OPERATIONS                    ,378075,DIRECT PAYMENTS TO SERVICE USE,Revenue,7,161.35
WF,FP4992843,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375867,FOST PROFESSIONAL FEES ADD,Revenue,1,171.01
WF,FP4992843,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375868,FOST PROFESSIONAL FEES ADD,Revenue,1,171.01
WF,FP4992843,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375869,FOST PROFESSIONAL FEES ADD,Revenue,1,171.01
WF,DP13293291,01/05/2024,ADULT SERVICES,OPERATIONS                    ,378075,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,175
WF,FP384915,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,374847,STD FOSTERING ALLOWANCES,Revenue,1,190.75
WF,FP384915,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,374847,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,190.75
WF,FP2285931,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375207,STD FOSTERING ALLOWANCES,Revenue,1,190.75
WF,FP2285931,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375207,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,190.75
WF,FP2406675,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375243,STD FOSTERING ALLOWANCES,Revenue,1,190.75
WF,FP2406675,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375244,STD FOSTERING ALLOWANCES,Revenue,1,190.75
WF,FP3185895,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375443,STD FOSTERING ALLOWANCES,Revenue,1,190.75
WF,FP3185895,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375443,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,190.75
WF,FP4566027,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375770,STD FOSTERING ALLOWANCES,Revenue,1,190.75
WF,FP4566027,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375770,STD FOSTERING ALLOWANCES,Revenue,2,190.75
WF,FP1268031,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,374972,RELATIVES AS APPROVED CARERS,Revenue,1,218.33
WF,FP1338231,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,374993,STD FOSTERING ALLOWANCES,Revenue,1,218.33
WF,FP1338231,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,374993,FOST ALLOW SUMM/XMAS/BDAY,Revenue,2,218.33
WF,FP1649919,01/05/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,375047,STD FOSTERING ALLOWANCES,Revenue,1,218.33
