Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,SU186951,CUMBRIA MECHANICAL & PLUMBING LTD,03/02/2025,646660,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,370
WF,SU674139,TOP NOTCH CONTRACTORS LTD,03/02/2025,646682,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"6,210.05"
WF,SU700815,T WARD & SON LTD,03/02/2025,646688,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,CLEANING SERVICES,Revenue,1,556.4
WF,SU1901235,D & C ATKINSON,03/02/2025,646587,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,269.72
WF,SU1901235,D & C ATKINSON,03/02/2025,646779,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,257.93
WF,SU2163783,ALTITUDE SERVICES LTD,03/02/2025,646915,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"1,566.70"
WF,SU2163783,ALTITUDE SERVICES LTD,03/02/2025,646918,LOCALITY BOARDS,LOCALITY BOARDS               ,LIGHTING MAINTENANCE,Revenue,1,"1,502.02"
WF,SU2163783,ALTITUDE SERVICES LTD,03/02/2025,646918,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,2,673.58
WF,SU2618679,MORRIS AND SPOTTISWOOD LIMITED,03/02/2025,646683,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"27,928.25"
WF,TS61995,ADECCO UK LTD,03/02/2025,646605,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,AGENCY STAFF,Revenue,1,"10,601.97"
WF,TS192567,ALSTON TOWN HALL TRUSTEES,03/02/2025,646594,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,ANNUAL RENTS/LEASES,Revenue,1,945
WF,TS192567,ALSTON TOWN HALL TRUSTEES,03/02/2025,646594,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,ELECTRICITY,Revenue,2,530.09
WF,TS192567,ALSTON TOWN HALL TRUSTEES,03/02/2025,646594,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,GAS (INCL LPG),Revenue,3,"2,435.09"
