company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,PH1171155,CARE UK COMMUNITY PARTNERSHIPS LTD,07/06/2024,413141,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"1,522.84"
WF,PH1171155,CARE UK COMMUNITY PARTNERSHIPS LTD,07/06/2024,413141,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,639.98"
WF,PH1171155,CARE UK COMMUNITY PARTNERSHIPS LTD,07/06/2024,413141,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"1,639.98"
WF,PH1171155,CARE UK COMMUNITY PARTNERSHIPS LTD,07/06/2024,413141,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"1,639.98"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"-13,693.54"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,"-13,693.54"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,3,"-13,693.54"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,4,"-13,693.54"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,6,"-13,606.88"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,7,"-13,606.88"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,8,"-13,606.88"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,9,"-13,606.88"
WF,PH306291,CARTMEL GRANGE NURSING HME,13/06/2024,420444,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,3,"-8,429.14"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,5,"-3,912.44"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,10,"-3,887.68"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,3,"-3,072.36"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,6,"-2,026.08"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,9,"-2,026.08"
WF,PH306291,CARTMEL GRANGE NURSING HME,13/06/2024,420444,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,"-1,956.22"
WF,PH306291,CARTMEL GRANGE NURSING HME,13/06/2024,420444,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,5,"-1,956.22"
WF,PH348411,HERON HILL CARE HOME,13/06/2024,420454,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"-1,956.22"
WF,PH348411,HERON HILL CARE HOME,13/06/2024,420454,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,"-1,956.22"
WF,PH348411,HERON HILL CARE HOME,13/06/2024,420454,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,4,"-1,956.22"
WF,PH348411,HERON HILL CARE HOME,13/06/2024,420454,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,5,"-1,956.22"
WF,PH348411,HERON HILL CARE HOME,13/06/2024,420454,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,6,"-1,956.22"
WF,PH348411,HERON HILL CARE HOME,13/06/2024,420454,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,8,"-1,956.22"
WF,PH414399,WESTMORLAND COURT,13/06/2024,420465,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"-1,956.22"
WF,PH855255,KINGSFIELD CARE HOME,13/06/2024,420496,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"-1,886.22"
WF,PH855255,KINGSFIELD CARE HOME,13/06/2024,420496,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"-1,886.22"
WF,PH1242759,ABBOTSFIELD RESIDENTIAL CARE HOME,13/06/2024,420528,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"-1,886.22"
WF,PH1242759,ABBOTSFIELD RESIDENTIAL CARE HOME,13/06/2024,420528,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"-1,886.22"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,8,"-1,881.36"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,1,"-1,769.88"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,2,"-1,769.88"
WF,PH519699,RISEDALE RETIREMENT HOME,13/06/2024,420480,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,5,"-1,769.88"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,12,"-1,700.86"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,13,"-1,700.86"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,14,"-1,700.86"
WF,PH904395,ABBEY HEALTHCARE WESTMORELAND LTD,13/06/2024,420500,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,15,"-1,700.86"
