company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,DP8643,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662129,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,200.00"
WF,DP32511,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662130,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,384.24
WF,DP53571,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662131,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,873.24"
WF,DP97095,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662133,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"11,804.32"
WF,DP106923,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662134,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.52
WF,DP113943,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662135,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,792.28"
WF,DP146235,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662136,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,422.36"
WF,DP146235,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662136,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,25
WF,DP146235,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662136,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"2,512.08"
WF,DP161679,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662138,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,023.48"
WF,DP184143,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662139,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.24"
WF,DP189759,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662140,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"14,560.00"
WF,DP198183,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662141,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,239.24"
WF,DP198183,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662141,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,619.62
WF,DP226263,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662143,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,576.00"
WF,DP237495,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662144,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
WF,DP266979,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662145,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,853.2
WF,DP285231,14/02/2025,ADULT SERVICES,OPERATIONS                    ,660329,DIRECT PAYMENT INCOME,Revenue,1,340.05
WF,DP306291,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662146,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,346.04"
WF,DP309099,18/02/2025,ADULT SERVICES,OPERATIONS                    ,662147,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,854.36
