Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,01/05/2024,378407,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,1,"6,985.19",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,01/05/2024,378407,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,2,"13,575.03",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,01/05/2024,378441,THRIVING COMMUNITIES,HOUSING                       ,GROUNDS MAINTENANCE,Revenue,1,"7,105.08",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,02/05/2024,379252,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,1,"33,660.20",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,02/05/2024,379252,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,2,"26,556.91",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,02/05/2024,379252,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,3,"2,805.43",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,02/05/2024,379252,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,4,"1,951.35",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,02/05/2024,379252,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,5,757.72,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,02/05/2024,379252,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,6,"2,300.83",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,16/05/2024,393472,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,1,"18,650.00",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,1,253.05,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,2,641.76,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,3,577.07,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,4,175.77,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,5,371.84,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,6,179.45,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,7,331.99,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,8,64.33,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BBC Grass pitches,Revenue,9,240.06,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BBC Grass pitches,Revenue,10,283.99,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,11,108.26,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,12,68.99,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,ELECTRICITY,Revenue,13,247.46,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GAS (INCL LPG),Revenue,14,"1,878.62",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,15,-167.92,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,16,156.26,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401062,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,17,108.26,,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401063,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,1,"20,011.41",,
WF,SU160275,CONTINENTAL LANDSCAPING LT,24/05/2024,401063,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,GROUNDS MAINTENANCE,Revenue,2,253.46,,
WF,SU161679,CONTRACT FLOORING (CUMBRIA) LTD,07/05/2024,380846,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"1,720.00",,
WF,SU177123,CUBBY CONSTRUCTION LTD,03/05/2024,379959,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS:EXTERNAL DESIGN STAFF,Capital,1,"7,372.22",,
WF,SU177123,CUBBY CONSTRUCTION LTD,03/05/2024,379959,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS:EXTERNAL DESIGN STAFF,Capital,2,"-7,372.22",,
WF,SU177123,CUBBY CONSTRUCTION LTD,03/05/2024,379959,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,WIP RETENTIONS,Capital,3,"7,372.22",,
WF,SU177123,CUBBY CONSTRUCTION LTD,14/05/2024,387706,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"4,185.34",,
WF,SU177123,CUBBY CONSTRUCTION LTD,28/05/2024,401616,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"1,354.28",,
WF,SU177123,CUBBY CONSTRUCTION LTD,28/05/2024,401616,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,"-1,354.28",,
WF,SU177123,CUBBY CONSTRUCTION LTD,28/05/2024,401616,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REVENUE RETENTIONS,Revenue,3,"1,354.28",,
WF,SU186951,CUMBRIA MECHANICAL & PLUMBING LTD,01/05/2024,378378,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"21,994.15",,
WF,SU186951,CUMBRIA MECHANICAL & PLUMBING LTD,14/05/2024,386747,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,687,,
WF,SU186951,CUMBRIA MECHANICAL & PLUMBING LTD,23/05/2024,400440,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,735.8,,
WF,SU188355,CUMBRIA ROOFING (ULVERSTON),17/05/2024,394222,THRIVING COMMUNITIES,HOUSING                       ,BBC HRA Routine Maintenance,Revenue,1,"2,180.00",,
WF,SU188355,CUMBRIA ROOFING (ULVERSTON),17/05/2024,394228,THRIVING COMMUNITIES,HOUSING                       ,BBC HRA Routine Maintenance,Revenue,1,"1,432.00",,
WF,SU188355,CUMBRIA ROOFING (ULVERSTON),17/05/2024,394229,THRIVING COMMUNITIES,HOUSING                       ,BBC HRA Routine Maintenance,Revenue,1,552,,
WF,SU205203,ARNOLD DIGGLE & SON LTD,17/05/2024,394187,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,VEHICLE FUEL,Revenue,1,550,,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,15/05/2024,392813,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"6,041.80",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,15/05/2024,392813,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,2,"-6,041.80",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,15/05/2024,392813,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,WIP RETENTIONS,Capital,3,"6,041.80",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,22/05/2024,399778,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"13,768.00",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,24/05/2024,400932,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"85,490.20",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,30/05/2024,405664,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"45,612.13",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,30/05/2024,405664,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,2,"2,400.64",,
WF,SU297867,ROLAND HILL (PARSONBY) LTD,30/05/2024,405664,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,WIP RETENTIONS,Capital,3,"-2,400.64",,
WF,SU339987,R H IRVING CONSTRUCTION LTD,10/05/2024,385426,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL PURCHASE L&B,Capital,1,"670,527.04",,
WF,SU347007,JJ GROUP (CONTRACTING) LIMITED,02/05/2024,379330,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"2,140.00",,
WF,SU347007,JJ GROUP (CONTRACTING) LIMITED,14/05/2024,386743,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,"6,880.00",,
WF,SU347007,JJ GROUP (CONTRACTING) LIMITED,21/05/2024,395781,CAPITAL COST CENTRES,CAPITAL - RESOURCES           ,CAPITAL ADDITIONS - OTHER,Capital,1,"39,495.00",,
WF,SU347007,JJ GROUP (CONTRACTING) LIMITED,22/05/2024,399779,CAPITAL COST CENTRES,CAPITAL - RESOURCES           ,CAPITAL ADDITIONS - OTHER,Capital,1,"19,500.00",,
WF,SU347007,JJ GROUP (CONTRACTING) LIMITED,24/05/2024,400928,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,560,,
WF,SU347007,JJ GROUP (CONTRACTING) LIMITED,31/05/2024,406669,CAPITAL COST CENTRES,CAPITAL - RESOURCES           ,CAPITAL ADDITIONS - OTHER,Capital,1,313,,
WF,SU387723,TK ACCESS SOLUTIONS LIMITED,01/05/2024,378251,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,1,"12,598.00",,
WF,SU387723,TK ACCESS SOLUTIONS LIMITED,01/05/2024,378251,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,SLDC DFG Levy,Revenue,2,"5,181.60",,
WF,SU387723,TK ACCESS SOLUTIONS LIMITED,01/05/2024,378251,THRIVING COMMUNITIES,HOUSING                       ,SLDC DFG Levy,Revenue,3,"-5,181.60",,
WF,SU394743,GROWING CONCERNS,09/05/2024,384511,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REPAIRS & MAINTENANCE,Revenue,1,798.22,,
WF,SU394743,GROWING CONCERNS,09/05/2024,384512,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REPAIRS & MAINTENANCE,Revenue,1,"5,278.61",,
WF,SU394743,GROWING CONCERNS,09/05/2024,384513,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REPAIRS & MAINTENANCE,Revenue,1,336.11,,
WF,SU398955,LOGIC PLUMBING HEATING AND ELECTRICAL,29/05/2024,405058,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,REPAIRS & MAINTENANCE,Revenue,1,"1,000.00",,
WF,SU445287,METCALFE PLANT & TOOL HIRE,28/05/2024,401821,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"372,433.09",,
WF,SU464943,CHRIS MURPHY ELECTRICAL LTD,21/05/2024,395883,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,663.24,,
WF,SU494427,ON LINE SYSTEMS,14/05/2024,388516,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,MILK PURCHASES,Revenue,1,271.7,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,394648,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,TELEPHONE LINE CHARGES,Revenue,1,288,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,1,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,2,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,3,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,4,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,5,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,6,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,7,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,8,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,9,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,10,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,11,24.18,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,12,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,13,24.2,,
WF,SU494427,ON LINE SYSTEMS,20/05/2024,395356,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,TELEPHONE LINE CHARGES,Revenue,14,24.18,,
WF,SU494427,ON LINE SYSTEMS,23/05/2024,400553,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,TELEPHONE LINE CHARGES,Revenue,1,274.04,,
WF,SU515487,PICKERINGS EUROPE LTD,08/05/2024,384205,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,314.46,,
WF,SU526719,PORTAKABIN LTD,02/05/2024,379177,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,ANNUAL RENTS/LEASES,Revenue,1,"1,846.01",,
WF,SU664311,MICHAEL THOMPSON LTD,16/05/2024,393407,CAPITAL COST CENTRES,CAPITAL - RESOURCES           ,CAPITAL ADDITIONS - OTHER,Capital,1,"2,454.81",,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,20/02/2024,303776,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,1,"5,270.00",,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,02/05/2024,379331,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,335.49,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,02/05/2024,379335,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,816.07,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,07/05/2024,380847,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"1,498.88",,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,14/05/2024,387634,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,621.31,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,20/05/2024,394842,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,303.66,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,20/05/2024,394843,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,631.56,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,20/05/2024,394847,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,465.12,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,20/05/2024,394848,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,373.92,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,20/05/2024,394849,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,461.21,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,22/05/2024,399780,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"3,077.00",,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,22/05/2024,399782,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,294.41,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,24/05/2024,400933,CAPITAL COST CENTRES,CAPITAL - RESOURCES           ,CAPITAL ADDITIONS - OTHER,Capital,1,"75,704.70",,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,24/05/2024,401026,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,407.45,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,31/05/2024,406741,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,464,,
WF,SU674139,TOP NOTCH CONTRACTORS LTD,31/05/2024,406743,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,327.47,,
WF,SU700815,T WARD & SON LTD,01/05/2024,378465,THRIVING COMMUNITIES,HOUSING                       ,REPAIRS & MAINTENANCE,Revenue,1,398.65,,
