company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,DP8643,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608057,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,200.00"
WF,DP32511,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608058,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,384.24
WF,DP53571,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608059,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,873.24"
WF,DP97095,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608061,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"11,804.32"
WF,DP106923,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608062,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.52
WF,DP113943,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608063,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,792.28"
WF,DP146235,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608064,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,989.80"
WF,DP161679,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608065,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,023.48"
WF,DP184143,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608066,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.24"
WF,DP189759,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608067,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"14,560.00"
WF,DP198183,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608068,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,025.72"
WF,DP226263,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608069,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,576.00"
WF,DP237495,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608070,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
WF,DP266979,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608071,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,853.20
WF,DP306291,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608072,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,346.04"
WF,DP309099,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608073,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,854.36
WF,DP313311,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608074,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,128.20"
WF,DP313311,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608074,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"5,128.20"
WF,DP327351,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608076,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,114.44"
WF,DP390531,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608077,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,464.32"
WF,DP390531,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608077,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,980.00
WF,DP408783,20/12/2024,ADULT SERVICES,OPERATIONS                    ,608078,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,816.08
