company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,PH4431,APPLEGARTH HEALTHCARE LTD,06/03/2025,681598,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,700.86"
WF,PH4431,APPLEGARTH HEALTHCARE LTD,06/03/2025,681598,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,2,"2,172.62"
WF,PH4431,APPLEGARTH HEALTHCARE LTD,20/03/2025,696373,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,971.92
WF,PH4431,APPLEGARTH HEALTHCARE LTD,20/03/2025,696373,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,728.94
WF,PH4431,APPLEGARTH HEALTHCARE LTD,20/03/2025,696373,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,3,"1,241.50"
WF,PH4431,APPLEGARTH HEALTHCARE LTD,20/03/2025,696373,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,4,931.12
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"1,956.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,"1,956.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"1,886.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"1,457.88"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,"1,886.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,"1,886.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,7,"1,700.86"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,8,"1,886.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681599,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,9,"1,700.86"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681600,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,1,"-1,886.22"
WF,PH8643,RIVERWELL BECK CARE HOME,06/03/2025,681600,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,2,"-1,886.22"
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"1,117.84"
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,838.38
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,3,"1,117.84"
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,4,838.38
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,728.94
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,971.92
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,7,808.38
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,8,"1,077.84"
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,9,808.38
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,10,"1,077.84"
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,11,728.94
WF,PH8643,RIVERWELL BECK CARE HOME,20/03/2025,696374,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,12,971.92
WF,PH10047,BOARBANK HALL NURS HOME,06/03/2025,681601,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"3,200.00"
WF,PH10047,BOARBANK HALL NURS HOME,20/03/2025,696375,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,828.57"
WF,PH10047,BOARBANK HALL NURS HOME,20/03/2025,696375,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"1,371.43"
WF,PH24087,RICHMOND FELLOWSHIP,06/03/2025,681602,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,322.08"
WF,PH24087,RICHMOND FELLOWSHIP,20/03/2025,696376,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,755.47
WF,PH24087,RICHMOND FELLOWSHIP,20/03/2025,696376,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,566.61
WF,PH33915,GATESGARTH,06/03/2025,681603,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"4,064.96"
WF,PH33915,GATESGARTH,20/03/2025,696377,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"2,322.83"
WF,PH33915,GATESGARTH,20/03/2025,696377,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"1,742.13"
WF,PH36723,THE GOOD COMPANIONS CUMB L,20/03/2025,696378,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,1,"1,980.00"
WF,PH36723,THE GOOD COMPANIONS CUMB L,20/03/2025,696378,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,2,540.00
WF,PH43743,GREYSTONE HOUSE,06/03/2025,681604,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,886.22"
WF,PH43743,GREYSTONE HOUSE,06/03/2025,681604,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"1,886.22"
WF,PH43743,GREYSTONE HOUSE,20/03/2025,696379,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,077.84"
WF,PH43743,GREYSTONE HOUSE,20/03/2025,696379,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,808.38
WF,PH43743,GREYSTONE HOUSE,20/03/2025,696379,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,808.38
WF,PH43743,GREYSTONE HOUSE,20/03/2025,696379,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"1,077.84"
WF,PH47955,HENRY LONSDALE TRUST,06/03/2025,681605,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,886.22"
WF,PH47955,HENRY LONSDALE TRUST,20/03/2025,696380,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,077.84"
WF,PH47955,HENRY LONSDALE TRUST,20/03/2025,696380,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,808.38
WF,PH59187,THE LAURELS,06/03/2025,681606,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"1,886.22"
WF,PH59187,THE LAURELS,06/03/2025,681606,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"1,886.22"
WF,PH59187,THE LAURELS,06/03/2025,681606,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"1,886.22"
WF,PH59187,THE LAURELS,20/03/2025,696381,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,808.38
WF,PH59187,THE LAURELS,20/03/2025,696381,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"1,077.84"
WF,PH59187,THE LAURELS,20/03/2025,696381,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"1,077.84"
WF,PH59187,THE LAURELS,20/03/2025,696381,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"1,077.84"
WF,PH59187,THE LAURELS,20/03/2025,696381,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,808.38
WF,PH59187,THE LAURELS,20/03/2025,696381,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,808.38
WF,PH87267,PARKFIELD,06/03/2025,681607,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"1,956.22"
WF,PH87267,PARKFIELD,06/03/2025,681607,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,"1,956.22"
WF,PH87267,PARKFIELD,06/03/2025,681607,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"1,886.22"
WF,PH87267,PARKFIELD,06/03/2025,681607,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,4,"1,956.22"
WF,PH87267,PARKFIELD,20/03/2025,696382,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,1,"1,117.84"
WF,PH87267,PARKFIELD,20/03/2025,696382,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,2,"1,117.84"
WF,PH87267,PARKFIELD,20/03/2025,696382,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,3,838.38
WF,PH87267,PARKFIELD,20/03/2025,696382,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,4,838.38
WF,PH87267,PARKFIELD,20/03/2025,696382,ADULT SERVICES,OPERATIONS                    ,NURSING CARE SPOT,Revenue,5,"1,117.84"
