Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,SU3027,AAM SERVICES LTD,07/08/2024,475459,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,SLDC Tipping & Disposal Chgs,Revenue,1,375
WF,SU11451,ADT FIRE AND SECURITY PLC,05/08/2024,469490,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,REPAIRS & MAINTENANCE,Revenue,1,347.51
WF,SU46551,ATKINSON BUILDING CONTRACTORS LTD,27/08/2024,490089,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,416.99
WF,SU84459,B & K BUILDERS LTD,01/08/2024,467794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,314
WF,SU84459,B & K BUILDERS LTD,06/08/2024,471095,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"1,506.96"
WF,SU84459,B & K BUILDERS LTD,06/08/2024,471096,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,552
WF,SU84459,B & K BUILDERS LTD,13/08/2024,477992,ADULT SERVICES,SERVICE PROVISION             ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,763
WF,SU84459,B & K BUILDERS LTD,27/08/2024,490570,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"15,615.60"
WF,SU84459,B & K BUILDERS LTD,27/08/2024,490571,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"10,524.02"
WF,SU84459,B & K BUILDERS LTD,30/08/2024,494988,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"64,306.45"
WF,SU98499,BORDER FLOOR LTD,16/08/2024,482448,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,380
