company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,DP8643,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497169,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,200.00"
WF,DP32511,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497170,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,384.24
WF,DP53571,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497171,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,539.92"
WF,DP97095,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497173,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"11,804.32"
WF,DP106923,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497174,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.52
WF,DP113943,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497175,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,207.88"
WF,DP146235,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497176,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,989.80"
WF,DP161679,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497177,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,508.28
WF,DP184143,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497178,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.24"
WF,DP189759,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497179,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"14,560.00"
WF,DP198183,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497180,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,025.72"
WF,DP226263,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497181,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,576.00"
WF,DP237495,03/09/2024,ADULT SERVICES,OPERATIONS                    ,497182,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
