company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,PH1415451,WILLOWBROOK HOUSE NURSING HOME,05/11/2024,560566,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"2,108.00"
WF,PH306291,CARTMEL GRANGE NURSING HME,14/11/2024,571471,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,1,"-31,200.48"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,7,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,8,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,9,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,10,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,11,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,12,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,13,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,14,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,15,"-8,489.06"
WF,PH318927,THE DAVID LEWIS CENTRE,14/11/2024,571474,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,16,"-8,489.06"
WF,PH519699,RISEDALE RETIREMENT HOME,14/11/2024,571507,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,2,"-5,479.38"
WF,PH519699,RISEDALE RETIREMENT HOME,14/11/2024,571507,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,1,"-5,098.44"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,7,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,8,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,9,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,10,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,11,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,12,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,13,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,14,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,15,"-3,044.00"
WF,PH1376139,THE AIREDALE NURSING HOME LIMITED,14/11/2024,571570,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,16,"-3,044.00"
WF,PH519699,RISEDALE RETIREMENT HOME,14/11/2024,571507,ADULT SERVICES,OPERATIONS                    ,NURSING CARE BLOCK,Revenue,5,"-2,749.68"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,17,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,18,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,19,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,20,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,21,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,22,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,23,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,24,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,25,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,26,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,27,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,28,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,29,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,30,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,31,"-2,552.48"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,32,"-2,552.48"
WF,PH716259,DALTON COURT NURSING HOME,14/11/2024,571515,ADULT SERVICES,OPERATIONS                    ,RESPITE RESIDENTIAL,Revenue,2,"-2,427.98"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,7,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,8,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,9,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,10,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,11,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,12,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,13,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,14,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,15,"-2,369.36"
WF,PH1249779,BELONG LIMITED,14/11/2024,571553,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,16,"-2,369.36"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,1,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,2,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,3,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,4,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,5,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,6,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,7,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,8,"-2,312.10"
WF,PH1237143,VALORUM CARE LTD,14/11/2024,571550,ADULT SERVICES,OPERATIONS                    ,RESIDENTIAL CARE SPOT,Revenue,9,"-2,312.10"
