Transaction number,Service Heads (T),Account (T),Transaction Date,Amount,Redactions, supplier groups A,B,L,SS)
FILTER AND REMOVE TICK AGAINST REDACTED"
42356200,Adult Care Sector,Other Establishments,06/12/2024,"£24,567.80",TRENT NURSING LTD
42356205,Adult Care Sector,Other Establishments,06/12/2024,£599.76,Hales Group Ltd
42356206,Adult Care Sector,Other Establishments,06/12/2024,"£13,600.80",Amara Care
42356209,Adult Care Sector,Other Establishments,06/12/2024,"£17,122.96",Amphion Home Care Services Ltd
42356210,Adult Care Sector,Other Establishments,06/12/2024,"£6,829.08",A.T.C.S. Ltd
42356213,Adult Care Sector,Other Establishments,06/12/2024,"£39,333.72",Creative Support
42356217,Adult Care Sector,Other Establishments,06/12/2024,"£3,733.36",Housing & Support Solutions Ltd
42356220,Adult Care Sector,Other Establishments,06/12/2024,"£27,634.88",New Concept Care & Nursing Ltd
42356223,Adult Care Sector,Other Establishments,06/12/2024,"£63,083.64",Sure Group
42356221,Adult Care Sector,Other Establishments,06/12/2024,"£77,124.64",Nl Group Limited
42356201,Adult Care Sector,Other Establishments,06/12/2024,"£4,898.88",Provide React
42356202,Adult Care Sector,Other Establishments,06/12/2024,"£33,596.64",Unique Community Services
42356207,Adult Care Sector,Other Establishments,06/12/2024,"£49,783.92",Amber Care (Lincolnshire) Ltd
42356208,Adult Care Sector,Other Establishments,06/12/2024,"£8,280.00",Amber House
42356212,Adult Care Sector,Other Establishments,06/12/2024,"£66,586.80",Goodwin Healthcare Services Ltd
42356215,Adult Care Sector,Other Establishments,06/12/2024,"£55,853.65",Elite Care Solutions Ltd
42356218,Adult Care Sector,Other Establishments,06/12/2024,"£59,133.40",Jme Care Ltd
42356225,Adult Care Sector,Other Establishments,06/12/2024,"£3,542.24",Promedica24 (Lancashire) Limited
42356230,Adult Care Sector,Other Establishments,06/12/2024,"£28,788.48",Solsken Ltd
42359679,Adult Care Sector,Other Establishments,13/12/2024,"£8,895.40",Affinity Care Consortium Ltd
42359681,Adult Care Sector,Other Establishments,13/12/2024,"£23,280.16",The Bridge Community Care Ltd
42359682,Adult Care Sector,Other Establishments,13/12/2024,"£12,433.16",Home From Home Care Management Ltd
42359683,Adult Care Sector,Other Establishments,13/12/2024,"£8,121.92",Hollybank Trust
42359686,Adult Care Sector,Other Establishments,13/12/2024,"£22,857.56",Newfound Care Ltd
42359687,Adult Care Sector,Other Establishments,13/12/2024,"£13,422.36",Sense
42359689,Adult Care Sector,Other Establishments,13/12/2024,"£1,763.42",BH Care Home Ltd
42359692,Adult Care Sector,Other Establishments,13/12/2024,"£4,257.80",Woodview Care Ltd
42359693,Adult Care Sector,Other Establishments,13/12/2024,"£1,113.74",Bupa Care Services (Commissioning) Ltd
42359694,Adult Care Sector,Other Establishments,13/12/2024,"£14,014.53",Bupa Care Services (Commissioning) Ltd
42359697,Adult Care Sector,Other Establishments,13/12/2024,"£22,996.80",Pathfinders Care (Ollerton) Ltd
42359701,Adult Care Sector,Other Establishments,13/12/2024,"£1,179.20",Abbey Drive West
42359703,Adult Care Sector,Other Establishments,13/12/2024,"£2,227.47",Complete Care (Uk) Ltd
42359704,Adult Care Sector,Other Establishments,13/12/2024,"£68,873.44",Amber House
42359707,Adult Care Sector,Other Establishments,13/12/2024,"£5,197.44",Balmoral House
42359708,Adult Care Sector,Other Establishments,13/12/2024,"£2,598.72",Ascot House
42359709,Adult Care Sector,Other Establishments,13/12/2024,"£18,551.24",Beechcroft House
42359710,Adult Care Sector,Other Establishments,13/12/2024,"£8,257.12",Blyton Court
42359711,Adult Care Sector,Other Establishments,13/12/2024,"£35,369.45",Hc One
42359716,Adult Care Sector,Other Establishments,13/12/2024,"£3,785.16",Cas Learning Disabilities Ltd
42359717,Adult Care Sector,Other Establishments,13/12/2024,"£1,763.42",Carseld
42359718,Adult Care Sector,Other Establishments,13/12/2024,"£13,033.44",P&N Care Home Ltd
42359720,Adult Care Sector,Other Establishments,13/12/2024,"£1,949.04",Clarence House Care Centre
42359721,Adult Care Sector,Other Establishments,13/12/2024,"£12,906.44",Community Solutions
42359722,Adult Care Sector,Other Establishments,13/12/2024,"£21,389.92",Community Solutions
42359723,Adult Care Sector,Other Establishments,13/12/2024,"£28,007.76",Cygnets Broughton House
42359731,Adult Care Sector,Other Establishments,13/12/2024,£556.87,Greenacres Care Home
42359733,Adult Care Sector,Other Establishments,13/12/2024,"£9,555.68",Havenmere
42359735,Adult Care Sector,Other Establishments,13/12/2024,"£12,595.56",Heathcotes (Heathcotes Care Ltd)
42359737,Adult Care Sector,Other Establishments,13/12/2024,"£29,069.00",Hica
42359740,Adult Care Sector,Other Establishments,13/12/2024,"£7,313.60",St Philips Care Caledonia Limited
42359742,Adult Care Sector,Other Establishments,13/12/2024,"£2,598.72",Holly House Residential Home
42359743,Adult Care Sector,Other Establishments,13/12/2024,"£2,598.72",Holme Farm Residential Rest Home
42359752,Adult Care Sector,Other Establishments,13/12/2024,"£13,224.52",The Legard
42359753,Adult Care Sector,Other Establishments,13/12/2024,"£1,472.36",The Legard
42359754,Adult Care Sector,Other Establishments,13/12/2024,"£11,392.16",The Legard
42359757,Adult Care Sector,Other Establishments,13/12/2024,"£3,729.96",Lincolnshire House Association Ltd
42359759,Adult Care Sector,Other Establishments,13/12/2024,"£9,745.20",Carisbrooke Manor
42359763,Adult Care Sector,Other Establishments,13/12/2024,"£4,362.14",Isle Care (Axholme) Ltd
42359764,Adult Care Sector,Other Establishments,13/12/2024,"£5,282.08",Norwood House Care Home
42359766,Adult Care Sector,Other Establishments,13/12/2024,"£54,459.12",Options Applegate
42359767,Adult Care Sector,Other Establishments,13/12/2024,"£17,383.44",Options Applegate
42359768,Adult Care Sector,Other Establishments,13/12/2024,"£5,197.44",Jasmine Health Care
42359769,Adult Care Sector,Other Establishments,13/12/2024,"£2,598.72",Richden Park Residential Home
42359770,Adult Care Sector,Other Establishments,13/12/2024,"£6,814.23",Prime Life Ltd
42359771,Adult Care Sector,Other Establishments,13/12/2024,"£26,948.76",Prime Life Ltd
42359772,Adult Care Sector,Other Establishments,13/12/2024,"£20,879.80",Prime Life Ltd
42359774,Adult Care Sector,Other Establishments,13/12/2024,"£12,266.52",Prime Life Ltd
42359775,Adult Care Sector,Other Establishments,13/12/2024,"£8,173.04",Prime Life Ltd
42359776,Adult Care Sector,Other Establishments,13/12/2024,"£92,314.54",Prime Life Ltd
42359777,Adult Care Sector,Other Establishments,13/12/2024,"£11,014.61",Prime Life Ltd
42359780,Adult Care Sector,Other Establishments,13/12/2024,"£19,623.52",Randolph House
42359781,Adult Care Sector,Other Establishments,13/12/2024,"£7,619.96",Redbourne Centre (Caretech)
42359782,Adult Care Sector,Other Establishments,13/12/2024,"£2,598.72",Abbey Village Ltd
42359784,Adult Care Sector,Other Establishments,13/12/2024,"£2,089.22",Ruckland Court Care Home
42359788,Adult Care Sector,Other Establishments,13/12/2024,"£3,602.68",STALLINGBOROUGH LODGE
42359789,Adult Care Sector,Other Establishments,13/12/2024,"£7,610.54",St Lawrence Residential Home
42359790,Adult Care Sector,Other Establishments,13/12/2024,"£2,598.72",St Mary'S (Visionary Care Ltd)
42359791,Adult Care Sector,Other Establishments,13/12/2024,"£3,108.00",Sycamore Lodge Care Home
42359793,Adult Care Sector,Other Establishments,13/12/2024,"£33,129.04",Tigh Bruadair
42359795,Adult Care Sector,Other Establishments,13/12/2024,"£15,396.92",Tigh Bruadair
42359797,Adult Care Sector,Other Establishments,13/12/2024,"£15,153.25",Holly Tree Lodge Nursing Home
42359799,Adult Care Sector,Other Establishments,13/12/2024,"£4,733.39",The Valleys Care Home
42359800,Adult Care Sector,Other Establishments,13/12/2024,£742.49,Warley House
42359804,Adult Care Sector,Other Establishments,13/12/2024,"£11,192.60",Willowbeck Healthcare Ltd
42359805,Adult Care Sector,Other Establishments,13/12/2024,"£5,197.44",Wrawby Hall Care Home
30273739,Adult Care Sector,Other Establishments,20/12/2024,"£27,987.20",Sycamore Lodge
30271860,Adult Care Sector,Other Supplies & Services,16/12/2024,"£18,659.20",Creative Support
30268125,Adult Intermediate Care,Agency Supply Staff,29/11/2024,"£1,333.60",Ongo Recruitment Ltd
30268649,Adult Intermediate Care,Agency Supply Staff,29/11/2024,"£1,335.02",Ongo Recruitment Ltd
30272545,Adult Intermediate Care,Agency Supply Staff,13/12/2024,"£3,634.17",Ongo Recruitment Ltd
30272546,Adult Intermediate Care,Agency Supply Staff,13/12/2024,"£1,127.21",Ongo Recruitment Ltd
30268883,Adult Intermediate Care,Clothing & Uniforms & Laundry,01/12/2024,"£1,037.95",Elis
30273686,Adult Intermediate Care,Clothing & Uniforms & Laundry,09/12/2024,£576.00,JLA LIMITED
30274393,Adult Intermediate Care,Clothing & Uniforms & Laundry,20/12/2024,£535.39,Mi Hub Ltd T/A Alexandra
30273519,Adult Intermediate Care,Equipment Maintenance and Repair,10/12/2024,"£1,597.52",Pickerings Europe Ltd
30273914,Adult Intermediate Care,Equipment Maintenance and Repair,10/12/2024,"£1,867.64",JLA LIMITED
30274508,Adult Intermediate Care,Licences - General,01/01/2025,"£4,736.25",Access Uk Ltd
30269831,Adult Intermediate Care,Other Supplies & Services,05/12/2024,"£1,168.75",Initial Washroom Solutions
30269438,Adult Intermediate Care,Provisions,14/11/2024,£523.07,Turner Price Ltd
30269387,Adult Intermediate Care,Provisions,21/11/2024,£695.16,Turner Price Ltd
30269442,Adult Intermediate Care,Provisions,28/11/2024,£715.01,Turner Price Ltd
30270092,Adult Intermediate Care,Provisions,05/12/2024,£685.38,Turner Price Ltd
30273618,Adult Intermediate Care,Provisions,12/12/2024,£649.89,Turner Price Ltd
30273596,Adult Intermediate Care,Provisions,19/12/2024,£580.06,Turner Price Ltd
30271539,Adult Safeguarding,Other Establishments,01/12/2024,"£3,233.06",Homegroup Ltd
30267800,Adult Safeguarding,Other Establishments,03/12/2024,"£7,866.66",Changing Lives
30270559,Adult Safeguarding,Other Establishments,11/12/2024,"£47,246.23",Blue Door Support Service Cic
30267435,Adult Safeguarding,Other Hired & Contracting Services,22/11/2024,"£1,282.60",Mr Muzammil Hayat
30267422,Adult Safeguarding,Other Hired & Contracting Services,24/11/2024,"£3,369.20",Dr Chandrashekar Rao
30267425,Adult Safeguarding,Other Hired & Contracting Services,24/11/2024,£569.00,Dr Madhu Gulati
30267409,Adult Safeguarding,Other Hired & Contracting Services,25/11/2024,"£1,481.20",DR GED GARRY
30267431,Adult Safeguarding,Other Hired & Contracting Services,25/11/2024,£544.80,Paragon Medical Ltd
30267406,Adult Safeguarding,Other Hired & Contracting Services,28/11/2024,£909.20,Paragon Medical Ltd
30271609,Adult Safeguarding,Other Hired & Contracting Services,04/12/2024,"£1,459.00",MH 24 LTD
30271613,Adult Safeguarding,Other Hired & Contracting Services,07/12/2024,£926.20,Mr Muzammil Hayat
30271607,Adult Safeguarding,Other Hired & Contracting Services,10/12/2024,"£3,716.00",Dr Chandrashekar Rao
30273773,Adult Safeguarding,Other Hired & Contracting Services,18/12/2024,"£1,297.00",MH 24 LTD
42359980,Adult Social Care - Localities,Direct Payments,20/12/2024,"£9,051.48",Redacted
42359985,Adult Social Care - Localities,Direct Payments,20/12/2024,"£1,178.44",Redacted
42359986,Adult Social Care - Localities,Direct Payments,20/12/2024,"£2,071.28",Redacted
42359988,Adult Social Care - Localities,Direct Payments,20/12/2024,£689.40,Redacted
42359993,Adult Social Care - Localities,Direct Payments,20/12/2024,"£1,394.72",Redacted
42359995,Adult Social Care - Localities,Direct Payments,20/12/2024,"£1,626.24",Redacted
42359996,Adult Social Care - Localities,Direct Payments,20/12/2024,"£1,374.24",Redacted
42359997,Adult Social Care - Localities,Direct Payments,20/12/2024,"£1,226.40",Redacted
42360000,Adult Social Care - Localities,Direct Payments,20/12/2024,"£2,612.96",Redacted
42360002,Adult Social Care - Localities,Direct Payments,20/12/2024,"£2,032.80",Redacted
42360004,Adult Social Care - Localities,Direct Payments,20/12/2024,"£2,747.80",Redacted
42360006,Adult Social Care - Localities,Direct Payments,20/12/2024,£913.84,Redacted
