Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,26/07/2024,VI-117368,"1,042.52",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,05/07/2024,VI-117115,"1,220.96",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,16/07/2024,VI-117951,"1,985.86",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,19/07/2024,VI-118190,"1,133.04",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,26/07/2024,VI-118766,"3,430.93",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,30/07/2024,VI-118399,"4,839.66",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,31/07/2024,VI-119207,"1,804.90",Revenue,Royal Mail,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,03/07/2024,VI-116658,"1,062.50",Revenue,Royal Mail Group Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Supplies and Services,Other Ext Provided Services,09/07/2024,VI-116710,"63,820.00",Revenue,Royal National Lifeboat Institution,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,03/07/2024,VI-116971,"2,970.00",Revenue,Rushmere St Andrew  PC,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/07/2024,VI-118460,"2,070.00",Revenue,Rushmere St Andrew  PC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,19/07/2024,VI-118440,"2,452.50",Revenue,Sampling Systems,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,04/07/2024,VI-117665,423.28,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,04/07/2024,VI-117666,"1,242.29",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,12/07/2024,VI-117719,"1,680.00",Revenue,Sancus Security Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,17/07/2024,VI-118142,"57,950.00",Revenue,Sanctus Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Hospitality,09/07/2024,VI-117468,302.40,Revenue,Sarnivores,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,26/07/2024,VI-117886,283.50,Revenue,Sarnivores,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,16/07/2024,VI-117947,255.00,Revenue,The Saxmundham & District Community,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117769,350.00,Revenue,Saxmundham Town Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,19/07/2024,VI-117531,"4,017.20",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,31/07/2024,VI-119136,"1,339.07",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Clothing & Uniforms,02/07/2024,VI-116932,464.20,Revenue,Screens,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,26/07/2024,VI-118830,"234,901.76",Capital,SEH French Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,General Purchases,26/07/2024,VI-117143,295.00,Revenue,Seletar Signs Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Microfilming/Photocopying/Scanning,16/07/2024,VI-117928,269.64,Revenue,Sharp Business Systems UK PLC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,31/07/2024,VI-119092,"15,136.00",Revenue,Evotix Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,11/07/2024,VI-118199,282.89,Revenue,Siemens Financial Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-118948,"3,476.50",Capital,Signs of The Times Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,02/07/2024,VI-115085,"1,343.44",Revenue,SLM Community Leisure Charitable Trust,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,09/07/2024,VI-117423,"5,250.00",Revenue,SLM Community Leisure Charitable Trust,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118479,"8,619.66",Revenue,SLM Community Leisure Charitable Trust,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,16/07/2024,VI-116505,"1,500.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,16/07/2024,VI-116506,"1,270.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,16/07/2024,VI-116507,"3,375.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,23/07/2024,VI-118549,"1,431.90",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,23/07/2024,VI-118547,"3,120.50",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,23/07/2024,VI-118544,"6,400.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,26/07/2024,VI-118546,"4,160.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/07/2024,VI-117200,466.20,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/07/2024,VI-117197,770.50,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,26/07/2024,VI-118902,"1,284.60",Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,26/07/2024,VI-118024,643.20,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,General Purchases,10/07/2024,VI-117446,350.00,Revenue,SOLACE Group Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Other Ext Provided Services,31/07/2024,VI-119237,"2,583.25",Revenue,Solo Housing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,23/07/2024,VI-118385,700.00,Revenue,Solon Security Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,31/07/2024,VI-119205,"1,200.00",Revenue,Solon Security Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,17/07/2024,VI-118145,"1,500.00",Revenue,Southwold Town Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/07/2024,VI-118366,600.00,Revenue,South Elmham St Margaret Village Hall,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,02/07/2024,VI-116816,"1,150.50",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,05/07/2024,VI-116817,"1,395.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Planned Maintenance,10/07/2024,VI-116819,"4,882.20",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,17/07/2024,VI-118175,"2,675.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,24/07/2024,VI-118176,"1,949.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,31/07/2024,VI-116820,742.50,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Vandalism,23/07/2024,VI-117745,"1,049.36",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,24/07/2024,VI-118174,"4,964.30",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Asbestos,24/07/2024,VI-118726,"2,763.60",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Responsive Maintenance,24/07/2024,VI-118727,275.32,Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Parks and Gardens,Premises Expenses,Building Services - Responsive Maintenance,30/07/2024,VI-117747,300.20,Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,30/07/2024,VI-117746,275.00,Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,16/07/2024,VI-118050,"2,857.50",Revenue,Splice Creative Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Consultants,19/07/2024,VI-117876,"1,736.00",Revenue,The Sports Consultancy Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Consultants,30/07/2024,VI-119060,"3,500.00",Revenue,The Sports Consultancy Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-119058,"1,877.00",Revenue,Sports and Leisure Management Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,30/07/2024,VI-118966,"1,250.00",Revenue,Spring Design & Advertising,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,03/07/2024,VI-116957,"8,601.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,03/07/2024,VI-116956,"8,601.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-119314,400.00,Revenue,St Andrews Church,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,30/07/2024,VI-119080,"12,072.56",Revenue,Standard Life,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,02/07/2024,VI-116907,421.92,Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,09/07/2024,VI-117374,"2,675.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,19/07/2024,VI-118421,"6,030.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,24/07/2024,VI-118579,"1,417.50",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,31/07/2024,VI-119305,"2,675.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-118845,300.00,Revenue,St Edmunds Church Centre,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,26/07/2024,VI-118798,"5,700.00",Revenue,Steria Consulting Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,24/07/2024,VI-116468,"14,724.00",Revenue,St Giles Trust,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,23/07/2024,VI-118527,"6,251.19",Revenue,St James Sth Elmham Parish,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117752,300.00,Revenue,Parish Church of St John,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117772,350.00,Revenue,St Johns PCC,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,16/07/2024,VI-118094,"15,000.00",Revenue,St Johns Hall Storage,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118380,"30,000.00",Revenue,St Johns Hall Storage,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-119240,350.00,Revenue,Beccles Parish - St Luke's Church Centre,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-118817,350.00,Revenue,Beccles Parish - St Luke's Church Centre,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,19/07/2024,VI-118393,400.00,Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,19/07/2024,VI-118392,400.00,Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,23/07/2024,VI-117885,897.68,Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,16/07/2024,VI-118020,500.00,Revenue,Store it right EA Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,26/07/2024,VI-118748,500.00,Revenue,Store it right EA Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-119318,325.00,Revenue,St Peter & Johns Church,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,12/07/2024,VI-117811,"1,000.00",Revenue,Sudbourne Village Hall,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,23/07/2024,VI-118016,"30,333.33",Revenue,The Suffolk Coast Ltd,,,,,,,,,,,,,,,
Leader of the Council,Growth Programme Partnership,Supplies and Services,Advertising,24/07/2024,VI-118603,"3,500.00",Revenue,The Suffolk Coast Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,03/07/2024,VI-116952,"4,750.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Electricity,05/07/2024,VI-113860,"37,796.29",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,12/07/2024,VI-116742,"3,840.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,16/07/2024,VI-117905,"1,780.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Electricity,17/07/2024,VI-117799,"210,150.30",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,17/07/2024,VI-118005,"26,000.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Premises Expenses,Rents Payable,23/07/2024,VI-116501,"4,115.98",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,23/07/2024,VI-118002,"1,953.76",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,23/07/2024,VI-118371,"2,250.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,24/07/2024,VI-118459,"3,775.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Recruitment Advertising,24/07/2024,VI-117917,"9,166.75",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Grants & Contributions,26/07/2024,VI-118741,"51,582.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Recruitment Advertising,30/07/2024,VI-118745,713.75,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,30/07/2024,VI-118762,"33,990.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Employee Expenses,Recruitment Advertising,30/07/2024,VI-119059,832.50,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,31/07/2024,VI-118761,"50,985.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/07/2024,VI-112560,"11,916,172.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,22/07/2024,VI-112546,"3,158,084.63",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,02/07/2024,VI-116921,"916,002.64",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,16/07/2024,VI-117915,"2,380.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,31/07/2024,VI-119392,"906,968.79",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/07/2024,VI-119004,"2,440.00",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,General Purchases,05/07/2024,VI-116580,500.00,Revenue,Suffolk Mind,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Enabling,Supplies and Services,Corporate Subscriptions,09/07/2024,VI-116741,"2,000.00",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/07/2024,VI-112534,"2,090,245.00",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/07/2024,VI-119074,840.00,Revenue,Suffolk Wildlife Trust,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/07/2024,VI-119073,"1,260.00",Revenue,Suffolk Wildlife Trust,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/07/2024,VI-118014,"1,000.00",Revenue,Suffolk Coastal Debt Centre,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Machine Repair & Maintenance,30/07/2024,VI-118945,329.01,Revenue,SWARCO Smart Charging Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-118085,"5,609.45",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-118086,"4,202.54",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-118087,"5,247.31",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,26/07/2024,VI-118801,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,19/07/2024,VI-118423,"3,714.30",Capital,TBF Traffic Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,19/07/2024,VI-118224,"1,610.00",Capital,TBF Traffic Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Risk Assessments,16/07/2024,VI-117422,"2,380.00",Revenue,Technicus Consulting,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,31/07/2024,VI-119344,684.00,Revenue,Teletrac Navman UK,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,31/07/2024,VI-119343,"2,508.00",Revenue,Teletrac Navman UK,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Grants & Contributions,09/07/2024,VI-105591,"6,274.14",Revenue,Thomas Mills High School,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/07/2024,VI-117968,750.00,Revenue,Thomas Mills High School,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Grants & Contributions,19/07/2024,VI-118184,"12,548.28",Revenue,Thomas Mills High School,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,10/07/2024,VI-117260,608.75,Revenue,Thorpeness hotel & golf,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,16/07/2024,VI-117912,339.06,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,17/07/2024,VI-118166,491.09,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,31/07/2024,VI-119159,299.40,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,03/07/2024,VI-116920,"8,786.25",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,09/07/2024,VI-117458,"6,052.50",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,26/07/2024,VI-118929,742.50,Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,26/07/2024,VI-118928,"4,050.00",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Electricity,17/07/2024,VI-107876,783.87,Revenue,Total Energies Gas & Power Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Other Office Expenses,25/07/2024,VI-118228,702.00,Revenue,Tower Leasing Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Hotel Accommodation,10/07/2024,VI-117436,351.16,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/07/2024,VI-117449,"8,630.98",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/07/2024,VI-117365,519.45,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/07/2024,VI-117283,"3,737.72",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/07/2024,VI-117278,"3,051.33",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/07/2024,VI-118552,"4,191.32",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/07/2024,VI-118553,371.00,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,30/07/2024,VI-118984,"10,927.35",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,30/07/2024,VI-119087,"5,629.93",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Equipment Hire,30/07/2024,VI-119022,"6,336.22",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Technical Training,02/07/2024,VI-116939,850.00,Revenue,TripleA Consult t/a Triple A Solutions,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,15/07/2024,VI-118565,"5,523.04",Revenue,Tusker,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,05/07/2024,VI-117208,"5,400.00",Revenue,Ray Tuttle Lift Services Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/07/2024,VI-118580,"6,579.86",Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/07/2024,VI-118584,"2,764.68",Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/07/2024,VI-118619,"7,803.10",Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
