Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,06/08/2024,VI-119395,"4,769.75",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,28/08/2024,VI-121073,445.00,Revenue,Walpole & Cookley Playing Field Trust,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118662,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118663,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118746,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118784,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118862,"8,173.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118916,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118965,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118985,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119066,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119078,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119115,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119116,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119124,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119127,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119158,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119396,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119587,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119588,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119589,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119590,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119983,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119977,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119975,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119952,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119893,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119816,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119814,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119813,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119689,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119660,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119625,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119591,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-120047,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120148,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120150,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120153,"4,415.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120247,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120252,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120275,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120197,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120295,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120298,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120300,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120399,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120328,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120327,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120326,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120325,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120322,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120321,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120320,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120319,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,16/08/2024,VI-120144,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,16/08/2024,VI-120474,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/08/2024,VI-120659,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/08/2024,VI-120660,"13,070.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/08/2024,VI-119586,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/08/2024,VI-120006,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/08/2024,VI-120668,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/08/2024,VI-120765,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/08/2024,VI-120278,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/08/2024,VI-120775,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120822,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120854,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120864,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120878,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120881,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120887,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120905,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120909,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120913,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120877,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120861,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120855,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-120944,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-120966,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121005,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121010,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121014,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121015,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121031,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121078,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121075,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121072,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121069,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121095,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-121088,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121162,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121150,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121114,"5,507.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121197,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121223,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121224,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/08/2024,VI-119464,369.50,Revenue,The Waterfront (Dovercourt) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,06/08/2024,VI-119577,490.00,Revenue,East Suffolk Conservative Councillors Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,28/08/2024,VI-121103,560.00,Revenue,East Suffolk Conservative Councillors Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,06/08/2024,VI-119580,504.00,Revenue,East Suffolk Labour Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,28/08/2024,VI-121106,504.00,Revenue,East Suffolk Labour Group,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Technical Training,09/08/2024,VI-119775,299.00,Revenue,Westminster Forum Management,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Conference Fees,09/08/2024,VI-119348,341.10,Revenue,Westminster Insight,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119401,350.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119399,764.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119397,"1,782.00",Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Operational Vehicle Hire,09/08/2024,VI-120040,820.26,Revenue,West Wallasey Car Hire Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,07/08/2024,VI-119670,"4,941.73",Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,20/08/2024,VI-120658,"1,615.00",Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120642,520.00,Revenue,The White Van Co. Removals Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,28/08/2024,VI-121051,332.50,Revenue,Wickham Market Parish Council,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Machine Repair & Maintenance,13/08/2024,VI-117350,392.50,Revenue,Withnell Sensors Limited,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Machine Repair & Maintenance,13/08/2024,VI-119372,297.50,Revenue,Withnell Sensors Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transfer Payments,Settlement Of Complaints,06/08/2024,VI-119644,"1,967.00",Revenue,Seafast Logistics,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,16/08/2024,VI-120449,"1,500.00",Revenue,Lowestoft Food bank,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,16/08/2024,VI-120302,"1,529.00",Revenue,Your Move Oliver James,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,23/08/2024,VI-120766,520.00,Revenue,Yoxford Village Hall,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,13/08/2024,VI-120039,493.29,Revenue,Zip Water UK Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119800,"10,632.50",Revenue,Zurich Municipal,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transfer Payments,Settlement Of Complaints,13/08/2024,VI-120001,"1,025.00",Revenue,W Saunders Ltd,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The following payments are in respect of the County Sports Partnership for which East Suffolk Council is the host authority.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Marketing & Promotions,28/08/2024,VI-120965,"3,328.00",Revenue,Cresign Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,14/08/2024,VI-120270,"1,727.50",Revenue,Flexoshop - Anything Print Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Employee Expenses,Qualification Training,20/08/2024,VI-120653,"2,360.00",Revenue,Know Your Own Health,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,14/08/2024,VI-120304,382.80,Revenue,SLM Community Leisure Charitable Trust,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,14/08/2024,VI-117470,"1,200.00",Revenue,Sports leaders - Leadership Skills,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,09/08/2024,VI-119766,269.10,Revenue,Westminster Insight,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,20/08/2024,VI-120560,600.00,Revenue,Yoga with Manon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The source of the data being used cannot separate out Value Added Tax which cannot be recovered. In these ,,,,,,,,,,,,,,,,,,,,,,,
instances the gross amount or full charge to the council has been shown.,,,,,,,,,,,,,,,,,,,,,,,
