Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,26/04/2024,VI-112046,"2,750.00",Revenue,Fenn Wright,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,05/04/2024,VI-111005,"3,477.60",Revenue,FERA,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/04/2024,VI-112343,"3,477.60",Revenue,FERA,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,30/04/2024,VI-113102,"7,452.00",Revenue,FERA,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,09/04/2024,VI-110945,"94,211.78",Revenue,Granicus-Firmstep Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,23/04/2024,VI-112359,"7,797.00",Revenue,First Light Festival C.I.C.,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,23/04/2024,VI-112697,"170,000.00",Revenue,First Light Festival C.I.C.,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Other Ext Provided Services,09/04/2024,VI-111538,573.42,Revenue,Firstcall Traffic Management Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/04/2024,VI-111702,930.00,Revenue,First Bungay Sea Scout Group,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/04/2024,VI-111684,"2,942.95",Revenue,Fisher Youth Theatre Group,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,17/04/2024,VI-112222,325.10,Revenue,Flagship Housing Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,02/04/2024,VI-110909,"1,254.84",Revenue,Flagship Housing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,02/04/2024,VI-110962,647.85,Revenue,Flagship Housing,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112437,"1,920.00",Revenue,Flixton St Cross and St Margarets PC,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,05/04/2024,VI-105917,295.00,Capital,Focus DGI Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,12/04/2024,VI-111880,"1,000.00",Revenue,Framlingham & District Business Association,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,16/04/2024,VI-112203,"2,000.00",Revenue,Framlingham & District Business Association,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,19/04/2024,VI-112176,"1,541.82",Revenue,Framlingham Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112438,"93,073.00",Revenue,Framlingham Town Council,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,05/04/2024,VI-111355,500.00,Revenue,Francis Taylor Building,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,17/04/2024,VI-107973,"3,000.00",Revenue,Francis Taylor Building,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Parks and Gardens,Supplies and Services,S106 REFCUS,09/04/2024,VI-111343,"9,930.63",Revenue,Friston Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112097,"1,969.89",Revenue,Friston Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112439,"5,010.25",Revenue,Friston Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112440,"2,477.14",Revenue,Frostenden Uggeshall & Sth Cove P C,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/04/2024,VI-113071,315.00,Capital,Fully Loaded Removals,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,12/04/2024,VI-111780,484.93,Revenue,G4S Cash Services (UK) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,12/04/2024,VI-111499,520.00,Capital,Ian Garrett Building Design Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,04/04/2024,VI-111034,"44,771.19",Revenue,Gasway Services Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,11/04/2024,VI-112162,"66,046.96",Revenue,Gasway Services Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,16/04/2024,VI-112055,"2,016.67",Revenue,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,16/04/2024,VI-112056,546.00,Revenue,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,10/04/2024,VI-111680,"11,297.94",Revenue,GB Adaptions Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,05/04/2024,VI-111336,"9,988.50",Revenue,G B Geotechnics Ltd t/a GBG Group,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,09/04/2024,VI-109131,295.00,Revenue,GDC Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Furniture and Equipment,30/04/2024,VI-112942,540.00,Revenue,GDC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Machine Repair & Maintenance,09/04/2024,VI-111122,335.00,Revenue,Gemini Data Loggers (Uk) Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hardware Maintenance,16/04/2024,VI-112171,"2,649.00",Revenue,Genus IT,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,26/04/2024,VI-112804,"13,087.25",Revenue,Gilbert Builders Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Beach,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111408,"3,730.98",Capital,Gipping Construction Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112441,"4,500.00",Revenue,Gisleham Parish Council,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,02/04/2024,VI-109994,"2,085.33",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,05/04/2024,VI-110587,"2,083.33",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,05/04/2024,VI-110589,"2,083.33",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,05/04/2024,VI-110590,"2,083.33",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,16/04/2024,VI-110588,"2,083.33",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,30/04/2024,VI-112207,"2,083.83",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,10/04/2024,VI-111659,"6,673.32",Revenue,Gould Adaptations Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,30/04/2024,VI-112920,"7,395.72",Revenue,Gould Adaptations Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Hotel Accommodation,09/04/2024,VI-111047,336.00,Revenue,GOV UK,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/04/2024,VC-003312,-280.73,Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/04/2024,VC-003311,-418.08,Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/04/2024,VI-111032,"6,730.55",Revenue,Graham,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,02/04/2024,VI-110728,"1,462.50",Revenue,Grapevine Computing,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112442,"8,000.00",Revenue,Great Bealings Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112443,"6,345.00",Revenue,Great Glemham Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,30/04/2024,VI-113082,"29,062.72",Revenue,Great Yarmouth Borough Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,05/04/2024,VI-110580,"6,897.97",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,05/04/2024,VI-111367,"8,720.82",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,10/04/2024,VI-111716,"7,156.60",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-110934,312.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-110935,259.20,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,16/04/2024,VI-111943,264.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,16/04/2024,VI-111955,312.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,16/04/2024,VI-111950,588.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/04/2024,VI-112194,"2,841.83",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/04/2024,VI-112638,"1,208.40",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,30/04/2024,VI-112914,"7,607.75",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,30/04/2024,VI-112940,"8,809.20",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,16/04/2024,VI-111987,"3,848.50",Revenue,Groundwork East,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Supplies and Services,Consultants,09/04/2024,VI-111503,"2,773.00",Revenue,Group 19 Architecture and Urban Design Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112098,"66,867.58",Revenue,Grundisburgh & Culpho PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112444,"10,500.05",Revenue,Grundisburgh & Culpho PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112445,"8,995.00",Revenue,Hacheston Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,23/04/2024,VI-112553,"7,062.50",Revenue,HACH Property Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,02/04/2024,VI-109863,"1,116.26",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,02/04/2024,VI-110900,776.10,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,02/04/2024,VI-110904,517.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,02/04/2024,VI-110906,598.98,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,05/04/2024,VI-110907,888.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,05/04/2024,VI-102056,612.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,05/04/2024,VI-102664,608.65,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,05/04/2024,VI-111404,301.75,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,05/04/2024,VI-110952,767.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,05/04/2024,VI-110953,532.68,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,09/04/2024,VI-110902,"2,725.05",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,09/04/2024,VI-111403,517.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,09/04/2024,VI-111405,"2,000.83",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,09/04/2024,VI-111406,720.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,10/04/2024,VI-111698,594.43,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,10/04/2024,VI-111497,639.27,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,10/04/2024,VI-111495,532.68,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,10/04/2024,VI-108733,"2,663.68",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,10/04/2024,VI-108019,745.55,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,12/04/2024,VI-111869,536.40,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,16/04/2024,VI-112067,"1,464.62",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,16/04/2024,VI-111969,720.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,16/04/2024,VI-111968,"1,166.60",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,16/04/2024,VI-111967,345.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,16/04/2024,VI-111870,604.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,19/04/2024,VI-111974,"2,209.51",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,23/04/2024,VI-112600,776.10,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,23/04/2024,VI-112601,552.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,24/04/2024,VI-112598,"2,626.85",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,24/04/2024,VI-112647,"1,925.61",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,26/04/2024,VI-112871,522.99,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,26/04/2024,VI-112876,661.56,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,30/04/2024,VI-112923,"2,381.35",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,30/04/2024,VI-112925,888.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,30/04/2024,VI-112926,771.41,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,30/04/2024,VI-113129,"1,925.46",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
