Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Materials For Resale,19/11/2024,VI-125716,"5,522.92",Revenue,Rix Petroleum Fuel & Lubricant Distributors,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/11/2024,VI-125156,812.94,Revenue,Robert Mayes Charity,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Industrial Estates,Supplies and Services,Surveyor Fees,19/11/2024,VI-125830,"1,250.00",Revenue,Roche Chartered Surveyors,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Industrial Estates,Supplies and Services,Surveyor Fees,19/11/2024,VI-125831,"10,000.00",Revenue,Roche Chartered Surveyors,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Legionella,06/11/2024,VI-125224,295.00,Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,29/11/2024,VI-125223,"1,091.00",Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,27/11/2024,VI-126363,"9,000.00",Revenue,Royal Haskoning Ltd,,,,,,,,,,,,,,,
Leader of the Council,Electoral Services,Supplies and Services,Postages,01/11/2024,VI-123915,844.39,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Electoral Services,Supplies and Services,Postages,08/11/2024,VI-124184,632.41,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Electoral Services,Supplies and Services,Postages,15/11/2024,VI-126032,653.83,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Electoral Services,Supplies and Services,Postages,22/11/2024,VI-124910,843.96,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Electoral Services,Supplies and Services,Postages,29/11/2024,VI-125542,787.43,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,01/11/2024,VI-124878,984.16,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,08/11/2024,VI-125275,860.82,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,15/11/2024,VI-125709,894.52,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Electoral Services,Supplies and Services,Postages,22/11/2024,VI-126091,351.92,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,22/11/2024,VI-126079,"1,520.00",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,27/11/2024,VI-126430,"1,117.39",Revenue,Royal Mail,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,06/11/2024,VI-125184,282.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Conference Fees,29/11/2024,VI-125491,450.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Surveyor Fees,06/11/2024,VI-124714,"3,500.00",Revenue,Rural Solutions Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Surveyor Fees,15/11/2024,VI-125651,"5,229.00",Revenue,Rural Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,06/11/2024,VI-125634,"1,284.13",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,06/11/2024,VI-125633,438.66,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,General Purchases,12/11/2024,VI-124772,311.85,Revenue,Sarnivores,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126455,"2,100.00",Revenue,Saxmundham Music and Arts CIC,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126496,"18,187.50",Revenue,Scott Farms,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,08/11/2024,VI-125454,"1,008.74",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,08/11/2024,VI-125490,"5,047.31",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,22/11/2024,VI-126067,"1,527.98",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,26/11/2024,VI-126120,"3,334.14",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/11/2024,VI-125890,"30,000.00",Revenue,Seckford Hall,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,08/11/2024,VI-125031,"469,311.58",Capital,SEH French Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Marketing & Promotions,08/11/2024,VI-125366,"1,800.00",Revenue,Sequence (UK) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Marketing & Promotions,08/11/2024,VI-125365,"1,800.00",Revenue,Sequence (UK) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,20/11/2024,VI-126004,692.30,Revenue,Serenity Property Agency Ltd,,,,,,,,,,,,,,,
Leader of the Council,Legal,Supplies and Services,Stationery,11/11/2024,VI-125442,259.20,Revenue,Shaw & Sons Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Contract Cleaning,12/11/2024,VI-125512,"2,350.00",Revenue,Shirley Shelley Industrial Cleaners Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Contract Cleaning,22/11/2024,VI-126109,"5,010.00",Revenue,Shirley Shelley Industrial Cleaners Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,General Purchases,01/11/2024,VI-124938,610.00,Revenue,Signway Supplies (Datchet) Ltd,,,,,,,,,,,,,,,
Leader of the Council,Legal,Supplies and Services,Legal Fees,19/11/2024,VI-125934,"3,566.67",Revenue,Six Pump Court - Chambers of  Stephen Hockman,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,22/11/2024,VI-125798,"2,275.00",Revenue,S J Soar Roofing Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,13/11/2024,VI-125658,"4,411.73",Revenue,SLM Community Leisure Charitable Trust,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,01/11/2024,VI-124853,"2,073.50",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,15/11/2024,VI-125744,900.00,Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,15/11/2024,VI-125743,"1,450.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,27/11/2024,VI-125746,"1,269.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/11/2024,VI-125615,339.60,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,27/11/2024,VI-126411,959.70,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,06/11/2024,VI-125237,539.68,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-125789,"2,583.25",Revenue,Solo Housing,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,General Purchases,11/11/2024,VI-125022,450.00,Revenue,Southwold Boating Lake and Tearooms,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Premises Expenses,Rents Payable,19/11/2024,VI-125200,275.00,Revenue,Southwold Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Supplies and Services,Hospitality,01/11/2024,VI-119029,270.84,Revenue,Southwold Sports Pavilion Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Premises Expenses,Building Services - Responsive Maintenance,01/11/2024,VI-124950,"1,790.84",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,01/11/2024,VI-124942,"1,590.22",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,01/11/2024,VI-124941,"3,764.71",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,01/11/2024,VI-124905,"26,713.50",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,01/11/2024,VI-124904,"11,915.75",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,05/11/2024,VI-124940,294.47,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,05/11/2024,VI-124943,"2,284.88",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,05/11/2024,VI-124947,446.48,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,08/11/2024,VI-125260,"7,482.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Vandalism,08/11/2024,VI-125259,"3,208.70",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Vandalism,08/11/2024,VI-125258,281.60,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Industrial Estates,Premises Expenses,Building Services - Responsive Maintenance,08/11/2024,VI-125256,265.00,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,08/11/2024,VI-125255,799.50,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,08/11/2024,VI-124948,"3,670.10",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,20/11/2024,VI-124854,291.50,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Premises Expenses,Building Services - Planned Maintenance,26/11/2024,VI-125703,607.20,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126395,"83,538.62",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-125704,"1,708.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Parks and Gardens,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-123955,334.65,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,22/11/2024,VI-125508,"3,360.00",Revenue,Splice Creative Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,06/11/2024,VI-125228,"2,451.00",Revenue,Standard Life,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,29/11/2024,VI-126574,"3,172.50",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126495,"2,487.25",Revenue,STA Technical Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,29/11/2024,VI-126436,273.00,Revenue,STC Solutions Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Nationally Significant Infrastructure Planning,Supplies and Services,Other Ext Provided Services,20/11/2024,VI-125697,"4,496.62",Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,13/11/2024,VI-125471,384.00,Revenue,STS Waste Removals Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,27/11/2024,VI-126168,750.00,Revenue,Sudbourne Park Printmakers,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Conference Fees,15/11/2024,VI-125581,"2,340.36",Revenue,Suffolk Agricultural Association,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Recruitment Advertising,01/11/2024,VI-124850,"4,185.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,CIL REFCUS,08/11/2024,VI-125381,"415,000.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,CIL REFCUS,08/11/2024,VI-125380,"615,240.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Waste Management,Transport Expenses,Gate Fees,12/11/2024,VI-125595,"593,974.74",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,12/11/2024,VI-125162,"4,745.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Community Safety,Supplies and Services,Grants & Contributions,19/11/2024,VI-125874,840.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Telephone Calls/Data/Broadband,19/11/2024,VI-125935,"80,727.14",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Felixstowe Vision Development,Supplies and Services,Consultants,19/11/2024,VI-125873,270.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126090,"1,000.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,26/11/2024,VI-126110,934.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,26/11/2024,VI-126107,467.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,26/11/2024,VI-126106,"4,575.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Recruitment Advertising,26/11/2024,VI-125562,"15,500.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-126383,"1,868.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-126112,"1,960.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Recruitment Advertising,29/11/2024,VI-125189,928.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/11/2024,VI-112564,"12,320,850.30",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/11/2024,VI-112550,"2,807,186.34",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,01/11/2024,VI-124889,"930,912.86",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,11/11/2024,VI-125428,430.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,11/11/2024,VI-125430,430.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,11/11/2024,VI-125431,430.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,06/11/2024,VI-124824,900.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/11/2024,VI-124901,"9,000.00",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125985,730.35,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125984,"1,059.00",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125983,"1,485.67",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125982,"1,118.18",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125981,732.30,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125980,"2,239.05",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125979,732.37,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,12/11/2024,VI-125588,750.00,Revenue,Suffolk Mind,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/11/2024,VI-112538,"2,161,265.11",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126451,"50,000.00",Revenue,Suffolk New College,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126459,"50,000.00",Revenue,Suffolk New College,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Furniture and Equipment,01/11/2024,VI-126021,"14,508.00",Revenue,Sunbelt Rentals Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Machine Repair & Maintenance,22/11/2024,VI-126013,329.01,Revenue,SWARCO Smart Charging Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,12/11/2024,VI-125648,"3,725.51",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Other Ext Provided Services,12/11/2024,VI-125591,"4,850.00",Revenue,The TAS Partnership Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Other Ext Provided Services,12/11/2024,VI-125539,"10,450.00",Revenue,The TAS Partnership Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,27/11/2024,VI-126362,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,08/11/2024,VC-003800,-500.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,08/11/2024,VI-125264,575.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,12/11/2024,VI-125556,625.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,20/11/2024,VI-126027,500.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,22/11/2024,VI-125804,"5,500.00",Revenue,Team Waveney Swimming Club,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,08/11/2024,VI-125403,684.00,Revenue,Teletrac Navman UK,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,08/11/2024,VI-125402,"2,508.00",Revenue,Teletrac Navman UK,,,,,,,,,,,,,,,
Leader of the Council,Legal,Supplies and Services,Corporate Subscriptions,29/11/2024,VI-125003,"38,742.24",Revenue,Thomson Reuters,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Housing Benefits,Supplies and Services,Furniture and Equipment,22/11/2024,VI-126103,328.00,Revenue,Tick Solutions Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Other Ext Provided Services,08/11/2024,VI-124642,400.00,Revenue,T M O Traffic Highways Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,01/11/2024,VI-124957,360.84,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,12/11/2024,VI-125222,268.30,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/11/2024,VI-125951,294.74,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Employee Expenses,Qualification Training,29/11/2024,VI-126438,850.00,Revenue,Total Training & Development Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,08/11/2024,VI-124935,"27,455.00",Revenue,Tourism Solutions Ltd T/A Hotel Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,11/11/2024,VI-125021,436.84,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124790,"5,731.95",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,05/11/2024,VI-125116,"7,487.44",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/11/2024,VI-125119,920.60,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,05/11/2024,VI-125176,"4,359.30",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/11/2024,VC-003830,-750.80,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/11/2024,VI-125800,309.77,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/11/2024,VI-125826,"4,711.13",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,27/11/2024,VI-126413,"3,304.67",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,27/11/2024,VI-126412,"2,199.72",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126552,"3,665.30",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126546,"2,210.79",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,11/11/2024,VI-125419,375.00,Revenue,Training ByteSize Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,22/11/2024,VI-126094,658.68,Revenue,Trimley St Mary Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Furniture and Equipment,15/11/2024,VI-125754,"7,507.29",Revenue,Tusker,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,22/11/2024,VI-125824,493.00,Revenue,Ray Tuttle Lift Services Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,27/11/2024,VI-126290,436.62,Revenue,Ufford Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Premises Expenses,Rents Payable,22/11/2024,VI-125659,"3,541.67",Revenue,Ufford Park Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,15/11/2024,VI-125702,"1,189.74",Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Analysts/Vets Fees,29/11/2024,VI-126450,420.30,Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,12/11/2024,VI-125572,"4,963.00",Capital,UK Power Networks,,,,,,,,,,,,,,,
