SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Learning Disabilities Services,Adult Care and Health,53259,Client Contributions - Supported Living,PRIORY SUPPORTED LIVING KENT,3200665,5044697,45140,-297.36,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,BROMLEY MENCAP,1856731,5044393,45140,15620,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,BROMLEY MENCAP,1856731,5044391,45140,1320,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,BROMLEY MENCAP,1856731,5044392,45140,12540,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,ABSOLUTE CARE SERVICES LTD,3151765,5044325,45140,303.44,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,BM HOMECARE LTD,3148731,5044380,45140,303.68,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5044416,45140,913.8399999999999,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE OUTLOOK LIMITED,3119225,5044419,45140,475.82,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5044421,45140,79.64,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CHOICE SUPPORT,3115662,5044444,45140,661.96,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CHOICE SUPPORT,3115662,5044443,45140,661.96,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,FABS DOMICILIARY HOMECARE LTD,3143468,5044500,45140,675.99,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,HOMECARE BROMLEY,3128817,5044549,45140,179.72,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5044710,45140,561.1,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,SOMA HEALTHCARE LTD,3151872,5044739,45140,96.95,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,BRITISH HOME AND HOSPITAL FOR INCURABLES,3151467,5044389,45140,4122.76,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,KINGS LODGE NURSING HOME,3120474,5044577,45140,13179.92,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,MISSION CARE,2125137,5044626,45140,1419.6,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,MISSION CARE,2125137,5044625,45140,2192.08,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,NELLSAR LIMITED,1882880,5044646,45140,5216.02,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,SIMPLY CARE (UK) LIMITED,3202135,5044737,45140,10813.56,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,VOYAGE LTD,3126762,5044787,45140,17268.480000000003,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ACHIEVE TOGETHER LTD,3152626,5044326,45140,92044.13000000002,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ALMOND CARE PROVIDERS LTD,3137019,5044338,45140,7638.12,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ALMOND CARE PROVIDERS LTD,3137019,5044340,45140,24193.72,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ALMOND CARE PROVIDERS LTD,3137019,5044337,45140,5555.24,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ALMOND CARE PROVIDERS LTD,3137019,5044341,45140,75559.56999999999,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,APHEK LTD,3151164,5044349,45140,13203.84,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,APHEK LTD,3151164,5044351,45140,19518.72,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,AVENUES TRUST GROUP LTD,3007240,5044363,45140,2342.8,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,BRANDON TRUST,3152941,5044385,45140,155703.45999999993,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CANTERBURY OAST TRUST * 3000326,3000326,5044413,45140,7156.700000000001,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CANTERBURY OAST TRUST * 3000326,3000326,5044412,45140,6414.95,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CARE EXPERTISE LTD,3125536,5044417,45140,6642,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CHOICE SUPPORT,3115662,5044444,45140,87056.29000000002,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,COMFORT CARE RECRUITMENT & TRAINING LTD,3202633,5044451,45140,6860.210000000001,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CREATIVE SUPPORT LTD,3141703,5044460,45140,22679.32,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CREATIVE SUPPORT LTD,3141703,5044459,45140,20603.479999999996,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CREATIVE SUPPORT LTD,3141703,5044458,45140,13734.720000000001,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,DARETHEALTHCARE UK LTD,3124886,5044469,45140,1316.8599999999997,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,DIAGRAMA HEALTHCARE SERVICES LTD,3151042,5044476,45140,190541.58000000022,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,FIRST CARE LODGE LTD,3148465,5044503,45140,9355.08,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,FORGE HOUSE CARE LTD,3143186,5044508,45140,53608.8,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GLENHOLME HEALTHCARE (NGC) LTD,3147850,5044519,45140,8561.68,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GOLD CARE SERVICES LTD,3141338,5044521,45140,10681.6,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GOLDSMITH PERSONNEL LTD,3151687,5044522,45140,7687.68,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GRESHAM CARE OPERATIONS LTD,3201730,5044527,45140,8606.4,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GRESHAM CARE OPERATIONS LTD,3201730,5044528,45140,10878.44,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GRESHAM CARE OPERATIONS LTD,3201730,5044529,45140,15014.119999999999,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,GRESHAM CARE OPERATIONS LTD,3201730,5044530,45140,8277.36,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,HEALTH PERSONNEL LTD,3143714,5044538,45140,7194.72,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,INDEPENDENCE HOMES LTD,3012199,5044558,45140,11321.760000000002,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,INDEPENDENCE HOMES LTD,3012199,5044556,45140,3574.920000000002,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,INDEX CARE LTD,3143094,5044560,45140,1592.6499999999987,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LEWISHAM NEXUS SERVICE T/A AURORA NEXUS,3128325,5044590,45140,131682.39000000007,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LIFEWAYS COMMUNITY CARE LTD,3201555,5044592,45140,4028.76,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LIRAL VEGET TRAINING AND RECRUITMENT LTD,3140721,5044595,45140,69479.36,TCR TRAINING
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LIVING SPRING SOLUTIONS (CARE & TRAINING) LTD,3151744,5044597,45140,15986.88,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LIVING SPRING SOLUTIONS (CARE & TRAINING) LTD,3151744,5044596,45140,7428.72,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,MANOR CARE HOMES LTD,3136850,5044613,45140,6069.08,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,MUGELLO APARTMENTS 016545,3141832,5044798,45140,11419.84,IND RESIDENTIAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,NORWOOD SCHOOLS LTD,3127503,5044660,45140,13935.14,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,PRIORY SUPPORTED LIVING KENT,3200665,5044697,45140,5400.84,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,REDACTED PERSONAL DATA,3022442,5044755,45140,2329.24,IND AGENCY CARERS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ROYAL SCHOOL FOR THE BLIND,3201160,5044720,45140,6129.110000000008,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,SANCTUARY HOME CARE LTD,3126726,5044727,45140,36220.479999999996,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,SPENCER AND ARLINGTON LTD,3105830,5044743,45140,99069.44,VENDOR
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,SUNNYSIDE DOMICILIARY SUPPORT SERVICES LTD,3125490,5044749,45140,2889.44,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,THE HOME FARM TRUST LTD * 1635646,1635646,5044764,45140,3182.48,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,THE KENT AUTISTIC TRUST,1815792,5044765,45140,11147.56,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,TRANSPARENT CARE LTD,3147280,5044780,45140,5165.28,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER LTD,3152626,5044326,45140,26967.64,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACORN WATFORD LTD,3109416,5044328,45140,3142.52,VENDOR
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ALLIED CARE,3100773,5044335,45140,6491.64,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,AMENDED FROM PHILLIPS O9005 BALLATER LODGE & O11980,3122227,5044516,45140,15496.96,IND RESIDENTIAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,APPLE HOUSE LTD,3120705,5044352,45140,7775.4400000000005,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ARRAN HEALTHCARE LTD,3013783,5044353,45140,5279.76,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASHINGHAM HOUSE LTD,3121463,5044355,45140,7062.56,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASHINGTON HOUSE,3110502,5044356,45140,8424.04,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASPENS ENTERPRISES LTD,3200031,5044359,45140,17648.64,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,BARONSMEDE SUPPORT SERVICES LTD,3136037,5044372,45140,11291.380000000001,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,BETHANY LODGE KENT LTD,1970291,5044376,45140,6319.570000000001,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,BLACK SWAN CARE GROUP,3152124,5044378,45140,4453.16,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,BOULEVARD CARE LTD HEAD OFFICE,1777254,5044384,45140,3592.52,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,BUPA CARE SERVICES,3020554,5044404,45140,9219.110000000002,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,BUPA CARE SERVICES,3020554,5044402,45140,3328,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CAMBIAN SIGN POST LTD,3137378,5044408,45140,17162.32,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CAMPHILL BLAIR DRUMMOND,3201314,5044409,45140,6313.92,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CANTERBURY OAST TRUST * 3000326,3000326,5044414,45140,34831.52,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CANTERBURY OAST TRUST * 3000326,3000326,5044411,45140,5213.64,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CARE DIRECT UK LTD,3134821,5044415,45140,4898.88,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CARE EXPERTISE LTD,3125536,5044418,45140,7111.6,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CARETECH COMMUNITY SERVICES LTD,3011185,5044425,45140,70648.0199999999,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CARETECH COMMUNITY SERVICES LTD,3011185,5044423,45140,11573.900000000001,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CARETECH COMMUNITY SERVICES LTD,3011185,5044424,45140,10601.05999999999,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CAS CARE SERVICES LTD,3141960,5044427,45140,22994.42,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CHARING ROSE LTD,3104550,5044433,45140,3898.92,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CRAEGMOOR HEALTHCARE,3026556,5044455,45140,7669.039999999999,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CRAEGMOOR HEALTHCARE,3026556,5044454,45140,3481.08,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CRAEGMOOR HEALTHCARE,3026556,5044456,45140,10007.24,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CYGNET DH LTD,3151790,5044467,45140,17230.72,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CYGNET HEALTH CARE LIMITED,3123447,5044468,45140,17266.08,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,DIAGRAMA HEALTHCARE SERVICES LTD,3151042,5044475,45140,37890.37999999999,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,DYZACK LIMITED,3010916,5044483,45140,14773.2,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,EAST VIEW HOUSING MANAGEMENT LTD,1737635,5044484,45140,14295.499999999995,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,EDEN HEALTH CARE SERVICES (UK) LTD,3141175,5044485,45140,46466.24,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ELYSIUM HEALTHCARE LTD,3142394,5044489,45140,33484.82999999999,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,FIRCROFT * 3018718,3018718,5044502,45140,5729.2,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,FREEWAYS TRUST LTD,1368532,5044513,45140,5034.380000000014,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,FRIENDS THERAPEUTIC COMMUNITY TRUST,3200877,5044515,45140,27605.76,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,GLENHOLME HEALTHCARE LTD,3151119,5044520,45140,5610.56,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,GRAVESEND INDEPENDENT LIVING SERVICES LTD,3200235,5044524,45140,5034.64,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,GRESHAM CARE OPERATIONS LTD,3201730,5044530,45140,20705.879999999997,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,HAZELDENE LTD,3111486,5044535,45140,12799.120000000003,VENDOR
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,HAZELDENE LTD,3111486,5044534,45140,12445.920000000002,VENDOR
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,HEATHCOTES SOUTHERN LTD,3143879,5044540,45140,9304.76,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,HSN CARE LTD,3141225,5044552,45140,16264.72,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,INDEPENDENCE HOMES LTD,3012199,5044557,45140,9575.250000000004,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,JUGA HOMES LTD,3146361,5044571,45140,22734.72,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,KISIMUL GROUP LTD,3141920,5044581,45140,57972.21000000001,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5044589,45140,11626.2,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LIFETIME CARE DEVELOPMENT LTD,3152724,5044591,45140,9548.08,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,MACINTYRE CARE,1683675,5044612,45140,3353.9300000000003,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,MEATH EPILEPSY TRUST,3107077,5044618,45140,16561.08,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,MR & MRS PURMESSUR T/A BAYTREES,3133169,5044632,45140,8715.090000000004,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,NEW DIRECTIONS,3100153,5044648,45140,7779.12,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,NORWOOD SCHOOLS LTD,3127503,5044661,45140,15514.109999999993,ST SUPP LODGE
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,O1422 JENNIFER'S LODGE,3027497,5044638,45140,2194,IND RESIDENTIAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ORCHARD VALE TRUST,1775090,5044671,45140,18650.92,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,PRECIOUS HOMES,3151965,5044695,45140,15070.8,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,QUALITIES SERVICES LTD,3202704,5044700,45140,10184.6,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,REDACTED PERSONAL DATA,3036215,5044763,45140,21163.49000000001,CHILDRENS RES UNITS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,RIDGEWOOD CARE SERVICES LTD,3141156,5044708,45140,42369.24,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,RIDGEWOOD CARE SERVICES LTD,3141156,5044707,45140,18530.4,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,RIGHT SUPPORT MANAGEMENT LTD,3128505,5044709,45140,6957.68,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ROOKHURST LODGE,3140439,5044713,45140,9492.929999999997,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,RYDE HOUSE HOMES LTD,3148461,5044721,45140,15843.4,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,SENSE,3109013,5044733,45140,6875.88,TCR CONSULTANT
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,SOLDEN HILL HOUSE,1026836,5044738,45140,5098.72,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,SPECIALISED HOUSING & CARE LTD,3143353,5044741,45140,9516.4,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THE DAVID LEWIS CENTRE LTD,1578898,5044757,45140,5470.48,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THE DRIVE CARE HOMES LTD,3102504,5044759,45140,11769.119999999999,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THE GRANGE (2016) LTD,3139213,5044761,45140,3823.36,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THE HOME FARM TRUST LTD * 1635646,1635646,5044764,45140,14483.220000000001,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THE MILLS FAMILY LIMITED,3000932,5044766,45140,3952,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THE PADDOCK,3009030,5044773,45140,6554.68,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,UNITED RESPONSE,3140882,5044783,45140,3900.4799999999996,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,VOYAGE LTD,3126762,5044787,45140,22970.740000000013,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,WILLIAM BLAKE HOUSE,3133582,5044792,45140,10763.240000000003,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65566,Emergency Placement - Nursing,MISSION CARE,2125137,5044626,45140,3329.6,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65566,Emergency Placement - Nursing,MISSION CARE,2125137,5044625,45140,3329.6,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3142090,5044568,45140,7693.459999999997,IND DIRECT PAYMENTS
 Mental Health Services,Adult Care and Health,53236,Fairer Charging Nursing Care Income,THE OAKS (SPRING) LTD,3152547,5044771,45140,-1730.24,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,04221 LAWRIE PARK LODGE,3100194,5044633,45140,-1185.64,IND RESIDENTIAL
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,AMBIENT SUPPORT LIMITED,3148917,5044342,45140,-2683.44,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,HOMELANDS * 3008893,3008893,5044550,45140,-312,OTHER CREDS
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LOVESTAR LTD,3103746,5044606,45140,-483.20000000000005,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,OATLANDS CARE LTD,3110978,5044664,45140,-483.2,VENDOR
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,SANCTUARY CARE LTD,3028217,5044726,45140,-691.04,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,SHOOTERS HILL RESIDENTIAL HOME,3123612,5044735,45140,-483.2,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,64348,General Contingency,CHISLEHURST CARE LIMITED,3022783,5044441,45140,2891.2,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,ABSOLUTE CARE SERVICES LTD,3151765,5044325,45140,628,TCR DOMICILIARY PROVIDER
