Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
Adult Care and Health,OATLANDS CARE LTD,45084,5038037,64963.24000000001,VENDOR
Adult Care and Health,OATLANDS CARE LTD,45084,5038037,3266.2000000000003,VENDOR
Adult Care and Health,OATLEIGH CARE LTD,45084,5038038,34252.740000000005,TCR RESIDENTIAL HOME
Adult Care and Health,OATLEIGH CARE LTD,45084,5038038,3014.4,TCR RESIDENTIAL HOME
Adult Care and Health,ONE HOUSING GROUP LTD,45084,5038039,6705.92,TCR LANDLORD
Adult Care and Health,ORCHARD VALE TRUST,45084,5038040,5130.92,OTHER CREDS
"Children, Education and Families",OWNLIFE FOSTERING LTD,45084,5038041,4811.94,TCR SUPPLIER GENERAL
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45084,5038042,19667.96,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45084,5038042,380.45,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45084,5038042,1769.0900000000008,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038043,3016,TCR RESIDENTIAL HOME
Adult Care and Health,PARK AVENUE HEALTHCARE LTD,45084,5038046,7725.4400000000005,COMPANY
Adult Care and Health,PARK AVENUE HEALTHCARE LTD,45084,5038047,17425.06,COMPANY
Adult Care and Health,PARKVIEW NURSING HOME,45084,5038048,30046.35,TCR RESIDENTIAL HOME
Adult Care and Health,PARTNERSHIPS IN CARE LTD,45084,5038049,4052.6,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45084,5038051,1540.9,TCR LEGAL
Adult Care and Health,PCAS KENT LTD,45084,5038052,5041.6,ST SUPP LODGE
Adult Care and Health,PEACE MANOR LTD,45084,5038054,4406.52,TCR SUPPLIER GENERAL
Adult Care and Health,PENBERTH HOUSE,45084,5038055,5102.28,TCR RESIDENTIAL HOME
Adults Balance Sheet Total,PG PASSENGER SERVICES LTD,45084,5038056,6248.5,TCR TRANSPORT
Adult Care and Health,PLUM CARE LTD,45084,5038057,15706.18,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45084,5038057,367.33000000000004,TCR DOMICILIARY PROVIDER
Adult Care and Health,POLISH CITIZENS COMMITTEE HOUSING ASSOCIATION LTD,45084,5038058,3296.92,TCR RESIDENTIAL HOME
Adult Care and Health,POSITIVE OPPORTUNITIES LTD,45084,5038059,8139.04,TCR SUPPLIER GENERAL
Adult Care and Health,POSITIVE SOLUTIONS KENT CIC,45084,5038060,18217.079999999998,ST SUPP LODGE
"Children, Education and Families",POTTON KARE SERVICES LTD,45084,5038062,138,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45084,5038062,705.6,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45084,5038062,153.9,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45084,5038063,1483.4,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038064,14587.599999999999,TCR RESIDENTIAL HOME
Adult Care and Health,PRIORY CARE SERVICES LTD,45084,5038065,5031.44,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45084,5038065,240.87,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY MEWS HEALTHCARE LTD,45084,5038066,3128.32,TCR SUPPLIER GENERAL
Adult Care and Health,PRIORY SUPPORTED LIVING KENT,45084,5038067,4991.4800000000005,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038068,17766.490000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038068,165.34,TCR DOMICILIARY PROVIDER
"Children, Education and Families",PROSPERO GROUP LTD,45084,5038069,646.48,TCR SUPPLIER GENERAL
Adult Care and Health,QUEEN ELIZABETH HOUSE,45084,5038070,5553.6,OTHER CREDS
Adult Care and Health,QUEEN ELIZABETH'S FOUNDATION,45084,5038071,13478.720000000001,OTHER CREDS
Adult Care and Health,QUEEN ELIZABETH'S FOUNDATION,45084,5038071,-9064.93,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038072,18047.2,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038073,41402.840000000004,TCR RESIDENTIAL HOME
Adult Care and Health,RIGHT SUPPORT MANAGEMENT LTD,45084,5038074,6498.4800000000005,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038075,12041.12,CHILDRENS RES UNITS
Adult Care and Health,ROOKHURST LODGE,45084,5038076,4044.16,TCR RESIDENTIAL HOME
Adult Care and Health,ROWENA HOUSE LIMITED,45084,5038078,9317.61,OTHER CREDS
Adult Care and Health,ROYAL MASONIC BENEVOLENT INSTITUTION,45084,5038079,14540.16,OTHER CREDS
Adult Care and Health,ROYAL MASONIC BENEVOLENT INSTITUTION,45084,5038080,29184.489999999998,OTHER CREDS
Adult Care and Health,ROYAL SCHOOL FOR THE BLIND,45084,5038081,5834.48,ST SUPP LODGE
"Children, Education and Families",RSP LTD * 3000664,45084,5038082,63.6,OTHER CREDS
"Children, Education and Families",RSP LTD * 3000664,45084,5038082,146.95,OTHER CREDS
"Children, Education and Families",RSP LTD * 3000664,45084,5038082,377.8,OTHER CREDS
Adult Care and Health,RYDE HOUSE HOMES LTD,45084,5038083,15360.199999999999,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038084,2892.24,TCR RESIDENTIAL HOME
Adult Care and Health,SANCTUARY CARE LTD,45084,5038085,5720,TCR RESIDENTIAL HOME
Adult Care and Health,SANCTUARY CARE LTD,45084,5038086,11678.59,TCR RESIDENTIAL HOME
Adult Care and Health,SANCTUARY CARE LTD,45084,5038086,1667.6799999999998,TCR RESIDENTIAL HOME
Adult Care and Health,SANCTUARY HOME CARE LTD,45084,5038087,36220.479999999996,TCR DOMICILIARY PROVIDER
Adult Care and Health,SANDHURST REST HOME,45084,5038088,2699.44,TCR RESIDENTIAL HOME
Adult Care and Health,SENSE,45084,5038090,6392.68,TCR CONSULTANT
Adult Care and Health,SHAW TRUST LTD,45084,5038091,600.01,OTHER CREDS
Adult Care and Health,SHAW TRUST LTD,45084,5038092,3000,OTHER CREDS
Adult Care and Health,SHAW TRUST LTD,45084,5038093,3100,OTHER CREDS
Adult Care and Health,SHINE PARTNERSHIPS LTD,45084,5038094,5157.44,TCR RESIDENTIAL HOME
Adult Care and Health,SHOOTERS HILL RESIDENTIAL HOME,45084,5038095,4784,TCR RESIDENTIAL HOME
Adult Care and Health,SHOOTERS HILL RESIDENTIAL HOME,45084,5038095,3643.3200000000006,TCR RESIDENTIAL HOME
Adult Care and Health,SIMPLY CARE (UK) LIMITED,45084,5038097,10813.56,TCR RESIDENTIAL HOME
Adult Care and Health,SOLDEN HILL HOUSE,45084,5038098,4615.52,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038099,2310.83,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038099,193.9,TCR DOMICILIARY PROVIDER
Adult Care and Health,SOUTHGARTH PARTNERSHIP,45084,5038100,1646.3600000000001,TCR RESIDENTIAL HOME
Adult Care and Health,SPECIALISED HOUSING & CARE LTD,45084,5038101,9033.199999999999,TCR RESIDENTIAL HOME
Adult Care and Health,SPENCER AND ARLINGTON LTD,45084,5038102,15050.8,VENDOR
Adult Care and Health,SPRINGMARSH HOMES LTD,45084,5038103,3335.4,TCR RESIDENTIAL HOME
Adult Care and Health,ST ELIZABETH'S CENTRE,45084,5038104,17474.48,TCR RESIDENTIAL HOME
Public Protection and Enforcement,STM ENVIRONMENTAL CONSULTANTS LTD,45084,5038105,1425.85,TCR SUPPLIER GENERAL
Adult Care and Health,SUNBIRD CARE LTD,45084,5038106,485.59000000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,SUNBIRD CARE LTD,45084,5038106,2044.28,TCR DOMICILIARY PROVIDER
Adult Care and Health,SUNNYSIDE DOMICILIARY SUPPORT SERVICES LTD,45084,5038107,2889.44,TCR DOMICILIARY PROVIDER
Adult Care and Health,SUNRISE MENTAL HEALTH LTD,45084,5038108,4973.08,ST SUPP LODGE
Adult Care and Health,SUPPORT FOR LIVING LTD,45084,5038109,2912,TCR RESIDENTIAL HOME
Adult Care and Health,SUPREME HOMES LTD,45084,5038110,12741.659999999996,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038111,2722.15,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038111,693.78,TCR SUPPLIER GENERAL
Adult Care and Health,TAMEHAVEN LTD * 3024708,45084,5038112,1631.52,OTHER CREDS
"Children, Education and Families",TELEFONICA O2 UK LTD,45084,5038113,5,TCR SUPPLIER GENERAL
Environment & Community Services,TELEFONICA O2 UK LTD,45084,5038113,307,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",TELEFONICA O2 UK LTD,45084,5038113,164.37,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",TELEFONICA O2 UK LTD,45084,5038113,7,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",TELEFONICA O2 UK LTD,45084,5038113,9.5,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038114,2329.24,IND AGENCY CARERS
Adult Care and Health,THE DAVID LEWIS CENTRE LTD,45084,5038116,4945.48,OTHER CREDS
Adult Care and Health,THE DISABILITIES TRUST,45084,5038117,3701.04,OTHER CREDS
Adult Care and Health,THE DRIVE CARE HOMES LTD,45084,5038118,11285.92,TCR RESIDENTIAL HOME
Adult Care and Health,THE GRANGE (2016) LTD,45084,5038119,3340.1600000000003,TCR RESIDENTIAL HOME
Adult Care and Health,THE HEATHERS,45084,5038120,1572.8400000000001,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038121,19222.88,CHILDRENS RES UNITS
Adult Care and Health,THE HOME FARM TRUST LTD * 1635646,45084,5038122,3182.48,TCR RESIDENTIAL HOME
Adult Care and Health,THE HOME FARM TRUST LTD * 1635646,45084,5038123,12590.440000000002,TCR RESIDENTIAL HOME
Adult Care and Health,THE KENT AUTISTIC TRUST,45084,5038124,11147.56,OTHER CREDS
Adult Care and Health,THE MILLS FAMILY LIMITED,45084,5038125,8459.32,OTHER CREDS
Adult Care and Health,THE MILLS FAMILY LIMITED,45084,5038126,10284.98,OTHER CREDS
Adult Care and Health,THE MILLS FAMILY LIMITED,45084,5038126,3952,OTHER CREDS
Adult Care and Health,THE MILLS FAMILY LIMITED,45084,5038127,48178.130000000005,OTHER CREDS
Adult Care and Health,THE MORTIMER SOCIETY,45084,5038128,7072,TCR RESIDENTIAL HOME
Adult Care and Health,THE MORTIMER SOCIETY,45084,5038129,14664.48,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038130,18113.440000000002,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038131,44685.11,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45084,5038131,25605.72,TCR RESIDENTIAL HOME
Adult Care and Health,THE PADDOCK,45084,5038132,6049.68,TCR RESIDENTIAL HOME
Adult Care and Health,THE ROYAL STAR & GARTER HOMES,45084,5038134,3051,TCR RESIDENTIAL HOME
Adult Care and Health,THE SWALLOWS,45084,5038135,9089.11,TCR RESIDENTIAL HOME
Adult Care and Health,THE WHITE HOUSE CARE HOME,45084,5038136,14645.279999999999,TCR RESIDENTIAL HOME
Adult Care and Health,TRANSPARENT CARE LTD,45084,5038138,5165.28,TCR DOMICILIARY PROVIDER
"Children, Education and Families",TRINITY SCHOOL,45084,5038139,12500,VENDOR
Adult Care and Health,UNICORN PROJECTS CARE SERVICES LTD,45084,5038140,4211.6,TCR RESIDENTIAL HOME
Adult Care and Health,UNITED RESPONSE,45084,5038141,3417.2799999999997,TCR SUPPLIER GENERAL
Adult Care and Health,VICTORY CARE HOME LTD,45084,5038142,2912,TCR RESIDENTIAL HOME
Adult Care and Health,VIKING CARE LTD,45084,5038143,4474.25,TCR DOMICILIARY PROVIDER
Adult Care and Health,VILLA MARIA CARE LTD,45084,5038144,2293.69,TCR RESIDENTIAL HOME
Adult Care and Health,VOYAGE LTD,45084,5038146,15522.16,TCR RESIDENTIAL HOME
Adult Care and Health,VOYAGE LTD,45084,5038147,19644.739999999998,TCR RESIDENTIAL HOME
Adult Care and Health,WATERSTONE RESIDENTIAL CARE LTD,45084,5038148,10105.96,TCR RESIDENTIAL HOME
Adult Care and Health,WCS CARE GROUP LIMITED,45084,5038149,3563.92,TCR RESIDENTIAL HOME
Adult Care and Health,WELCOME CARE HOME,45084,5038150,14260.48,TCR RESIDENTIAL HOME
Adult Care and Health,WILLIAM BLAKE HOUSE,45084,5038152,9293.039999999999,TCR RESIDENTIAL HOME
Adult Care and Health,WILLOWBROOK HEALTHCARE LTD,45084,5038153,6400,TCR RESIDENTIAL HOME
Adult Care and Health,YARA ENTERPRISES LTD,45084,5038154,9170.96,TCR RESIDENTIAL HOME
Adult Care and Health,MUGELLO APARTMENTS 016545,45084,5038156,11419.84,IND RESIDENTIAL
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45085,5038160,7150.999999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45085,5038160,242.48000000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45085,5038160,671.8399999999999,TCR DOMICILIARY PROVIDER
CEF Balance Sheet Total,REDACTED PERSONAL DATA,45085,5038161,1404,IND OTHER
"Children, Education and Families",AFFINITY FOSTERING SERVICES LTD,45085,5038163,1042.47,TCR SUPPLIER GENERAL
Adult Care and Health,AMBIENT SUPPORT LIMITED,45085,5038167,36988.4,TCR RESIDENTIAL HOME
Adult Care and Health,AMBIENT SUPPORT LIMITED,45085,5038168,36988.4,TCR RESIDENTIAL HOME
"Renewal, Recreation and Housing",APEX HOUSING SOLUTIONS LTD,45085,5038169,60496.85,TCR LANDLORD
Adult Care and Health,ARVAL UK LTD,45085,5038170,606.58,OTHER CREDS
Control Balance Sheet Total,ARVAL UK LTD,45085,5038170,6229.200000000001,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038171,540,TCR CONSULTANT
"Renewal, Recreation and Housing",ASSET PROPERTY & FINANCE LTD,45085,5038172,10567.9,TCR LANDLORD
Environment & Community Services,BISHOP CHALLONER SCHOOL,45085,5038176,800,LBB SCHOOL
"Renewal, Recreation and Housing",BK PROPERTY MANAGEMENT SERVICES LTD,45085,5038177,8441.3,TCR LANDLORD
Adult Care and Health,BM HOMECARE LTD,45085,5038178,9489.439999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45085,5038178,1252.6800000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45085,5038178,797.1600000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRISEN COMPANY LTD,45085,5038179,-218.23999999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRISEN COMPANY LTD,45085,5038179,1441.3200000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,BROMLEY  LEWISHAM AND GREENWICH MIND,45085,5038181,40833.33,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038183,8748.449999999999,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038183,152.26,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038183,532.1800000000001,TCR SUPPLIER GENERAL
Adults Balance Sheet Total,CENTAUR OVERLAND TRAVEL LTD,45085,5038184,2985.6,TCR TRANSPORT
"Children, Education and Families",CHARLTON PARK ACADEMY,45085,5038185,2580.25,PCS LA SCHOOL
Adult Care and Health,CHOICE SUPPORT,45085,5038187,697.1600000000001,TCR RESIDENTIAL HOME
Adult Care and Health,CHOICE SUPPORT,45085,5038188,793.1600000000001,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",CITY CLEANING & SUPPORT SERVICES LTD,45085,5038190,22153.18,TCR SUPPLIER GENERAL
Adult Care and Health,COMMUNITY LINKS BROMLEY,45085,5038191,12988.41,OTHER CREDS
RCCM Capital Total,REDACTED PERSONAL DATA,45085,5038192,402.78,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45085,5038192,4430.55,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038193,6957.29,IND CARERS/MOTHERS
"Renewal, Recreation and Housing",CREST MANOR LTD,45085,5038194,12607.7,TCR SUPPLIER GENERAL
Adult Care and Health,DATASET LTD,45085,5038197,760,TCR SUPPLIER GENERAL
Adult Care and Health,DEAFPLUS,45085,5038198,12179.5,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",DELTALET LTD,45085,5038199,3348,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038200,1070,TCR CONSULTANT
"Resources, Commissioning and Contracts Management",EDENRED (UK GROUP) LTD,45085,5038201,532.49,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",EDENRED (UK GROUP) LTD,45085,5038202,921,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",EDENRED (UK GROUP) LTD,45085,5038203,2415.8900000000003,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",ELDERFLOWER ESTATE LTD,45085,5038205,1035,TCR LANDLORD
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038206,1071,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038208,5133.239999999999,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038209,527,TCR TRANSPORT
"Children, Education and Families",FLOWER SKILLS & TRAINING LTD,45085,5038210,1320,TCR TRAINING
"Children, Education and Families",FOUNDATIONS: SUPPORTING FAMILIES,45085,5038211,850,TCR SUPPLIER GENERAL
Environment & Community Services,REDACTED PERSONAL DATA,45085,5038212,4684.2,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038214,3914.5,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038215,4000,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038216,5491.42,CHILDRENS RES UNITS
Adult Care and Health,HESTIA HOUSING & SUPPORT,45085,5038217,25813.46,TCR SUPPLIER GENERAL
Adult Care and Health,HESTIA HOUSING & SUPPORT,45085,5038218,25813.46,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",HOMESOLVE PROPERTY MANAGEMENT LTD,45085,5038219,961,TCR LANDLORD
Environment & Community Services,IDVERDE LTD,45085,5038220,2956.47,TCR SUPPLIER GENERAL
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45085,5038223,6930,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038225,37000,TCR DOMICILIARY PROVIDER
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45085,5038227,1849.89,VENDOR
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45085,5038227,1454.04,VENDOR
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45085,5038227,99.55,VENDOR
Control Balance Sheet Total,KINTO UK LIMITED,45085,5038228,3944.36,TCR SUPPLIER GENERAL
"Children, Education and Families",LEARN SOLUTIONS LTD (TLC LIVE),45085,5038231,528,TCR SUPPLIER GENERAL
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45085,5038232,14150.82,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45085,5038232,6702.25,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",LINK TREASURY SERVICES LTD,45085,5038233,485,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45085,5038234,10695,TCR LANDLORD
"Children, Education and Families",MARJORIE MCCLURE SCHOOL,45085,5038235,2412,LBB SCHOOL
"Children, Education and Families",MARJORIE MCCLURE SCHOOL,45085,5038236,3264,LBB SCHOOL
Control Balance Sheet Total,MATRIX SCM LIMITED,45085,5038237,288698.34,IRC_JOB_AGENCY
"Children, Education and Families",MCBRYER BEG,45085,5038238,3514.09,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",MIDOS MANAGEMENT CO LTD,45085,5038239,10788,TCR SUPPLIER GENERAL
RRH Capital Total,MODULE-AR LTD,45085,5038241,132114,SUB-CONTRACTOR
"Renewal, Recreation and Housing",MR CHARANTOOR SINGH T/A KINGS MOVE,45085,5038243,795,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",MR CHARANTOOR SINGH T/A KINGS MOVE,45085,5038244,990,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45085,5038249,900,IND DIRECT PAYMENTS
RCCM Capital Total,NAMOS SOLUTIONS LTD,45085,5038250,24000,TCR SUPPLIER GENERAL
RCCM Capital Total,NAMOS SOLUTIONS LTD,45085,5038251,45395.01,TCR SUPPLIER GENERAL
"Children, Education and Families",NONSTOP CONSULTING LTD,45085,5038252,3000,TCR STAFF AGENCY
"Children, Education and Families",NONSTOP CONSULTING LTD,45085,5038253,4300,TCR STAFF AGENCY
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45085,5038254,4433,TCR LANDLORD
Adult Care and Health,P & E CARE LTD,45085,5038257,45246.26,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45085,5038257,1799.8899999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45085,5038257,1064.84,TCR DOMICILIARY PROVIDER
RCCM Capital Total,PELLINGS LLP,45085,5038258,5629.9,VENDOR
"Children, Education and Families",RENT CONNECT,45085,5038261,2170,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",RENT CONNECT,45085,5038261,109694,TCR SUPPLIER GENERAL
Public Protection and Enforcement,REDACTED PERSONAL DATA,45085,5038264,2755,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038265,565,TCR SUPPLIER GENERAL
Adult Care and Health,RIVER GARDEN CARE LTD,45085,5038267,8136.869999999999,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45085,5038267,561.1,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45085,5038267,1110.58,TCR RESIDENTIAL HOME
"Children, Education and Families",RIVERSTON SCHOOL * 2187884,45085,5038268,7960,OTHER CREDS
RCCM Capital Total,ROCK TOWNSEND ARCHITECTS LLP,45085,5038269,15500,COMPANY
"Renewal, Recreation and Housing",SAFE HOMES SE,45085,5038270,39507,TCR LANDLORD
"Children, Education and Families",SEND UK SOLUTIONS,45085,5038271,5640,TCR TRAINING
"Children, Education and Families",REDACTED PERSONAL DATA,45085,5038272,5314.33,TCR SUPPLIER GENERAL
Public Protection and Enforcement,SOUTH DERBYSHIRE DISTRICT COUNCIL,45085,5038273,1668.5,PCS LOCAL AUTH
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45085,5038275,46307.5,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",SURESTART HOMES LTD,45085,5038277,2294,TCR SUPPLIER GENERAL
"Children, Education and Families",SURREY COUNTY COUNCIL,45085,5038278,36983,PCS LOCAL AUTH
ECS Capital Total,TFL SURFACE TRANSPORT,45085,5038279,5000,OTHER CREDS
"Children, Education and Families",THE ARTEMIS TEAM LTD,45085,5038280,5078.5599999999995,OTHER CREDS
"Children, Education and Families",THE ARTEMIS TEAM LTD,45085,5038281,11942.86,OTHER CREDS
