Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031328,796.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031329,12831.720000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031330,1106.1599999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031332,719.1200000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031334,690,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031334,875.54,FOSTER PARENTS
RRH Capital Total,DOLPHIN MOBILITY LTD,45035,5031335,3250,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031336,850.2,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031338,1813.2199999999998,IND DIRECT PAYMENTS
"Children, Education and Families",DYNAMIC LIVING LTD,45035,5031340,3782,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031345,3268.2000000000003,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031348,3161.33,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031349,4451.37,IND AGENCY CARERS
Adult Care and Health,EUROPEAN NURSING AGENCY,45035,5031350,1200,OTHER CREDS
Environment & Community Services,EXACTRAK,45035,5031352,580,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031353,2647.7200000000003,IND DIRECT PAYMENTS
"Resources, Commissioning and Contracts Management",FOUNDRY CHAMBERS,45035,5031354,1386,TCR LEGAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031355,978.76,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031355,2136.42,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031357,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031357,918.7,IND FOSTER CARER
"Children, Education and Families",GRAFF-CITY LTD,45035,5031361,543.25,TCR SUPPLIER GENERAL
"Children, Education and Families",GRAFF-CITY LTD,45035,5031362,1038.12,TCR SUPPLIER GENERAL
Adult Care and Health,HAMPTON'S RESOURCING LTD,45035,5031363,14806.05,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031364,1427.96,IND DIRECT PAYMENTS
"Renewal, Recreation and Housing",HUNTERS,45035,5031368,9696,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",HYDE HOUSING ASSOCIATION,45035,5031369,1300.02,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031371,3103.12,IND FOSTER CARER
Environment & Community Services,IDVERDE LTD,45035,5031372,449884.85,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031376,3071.79,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031378,674.04,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031379,815.48,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031382,4990.64,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031383,18745.32,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031384,883.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031387,734.52,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031388,1691.0199999999998,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031390,849.5,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031393,918.7,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031394,1017.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031395,1017.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031396,734.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031398,751.76,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031399,1549.54,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031401,686.28,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031408,621.4300000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031408,897.62,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031412,915,IND FOSTER CARER
"Children, Education and Families",KENT COUNTY COUNCIL,45035,5031415,2702.87,PCS LOCAL AUTH
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031418,3452.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031419,893.52,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031421,2021.36,IND DIRECT PAYMENTS
"Renewal, Recreation and Housing",LAND USE CONSULTANTS LTD,45035,5031423,1288,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031426,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031426,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031428,2420.6499999999996,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031429,808.12,IND FOSTER CARER
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031430,1184.88,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031431,3138.7599999999998,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031432,3333.84,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031433,4521.76,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031434,4374.76,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031435,4417.64,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031436,4417.64,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031437,4417.64,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031438,4631.320000000001,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031439,6719.96,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031440,11351.28,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031441,15119.91,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031442,14741.28,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031442,8469.84,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45035,5031443,40180.84,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031444,634.4,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031446,798.6700000000001,IND DIRECT PAYMENTS
"Resources, Commissioning and Contracts Management",LEX AUTOLEASE LTD,45035,5031448,1478.2799999999997,TCR SUPPLIER GENERAL
Control Balance Sheet Total,LEX AUTOLEASE LTD,45035,5031449,10059.34,TCR SUPPLIER GENERAL
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45035,5031450,10816.08,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45035,5031451,10941.28,TCR RESIDENTIAL HOME
"Children, Education and Families",LIFE PHOTOGRAPHY,45035,5031452,919.5,TCR SUPPLIER GENERAL
Adult Care and Health,LIQUID PERSONNEL LTD,45035,5031456,679.7,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",LONDON BOROUGH OF HILLINGDON,45035,5031458,15002.5,PCS LOCAL AUTH
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45035,5031459,16000,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031460,2043.8399999999992,IND FOSTER CARER
"Children, Education and Families",LOTTIES NURSERIES LTD,45035,5031461,806.73,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031462,1089.96,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031463,652.6,IND FOSTER CARER
Environment & Community Services,M & J GROUP CONSTRUCTION & ROOFING LTD,45035,5031464,43658.05,SUB-CONTRACTOR
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031465,703.6600000000001,IND FOSTER CARER
RRH Capital Total,REDACTED PERSONAL DATA,45035,5031466,9132,SUB-CONTRACTOR
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031467,1356.46,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031468,18400.21,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031469,986.74,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031469,480.2,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031470,1289.7199999999998,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031472,819.64,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031473,1440.6999999999998,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031474,502.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031476,875.32,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031480,504.82,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031481,183.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031481,1443.25,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031482,148.46,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031482,1837.3999999999996,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031482,103.22,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031483,728,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031487,1039.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031488,3814.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031489,905.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031490,1086.92,IND FOSTER CARER
"Children, Education and Families",MET POLICE (HAYES) SPORTS CLUB,45035,5031492,1550,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031493,703.66,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031496,2279.16,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031497,2711.5200000000004,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031499,672.96,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031501,6609.04,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031502,8154.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031506,581.28,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031510,1851.32,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031513,2398.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031516,627.28,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031517,1102.3600000000001,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031521,561.8999999999999,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031524,883.52,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031526,649.18,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031528,600.8399999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031530,3996.2999999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031531,846.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031533,1587.8000000000002,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031534,3016.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031535,652.4,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031537,659.8,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031539,900,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031543,1357.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031546,2365.12,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031551,1416.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031552,413.32,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031552,402.16,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031556,663,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031559,656.54,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031563,772.3199999999999,IND FOSTER CARER
RRH Capital Total,MODULE-AR LTD,45035,5031564,48597,SUB-CONTRACTOR
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031567,6241.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031569,2070.6,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031570,2892.1799999999994,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031571,1158.8,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031572,548.12,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031573,815.48,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031573,815.48,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031574,1221.1599999999999,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031575,740.28,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031577,1837.3999999999996,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031577,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031579,815.48,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031580,1026.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031582,1449.9,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031583,1269.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031587,2321.14,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031588,772.3199999999999,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031591,2410.51,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031592,1482.18,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031593,1486.32,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031594,5903.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031595,2390.19,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031596,1338.7599999999998,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031597,516.54,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031597,986.74,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031598,728.1800000000001,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031600,1454.51,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031601,2600.1800000000003,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031602,892.1700000000001,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031603,1370.6100000000001,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031604,724.72,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031605,1923.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031608,4571.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031609,1707.34,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031610,2220.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031611,1282.12,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031612,1152.4399999999998,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031613,1802.2199999999996,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031614,1017.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031616,1434.6399999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031617,972.19,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031618,4789.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031621,1739.02,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031622,2539.2799999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031624,1176.58,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031627,2228.62,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031628,1136.31,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031629,1350.9,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031630,2327.12,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031631,909.7000000000002,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031632,2134.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031639,703.6600000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031641,1341.1599999999999,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031642,918.7,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031643,918.7,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031644,2760.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031647,3382.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031650,909.7999999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031651,1447.98,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031652,684.02,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031653,1819.02,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031656,4318.88,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031657,657.32,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031660,703.44,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031661,841.6399999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031662,868.08,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031663,703.36,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031665,1284.02,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031666,781.12,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031666,928.7,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031667,1469.0399999999997,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031667,1500.08,IND FOSTER CARER
