SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Env Serv - Rech Works E Jobs,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,REFUSE VEHICLE SOLUTIONS LTD,3150491,5056812,45237,55,TCR SUPPLIER GENERAL
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,IDVERDE LTD,3137441,5059044,45258,850,TCR SUPPLIER GENERAL
 Env Serv - Rech Works Deposits,Enviromnent Balance Sheet Total,21312,Receipts in Advance Central Government Bodies,REDACTED PERSONAL DATA,3107064,5057108,45239,2000,IND REFUND
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CANNON CARS,1664360,5056674,45236,10546.08,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CENTAUR OVERLAND TRAVEL LTD,1005162,5056358,45233,2985.6000000000004,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,EAGLE ONE TRANSPORT LTD,3203464,5056683,45236,6839.5,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3148214,5056480,45233,11795,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,EAGLE ONE TRANSPORT LTD,3203464,5056252,45232,6669,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3150060,5058062,45247,17092,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CENTAUR OVERLAND TRAVEL LTD,1005162,5056760,45237,3358.8,TCR TRANSPORT
 SS&H - Burial Accounts,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,ROWLAND BROTHERS LTD,3132717,5057311,45243,881,TCR SUPPLIER GENERAL
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5056232,45232,9997.95,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5057885,45246,6607.84,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5059848,45260,9194.23,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5059849,45260,15108.7,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5057038,45239,5170.67,IND OTHER
 Education Nurseries EYPP,CEF Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,APEL CONSTRUCTION LTD,3202827,5059008,45258,12337.75,SUB-CONTRACTOR
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,INEQE GROUP LTD,3135212,5058154,45250,1350,TCR SUPPLIER GENERAL
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,THE ASSOCIATION OF SAFEGUARDING PARTNERS,3150886,5059945,45260,825,VOS CHARITY ORG
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,SAFE4SCHOOLS LTD,3201432,5058304,45251,1809.5999999999997,TCR TRAINING
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3019304,5056811,45237,560,IND TRAINING
 Children Voluntary Fund,CEF Balance Sheet Total,21811,Short Term Provisions,REDACTED PERSONAL DATA,3202960,220361,45239,1271.89,IND OTHER
 Capital Maintenance in Schools,CEF Capital Total,68154,Capital Main Works,UK POWER SOLUTIONS LTD,3201094,5058126,45247,6929,SUB-CONTRACTOR
 Basic Needs,CEF Capital Total,68154,Capital Main Works,BURNT ASH PRIMARY SCHOOL (ACADEMY),3137546,5058052,45247,1664,TCR IND SCHOOL
 Basic Needs,CEF Capital Total,68154,Capital Main Works,ST MARY'S CATHOLIC PRIMARY SCHOOL,3114281,5057321,45243,8098,LBB SCHOOL
 Basic Needs,CEF Capital Total,68154,Capital Main Works,BALGOWAN PRIMARY SCHOOL (ACADEMY),3123469,5058042,45247,950,TCR IND SCHOOL
 Basic Needs,CEF Capital Total,68154,Capital Main Works,FARNBOROUGH PRIMARY SCHOOL (ACADEMY),3135555,5056397,45233,744842,LBB SCHOOL
 Basic Needs,CEF Capital Total,68155,Consultants Costs,PELLINGS LLP,1401602,5056563,45233,788.43,VENDOR
 Basic Needs,CEF Capital Total,68155,Consultants Costs,PELLINGS LLP,1401602,5058677,45252,4318.89,VENDOR
 Basic Needs,CEF Capital Total,68155,Consultants Costs,BAILY GARNER LLP,3033397,5057905,45246,984.38,OTHER CREDS
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILEY PARTNERSHIP,3126576,5056321,45233,448.64,TCR CONSULTANT
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILEY PARTNERSHIP,3126576,5057134,45240,2464.55,TCR CONSULTANT
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILEY PARTNERSHIP,3126576,5057346,45244,22255.46,TCR CONSULTANT
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILEY PARTNERSHIP,3126576,5057133,45240,1549.2,TCR CONSULTANT
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILEY PARTNERSHIP,3126576,5057048,45239,2502.33,TCR CONSULTANT
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILY GARNER LLP,3033397,5057905,45246,3695,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5056483,45233,7655.5,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3150253,5057855,45245,25000,IND OTHER
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5057436,45244,7074,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,FREEWAY LIFT SERVICES LTD,3003222,5057376,45244,2575,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5058191,45251,27875,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5059421,45259,4941,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5056793,45237,16887.71,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5056751,45237,800,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5056484,45233,10331.66,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5056752,45237,4417,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5057172,45240,9085,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5057131,45240,2284,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5057171,45240,1120,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,HIGHER ELEVATION LTD,3113225,5057380,45244,5096,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5057170,45240,730,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5059062,45258,16967,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5058328,45251,7225,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,LIBRA CONSTRUCTION SERVICES LTD,3101497,5058832,45253,5128,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5058261,45251,22441,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,HOME ADAPTATIONS SOUTHEAST LTD,3138428,5058246,45251,9256,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ONIK TERZIAN,3202562,5059080,45258,5200,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,STILTZ LTD,3202255,5058319,45251,16803,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,KENT MOBILITY LTD,3200589,5058256,45251,972.75,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ONIK TERZIAN,3202562,5058667,45252,7927.5,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5058267,45251,8091.04,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,INDEPENDENCE BROKERAGE SERVICES CIC,3147130,5059047,45258,714.67,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,FREEWAY LIFT SERVICES LTD,3003222,5059039,45258,5265,OTHER CREDS
 LIP Formula Funding,ECS Capital Total,68114,Other Fees,STYLE BRANDS,3119363,5057413,45244,4320,TCR SUPPLIER GENERAL
 LIP Formula Funding,ECS Capital Total,68143,Traffic Surveys,TRAFFIC WATCH (UK) LTD,3129192,5058940,45254,1520,TCR SUPPLIER GENERAL
 LIP Formula Funding,ECS Capital Total,68143,Traffic Surveys,TRAFFIC WATCH (UK) LTD,3129192,5058941,45254,2170,TCR SUPPLIER GENERAL
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,NATIONWIDE DATA COLLECTION,3133428,5059923,45260,3100,TCR SUPPLIER GENERAL
 Investment Fund  - Property Acquisition,RCCM Capital Total,68155,Consultants Costs,EDWARD PAYNE & VENESS LTD,3203300,5059464,45259,500,TCR CONSULTANT
 Investment Fund  - Property Acquisition,RCCM Capital Total,68155,Consultants Costs,EDWARD PAYNE & VENESS LTD,3203300,5059463,45259,500,TCR CONSULTANT
 Investment Fund  - Property Acquisition,RCCM Capital Total,68155,Consultants Costs,EDWARD PAYNE & VENESS LTD,3203300,5059465,45259,2000,TCR CONSULTANT
 Investment Fund  - Property Acquisition,RCCM Capital Total,68155,Consultants Costs,RICHARD JOHN CLARKE LTD,3201702,5058862,45253,750,TCR CONSULTANT
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,BROMLEY SIGNS LTD,3117379,5057361,45244,15236,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,FORESHAW BUILDING SERVICES LIMITED,3008750,5058904,45254,2821.1000000000004,SUB-CONTRACTOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,PELLINGS LLP,1401602,5057992,45246,3730.25,VENDOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5056916,45238,671.13,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,PELLINGS LLP,1401602,5057003,45238,6853.13,VENDOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5057252,45243,6762.6,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,PELLINGS LLP,1401602,5057306,45243,52016.25,VENDOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,PELLINGS LLP,1401602,5057305,45243,41613.00000000001,VENDOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5058201,45251,1235,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68155,Consultants Costs,MONTAGU EVANS LLP,3128502,5056500,45233,2520,TCR CONSULTANT
 IT Transformation,RCCM Capital Total,68112,Construction and Conversion Costs,CIVICA UK LTD,3102737,5058807,45253,2820,VENDOR
 IT Transformation,RCCM Capital Total,68154,Capital Main Works,BRIGHTLY SOFTWARE LTD,3151214,5057910,45246,13000,TCR SUPPLIER GENERAL
 OPR Adult Day Centres,RCCM Capital Total,68155,Consultants Costs,SHARPE PRITCHARD LLP,1997599,5056730,45236,4004,OTHER CREDS
 OPR Libraries,RCCM Capital Total,68112,Construction and Conversion Costs,GREENWICH LEISURE LTD,3107407,5059040,45258,425734,TCR SUPPLIER GENERAL
 OPR Libraries,RCCM Capital Total,68159,Survey Fees,DAYDON GRIFFITHS & SURRY,3203556,5058068,45247,2839,COMPANY
 OPR Libraries,RCCM Capital Total,68159,Survey Fees,DAYDON GRIFFITHS & SURRY,3203556,5056767,45237,1250,COMPANY
 Bromley High Street Improvements,ECS Capital Total,68155,Consultants Costs,BROMLEY BID LTD,3135175,5057258,45243,37000,TCR SUPPLIER GENERAL
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,PLAYLE & PARTNERS LLP,3122920,5056719,45236,1034.61,TCR CONSULTANT
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,LAMBERT SMITH HAMPTON GROUP LTD,3148371,5057283,45243,2500,TCR CONSULTANT
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,SHARPE PRITCHARD LLP,1997599,5058006,45246,585,OTHER CREDS
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,1ST ACE SECURITY LTD,3109212,5059001,45258,6216,VENDOR
 Crystal Palace Park Improvements,RRH Capital Total,68115,Professional Services (external fees),HTA DESIGN LLP,3202699,5056694,45236,3727.5,COMPANY
 Crystal Palace Park Improvements,RRH Capital Total,68133,Site Surveys,HTA DESIGN LLP,3202699,5058969,45257,46067.7,COMPANY
 Crystal Palace Park Improvements,RRH Capital Total,68148,Quantity Surveyors,FULKERS LLP,3203477,5056780,45237,7000,COMPANY
 Replacement of District Heating System Boilers & Works to Walnut Leisure Centre,RCCM Capital Total,68122,Legal Fees,BEVAN BRITTAN,3123412,5055541,45231,1309,TCR LEGAL
 Replacement of District Heating System Boilers & Works to Walnut Leisure Centre,RCCM Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3022718,5058818,45253,603,OTHER CREDS
 Depot Improvement Works,ECS Capital Total,68155,Consultants Costs,PICK EVERARD,3130760,5056718,45236,47270.81,TCR SUPPLIER GENERAL
 Croydon Road Recreation Ground Bandstand Restoration,ECS Capital Total,68154,Capital Main Works,A F STARR LTD,3202071,5056742,45237,17777.16,SUB-CONTRACTOR
 Croydon Road Recreation Ground Bandstand Restoration,ECS Capital Total,68155,Consultants Costs,PURCELL ARCHITECTURE LTD,3148197,5057199,45240,2947.85,TCR CONSULTANT
 Social Care Management System,RCCM Capital Total,68155,Consultants Costs,SOCIAL CARE INFUSION LTD,3202823,5056191,45231,13500,TCR CONSULTANT
 Property Management System,RCCM Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3151724,5057922,45246,2486.1099999999997,TCR SUPPLIER GENERAL
 Oracle HR Payroll Software,RCCM Capital Total,68158,Staff Fees,LIBERATA UK LIMITED,3020486,5058161,45250,14322.56,OTHER CREDS
 Oracle HR Payroll Software,RCCM Capital Total,68158,Staff Fees,LIBERATA UK LIMITED,3020486,5058100,45247,11419.38,OTHER CREDS
 Oracle HR Payroll Software,RCCM Capital Total,68158,Staff Fees,LIBERATA UK LIMITED,3020486,5058160,45250,13957.02,OTHER CREDS
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,ETEC ASSOCIATES LTD,3202428,5057068,45239,11893.5,COMPANY
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,ARC GROUP LONDON LIMITED,3147279,5057896,45246,54031.66,SUB-CONTRACTOR
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,NHBC,3203476,5056994,45238,1234,COMPANY
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,BUXTON BUILDING CONTRACTORS LTD,3202082,5057778,45245,80319.2,SUB-CONTRACTOR
 Crystal Palace Park - Regeneration,RRH Capital Total,68123,Valuers Fees,MONTAGU EVANS LLP,3128502,5057829,45245,3000,TCR CONSULTANT
 Crystal Palace Park - Regeneration,RRH Capital Total,68155,Consultants Costs,VIKKI THOMPSON CONSULTING,3203042,5058026,45246,900,COMPANY
 Kelsey Park Replacement Bridges,RCCM Capital Total,68155,Consultants Costs,STRUCTURAL SOILS LTD,3202667,5057111,45239,4123.4,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3152828,5056264,45232,48268,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,GARDNER STEWART AND STEWART LTD,3150124,5055614,45231,35672,TCR SUPPLIER GENERAL
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3152828,5055665,45231,11368,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,WATERMAN BUILDING SERVICES LTD,3152931,5057435,45244,3500,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,BURO HAPPOLD LTD,3203583,5057912,45246,9950,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,CLARKEBOND (UK) LTD,3131926,5057791,45245,8512.5,TCR SUPPLIER GENERAL
 Beckenham Housing,RRH Capital Total,68159,Survey Fees,RIVINGTON STREET STUDIO,3150807,5057998,45246,2200,TCR SUPPLIER GENERAL
 Insur.Fund-Employees Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5059021,45258,870,TCR LEGAL
 Insur.Fund-Employees Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,220360,45239,1095,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5059023,45258,5088,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5056682,45236,1800,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,5056967,45238,3255,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DWF LLP,3117003,5057932,45246,686,TCR SUPPLIER GENERAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,ANTHONY GOLD SOLICITORS LLP,3203794,5059007,45258,16000,INSURANCE
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,REDACTED PERSONAL DATA,3203775,5059626,45259,17000,IND INSURANCE
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,REDACTED PERSONAL DATA,3203642,220364,45239,931,IND INSURANCE
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,REDACTED PERSONAL DATA,3203653,5056805,45237,837.76,IND INSURANCE
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,LEIGH DAY & CO SOLICITORS,3141904,5057394,45244,4538.98,TCR LEGAL
