SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5072909,45363,73.68,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5072909,45363,270.3,TCR DOMICILIARY PROVIDER
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,DEAL EDUCATION ALLIANCE FOR LEARNING TRUST,3200583,5072910,45363,700,TCR ACADEMY
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,EMPOWER LEARNING ACADEMY TRUST,3152508,5072912,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,ENDEAVOUR MAT,3152202,5072913,45363,700,TCR IND SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,ENDEAVOUR MAT,3152202,5072914,45363,700,TCR IND SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,ENGAINES PRIMARY SCHOOL,3203853,5072915,45363,700,PCS LA SCHOOL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ETERNAL CARE UK LTD,3126584,5072916,45363,3435.39,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,ETERNAL CARE UK LTD,3126584,5072916,45363,4474.67,TCR DOMICILIARY PROVIDER
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3204430,5072917,45363,7247.64,IND REFUND
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3149030,5072919,45363,1612.5,IND AGENCY CARERS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3035679,5072920,45363,9853.369999999999,CHILDRENS RES UNITS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3152209,5072921,45363,55928.53,CHILDRENS RES UNITS
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,GHYLLGROVE PRIMARY SCHOOL,3201025,5072922,45363,1400,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,GREENSHAW LT T/A ORCHARD PARK HIGH SCHOOL,3145414,5072923,45363,1400,TCR IND SCHOOL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,GRETTON HOMES,1012282,5072924,45363,-483.20000000000005,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,GRETTON HOMES,1012282,5072924,45363,4921.719999999999,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,REDACTED PERSONAL DATA,3151711,5072925,45363,17575.92,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,REDACTED PERSONAL DATA,3151711,5072925,45363,-892.2,TCR RESIDENTIAL HOME
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,HABERDASHERS ASKES FEDERATION TRUST RE CRAYFORD ACADEMY,3202909,5072927,45363,700,TCR IND SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,HARRIS ACADEMY PURLEY,3147048,5072928,45363,700,TCR IND SCHOOL
 Adult Education Centres,"Children, Education and Families",62316,Water and Sewerage,HARRIS FEDERATION PRIMARY ACADEMY KENT HOUSE,3131195,5072929,45363,4393.48,TCR IND SCHOOL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151114,5072930,45363,2571.43,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3151114,5072930,45363,257.14,CHILDRENS RES UNITS
 Highways (Including London Permit Scheme),Environment & Community Services,64320,Highway Services,IDVERDE LTD,3137441,5072931,45363,423.87,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151921,5072932,45363,6306.5,TCR DOMICILIARY PROVIDER
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,INDEPENDENCE BROKERAGE SERVICES CIC,3147130,5072933,45363,1390.55,TCR SUPPLIER GENERAL
 Allocations & Accommodation,"Renewal, Recreation and Housing",64332,Storage and Archiving,INLINE REMOVALS & STORAGE LTD,3116619,5072934,45363,645,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3203641,5072935,45363,17376.81,CHILDRENS RES UNITS
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5072938,45363,195,TCR DOMICILIARY PROVIDER
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3123502,5072938,45363,6540.9,TCR DOMICILIARY PROVIDER
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5072938,45363,2420.5,TCR DOMICILIARY PROVIDER
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5072938,45363,24113.6,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5072938,45363,5403.700000000001,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5072938,45363,174.42,TCR DOMICILIARY PROVIDER
 CLA and Care Leavers,"Children, Education and Families",65517,Family Assessments,JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,3034464,5072939,45363,2250,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,3034464,5072939,45363,-1037.8500000000001,OTHER CREDS
 Public Health,Adult Care and Health,64331,Miscellaneous Expenses,JUMPING JACKS BOUNCY CASTLES LTD,3203618,5072940,45363,535,COMPANY
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,KCC RE CROCKENHILL PRIMARY SCHOOL,3201878,5072943,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,KCC THE ARCHBISHOP'S SCHOOL,3204465,5072944,45363,700,PCS LA SCHOOL
 0-25 Children Service,"Children, Education and Families",63213,Client Transport,KELLY EXECUTIVE LTD,3136470,5072945,45363,5990,TCR TRANSPORT
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,KENT COUNTY COUNCIL - CECIL ROAD PRIMARY SCHOOL,3201372,5072946,45363,700,TCR ACADEMY
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3152013,5072948,45363,2445.82,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3152013,5072948,45363,467.04,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3152013,5072948,45363,453.98,TCR DOMICILIARY PROVIDER
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5072949,45363,8861,TCR SUPPLIER GENERAL
 Bromley North Housing,RRH Capital Total,68155,Consultants Costs,LAMBERT SMITH HAMPTON GROUP LTD,3148371,5072951,45363,4018,TCR CONSULTANT
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,LB LEWISHAM RE BONUS PASTOR SCHOOL (2),3128803,5072952,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,LB OF LEWISHAM - HASELTINE SCHOOL,3203925,5072953,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,LB OF LEWISHAM RE SYDENHAM SCHOOL,3204369,5072954,45363,700,PCS LA SCHOOL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072955,45363,-483.2,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072955,45363,6030,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072956,45363,6030,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072956,45363,-483.2,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072957,45363,6030,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072957,45363,-483.2,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072958,45363,6030,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072958,45363,-483.2,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072959,45363,6030,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072959,45363,-483.2,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072960,45363,-462,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072960,45363,6186.84,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072961,45363,-786.44,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072961,45363,6735.64,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5072962,45363,-1932.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5072962,45363,43890.64000000001,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LIAISE MANAGEMENT LTD,3151856,5072963,45363,7854.24,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LIAISE MANAGEMENT LTD,3151856,5072964,45363,16601.28,TCR RESIDENTIAL HOME
 HR,"Resources, Commissioning and Contracts Management",64417,Other IT Services,LIBERATA UK LIMITED,3020486,5072965,45363,17814.54,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,LIVABILITY,3110780,5072966,45363,7495.12,VENDOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,M E HORSTEAD LTD,3204266,5072968,45363,4140,CONTRACTOR
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,MACKLEY HOME CARE LTD,3022707,5072969,45363,599.62,TCR DOMICILIARY PROVIDER
 SEN and Inclusion (DSG),"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3203776,5072976,45363,1217.22,TCR TRANSPORT
 SEN and Inclusion (DSG),"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3200618,5072978,45363,860,TCR TRANSPORT
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,NEGOTIATORS FAMILY CENTRE LTD,3203459,5072979,45363,600,COMPANY
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,NEGOTIATORS FAMILY CENTRE LTD,3203459,5072979,45363,260,COMPANY
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,NETPEX LTD,3128794,5072980,45363,42409.17,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3200792,5072983,45363,8103.39,CHILDRENS RESIDENTIAL UNITS
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,NHS SOUTH EAST LONDON ICB (QKK),3149500,5072984,45363,225000,PCS HEALTH AUTH
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,OASIS COMMUNITY LEARNING,3125300,5072985,45363,1400,TCR IND SCHOOL
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203669,5072986,45363,749.93,IND REFUND
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,PLUM CARE LTD,3146233,5072988,45363,10078.21,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151812,5072989,45363,18234.629999999997,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151812,5072989,45363,361.34000000000003,TCR DOMICILIARY PROVIDER
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,REDDEN COURT SCHOOL,3203921,5072991,45363,700,TCR ACADEMY
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3204459,5072993,45363,771.84,IND REFUND
 Safeguarding and Care Planning East,"Children, Education and Families",63214,Transport Costs Staff,RSP LTD * 3000664,3000664,5072994,45363,335,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,RSP LTD * 3000664,3000664,5072994,45363,73.75,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,RSP LTD * 3000664,3000664,5072994,45363,368.54999999999995,OTHER CREDS
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,RSP LTD * 3000664,3000664,5072994,45363,33.8,OTHER CREDS
 0-25 Children Service,"Children, Education and Families",63213,Client Transport,RSP LTD * 3000664,3000664,5072994,45363,31.7,OTHER CREDS
 Safeguarding and Quality Improvement,"Children, Education and Families",63511,Contributions to Transport Related Provisions,RSP LTD * 3000664,3000664,5072994,45363,106.4,OTHER CREDS
 Quality Assurance & Safeguarding,Adult Care and Health,61432,Training Expenses,SAFEGUARDING TRAINING & CONSULTANCY SERVICES LTD,3149020,5072995,45363,4705,TCR TRAINING
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,SER PROPERTIES LTD,3145379,5072998,45363,55582.11,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5072999,45363,8549.96,TCR DOMICILIARY PROVIDER
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,SOUTH EAST SURREY SCHOOLS EDUCATION TRUST CARRINGTON SCHOOL,3201853,5073000,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,ST ANSELMS CATHOLIC SCHOOL,3152596,5073001,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,ST GEORGES C OF E FOUNDATION SCHOOL,3201932,5073002,45363,700,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,ST THOMAS MORE CATHOLIC COMPREHENSIVE SCHOOL,3201875,5073004,45363,700,TCR TRAINING
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3103377,5073006,45363,21248.329999999998,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3103377,5073006,45363,709.6500000000001,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3143000,5073007,45363,8566.82,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3143000,5073007,45363,164.16,TCR SUPPLIER GENERAL
 Central School Costs,"Children, Education and Families",61430,Teachers' Actuarially Reduced Pension - Ongoing,TEACHERS PENSIONS,3028435,5073008,45363,32793.78,OTHER CREDS
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,TEATREE PROPERTY LIMITED,3204214,5073009,45363,6449,TCR LANDLORD
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,THE ADOLESCENT & CHILDRENS TRUST,1841327,5073010,45363,20590.059999999998,OTHER CREDS
 0-25 Children Service,"Children, Education and Families",65584,Community Homes,THE CHILDREN'S TRUST,3204183,5073011,45363,35481.6,CHILDRENS RESIDENTIAL UNITS
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,THE COMPASS PARTNERSHIP OF SCHOOLS,3110100,5073012,45363,700,TCR IND SCHOOL
