SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203488,5053790,45216,1065.43,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3149311,5053812,45216,2025,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203375,5053248,45210,710.44,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,PIA INTERNATIONAL LTD,3203568,5055477,45230,1421,REFUNDS
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203103,5053221,45210,707.44,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203430,5052634,45205,1743.04,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3200866,5052636,45205,1695.36,IND DIRECT PAYMENTS
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,DP REALTY LTD,3203514,5054228,45217,2500,REFUNDS
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,GREENWOOD SECURITIES LTD,3203211,5054242,45217,4500,REFUNDS
 IT Stock,Corporate Balance Sheet Total,15511,Consumable Stores,BT GLOBAL SERVICES,3136575,5055426,45230,20168.4,TCR SUPPLIER GENERAL
 IT Stock,Corporate Balance Sheet Total,15511,Consumable Stores,BT GLOBAL SERVICES,3136575,5053469,45212,46524.69,TCR SUPPLIER GENERAL
 Env Serv - Stores Acct,Enviromnent Balance Sheet Total,15511,Consumable Stores,CERTAS ENERGY LTD T/A EMO OIL,3149519,5055326,45229,2997.27,TCR SUPPLIER GENERAL
 Env Serv - Stores Acct,Enviromnent Balance Sheet Total,15511,Consumable Stores,CERTAS ENERGY LTD T/A EMO OIL,3149519,5052758,45209,5224,TCR SUPPLIER GENERAL
 Env Serv - Rech Works C Jobs,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (LIGHTING),3144148,5055356,45229,16421.769999999997,SUB-CONTRACTOR
 Env Serv - Rech Works C Jobs,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (LIGHTING),3144148,5055355,45229,4032.41,SUB-CONTRACTOR
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (MINOR WORKS),3144147,5055360,45229,4058.1200000000003,SUB-CONTRACTOR
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (MINOR WORKS),3144147,5055361,45229,8949.93,SUB-CONTRACTOR
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (MINOR WORKS),3144147,5055359,45229,944.93,SUB-CONTRACTOR
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (LIGHTING),3144148,5055356,45229,948.97,SUB-CONTRACTOR
 Orpington BID,Enviromnent Balance Sheet Total,15741,Debtor Accruals Other Entities and Individuals,ORPINGTON FIRST LTD,3128672,5053808,45216,2788,TCR SUPPLIER GENERAL
 Orpington BID,Enviromnent Balance Sheet Total,15741,Debtor Accruals Other Entities and Individuals,ORPINGTON FIRST LTD,3128672,5052948,45209,12696,TCR SUPPLIER GENERAL
 Beckenham BID,Enviromnent Balance Sheet Total,15741,Debtor Accruals Other Entities and Individuals,TOGETHER BECKENHAM LTD,3144396,5053039,45209,12756,TCR SUPPLIER GENERAL
 Penge BID,Enviromnent Balance Sheet Total,15741,Debtor Accruals Other Entities and Individuals,PENGE SE20 BID LTD,3144055,5055082,45224,42426.4,TCR SUPPLIER GENERAL
 Env Serv - Section 278 Agreements,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,LIDL GREAT BRITAIN LTD,3203411,5051928,45203,170324.49,REFUNDS
 Community Infrastructure Levy (CIL),Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,TFL GENERAL ACCOUNT,3127743,5054564,45219,517415.5,TCR SUPPLIER GENERAL
 Court of Protection,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,LANDMARK CHAMBERS,3109955,5055364,45229,3400,TCR LEGAL
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CENTAUR OVERLAND TRAVEL LTD,1005162,5054211,45217,3358.8000000000006,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3150060,5054218,45217,17092,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,LADYBIRDS 1991 LTD,3133008,5052502,45204,4344,TCR SUPPLIER GENERAL
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3148214,5051931,45203,10787.5,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CANNON CARS,1664360,5052478,45204,12593.78,TCR TRANSPORT
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5055197,45225,2285,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5054347,45218,2699.5,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5054348,45218,20379.06,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5052705,45209,7834.24,IND OTHER
 Education Nurseries EYPP,CEF Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,APEL CONSTRUCTION LTD,3202827,5053322,45211,20900,SUB-CONTRACTOR
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,INEQE GROUP LTD,3135212,5055228,45225,1500,TCR SUPPLIER GENERAL
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3019304,5055248,45225,840,IND TRAINING
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,TALKING LIFE LTD,3103164,5055402,45229,575,TCR SUPPLIER GENERAL
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3019304,5052699,45208,560,IND TRAINING
 Capital Maintenance in Schools,CEF Capital Total,68154,Capital Main Works,UK POWER SOLUTIONS LTD,3201094,5055256,45225,6908.6,SUB-CONTRACTOR
 Capital Maintenance in Schools,CEF Capital Total,68154,Capital Main Works,UK POWER SOLUTIONS LTD,3201094,5055502,45230,8525,SUB-CONTRACTOR
 Capital Maintenance in Schools,CEF Capital Total,68154,Capital Main Works,UK POWER SOLUTIONS LTD,3201094,5052670,45205,7819,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WESSEX LIFT CO. LTD,3203585,5055509,45230,25261.25,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5054633,45223,5247,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5055508,45230,7060,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5053786,45216,8412.5,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3033332,5053723,45216,11791.73,VENDOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5053561,45215,9992.2,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5053309,45211,7001,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5053574,45215,6068,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5053853,45216,1660,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5053787,45216,13983.5,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,THE LIFECARE CENTRE LTD,3023989,5053289,45210,6409.75,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,DG SERVICING LTD,3122390,5053197,45210,2984.47,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5053661,45216,5471,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5053575,45215,7050.86,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5053325,45211,5154,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5053237,45210,15862.79,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,HIGHER ELEVATION LTD,3113225,5053377,45211,1206,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5053161,45210,5013.1,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5053163,45210,6079,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3027499,5052674,45205,1293.25,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5053162,45210,6060.07,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5053298,45210,8375,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3027499,5052675,45205,5302.57,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5054340,45217,5944,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,INDEPENDENCE BROKERAGE SERVICES CIC,3147130,5054251,45217,1234.32,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,PJS BUILDING SERVICES * 3027067,3027067,5054428,45218,3021.8,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5054265,45217,6858,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,HIGHER ELEVATION LTD,3113225,5054247,45217,2431,TCR SUPPLIER GENERAL
 SALIX Street Lighting LED Upgrade,ECS Capital Total,68171,Street Lighting,JB RINEY & CO LTD (LIGHTING),3144148,5055356,45229,353.44,SUB-CONTRACTOR
 LIP Formula Funding,ECS Capital Total,68143,Traffic Surveys,TRAFFIC WATCH (UK) LTD,3129192,5053622,45215,1695,TCR SUPPLIER GENERAL
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MAJOR WORKS),3144146,5055357,45229,26062.5,SUB-CONTRACTOR
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,VIRGIN MEDIA PAYMENTS LTD,3107142,5052456,45203,645.95,TCR UTILITY
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (LIGHTING),3144148,5055356,45229,25545.969999999998,SUB-CONTRACTOR
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,NEWSQUEST MEDIA GROUP,3130632,5053596,45215,145.07999999999998,TCR SUPPLIER GENERAL
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (LIGHTING),3144148,5055355,45229,2990.7,SUB-CONTRACTOR
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,CADMAP LTD,3151174,5054829,45224,700,TCR CONSULTANT
 Bus Priority Delivery Portfolio,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MINOR WORKS),3144147,5055360,45229,495.99,SUB-CONTRACTOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5054634,45223,11255.3,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5054186,45217,1247.38,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,FORESHAW BUILDING SERVICES LIMITED,3008750,5052594,45205,935.99,SUB-CONTRACTOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5051648,45201,1000.8,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,BT GLOBAL SERVICES,3136575,5053469,45212,131068.82999999999,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5053327,45211,6058,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5053326,45211,4062.11,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,EUROVIA INFRASTRUCTURE LTD,3125481,220322,45210,906.29,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5051701,45202,6947.38,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5051700,45202,1200,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3152036,5053672,45216,6500,TCR SUPPLIER GENERAL
 IT Transformation,RCCM Capital Total,68154,Capital Main Works,BT GLOBAL SERVICES,3136575,5055426,45230,32305,TCR SUPPLIER GENERAL
 IT Transformation,RCCM Capital Total,68154,Capital Main Works,BT GLOBAL SERVICES,3136575,5053469,45212,108410,TCR SUPPLIER GENERAL
 OPR leisure centres (group 2),RCCM Capital Total,68154,Capital Main Works,ROCK TOWNSEND ARCHITECTS LLP,3201952,5055096,45224,2662.5,COMPANY
 OPR leisure centres (group 2),RCCM Capital Total,68154,Capital Main Works,ROCK TOWNSEND ARCHITECTS LLP,3201952,5054435,45218,2662.5,COMPANY
 OPR leisure centres (group 2),RCCM Capital Total,68154,Capital Main Works,CURL LA TOURELLE & HEAD LTD,3203229,5054224,45217,13274.95,COMPANY
 OPR leisure centres (group 2),RCCM Capital Total,68155,Consultants Costs,GERALD EVE,3113665,5055222,45225,6000,TCR CONSULTANT
 Star Lane Traveller Site,RRH Capital Total,61436,Staff Advertising,GUARDIAN NEWS AND MEDIA LTD,3101930,5052690,45208,875,TCR SUPPLIER GENERAL
 Bromley High Street Improvements,ECS Capital Total,68154,Capital Main Works,OLIVIA BOUTROU,3202812,5055244,45225,5200,SOLETRADER
 Bromley High Street Improvements,ECS Capital Total,68154,Capital Main Works,ELCOM PROJECTS LTD,3201964,5054665,45223,13319.26,SUB-CONTRACTOR
 Bromley High Street Improvements,ECS Capital Total,68154,Capital Main Works,ELCOM PROJECTS LTD,3201964,5054233,45217,85198.5,SUB-CONTRACTOR
 Bromley High Street Improvements,ECS Capital Total,68154,Capital Main Works,1ST ACE SECURITY LTD,3109212,5054169,45217,2018.25,VENDOR
 Bromley High Street Improvements,ECS Capital Total,68155,Consultants Costs,RN DESIGN LTD,3203319,5055095,45224,600,COMPANY
 Bromley High Street Improvements,ECS Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3152377,5054402,45218,1000,TCR SUPPLIER GENERAL
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,1ST ACE SECURITY LTD,3109212,5054459,45219,6216,VENDOR
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,1ST ACE SECURITY LTD,3109212,5054628,45223,2719.5,VENDOR
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,LAMBERT SMITH HAMPTON GROUP LTD,3148371,5054609,45222,2500,TCR CONSULTANT
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,1ST ACE SECURITY LTD,3109212,5054458,45219,2479,VENDOR
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,ARTSCROLL LTD,3203299,5053660,45216,8304,COMPANY
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,LAMBERT SMITH HAMPTON GROUP LTD,3148371,5052860,45209,2500,TCR CONSULTANT
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,LAMBERT SMITH HAMPTON GROUP LTD,3148371,5052861,45209,2500,TCR CONSULTANT
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,PLAYLE & PARTNERS LLP,3122920,5054429,45218,1034.61,TCR CONSULTANT
 Crystal Palace Park Improvements,RRH Capital Total,68114,Other Fees,CRYSTAL PALACE PARK EVENTS,3152805,5054661,45223,1795,TCR SUPPLIER GENERAL
 Crystal Palace Park Improvements,RRH Capital Total,68155,Consultants Costs,HTA DESIGN LLP,3202699,5055291,45226,5529,COMPANY
 Replacement of District Heating System Boilers & Works to Walnut Leisure Centre,RCCM Capital Total,68154,Capital Main Works,A D ENVIRONMENTAL LTD,3202830,5054577,45222,13243.41,SUB-CONTRACTOR
 Replacement of District Heating System Boilers & Works to Walnut Leisure Centre,RCCM Capital Total,68154,Capital Main Works,A D ENVIRONMENTAL LTD,3202830,5054576,45222,3554.6,SUB-CONTRACTOR
 Depot Improvement Works,ECS Capital Total,68155,Consultants Costs,PICK EVERARD,3130760,5053602,45215,1645.9400000000023,TCR SUPPLIER GENERAL
 Croydon Road Recreation Ground Bandstand Restoration,ECS Capital Total,68154,Capital Main Works,A F STARR LTD,3202071,5053641,45216,22912.1,SUB-CONTRACTOR
 Social Care Management System,RCCM Capital Total,68155,Consultants Costs,SOCIAL CARE INFUSION LTD,3202823,5054618,45222,8100,TCR CONSULTANT
 Social Care Management System,RCCM Capital Total,68155,Consultants Costs,BT GLOBAL SERVICES,3136575,5053469,45212,10600,TCR SUPPLIER GENERAL
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3125749,5055217,45225,69969.62000000011,SUB-CONTRACTOR
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3125749,5052586,45205,174275.2999999998,SUB-CONTRACTOR
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,THOMAS FORD & PARTNERS * 1987968,1987968,5055406,45229,4511.000000000001,OTHER CREDS
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3125749,5052587,45205,223240.99,SUB-CONTRACTOR
 Property Management System,RCCM Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3151724,5053351,45211,402.78,TCR SUPPLIER GENERAL
 Property Management System,RCCM Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3151724,5052770,45209,402.78,TCR SUPPLIER GENERAL
 Street lighting conversion project,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (LIGHTING),3144148,5055356,45229,33923.13999999999,SUB-CONTRACTOR
 Street lighting conversion project,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (LIGHTING),3144148,5055355,45229,8485.130000000001,SUB-CONTRACTOR
 Street lighting conversion project,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (LIGHTING),3144148,5055354,45229,33239.7,SUB-CONTRACTOR
 Oracle HR Payroll Software,RCCM Capital Total,68114,Other Fees,LIBERATA UK LIMITED,3020486,5053568,45215,11561.32,OTHER CREDS
 Oracle HR Payroll Software,RCCM Capital Total,68158,Staff Fees,LIBERATA UK LIMITED,3020486,5055367,45229,13957.02,OTHER CREDS
 Oracle HR Payroll Software,RCCM Capital Total,68158,Staff Fees,LIBERATA UK LIMITED,3020486,5055368,45229,18993.58,OTHER CREDS
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,BRIMELOW MCSWEENEY ARCHITECTS LIMITED,3150552,5054476,45219,711.36,TCR CONSULTANT
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,WILDE CARTER CLACK LTD,3202513,5054342,45217,1445,COMPANY
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,ETEC ASSOCIATES LTD,3202428,5052591,45205,21967.5,COMPANY
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,BUXTON BUILDING CONTRACTORS LTD,3202082,5054205,45217,78874.92,SUB-CONTRACTOR
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,WILDE CARTER CLACK LTD,3202513,5054343,45217,2040,COMPANY
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,ARC GROUP LONDON LIMITED,3147279,5051699,45202,59808.240000000005,SUB-CONTRACTOR
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,ARC GROUP LONDON LIMITED,3147279,5054361,45218,59150.13,SUB-CONTRACTOR
