SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5060974,45271,380878.54,IRC_JOB_AGENCY
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5063057,45288,396143.34,IRC_JOB_AGENCY
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5060636,45266,396939.91,IRC_JOB_AGENCY
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,ARVAL UK LTD,3036168,5062021,45280,9433.480000000001,OTHER CREDS
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,DAYS FLEET,3147079,5061574,45274,6891.27,TCR SUPPLIER GENERAL
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,ARNOLD CLARK FINANCE LTD,3111666,5060736,45267,3892.33,VENDOR
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,KINTO UK LIMITED,3149512,5062237,45280,2260.7099999999996,TCR SUPPLIER GENERAL
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,KINTO UK LIMITED,3149512,5060897,45268,590.85,TCR SUPPLIER GENERAL
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,LEX AUTOLEASE LTD,3116780,5061607,45274,7265.93,TCR SUPPLIER GENERAL
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,ARNOLD CLARK FINANCE LTD,3111666,5062605,45282,7545.56,VENDOR
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,SINCLAIR FINANCE & LEASING COMPANY LIMITED,3202873,5060098,45264,8551.12,TCR TRANSPORT
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,SINCLAIR FINANCE & LEASING COMPANY LIMITED,3202873,5060097,45264,4221.42,TCR TRANSPORT
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,KINTO UK LIMITED,3149512,5060297,45265,976.22,TCR SUPPLIER GENERAL
 Liberata Personal Acct,Control Balance Sheet Total,35113,Deferred Capital Receipts,LIBERATA UK LIMITED,3020486,5061717,45275,56610.090000000004,OTHER CREDS
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203797,5060085,45264,3229.08,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203912,5062227,45280,1900.47,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203944,5062323,45280,904.68,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203947,5062229,45280,899.5,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,CITY OF LONDON CORPORATION,3116856,5061160,45273,1328652.63,TCR SUPPLIER GENERAL
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203896,5061597,45274,718.34,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203687,5063061,45288,1300,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203954,5063058,45288,1386.78,IND REFUND
 AR Refunds Holding Acct,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3203882,5061186,45273,682.63,IND REFUND
 IT Stock,Corporate Balance Sheet Total,15511,Consumable Stores,BT GLOBAL SERVICES,3136575,5062050,45280,27067.2,TCR SUPPLIER GENERAL
 P&A - Returning Officers-By Election,Corporate Balance Sheet Total,15753,Other Debtor Entities and Individuals,HAYES VILLAGE HALL,1948024,5062656,45282,600,TCR SUPPLIER GENERAL
 P&A - Returning Officers-By Election,Corporate Balance Sheet Total,15753,Other Debtor Entities and Individuals,T BOURNE AND SON LTD,3110915,5063002,45282,4200,TCR SUPPLIER GENERAL
 P&A - Returning Officers-By Election,Corporate Balance Sheet Total,15753,Other Debtor Entities and Individuals,ROYAL MAIL GROUP PLC,3007848,5062987,45282,453.46,VENDOR
 P&A - Returning Officers-By Election,Corporate Balance Sheet Total,15753,Other Debtor Entities and Individuals,ROYAL MAIL GROUP PLC,3007848,5061952,45279,454.72,VENDOR
 Env Serv - Stores Acct,Enviromnent Balance Sheet Total,15511,Consumable Stores,ICL UK (SALES) LTD,3137548,5061704,45275,36449.1,TCR SUPPLIER GENERAL
 Env Serv - Stores Acct,Enviromnent Balance Sheet Total,15511,Consumable Stores,ICL UK (SALES) LTD,3137548,5062214,45280,9163.8,TCR SUPPLIER GENERAL
 Env Serv - Stores Acct,Enviromnent Balance Sheet Total,15511,Consumable Stores,CERTAS ENERGY LTD T/A EMO OIL,3149519,5061563,45274,2393.599999999999,TCR SUPPLIER GENERAL
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (MINOR WORKS),3144147,5061224,45273,6341.04,SUB-CONTRACTOR
 Env Serv - Vehicle Crossings,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (MINOR WORKS),3144147,5061223,45273,50.06,SUB-CONTRACTOR
 Env Serv - Section 38 agreements,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,JB RINEY & CO LTD (MAJOR WORKS),3144146,5061222,45273,1830.85,SUB-CONTRACTOR
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3148214,5060802,45267,12195,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,LADYBIRDS 1991 LTD,3133008,5060796,45267,4130,TCR SUPPLIER GENERAL
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CANNON CARS,1664360,5060765,45267,11160.8,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,EAGLE ONE TRANSPORT LTD,3203464,5060778,45267,6165,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,LADYBIRDS 1991 LTD,3133008,5061601,45274,4456,TCR SUPPLIER GENERAL
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,LADYBIRDS 1991 LTD,3133008,5061602,45274,5620,TCR SUPPLIER GENERAL
 Rent Collections Account,Housing Balance Sheet Total,15811,Petty Cash Issued,REDACTED PERSONAL DATA,3203795,5061074,45272,900,IND REFUND
 Rent Collections Account,Housing Balance Sheet Total,15811,Petty Cash Issued,REDACTED PERSONAL DATA,3203267,5061075,45272,15638.62,IND REFUND
 Rent Collections Account,Housing Balance Sheet Total,15811,Petty Cash Issued,REDACTED PERSONAL DATA,3203264,5061343,45273,4157.63,IND REFUND
 Rent Collections Account,Housing Balance Sheet Total,15811,Petty Cash Issued,REDACTED PERSONAL DATA,3203262,5061076,45272,700,IND REFUND
 Rent Collections Account,Housing Balance Sheet Total,15811,Petty Cash Issued,REDACTED PERSONAL DATA,3203268,5060393,45265,2892.39,IND REFUND
 Rent Collections Account,Housing Balance Sheet Total,15811,Petty Cash Issued,REDACTED PERSONAL DATA,3203889,5061616,45274,6000,IND REFUND
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5060731,45267,10921.81,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5062485,45281,13509.86,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5063084,45289,1277,IND OTHER
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5061649,45275,21594.4,IND OTHER
 Bromley Safeguarding Children Partnership,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3019304,5060432,45265,560,IND TRAINING
 Children Voluntary Fund,CEF Balance Sheet Total,21811,Short Term Provisions,REDACTED PERSONAL DATA,3200603,220419,45272,2500,IND OTHER
 Capital Maintenance in Schools,CEF Capital Total,68154,Capital Main Works,DEPARTMENT FOR EDUCATION (DFE),3149766,5063039,45288,0,PCS GOVT DEPT
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,FREEWAY LIFT SERVICES LTD,3003222,5060885,45268,6200,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,HIGHER ELEVATION LTD,3113225,5060965,45271,2931,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5060547,45266,5700,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5060905,45268,5166.4,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5060899,45268,755,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5060967,45271,870,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5060634,45266,6577.01,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5060538,45266,2718.05,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5060971,45271,15807.5,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5060947,45271,2277,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,HIGHER ELEVATION LTD,3113225,5060966,45271,3493,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5061930,45279,7635,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3148946,5061916,45279,4185,IND GRANTS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5061929,45279,4875,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5062267,45280,3920,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,WATERSIDE & ASSOCIATES LTD,3143705,5062469,45280,8035,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3148946,5062185,45280,950,IND GRANTS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5062534,45281,7211,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,LIBRA CONSTRUCTION SERVICES LTD,3101497,5061927,45279,19423,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,L H BRIDGE LTD,3146043,5061925,45279,6683,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5062688,45282,3420,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ACCESSIBLE SOLUTIONS LTD,3134335,5062598,45282,5575.63,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3136501,5061610,45274,8146.09,SUB-CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,ASCENDIT LIFTS LTD * 3004910,3004910,5061548,45274,2403,OTHER CREDS
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,S'RIAAH PARKES ACTING BY HER DEPUTY IMTC LTD,3203740,5061634,45274,30000,TCR SUPPLIER GENERAL
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MAJOR WORKS),3144146,5061222,45273,23911.96,SUB-CONTRACTOR
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MAJOR WORKS),3144146,5061221,45273,51615.2,SUB-CONTRACTOR
 LIP Formula Funding,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MINOR WORKS),3144147,5061224,45273,380.67,SUB-CONTRACTOR
 Liveable Neighbourhoods,ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MAJOR WORKS),3144146,5061222,45273,39726.64,SUB-CONTRACTOR
 DfT Emergency Active Travel Fund (EATF),ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MAJOR WORKS),3144146,5061221,45273,42000,SUB-CONTRACTOR
 DfT Emergency Active Travel Fund (EATF),ECS Capital Total,68154,Capital Main Works,JB RINEY & CO LTD (MAJOR WORKS),3144146,5061222,45273,24058.08,SUB-CONTRACTOR
 Civic Centre Development Strategy,RCCM Capital Total,68117,Building Acquisition Costs,CBRE LIMITED,3143578,5060873,45268,143500,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,BT GLOBAL SERVICES,3136575,5062050,45280,13549,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,PELLINGS LLP,1401602,5062558,45281,5818.98,VENDOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5062607,45282,1476.85,TCR SUPPLIER GENERAL
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,PELLINGS LLP,1401602,5061628,45274,1040.6,VENDOR
 Civic Centre Development Strategy,RCCM Capital Total,68154,Capital Main Works,ASCOT SERVICES UK LTD,3202928,5061658,45275,21659.2,TCR SUPPLIER GENERAL
 IT Transformation,RCCM Capital Total,68154,Capital Main Works,BRIGHTLY SOFTWARE LTD,3151214,5060758,45267,4312.5,TCR SUPPLIER GENERAL
 IT Transformation,RCCM Capital Total,68154,Capital Main Works,BT GLOBAL SERVICES,3136575,5062050,45280,45355.84,TCR SUPPLIER GENERAL
 OPR leisure centres (group 2),RCCM Capital Total,68154,Capital Main Works,CURL LA TOURELLE & HEAD LTD,3203229,5060577,45266,8300.4,COMPANY
 OPR leisure centres (group 2),RCCM Capital Total,68155,Consultants Costs,ALLIANCE LEISURE SERVICES LTD,3201585,5062490,45281,254674.99,COMPANY
 OPR leisure centres (group 2),RCCM Capital Total,68155,Consultants Costs,ALLIANCE LEISURE SERVICES LTD,3201585,5063025,45288,105817.88,COMPANY
 OPR leisure centres (group 2),RCCM Capital Total,68155,Consultants Costs,ALLIANCE LEISURE SERVICES LTD,3201585,5063088,45289,71714.89,COMPANY
 OPR Libraries,RCCM Capital Total,68114,Other Fees,CENTRAL ILLUSTRATION AGENCY LTD,3203758,5060569,45266,29905.15,COMPANY
 Beckenham Town Centre Improvements,ECS Capital Total,68155,Consultants Costs,FM CONWAY LTD (STREET LIGHTING),3141194,5061044,45272,9549.96,SUB-CONTRACTOR
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,1ST ACE SECURITY LTD,3109212,5060534,45266,5772,VENDOR
 Modular Build York Rise,RRH Capital Total,68155,Consultants Costs,ETEC CONTRACT SERVICES LTD,3203683,5063043,45288,9350,COMPANY
 Crystal Palace Park Improvements,RRH Capital Total,68112,Construction and Conversion Costs,RISE ADAPTIONS LTD,3202080,5061944,45279,25770.04,SUB-CONTRACTOR
 Crystal Palace Park Improvements,RRH Capital Total,68112,Construction and Conversion Costs,RISE ADAPTIONS LTD,3202080,5061945,45279,30547.510000000002,SUB-CONTRACTOR
 Crystal Palace Park Improvements,RRH Capital Total,68133,Site Surveys,HTA DESIGN LLP,3202699,5061813,45278,7314.3,COMPANY
 Crystal Palace Park Improvements,RRH Capital Total,68148,Quantity Surveyors,FULKERS LLP,3203477,5061188,45273,4000,COMPANY
 Replacement of District Heating System Boilers & Works to Walnut Leisure Centre,RCCM Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3022718,5061915,45279,603,OTHER CREDS
 Depot Improvement Works,ECS Capital Total,68155,Consultants Costs,PICK EVERARD,3130760,5060823,45267,1623.63,TCR SUPPLIER GENERAL
 Depot Improvement Works,ECS Capital Total,68155,Consultants Costs,PICK EVERARD,3130760,5060422,45265,9195.96,TCR SUPPLIER GENERAL
 Depot Improvement Works,ECS Capital Total,68155,Consultants Costs,PICK EVERARD,3130760,5062363,45280,3837.75,TCR SUPPLIER GENERAL
 Croydon Road Recreation Ground Bandstand Restoration,ECS Capital Total,68154,Capital Main Works,A F STARR LTD,3202071,5062483,45281,31720.5,SUB-CONTRACTOR
 Social Care Management System,RCCM Capital Total,68155,Consultants Costs,BT GLOBAL SERVICES,3136575,5062050,45280,1382.1,TCR SUPPLIER GENERAL
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,THOMAS FORD & PARTNERS * 1987968,1987968,5060718,45266,4523.6,OTHER CREDS
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,THOMAS FORD & PARTNERS * 1987968,1987968,5060936,45268,4511,OTHER CREDS
 Crystal Palace subway,RRH Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3125749,5062630,45282,135061.14,SUB-CONTRACTOR
 Property Management System,RCCM Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3151724,5061027,45272,402.78,TCR SUPPLIER GENERAL
 Property Management System,RCCM Capital Total,68154,Capital Main Works,REDACTED PERSONAL DATA,3151724,5061028,45272,5163.93,TCR SUPPLIER GENERAL
 Bushell Site Development,RRH Capital Total,68154,Capital Main Works,FORESHAW BUILDING SERVICES LIMITED,3008750,5061912,45279,2338.9,SUB-CONTRACTOR
 Oracle HR Payroll Software,RCCM Capital Total,68115,Professional Services (external fees),NAMOS SOLUTIONS LTD,3150967,5062549,45281,42600,TCR SUPPLIER GENERAL
 Oracle HR Payroll Software,RCCM Capital Total,68158,Staff Fees,LIBERATA UK LIMITED,3020486,5061826,45278,13875,OTHER CREDS
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68144,Traffic Orders,REDACTED PERSONAL DATA,3148106,5061558,45274,15967.2,TCR STAFF AGENCY
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,BUXTON BUILDING CONTRACTORS LTD,3202082,5060562,45266,85311.93,SUB-CONTRACTOR
 Crystal Palace Park - Regeneration,RRH Capital Total,68155,Consultants Costs,HTA DESIGN LLP,3202699,5060789,45267,35108.12,COMPANY
 Crystal Palace Park - Regeneration,RRH Capital Total,68155,Consultants Costs,HTA DESIGN LLP,3202699,5060269,45265,98826.29000000001,COMPANY
 HWBC co-location,RRH Capital Total,68112,Construction and Conversion Costs,ASCOT SERVICES UK LTD,3202928,5062606,45282,5512.2,TCR SUPPLIER GENERAL
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,GARDNER STEWART AND STEWART LTD,3150124,5060887,45268,26265,TCR SUPPLIER GENERAL
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3152828,5060613,45266,16147,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,GARDNER STEWART AND STEWART LTD,3150124,5060888,45268,38672,TCR SUPPLIER GENERAL
 HWBC co-location,RRH Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3152828,5061599,45274,20768,TCR CONSULTANT
 HWBC co-location,RRH Capital Total,68159,Survey Fees,REDACTED PERSONAL DATA,3152828,5061598,45274,20317.5,TCR CONSULTANT
 Bromley North Housing,RRH Capital Total,68155,Consultants Costs,LAMBERT SMITH HAMPTON GROUP LTD,3148371,5061247,45273,4408,TCR CONSULTANT
 Changing Places,RRH Capital Total,68154,Capital Main Works,RISE ADAPTIONS LTD,3202080,5061946,45279,51160.020000000004,SUB-CONTRACTOR
 Changing Places,RRH Capital Total,68154,Capital Main Works,RISE ADAPTIONS LTD,3202080,5061943,45279,10390,SUB-CONTRACTOR
 Changing Places,RRH Capital Total,68154,Capital Main Works,RISE ADAPTIONS LTD,3202080,5061942,45279,6989.96,SUB-CONTRACTOR
 Insur.Fund-Employees Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5061034,45272,4110,TCR LEGAL
 Insur.Fund-Employees Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,5061711,45275,1200,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,5061712,45275,3795,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5060204,45265,810,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,220425,45279,6390,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,5060793,45267,3723.44,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,ANTHONY GOLD SOLICITORS LLP,3203794,5060128,45265,8741.56,INSURANCE
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DEPARTMENT FOR WORK & PENSIONS,3028194,5061803,45278,744,PCS GOVT DEPT
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5061878,45279,600,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DAC BEACHCROFT CLAIMS LTD,3128528,5061801,45278,2835,TCR LEGAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DWF LLP,3117003,5063040,45288,1376,TCR SUPPLIER GENERAL
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,REDACTED PERSONAL DATA,3203915,5061709,45275,1731.83,IND INSURANCE
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,DEPARTMENT FOR WORK & PENSIONS,3028194,5061804,45278,788,PCS GOVT DEPT
 Insur.Fund-Vehicle Claims,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,GROVE AUTOS LTD,3137927,5062192,45280,5639.28,TCR SUPPLIER GENERAL
 Insur.Fund-Vehicle Claims,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,GROVE AUTOS LTD,3137927,5062191,45280,776.26,TCR SUPPLIER GENERAL
 Former LRB Properties,LRB Holding Account Total,64326,Professional Services General,DAC BEACHCROFT CLAIMS LTD,3128528,5061571,45274,600,TCR LEGAL
 Former LRB Properties,LRB Holding Account Total,64326,Professional Services General,MONTAGU EVANS LLP,3128502,5061731,45275,11000,TCR CONSULTANT
 Superannuation Fund,Pension Rev Total,61619,Transfer Values Paid Out,CROYDON COUNCIL,3003866,1000941,45272,116451.71,PCS LOCAL AUTH
 Superannuation Fund,Pension Rev Total,61619,Transfer Values Paid Out,KENT COUNTY COUNCIL,2167220,1000942,45272,9895.42,PCS LOCAL AUTH
 Superannuation Fund,Pension Rev Total,61619,Transfer Values Paid Out,LONDON BOROUGH OF LAMBETH,2162768,1000957,45281,62807.62,OTHER CREDS
 Superannuation Fund,Pension Rev Total,61619,Transfer Values Paid Out,LONDON BOROUGH OF SUTTON,2042495,1000946,45275,616.81,PCS LOCAL AUTH
 Superannuation Fund,Pension Rev Total,61619,Transfer Values Paid Out,L B OF BARKING & DAGENHAM * 2103745,2103745,1000945,45275,9465.01,OTHER CREDS
 Town Centre Management & Business Support,"Renewal, Recreation and Housing",64712,Membership and Subscriptions,SPRINGBOARD RESEARCH LTD,3146343,5061000,45271,2979.16,TCR SUPPLIER GENERAL
 Town Centre Management & Business Support,"Renewal, Recreation and Housing",64712,Membership and Subscriptions,SPRINGBOARD RESEARCH LTD,3146343,5062416,45280,3315,TCR SUPPLIER GENERAL
 Town Centre Management & Business Support,"Renewal, Recreation and Housing",64712,Membership and Subscriptions,SPRINGBOARD RESEARCH LTD,3146343,5061766,45275,2670.16,TCR SUPPLIER GENERAL
 Town Centre Management & Business Support,"Renewal, Recreation and Housing",65556,Third Party Payment Not Government,SOS CREATIVITY,3151562,5061636,45274,10000,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5061035,45272,21.8,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5061879,45279,22.1,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64411,ICT Hardware,DAISY CORPORATE SERVICES,3135691,5061035,45272,40.26,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64411,ICT Hardware,DAISY CORPORATE SERVICES,3135691,5061879,45279,40.26,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",65556,Third Party Payment Not Government,AGGREGATE INDUSTRIES UK LTD T/A SPADEOAK,3202929,5061116,45273,23378.77,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",65556,Third Party Payment Not Government,AGGREGATE INDUSTRIES UK LTD T/A SPADEOAK,3202929,5061117,45273,44614.15,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64331,Miscellaneous Expenses,BT GLOBAL SERVICES,3136575,5062050,45280,359.6,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",65556,Third Party Payment Not Government,CROWE UK LLP,3203111,5059974,45261,2500,COMPANY
 Parks and Green Space,Environment & Community Services,62112,Major Repairs and Structural,IDVERDE LTD,3137441,5061918,45279,2600,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,62112,Major Repairs and Structural,IDVERDE LTD,3137441,5062531,45281,4600,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,62112,Major Repairs and Structural,FORESHAW BUILDING SERVICES LIMITED,3008750,5060601,45266,73917.43,SUB-CONTRACTOR
 Parks and Green Space,Environment & Community Services,62112,Major Repairs and Structural,IDVERDE LTD,3137441,5061705,45275,7385.71,TCR SUPPLIER GENERAL
