SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Permanency,"Children, Education and Families",65511,Adoption Allowance,REDACTED PERSONAL DATA,3016597,5042194,45118,330.12,FOSTER PARENTS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3153016,5042136,45118,728,IND CARERS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3027926,5042262,45118,506.53999999999996,FOSTER PARENTS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3146856,5042144,45118,413.32,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3152376,5042232,45118,1239.96,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3130435,5042149,45118,540,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3127244,5042017,45118,886.35,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3013501,5042189,45118,21.93,FOSTER PARENTS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3126548,5042229,45118,270,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3117598,5042205,45118,30,IND OTHER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3126980,5042176,45118,368.96,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201296,5042164,45118,61,IND OTHER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3149646,5042124,45118,627.28,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3131108,5042293,45118,291.5,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3130604,5042226,45118,368.56,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3150673,5042316,45118,579.9000000000001,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3151933,5042282,45118,665.86,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3142673,5042016,45118,2396.64,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3148673,5042244,45118,383.26,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3145672,5042041,45118,1000.96,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3134033,5042283,45118,1754.64,FOSTER PARENTS
 Permanency,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3027926,5042262,45118,464,FOSTER PARENTS
 Permanency,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3126980,5042176,45118,412.16,IND FOSTER CARER
 Permanency,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201296,5042164,45118,13.9,IND OTHER
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,3034464,5041955,45118,4918,OTHER CREDS
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3125023,5042249,45118,-354.27,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3133280,5042241,45118,516.54,IND CARERS
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3014379,5042265,45118,516.54,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3104630,5042113,45118,413.32,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3147341,5042106,45118,1033.08,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3108432,5042218,45118,516.54,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3129865,5042198,45118,413.32,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3201533,5042153,45118,915.21,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3125023,5042249,45118,3.93,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3133280,5042241,45118,-10,IND CARERS
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3014379,5042265,45118,-10,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3147954,5042240,45118,1628.64,IND CARERS
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3104630,5042113,45118,-5,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3147341,5042106,45118,-20,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3108432,5042218,45118,-10,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3129865,5042198,45118,-5,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3123676,5042158,45118,867.32,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201533,5042153,45118,-11.07,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3130604,5042226,45118,337.1,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3125023,5042249,45118,-193.20000000000002,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3133280,5042241,45118,540,IND CARERS
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3147341,5042106,45118,928,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3014379,5042265,45118,540,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3104630,5042113,45118,364,FOSTER PARENTS
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3108432,5042218,45118,540,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3129865,5042198,45118,364,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3201533,5042153,45118,806,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3147954,5042240,45118,203,IND CARERS
 Referral and Assessment Service,"Children, Education and Families",66219,No Recourse to Public Funds - Accommodation,LETTING INTERNATIONAL LTD,3152564,5041962,45118,1425,TCR LANDLORD
 Referral and Assessment Service,"Children, Education and Families",66219,No Recourse to Public Funds - Accommodation,SANDRA DAVIDSON ESTATE AGENTS,3143603,5041994,45118,1085,TCR LANDLORD
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,EXPERT IN MIND,3133541,5041942,45118,4795.4,TCR CONSULTANT
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3126980,5042176,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3140328,5042160,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3142148,5042105,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3013501,5042189,45118,413.32,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3108432,5042218,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3201607,5042064,45118,413.32,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3151871,5042312,45118,1343.1799999999998,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3143449,5042217,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3148959,5042219,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3028418,5042284,45118,516.54,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3132232,5042114,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146029,5042088,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3148262,5042184,45118,826.64,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3147341,5042106,45118,103.22,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3143842,5042196,45118,826.64,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3136579,5042185,45118,826.64,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146064,5042167,45118,929.8599999999999,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146161,5042079,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3150365,5042208,45118,1029.88,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3150665,5042177,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3201533,5042153,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3201663,5042256,45118,413.32,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65517,Family Assessments,REDACTED PERSONAL DATA,3150680,5042001,45118,5341.5,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65518,Fostering Agency Placements,FOSTERCARE UK LTD,3116219,5041948,45118,6461.33,VENDOR
 Safeguarding and Care Planning East,"Children, Education and Families",65518,Fostering Agency Placements,FOSTERCARE UK LTD,3116219,5041947,45118,6252.9,VENDOR
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5041984,45118,1006.95,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201535,5042031,45118,812,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3152218,5042139,45118,2515.96,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3152376,5042232,45118,1176,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3151932,5042060,45118,877.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3146064,5042167,45118,1004,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3141326,5042135,45118,1696.64,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3150665,5042177,45118,464,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202792,5042296,45118,2132,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201443,5042125,45118,1234,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201820,5042107,45118,812,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3146587,5042212,45118,651.84,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3138168,5042069,45118,751.76,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3141042,5042182,45118,703.44,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3148544,5042245,45118,617.7,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3146041,5042236,45118,655.5,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3131758,5042132,45118,600.8399999999999,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3130434,5042104,45118,504.82,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3144401,5042179,45118,746.1,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3016597,5042194,45118,761.36,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3143293,5042040,45118,690,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3145226,5042281,45118,1135.08,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3137820,5042242,45118,1120.3799999999999,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3201711,5042306,45118,658,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3152511,5042210,45118,700.48,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3132621,5042202,45118,320.04,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3131936,5042213,45118,703.6600000000001,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3150994,5042097,45118,652.6,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3152755,5042070,45118,686.28,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3148676,5042169,45118,1739.02,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3148673,5042244,45118,368.56,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3200040,5042091,45118,634.4000000000001,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3131108,5042293,45118,694.02,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3145645,5042174,45118,703.6600000000001,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3145311,5042211,45118,945.36,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3148887,5042059,45118,674.04,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3124058,5042287,45118,688.96,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3126980,5042176,45118,454,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3151871,5042312,45118,1256,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3140328,5042160,45118,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3013501,5042189,45118,359,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3108432,5042218,45118,530,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3201607,5042064,45118,359,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3152218,5042139,45118,-15,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3152376,5042232,45118,-15,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3143449,5042217,45118,359,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3148959,5042219,45118,359,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3151932,5042060,45118,-10,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3028418,5042284,45118,530,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3142148,5042105,45118,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3132232,5042114,45118,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146029,5042088,45118,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3148262,5042184,45118,718,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3143842,5042196,45118,802,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3136579,5042185,45118,855,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146064,5042167,45118,212,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3141326,5042135,45118,-15,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146161,5042079,45118,359,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3150365,5042208,45118,540,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3150665,5042177,45118,-10,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3201533,5042153,45118,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3201663,5042256,45118,359,FOSTER PARENTS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,POTTON KARE SERVICES LTD,3137990,5041984,45118,215.1,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3104630,5042113,45118,1239.96,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146029,5042088,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3027926,5042262,45118,619.76,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3143293,5042040,45118,516.54,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3139464,5042157,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3131727,5042222,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3143449,5042217,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3201296,5042164,45118,413.32,IND OTHER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3132445,5042225,45118,929.86,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3150877,5042019,45118,413.32,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3125023,5042249,45118,767.59,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3148262,5042184,45118,1029.88,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3148209,5042183,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3141477,5042047,45118,516.54,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5041984,45118,633.5999999999999,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3152731,5042085,45118,953.32,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3123676,5042158,45118,877.32,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201855,5042186,45118,728,IND OTHER
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3146856,5042144,45118,464,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202622,5042197,45118,1276,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202442,5042032,45118,870,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3144404,5042278,45118,686.28,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3144460,5042099,45118,703.6600000000001,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3126472,5042290,45118,514.62,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3149043,5042100,45118,819.6400000000001,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3143806,5042248,45118,635.4000000000001,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3144428,5042231,45118,1840.6,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3144736,5042254,45118,1873.3199999999997,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3130913,5042168,45118,1434.64,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3126548,5042229,45118,451.3,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3149095,5042204,45118,758.5,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3127476,5042109,45118,1086.92,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3152731,5042085,45118,-10,IND CARERS
