Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
Adult Care and Health,INVICTA TELECARE LTD,45070,5036257,3033.88,VENDOR
Adult Care and Health,INVICTA24 PLUS LTD,45070,5036258,702.7599999999992,TCR SUPPLIER GENERAL
Adult Care and Health,INVICTA24 PLUS LTD,45070,5036259,8348.689999999999,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45070,5036260,26688.17999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45070,5036260,12631.830000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45070,5036260,1817.3800000000003,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036261,752.9,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036262,943.5,IND OTHER
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45070,5036265,6522.08,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45070,5036265,4925.599999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45070,5036266,16160.009999999998,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45070,5036267,4238.49,TCR RESIDENTIAL HOME
"Children, Education and Families",LILIAN DAVIS GROUP LTD,45070,5036268,1641.8,TCR LANDLORD
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036270,770,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45070,5036273,19770,TCR SUPPLIER GENERAL
Adult Care and Health,LONE CARE SERVICES LTD,45070,5036274,3285.8000000000006,TCR DOMICILIARY PROVIDER
RRH Capital Total,REDACTED PERSONAL DATA,45070,5036275,15250,SUB-CONTRACTOR
"Children, Education and Families",MARVELLOUS PROPERTIES LTD,45070,5036276,11337.14,TCR SUPPLIER GENERAL
"Children, Education and Families",MET POLICE (HAYES) SPORTS CLUB,45070,5036279,480.25,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036280,752.9,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036286,752.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036288,752.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036294,752.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036302,752.9,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036303,752.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036304,752.9,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036305,752.9,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036306,752.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036307,752.9,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036308,943.5,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036309,943.5,IND FOSTER CARER
Insurance Fund Holding Account Total,REDACTED PERSONAL DATA,45070,5036310,1100,IND INSURANCE
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036311,952.9,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036313,752.9,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036314,943.5,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036315,1000,IND OTHER
Adult Care and Health,NOMASE CARE LTD,45070,5036316,11884.169999999986,IND RESIDENTIAL
"Children, Education and Families",NVR PRACTITIONERS CONSORTIUM CIC,45070,5036317,1105,TCR TRAINING
"Children, Education and Families",OFSTED,45070,5036318,5275,PCS GOVT DEPT
"Children, Education and Families",OUTER TEMPLE CHAMBERS,45070,5036320,2400,TCR LEGAL
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45070,5036321,19200,TCR IND SCHOOL
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45070,5036321,9600,TCR IND SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036322,1222.06,IND FOSTER CARER
"Renewal, Recreation and Housing",PLEXUS UK (FIRST PROJECT) LTD,45070,5036324,22068.31,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45070,5036325,138,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45070,5036325,910.05,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45070,5036325,153.9,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45070,5036326,1611.6,TCR SUPPLIER GENERAL
Adult Care and Health,PRIORY CARE SERVICES LTD,45070,5036327,6015.979999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45070,5036327,328.23,TCR DOMICILIARY PROVIDER
Adult Care and Health,RIVER GARDEN CARE LTD,45070,5036330,7641.13,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45070,5036330,581.8000000000001,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45070,5036330,1608.9799999999998,TCR RESIDENTIAL HOME
Insurance Fund Holding Account Total,ROAD RUNNERS RECOVERY SERVICE,45070,5036331,584,OTHER CREDS
"Children, Education and Families",ROMPA LTD,45070,5036332,755.9000000000001,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45070,5036333,1261.74,VENDOR
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45070,5036334,1766.9499999999998,VENDOR
Adult Care and Health,SALUTEM SHARED SERVICES III LTD,45070,5036335,12240.76,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036336,2695.7,IND CARERS/MOTHERS
"Renewal, Recreation and Housing",SANDRA DAVIDSON ESTATE AGENTS,45070,5036337,90486.6,TCR LANDLORD
"Children, Education and Families",SUPPLY & DEMAND CONSULTANCY LTD,45070,5036343,1694,OTHER CREDS
"Children, Education and Families",SUPPLY & DEMAND CONSULTANCY LTD,45070,5036344,2227.5,OTHER CREDS
"Children, Education and Families",SUPPLY & DEMAND CONSULTANCY LTD,45070,5036345,2271.5,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45070,5036346,2508.1299999999997,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45070,5036346,419.82000000000005,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036347,752.9,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45070,5036350,752.92,IND OTHER
"Resources, Commissioning and Contracts Management",TUSKERDIRECT LTD,45070,5036351,14123.75,TCR SUPPLIER GENERAL
"Children, Education and Families",WALKWITHMEUK CIC,45070,5036355,1000,VOS CHARITY ORG
"Children, Education and Families",WRS GROUP LTD,45070,5036357,438.25,OTHER CREDS
CEF Balance Sheet Total,REDACTED PERSONAL DATA,45071,5036359,16417.26,IND OTHER
Adult Care and Health,ADVOCACY FOR ALL,45071,5036360,8791.94,VOS CHARITY ORG
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45071,5036361,11909.38,SUB-CONTRACTOR
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45071,5036363,8070.92,TCR DOMICILIARY PROVIDER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45071,5036363,3134.74,TCR DOMICILIARY PROVIDER
Control Balance Sheet Total,REDACTED PERSONAL DATA,45071,5036364,1398.76,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45071,5036367,3642.86,CHILDRENS RESIDENTIAL UNITS
"Children, Education and Families",BRIGHT FUTURE SEMI INDEPENDENT LIVING,45071,5036369,3200,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",BROMLEY FC (95) LTD,45071,5036370,508,COMPANY
"Children, Education and Families",CANSFORD LABORATORIES LTD,45071,5036373,442.33,TCR SUPPLIER GENERAL
"Children, Education and Families",CANSFORD LABORATORIES LTD,45071,5036373,100.44,TCR SUPPLIER GENERAL
"Children, Education and Families",CARE 2 SHARE 2,45071,5036374,12842.68,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45071,5036375,9236.470000000007,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45071,5036375,57.71999999999997,TCR SUPPLIER GENERAL
"Children, Education and Families",CARTER BROWN THE EXPERT SERVICE LTD,45071,5036376,980.13,TCR SUPPLIER GENERAL
Adult Care and Health,CHOICE SUPPORT,45071,5036377,5069.310000000001,TCR RESIDENTIAL HOME
RCCM Capital Total,REDACTED PERSONAL DATA,45071,5036379,402.78,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45071,5036379,4430.55,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",CROYDON COUNCIL,45071,5036380,2541.88,PCS LOCAL AUTH
"Children, Education and Families",REDACTED PERSONAL DATA,45071,5036381,9042.8,CHILDRENS RES UNITS
Adult Care and Health,DARETHEALTHCARE UK LTD,45071,5036382,1719.39,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45071,5036382,789.36,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45071,5036382,153.72,TCR DOMICILIARY PROVIDER
"Children, Education and Families",DARRICK WOOD SCHOOL (ACADEMY) (SENIOR),45071,5036383,919.68,TCR IND SCHOOL
RRH Capital Total,REDACTED PERSONAL DATA,45071,5036384,166540.93999999994,SUB-CONTRACTOR
"Renewal, Recreation and Housing",DEPAUL UK,45071,5036385,64666.66,ST SUPP LODGE
CEF Capital Total,REDACTED PERSONAL DATA,45071,5036386,5290.73,SUB-CONTRACTOR
"Children, Education and Families",DREAMFO HOUSING LTD,45071,5036387,3475.7999999999997,TCR RESIDENTIAL HOME
"Children, Education and Families",EAST SUSSEX COUNTY COUNCIL,45071,5036389,15048,PCS LOCAL AUTH
"Children, Education and Families",EAST SUSSEX COUNTY COUNCIL,45071,5036389,-2668.58,PCS LOCAL AUTH
Adult Care and Health,REDACTED PERSONAL DATA,45071,5036390,6338.8,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45071,5036391,1113.68,IND AGENCY CARERS
"Children, Education and Families",FOSTER CARE LINK LTD,45071,5036392,3593.4,COMPANY
"Children, Education and Families",REDACTED PERSONAL DATA,45071,5036393,3903.56,IND OTHER
RRH Capital Total,REDACTED PERSONAL DATA,45071,5036396,520,SUB-CONTRACTOR
Control Balance Sheet Total,REDACTED PERSONAL DATA,45071,5036397,840.15,IND REFUND
"Renewal, Recreation and Housing",HAYMARKET MEDIA GROUP LTD,45071,5036398,7180,TCR SUPPLIER GENERAL
Environment & Community Services,IDVERDE LTD,45071,5036399,472253.87,TCR SUPPLIER GENERAL
"Children, Education and Families",INTEGRATED SERVICES PROGRAMME,45071,5036401,6262.97,OTHER CREDS
Control Balance Sheet Total,REDACTED PERSONAL DATA,45071,5036402,523.62,IND REFUND
Control Balance Sheet Total,KINTO UK LIMITED,45071,5036403,4439.5199999999995,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45071,5036406,1258,TCR LANDLORD
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45071,5036407,7798.08,TCR RESIDENTIAL HOME
"Children, Education and Families",LEWISHAM SOUTHWARK COLLEGE,45071,5036408,535,TCR SUPPLIER GENERAL
"Children, Education and Families",LEWISHAM SOUTHWARK COLLEGE,45071,5036409,9486.18,TCR SUPPLIER GENERAL
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45071,5036410,16411.92,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45071,5036411,62504.66999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45071,5036411,8093.91,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45071,5036412,1797.5,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45071,5036413,88019.51,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45071,5036413,187644.19999999995,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45071,5036413,515083.24,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45071,5036413,1837.29,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45071,5036413,8810.76,OTHER CREDS
Control Balance Sheet Total,MATRIX SCM LIMITED,45071,5036417,324099.86,IRC_JOB_AGENCY
Adult Care and Health,MEARS EXTRA CARE LIMITED,45071,5036418,15425.64,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45071,5036421,2750,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45071,5036424,8000,IND DIRECT PAYMENTS
Control Balance Sheet Total,REDACTED PERSONAL DATA,45071,5036425,1430.01,IND REFUND
Housing Balance Sheet Total,REDACTED PERSONAL DATA,45071,5036427,868.05,IND REFUND
"Children, Education and Families",NONSTOP CONSULTING LTD,45071,5036428,1300,TCR STAFF AGENCY
"Children, Education and Families",NONSTOP CONSULTING LTD,45071,5036429,1300,TCR STAFF AGENCY
"Children, Education and Families",NONSTOP CONSULTING LTD,45071,5036430,3000,TCR STAFF AGENCY
"Children, Education and Families",OWNLIFE LTD,45071,5036431,2357.14,TCR SUPPLIER GENERAL
Adult Care and Health,P & E CARE LTD,45071,5036432,13853.519999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45071,5036432,617.0500000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45071,5036432,570.4300000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45071,5036433,17178.390000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45071,5036433,574.6600000000001,TCR DOMICILIARY PROVIDER
"Children, Education and Families",POTTON KARE SERVICES LTD,45071,5036434,131.4,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45071,5036434,1819.8,TCR SUPPLIER GENERAL
"Children, Education and Families",PROVIDENT RECRUITMENT LTD T/A PSYCHOLOGY PEOPLE,45071,5036435,908.25,IRC_JOB_AGENCY
"Children, Education and Families",PSYCHIATRY EXPERTS LTD,45071,5036436,720,COMPANY
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45071,5036437,1627.45,LBB OTHER
Enviromnent Balance Sheet Total,SILVERSTONE HOMES LTD,45071,5036440,2000,REFUNDS
"Children, Education and Families",THE ADOLESCENT & CHILDRENS TRUST,45071,5036441,21300.06,OTHER CREDS
"Children, Education and Families",THE NATIONAL FOSTERING AGENCY LTD,45071,5036442,1440,TCR SUPPLIER GENERAL
"Children, Education and Families",THE NATIONAL FOSTERING AGENCY LTD,45071,5036443,3631.65,TCR SUPPLIER GENERAL
"Children, Education and Families",THE TUTORIAL FOUNDATION,45071,5036444,5955.5,VENDOR
Environment & Community Services,TRAFFIC ENFORCEMENT CENTRE (TEC),45071,5036445,25000,TCR SUPPLIER GENERAL
Environment & Community Services,VEOLIA ENVIRONMENTAL SERVICES PLC,45071,5036446,801713.91,VENDOR
Environment & Community Services,VEOLIA ENVIRONMENTAL SERVICES PLC,45071,5036447,3715.2,VENDOR
Environment & Community Services,VEOLIA ENVIRONMENTAL SERVICES PLC,45071,5036447,485965.55,VENDOR
Environment & Community Services,VEOLIA ENVIRONMENTAL SERVICES PLC,45071,5036447,64200.97,VENDOR
Environment & Community Services,VEOLIA ENVIRONMENTAL SERVICES PLC,45071,5036447,1441474.2200000002,VENDOR
Public Protection and Enforcement,VEOLIA ENVIRONMENTAL SERVICES PLC,45071,5036447,1967.3600000000001,VENDOR
ECS Capital Total,WARNER SURVEYS UTILITY MAPPING LTD,45071,5036448,5585,TCR SUPPLIER GENERAL
RRH Capital Total,WATERSIDE & ASSOCIATES LTD,45071,5036449,1950,SUB-CONTRACTOR
"Resources, Commissioning and Contracts Management",6 PUMP COURT CHAMBERS,45072,5036450,10200,TCR LEGAL
Adult Care and Health,APPLE HOUSE LTD,45072,5036452,6825.08,TCR RESIDENTIAL HOME
Adult Care and Health,APPLE HOUSE LTD,45072,5036453,7610.539999999998,TCR RESIDENTIAL HOME
Adult Care and Health,APPLE HOUSE LTD,45072,5036454,9853.490000000018,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45072,5036455,77708.06,SUB-CONTRACTOR
"Children, Education and Families",BROMLEY Y,45072,5036457,150740.84,VENDOR
Adult Care and Health,CLARION HOUSING ASSOCIATION,45072,5036461,11000,TCR LANDLORD
"Renewal, Recreation and Housing",CLIP THEATRE LTD,45072,5036462,4542.02,COMPANY
Public Protection and Enforcement,ENIGMA CCTV LTD,45072,5036463,27774.61,TCR CORP CONTRACTS
"Children, Education and Families",GOLDEN HEIGHTS LTD,45072,5036465,2825.55,COMPANY
Environment & Community Services,GRISTWOOD & TOMS (TREE CONTRACTORS) LTD,45072,5036466,78860,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45072,5036467,634.41,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45072,5036468,4127.34,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45072,5036469,27707.87,OTHER CREDS
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45072,5036470,567,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45072,5036471,30930,TCR SUPPLIER GENERAL
"Children, Education and Families",MORSON SOCIAL WORK SOLUTIONS,45072,5036472,2650,TCR CONSULTANT
"Children, Education and Families",ABBOTT TOXICOLOGY LTD,45076,5036475,680,TCR SUPPLIER GENERAL
"Children, Education and Families",ADO THERAPY,45076,5036476,1050,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45076,5036477,794.6399999999999,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45076,5036477,851.15,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45076,5036477,29.79,TCR SUPPLIER GENERAL
"Children, Education and Families",ASCENT FOSTERING AGENCY,45076,5036479,11796.6,TCR SUPPLIER GENERAL
"Children, Education and Families",BENSHAM MANOR SCHOOL,45076,5036480,6971.25,PCS LA SCHOOL
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45076,5036481,2590.6300000000006,TCR RESIDENTIAL HOME
"Children, Education and Families",CARE 2 SHARE 2,45076,5036482,3505.95,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036483,9308.290000000005,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036483,359.17,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036483,1248.0900000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",CHAILEY HERITAGE FOUNDATION,45076,5036485,22134.8,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036486,1552.32,IND CARERS
"Children, Education and Families",CHILDREN OF ALL NATIONS,45076,5036487,3235.71,COMPANY
"Children, Education and Families",COMPASS FOSTERING LONDON LIMITED,45076,5036490,14430.3,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036491,6732.86,IND CARERS/MOTHERS
"Children, Education and Families",CRYSTAL PALACE COMMUNITY TRUST,45076,5036496,1905,REFUNDS
Adult Care and Health,DARETHEALTHCARE UK LTD,45076,5036497,1723.63,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45076,5036497,789.36,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45076,5036497,163.62,TCR DOMICILIARY PROVIDER
Insurance Fund Holding Account Total,DWF LLP,45076,5036498,980,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",EDF ENERGY CUSTOMERS PLC,45076,5036500,510.21,TCR UTILITY
Environment & Community Services,EDF ENERGY CUSTOMERS PLC,45076,5036501,6726.2699999999995,TCR UTILITY
"Resources, Commissioning and Contracts Management",EDF ENERGY CUSTOMERS PLC,45076,5036501,0,TCR UTILITY
"Children, Education and Families",ESLAND SOUTH LTD,45076,5036510,20097,TCR SUPPLIER GENERAL
"Children, Education and Families",ESLAND SOUTH LTD,45076,5036510,23785.71,TCR SUPPLIER GENERAL
Adult Care and Health,ETERNAL CARE UK LTD,45076,5036511,4700.91,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45076,5036511,4887.879999999993,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036512,4581.34,CHILDRENS RES UNITS
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45076,5036514,8964.360000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45076,5036514,1025.6399999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45076,5036514,352.77,TCR DOMICILIARY PROVIDER
"Children, Education and Families",FOSTER CARE ASSOCIATES,45076,5036516,3711.77,OTHER CREDS
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45076,5036519,927.85,TCR DOMICILIARY PROVIDER
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45076,5036519,35.42,TCR DOMICILIARY PROVIDER
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45076,5036520,1827.4700000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45076,5036520,35.42,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036521,1050,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036522,1050,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036525,10800,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036526,427.5,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036526,992,TCR DOMICILIARY PROVIDER
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45076,5036527,3132,OTHER CREDS
Adult Care and Health,JIGSAW OCCUPATIONAL THERAPY LTD,45076,5036528,1954.2,TCR SUPPLIER GENERAL
"Children, Education and Families",KELWEL CARE LTD,45076,5036529,1214,TCR SUPPLIER GENERAL
"Children, Education and Families",KENT COUNTY COUNCIL,45076,5036530,2016.76,PCS LOCAL AUTH
"Children, Education and Families",KENT COUNTY COUNCIL,45076,5036531,2016.76,PCS LOCAL AUTH
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036532,1788,TCR DOMICILIARY PROVIDER
RRH Capital Total,L H BRIDGE LTD,45076,5036533,5756.07,TCR SUPPLIER GENERAL
"Children, Education and Families",LB CROYDON - PRIORY SCHOOL,45076,5036534,28289.31,TCR ACADEMY
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036535,1595.76,IND AGENCY CARERS
"Children, Education and Families",LIBERTY HOMES,45076,5036536,2594.28,ST SUPP LODGE
Adult Care and Health,LIVABILITY,45076,5036537,2109.75,VENDOR
"Children, Education and Families",LONDON SOUTH EAST COLLEGES,45076,5036539,424474.17000000004,TCR SUPPLIER GENERAL
RRH Capital Total,REDACTED PERSONAL DATA,45076,5036540,830,SUB-CONTRACTOR
"Children, Education and Families",MARVELLOUS PROPERTIES LTD,45076,5036542,9565.5,TCR SUPPLIER GENERAL
"Children, Education and Families",MARVELLOUS PROPERTIES LTD,45076,5036542,3861.64,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036543,63214.2,IND DIRECT PAYMENTS
Control Balance Sheet Total,REDACTED PERSONAL DATA,45076,5036546,4018.91,IND REFUND
"Renewal, Recreation and Housing",MYERS AND MALONE LTD,45076,5036547,2500,TCR LANDLORD
"Resources, Commissioning and Contracts Management",NPOWER,45076,5036550,2831.77,TCR SUPPLIER GENERAL
"Children, Education and Families",NUTRIX PERSONNEL LTD,45076,5036551,1233,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036552,29571.43,CHILDRENS RES UNITS
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45076,5036553,2220,TCR LANDLORD
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45076,5036554,22529.340000000077,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45076,5036554,694.19,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45076,5036554,2521.5499999999993,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45076,5036555,6477.42,TCR LEGAL
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036556,24000,CHILDRENS RES UNITS
"Children, Education and Families",PENGE COMMUNITY PRE-SCHOOL,45076,5036557,1560,TCR NURSERY
"Children, Education and Families",PICKHURST JUNIOR SCHOOL (ACADEMY),45076,5036559,1061.48,TCR IND SCHOOL
"Children, Education and Families",POTTON KARE SERVICES LTD,45076,5036562,1663.25,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",POZITIVE ENERGY LTD,45076,5036563,661.95,TCR SUPPLIER GENERAL
"Children, Education and Families",RAINBOW FOSTERING SERVICES LTD,45076,5036564,6104.38,TCR SUPPLIER GENERAL
"Children, Education and Families",RAINBOW FOSTERING SERVICES LTD,45076,5036565,6139.69,TCR SUPPLIER GENERAL
"Children, Education and Families",RAINBOW FOSTERING SERVICES LTD,45076,5036566,7043.56,TCR SUPPLIER GENERAL
"Children, Education and Families",REFLEXION CARE GROUP LTD,45076,5036568,1401.12,TCR RESIDENTIAL HOME
Environment & Community Services,REDACTED PERSONAL DATA,45076,5036569,165,TCR SUPPLIER GENERAL
Environment & Community Services,REDACTED PERSONAL DATA,45076,5036569,55,TCR SUPPLIER GENERAL
Environment & Community Services,REDACTED PERSONAL DATA,45076,5036569,330,TCR SUPPLIER GENERAL
Public Protection and Enforcement,REDACTED PERSONAL DATA,45076,5036569,110,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45076,5036570,3764.02,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036571,14554.94,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45076,5036571,477.89,TCR DOMICILIARY PROVIDER
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45076,5036575,8913.04,TCR RESIDENTIAL HOME
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45076,5036575,3078.47,TCR RESIDENTIAL HOME
"Children, Education and Families",YOUNG EPILEPSY,45076,5036576,26479.33,VOS CHARITY ORG
"Children, Education and Families",YOUNG EPILEPSY,45076,5036577,28098.66,VOS CHARITY ORG
