SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,POTTON KARE SERVICES LTD,3137990,5068708,45329,126.7,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068708,45329,937.1,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068708,45329,489,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3149791,5068709,45329,631,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,PRESTIGE TAXI ASHFORD KENT,3204041,5068710,45329,600,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5068711,45329,7499.169999999999,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5068711,45329,561.1,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5068711,45329,1221.81,TCR RESIDENTIAL HOME
 Basic Needs,CEF Capital Total,68154,Capital Main Works,RIVERSIDE SCHOOL,3108492,5068712,45329,950,LBB SCHOOL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5068714,45329,24864.98000000002,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5068714,45329,241.98,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5068714,45329,419.15999999999997,TCR DOMICILIARY PROVIDER
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,SOLACE CARE GROUP,3150721,5068715,45329,26107.23,TCR CONSULTANT
 Learning Disabilities Services,Adult Care and Health,53258,Client Contributions - Shared Lives,REDACTED PERSONAL DATA,3122194,5068717,45329,-30.72,IND BSAP PROVIDER
 Learning Disabilities Services,Adult Care and Health,65579,Shared Lives,REDACTED PERSONAL DATA,3122194,5068717,45329,1795.44,IND BSAP PROVIDER
 Learning Disabilities Services,Adult Care and Health,66219,No Recourse to Public Funds - Accommodation,REDACTED PERSONAL DATA,3122194,5068717,45329,228.8,IND BSAP PROVIDER
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,SUNBEAM FOSTERING,3119249,5068718,45329,3694.31,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3143000,5068719,45329,6724.620000000002,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3143000,5068719,45329,164.16,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3203962,5068720,45329,2092.86,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3203962,5068720,45329,750,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3203962,5068721,45329,2690.82,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3203962,5068721,45329,975,CHILDRENS RESIDENTIAL UNITS
 Parks and Green Space,Environment & Community Services,62126,Reactive Repairs,TARDIS ENVIRONMENTAL UK LTD,3131004,5068722,45329,810,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",64118,Specialist Equipment for Service Provision,THE HIGHWAY PRIMARY SCHOOL (ACADEMY),3139272,5068724,45329,2937.95,TCR IND SCHOOL
 Safeguarding and Care Planning West,"Children, Education and Families",65517,Family Assessments,THE PSYCHOLOGY CLINIC OF EAST ANGLIA LTD,3204182,5068725,45329,1016.8999999999999,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,THF CARE ESTATES LIMITED * 3010116,3010116,5068726,45329,8411.44,VENDOR
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,THF CARE ESTATES LIMITED * 3010116,3010116,5068727,45329,16103.68,VENDOR
 Direct Services,Adult Care and Health,64118,Specialist Equipment for Service Provision,REDACTED PERSONAL DATA,3118898,5068728,45329,1948.5,IND GRANTS
 HR,"Resources, Commissioning and Contracts Management",65556,Third Party Payment Not Government,TUSKERDIRECT LTD,3147856,5068729,45329,19916.79,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,VIBRANT SUPPORTED HOUSING,3145217,5068730,45329,2100,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,VIBRANT SUPPORTED HOUSING,3145217,5068730,45329,500,TCR SUPPLIER GENERAL
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,REDACTED PERSONAL DATA,3027499,5068733,45329,5331.13,SUB-CONTRACTOR
 Mental Health Services,Adult Care and Health,65542,Long Term Residential Spot Contract,YEWCARE LTD,3202763,5068734,45329,26404.29,TCR RESIDENTIAL HOME
 Supply Teacher (Matrix DPS) Holding Account,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,REDACTED PERSONAL DATA,3138010,5068736,45330,7786.61,IND OTHER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ACHIEVE TOGETHER SERVICES LTD,3202247,5068737,45330,4990.32,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ACHIEVE TOGETHER SERVICES LTD,3202247,5068738,45330,5908.92,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068739,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068739,45330,6470.28,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068740,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068740,45330,6946.36,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068741,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068741,45330,7626.04,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068742,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068742,45330,7752.12,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068743,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068743,45330,8527.84,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068744,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068744,45330,8609.8,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068745,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068745,45330,8971.6,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068746,45330,-567.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068746,45330,9845.08,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ACHIEVE TOGETHER SERVICES LTD,3202247,5068747,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068747,45330,10955.96,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ACHIEVE TOGETHER SERVICES LTD,3202247,5068748,45330,12313.6,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ACHIEVE TOGETHER SERVICES LTD,3202247,5068749,45330,15804.559999999998,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5068751,45330,785.97,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5068751,45330,971.19,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5068751,45330,119.16,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ALWAYS CARING (BROMLEY) LTD,3114186,5068753,45330,2908.05,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,ALWAYS CARING (BROMLEY) LTD,3114186,5068753,45330,3879.8199999999997,TCR DOMICILIARY PROVIDER
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,ANSACARE FOSTERING AGENCY LTD,3201361,5068754,45330,14156.28,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ASPENS ENTERPRISES LTD,3200031,5068755,45330,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASPENS ENTERPRISES LTD,3200031,5068755,45330,8949.44,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ASPENS ENTERPRISES LTD,3200031,5068756,45330,11265.88,TCR SUPPLIER GENERAL
 Town Centre Management & Business Support,"Renewal, Recreation and Housing",64712,Membership and Subscriptions,ASSOCIATION OF TOWN CENTRE MANAGEMENT,2074613,5068757,45330,995,OTHER CREDS
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,REDACTED PERSONAL DATA,3204215,5068758,45330,5345,TCR LANDLORD
 Housing Schemes,"Renewal, Recreation and Housing",62311,Rents Payable,BEEHIVE AFFORDABLE HOMES (BROMLEY 1),3150490,5068759,45330,25362.4,TCR LANDLORD
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,REDACTED PERSONAL DATA,3148106,5068760,45330,16123.77,TCR STAFF AGENCY
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,BY THE BRIDGE LTD,3034433,5068764,45330,13742.619999999999,OTHER CREDS
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,CHARTERHOUSE PRE-SCHOOL,3112216,5068767,45330,1835,VENDOR
 HWBC co-location,RRH Capital Total,68159,Survey Fees,CLARKEBOND (UK) LTD,3131926,5068769,45330,3413.38,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,21.73,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64411,ICT Hardware,DAISY CORPORATE SERVICES,3135691,5068772,45330,40.26,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,117.94,TCR SUPPLIER GENERAL
 Bromley Youth Support Programme,"Children, Education and Families",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,246.54999999999998,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,24.49,TCR SUPPLIER GENERAL
 Early Intervention and Family Support,"Children, Education and Families",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,172.17999999999998,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,123.34,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,21.73,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,359.06,TCR SUPPLIER GENERAL
 Exchequer - Revenue & Benefits,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,244.26,TCR SUPPLIER GENERAL
 Information Systems and Telephony,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,22.11,TCR SUPPLIER GENERAL
 Financial Accounting,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,21.73,TCR SUPPLIER GENERAL
 Facilities & Support,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,133.14,TCR SUPPLIER GENERAL
 Public Protection,Public Protection and Enforcement,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,140.37,TCR SUPPLIER GENERAL
 Transport Operations and Depot Management,Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,43.46,TCR SUPPLIER GENERAL
 Traffic & Road Safety,Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,46.95,TCR SUPPLIER GENERAL
 Highways (Including London Permit Scheme),Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,65.19,TCR SUPPLIER GENERAL
 Neighbourhood Services,Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,43.46,TCR SUPPLIER GENERAL
 Parking,Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,195.66,TCR SUPPLIER GENERAL
 Waste Services,Environment & Community Services,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,76.61,TCR SUPPLIER GENERAL
" Strategy, Performance and Engagement","Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,530.97,TCR SUPPLIER GENERAL
 Other,Adult Care and Health,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,209.48,TCR SUPPLIER GENERAL
 Direct Services,Adult Care and Health,64216,Land Line Telephone Costs,DAISY CORPORATE SERVICES,3135691,5068772,45330,21.73,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,DARETHEALTHCARE UK LTD,3124886,5068773,45330,10948.040000000003,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,DARETHEALTHCARE UK LTD,3124886,5068773,45330,3086.969999999999,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,DARETHEALTHCARE UK LTD,3124886,5068773,45330,538.2,TCR DOMICILIARY PROVIDER
 Bromley Youth Support Programme,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3202757,5068774,45330,2400,IND TRAINING
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3138067,5068776,45330,5464.86,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3138067,5068777,45330,5464.86,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3138067,5068778,45330,10753.43,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,DREAMFO HOUSING LTD,3150806,5068779,45330,2785.8,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,DREAMFO HOUSING LTD,3150806,5068779,45330,428.4,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,DREAMFO HOUSING LTD,3150806,5068780,45330,2878.66,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,DREAMFO HOUSING LTD,3150806,5068780,45330,442.68,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,DREAMFO HOUSING LTD,3150806,5068781,45330,2878.66,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,DREAMFO HOUSING LTD,3150806,5068781,45330,442.68,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,3152806,5068782,45330,4436,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,FALA ACHIEVEMENTS,3201072,5068783,45330,660,TCR SUPPLIER GENERAL
 Early Intervention and Family Support,"Children, Education and Families",65564,Contract Expenses,GREENWICH LEISURE LTD,3107407,5068784,45330,514.5,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,HEATH FARM FOSTERING,3139082,5068785,45330,14326.65,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,HORIZON CARE & WELFARE ASSOCIATION,3106093,5068786,45330,5760.7,VENDOR
 Crystal Palace Park - Regeneration,RRH Capital Total,68155,Consultants Costs,HTA DESIGN LLP,3202699,5068787,45330,52292.03,COMPANY
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,KENNEDYS LAW LLP,3202687,5068792,45330,720,TCR LEGAL
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5068793,45330,7914.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5068794,45330,-1449.6,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5068794,45330,28102.24,TCR RESIDENTIAL HOME
 Information Systems and Telephony,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,LONDON GRID FOR LEARNING TRUST,3013327,5068796,45330,2508.55,OTHER CREDS
 Access and Inclusion,"Children, Education and Families",63213,Client Transport,LONDON HIRE COMMUNITY SERVICES LTD,3148086,5068797,45330,18441.3,TCR TRANSPORT
 Access and Inclusion,"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3148214,5068798,45330,28877.6,TCR TRANSPORT
 Safeguarding and Care Planning West,"Children, Education and Families",65584,Community Homes,MCRAE RESIDENTIAL CARE SERVICES LTD,3146972,5068800,45330,32118.08,TCR RESIDENTIAL HOME
 Safeguarding and Care Planning West,"Children, Education and Families",65584,Community Homes,MCRAE RESIDENTIAL CARE SERVICES LTD,3146972,5068801,45330,34206.22,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,3151703,5068802,45330,10665.669999999984,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,3151703,5068802,45330,355.55999999999995,TCR RESIDENTIAL HOME
 Permanency,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3203790,5068804,45330,1851.91,IND OTHER
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3151370,5068806,45330,1764.92,IND DIRECT PAYMENTS
 SEN and Inclusion (DSG),"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3149846,5068809,45330,505.26,TCR TRANSPORT
 SEN and Inclusion (DSG),"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3203773,5068811,45330,2368.42,TCR TRANSPORT
 Permanency,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3204165,5068814,45330,3115.43,IND CARERS
 SEN and Inclusion (DSG),"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3139075,5068815,45330,547.37,IND OTHER
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3204224,5068816,45330,11913,IND DIRECT PAYMENTS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,NEW PATH RESIDENTIAL LTD,3202598,5068819,45330,39857.01,TCR SUPPLIER GENERAL
 Information Systems and Telephony,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,NOMINET UK,3104398,5068821,45330,555.76,OTHER CREDS
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",62211,Electricity,NPOWER,3101652,5068822,45330,1945,TCR SUPPLIER GENERAL
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",62211,Electricity,NPOWER,3101652,5068823,45330,2171.25,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,OPENMINDS SOCIAL CARE LTD,3144418,5068824,45330,971.43,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,OPENMINDS SOCIAL CARE LTD,3144418,5068824,45330,428.57,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,OPENMINDS SOCIAL CARE LTD,3144418,5068825,45330,5250,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,OPENMINDS SOCIAL CARE LTD,3144418,5068826,45330,3642.86,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,OPENMINDS SOCIAL CARE LTD,3144418,5068826,45330,1607.14,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,OPENMINDS SOCIAL CARE LTD,3144418,5068827,45330,3764.29,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,OPENMINDS SOCIAL CARE LTD,3144418,5068827,45330,1660.71,TCR RESIDENTIAL HOME
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068833,45330,356.7,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,POTTON KARE SERVICES LTD,3137990,5068833,45330,203.1,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,POTTON KARE SERVICES LTD,3137990,5068834,45330,397.2,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068834,45330,163.8,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068834,45330,138,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068835,45330,538.1,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068835,45330,594.8,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5068836,45330,1256.1,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,RAINBOW DAY NURSERY  LTD,1185934,5068837,45330,4104,TCR NURSERY
 Referral and Assessment Service,"Children, Education and Families",66219,No Recourse to Public Funds - Accommodation,RENT CONNECT,3117398,5068839,45330,2635,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,62212,Gas,SEFE GROUP,3125854,5068843,45330,2327.63,TCR SUPPLIER GENERAL
 Libraries and Museums,"Renewal, Recreation and Housing",62212,Gas,SEFE GROUP,3125854,5068843,45330,15961.05,TCR SUPPLIER GENERAL
 Strategic & Operational Property,"Resources, Commissioning and Contracts Management",62212,Gas,SEFE GROUP,3125854,5068843,45330,34095.62,TCR SUPPLIER GENERAL
 Bromley Youth Support Programme,"Children, Education and Families",62212,Gas,SEFE GROUP,3125854,5068843,45330,4515.3,TCR SUPPLIER GENERAL
 Early Intervention and Family Support,"Children, Education and Families",62212,Gas,SEFE GROUP,3125854,5068843,45330,764.95,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62212,Gas,SEFE GROUP,3125854,5068843,45330,666.34,TCR SUPPLIER GENERAL
 Facilities & Support,"Resources, Commissioning and Contracts Management",62212,Gas,SEFE GROUP,3125854,5068843,45330,22589.05,TCR SUPPLIER GENERAL
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",62212,Gas,SEFE GROUP,3125854,5068843,45330,360.09,TCR SUPPLIER GENERAL
 Transport Operations and Depot Management,Environment & Community Services,62212,Gas,SEFE GROUP,3125854,5068843,45330,1228.3,TCR SUPPLIER GENERAL
