LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454451,2532.79,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454452,2301.98,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454453,2530.71,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454454,2916.8,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454455,505.69,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454456,564.89,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454457,519.66,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454458,2798.64,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45261,7003454459,664.11,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Financial services,45261,3300321404,876.71,TRADITION UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320983,1172.75,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320984,1087.85,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320985,748.34,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320986,1020.09,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320987,3725.34,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320988,1893.47,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320989,1298.21,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320990,1649.07,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320991,3236.81,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320992,1504.86,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320993,1035.35,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320994,696.43,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320995,2760.48,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320996,1563.86,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320997,1013.98,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320998,1649.07,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300320999,1278.29,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321000,696.43,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321001,2644.61,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321002,1044.64,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321003,1649.07,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321004,3395.58,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321005,1728.46,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321006,1099.47,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321007,2284.17,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321008,418.58,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321009,501.02,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321010,696.43,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321011,2046,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321012,650.67,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Power/Electrical,45261,4100807807,45525,EML INSTALLATONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45261,3300321397,14681,ST MARTIN OF PORRES RC PRIMARY SCHO
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454350,1483.92,NATGAB SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Utils/Pub Sect Srvcs,45261,4100807886,4250,OVE ARUP & PARTNERS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Utils/Pub Sect Srvcs,45261,4100807887,1500,OVE ARUP & PARTNERS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45261,4100804495,3200,PRECIOUS MOMENTS & HEALTH LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100807832,3214.28,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100807833,313,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45261,4100807817,7780.5,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,HRD,Parks/Sport/Recreatn,45261,4100807818,373.23,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45261,4100807819,8363.63,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,HRA,Parks/Sport/Recreatn,45261,4100807821,699.81,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45261,4100807822,3382.61,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,HRA,Parks/Sport/Recreatn,45261,4100807823,264,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45261,4100807824,539,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45261,4100807825,1815.88,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,HRA,Parks/Sport/Recreatn,45261,4100807826,2731.86,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45261,4100807827,905.3,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45261,4100805184,283.7,HILLS PROSPECT LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454347,549.6,WINLIGHT CONSULTING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454352,1410.64,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454354,1538.88,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454356,783.18,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454362,2564.8,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454364,512.96,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454366,1538.88,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454368,2564.8,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454372,1154.16,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454374,512.96,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454378,769.44,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454380,256.48,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454382,2235.04,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454384,755.7,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454386,586.24,ELMICH CARE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45261,4100804416,1299.55,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45261,4100804425,1203.81,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45261,4100807889,952.2,ENTERPRISE FLEX-E-RENT
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45261,4100807890,351.38,ENTERPRISE FLEX-E-RENT
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45261,4100807892,1032.87,ENTERPRISE FLEX-E-RENT
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45261,4100807776,294.51,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45261,3300321405,29333.33,TRANSITIONAL CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100807771,55686.21,COMMUNITY BARNET
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100804114,10862.95,ALPHA CARE SPECIALISTS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45261,4100804131,5000,ALPHA CARE SPECIALISTS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,4100807792,288,IASPIRE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45261,4100807092,1541.25,ENVIROGUARD LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,4100807898,297.5,FOSTER CARE LINK
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,4100804748,1628.57,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454388,1305.3,FOREMOST CARE UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454390,1167.9,FOREMOST CARE UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454392,1648.8,FOREMOST CARE UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454394,4502.4,FOREMOST CARE UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454396,2290,FOREMOST CARE UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100807789,1886.2,SILA CARE SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45261,4100804395,1132.8,SMI INT GROUP LTD
LONDON BOROUGH OF ENFIELD,PLACE,Clothes/Persnal/Lugg,45261,4100805065,358.54,SMI INT GROUP LTD
LONDON BOROUGH OF ENFIELD,HRD,Other Disb Capital,45261,4100804391,2145,SMART TRANSPORT HUB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Translate/Lang Srvcs,45261,4100805197,1798.55,MULTI-LINGUAL INTERPRETING SERV LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Organz/Subs/Licences,45261,4100807495,37485,ROADWORKS INFO LTD TA ONE.NETWORK
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45261,4100807795,2079.17,CARBON BUILDING CONSULTANCY LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45261,4100807796,4200,CARBON BUILDING CONSULTANCY LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Insurance services,45261,3300321392,75000,ZURICH MUNICIPAL (CLAIMS PAYMENTS)
LONDON BOROUGH OF ENFIELD,HRD,Capital,45261,4100805854,547.5,TURLEY ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100804513,800,SIDLOFF ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45261,4100806003,23365,KERV EXPERIENCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45261,4100806866,11000,REED TALENT SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454402,3086.28,CAREFORYOU LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454404,4309.6,CAREFORYOU LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454406,4013.56,CAREFORYOU LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454408,4940.12,CAREFORYOU LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100804074,800,ARECA LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100804075,800,ARECA LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45261,4100807856,5887.5,INFORM CPI LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454398,1676.28,OP RECRUITMENT LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45261,4100807775,16200, FATHERHOOD INSTITUTE
LONDON BOROUGH OF ENFIELD,PLACE,BusinessConsult Serv,45261,4100807799,13005,KEW PLANNING
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,4100805206,13800,DURHAM COUNTY COUNCIL
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,4100804580,1882.01,ORBITAL HOMES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,4100807897,375,INLAND LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45261,3300321398,1065.21,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454416,488.04,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454418,1064.07,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454420,437.15,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321247,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321280,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454422,437.15,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45261,4100807850,3310,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45261,4100807852,4140,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321143,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321276,500,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321290,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321188,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321093,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321234,333.32,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321224,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321148,713.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321133,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321278,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321177,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321104,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321225,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321117,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321191,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321266,275,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321265,300,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321185,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321302,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321114,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321301,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321316,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321261,666.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321102,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321187,666.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321146,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321180,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321164,568,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321112,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321200,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321259,500,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321214,852,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454427,1080.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321304,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321115,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321141,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321217,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321153,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321186,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321140,514.99,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321155,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321249,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321223,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321147,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321184,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321236,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321248,568,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321110,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321194,666.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321122,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321271,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321192,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321176,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321204,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321257,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321142,333.32,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321230,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321273,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321199,323.46,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321158,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321157,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321173,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321091,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321099,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321100,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321291,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321300,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321260,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321150,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321258,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321113,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321132,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321206,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321272,348,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321136,311.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321168,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321096,500,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45261,7003454429,437.15,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45261,3300321270,333.33,REDACTED
