LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434028,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434037,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434043,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434047,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434059,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434069,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434073,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434089,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434096,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434104,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434108,808.6,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434055,875.4,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434032,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434034,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434057,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434067,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434071,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434079,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434081,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434083,1212.9,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434041,1617.2,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434077,1617.2,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434112,1617.2,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434045,2021.5,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434063,2021.5,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434065,2021.5,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434085,2021.5,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434100,2021.5,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100803421,477.33,ATLANTIC LODGE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45231,3300318726,28244.08,NAS SERVICES LTD
LONDON BOROUGH OF ENFIELD,HRD,Bulld & Construction,45231,3300318670,3990,D.P.BUILDERS DISABLED ADAPT.LTD
LONDON BOROUGH OF ENFIELD,HRD,Bulld & Construction,45231,3300318671,7970,D.P.BUILDERS DISABLED ADAPT.LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45231,4100799712,2273.57,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Build & Construction,45231,3300318663,925.72,ASCENDIT LIFTS LTD
LONDON BOROUGH OF ENFIELD,HRD,Build & Construction,45231,3300318664,5313.28,ASCENDIT LIFTS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434187,700.84,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,HRD,Capital,45231,4100799763,45394,STACE LLP
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434148,316.02,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434154,403.04,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434118,462.58,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434128,494.64,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434147,549.6,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434136,567.92,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434143,622.88,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434151,622.88,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434146,641.2,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434142,659.52,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434144,673.26,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434132,732.8,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434116,916,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434149,1030.5,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434153,1099.2,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434152,1108.36,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434122,1154.16,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434130,1608.5,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434114,2308.32,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434126,2308.32,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434150,2308.32,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport services,45231,4100803334,954.29,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45231,4100799766,2193.8,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45231,4100799767,7706.7,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45231,4100801372,19468,CIVICA UK LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45231,4100801638,156222.5,CIVICA UK LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45231,4100801637,227500,CIVICA UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434190,2834.44,AMELIA MEWS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434188,4008.76,AMELIA MEWS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434189,5540.6,AMELIA MEWS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434195,3302.88,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434191,3432.24,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434193,4000.88,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434194,4027.2,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434192,4745.2,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434196,5041.32,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Recruitment,45231,3300318733,50114.39,MATRIX SCM LIMITED
LONDON BOROUGH OF ENFIELD,CEX,Recruitment,45231,3300318734,563847.26,MATRIX SCM LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100799524,3682.07,KASPER LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45231,3300318662,3000,ASSURED PROPERTY SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Burial services,45231,4100799800,571.92,WELTERS ORGANISATION WORLDWIDE
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45231,7003434301,300.88,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45231,7003434300,691.08,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45231,3300318672,2134.08,IC PROPERTY
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803357,4295.72,FAMILY FIRST FOSTERING
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434197,1861.32,LANGDON COMMUNITY
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment,45231,4100802793,667.17,TEMPEST RESOURCING LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment,45231,4100802762,985,TEMPEST RESOURCING LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45231,4100803387,428.4,SOURCE PARTNERSHIP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45231,4100803388,428.4,SOURCE PARTNERSHIP LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45231,4100800170,270,WILKIN CHAPMAN LLP
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45231,4100801382,11733.18,WILKIN CHAPMAN LLP
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45231,4100799510,478.48,DR GOCMAN & PARTNERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434155,712.8,HOPE HOMECARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434199,707.52,STREET SUPPORT
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45231,4100802742,2235.2,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45231,4100802876,38035.64,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803360,2238.8,JAMORES LIMITED T/A JAMORES HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803258,18356.43,JAMORES LIMITED T/A JAMORES HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803261,20121.43,JAMORES LIMITED T/A JAMORES HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803259,20792.14,JAMORES LIMITED T/A JAMORES HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803260,20792.14,JAMORES LIMITED T/A JAMORES HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803257,25927.96,JAMORES LIMITED T/A JAMORES HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100800155,255.71,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803405,2599.17,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45231,3300318673,85850.69,ST JOHNS RC
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport/Mail Srvcs,45231,4100803409,274,AIRPORT TRANSFER CARS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100803313,1000,SOROS VENTURES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100803314,1400,SOROS VENTURES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803266,3852.99,SHINING STARS FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100799593,264.91,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100800357,275,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100800352,295,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100799520,327.27,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100801619,363,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100802536,515,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100800328,750,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100800329,800,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100800437,1100,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45231,4100803317,360,ENTERPRISE FLEX-E-RENT
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45231,4100803319,360,ENTERPRISE FLEX-E-RENT
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45231,4100803296,1016.06,ENTERPRISE FLEX-E-RENT
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45231,4100801790,304.8,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45231,4100799558,314.05,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45231,4100799557,363.75,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45231,4100799538,461.8,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45231,4100801775,1264.35,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434200,7439.44,ALDER LODGE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,3300318728,15727.15,CAREWATCH CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,HRA,Property/Land Srvcs,45231,4100799779,400,RESOLUTION PROPERTY SURVEYORS
LONDON BOROUGH OF ENFIELD,HRA,Property/Land Srvcs,45231,4100799777,800,RESOLUTION PROPERTY SURVEYORS
LONDON BOROUGH OF ENFIELD,HRD,Build/Construction,45231,3300318669,9806,STREAMLINE BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45231,7003434302,945,ARISTA KIDS NURSERY
LONDON BOROUGH OF ENFIELD,RESOURCES,Telecommunications,45231,4100800267,20812.6,CAPITA BUSINESS SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Burial services,45231,4100802591,1625,FUNERAL PARTNERS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434166,320.6,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434167,320.6,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434157,343.5,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434169,366.4,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434156,595.4,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434161,696.16,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434170,961.8,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434162,1273.24,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434165,1424.38,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434168,1616.74,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434159,1777.04,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434163,1923.6,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434158,3206,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434160,3206,BLOWINGPOINT ENTERPRISES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434171,824.4,FOREMOST CARE UK LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100801794,523.84,G&S TYRE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100801503,897.52,G&S TYRE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100803408,2995,SILA CARE SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Clothes/Persnal/Lugg,45231,4100800326,267.45,SMI INT GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Rents Payable,45231,3300318721,343.44,NOVUS RESIDENTIAL LTD
LONDON BOROUGH OF ENFIELD,HRA,Rents Payable,45231,3300318722,343.44,NOVUS RESIDENTIAL LTD
LONDON BOROUGH OF ENFIELD,HRA,Rents Payable,45231,3300318723,343.44,NOVUS RESIDENTIAL LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45231,4100799548,1672.32,WASTEPARTS UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Translate/Lang Srvcs,45231,4100803350,538.65,MULTI-LINGUAL INTERPRETING SERV LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434179,458,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434173,916,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434178,916,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434177,1007.6,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434175,1050,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434180,2040,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434201,2975,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434203,3720.6,SSA STAR CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434204,2281.17,ACHIEVE TOGETHER LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Print/ Photo /AudioV,45231,4100803299,1987.04,ABSOLUTE PRINT LTD
LONDON BOROUGH OF ENFIELD,HRD,Capital,45231,4100802428,1375,TURLEY ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45231,4100803391,255.45,SAMP CORP LTD
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45231,4100803389,287.4,SAMP CORP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100801387,892.22,AVANCE LTD T/A AVANCE CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100801396,3823.8,AVANCE LTD T/A AVANCE CARE SERVICES
LONDON BOROUGH OF ENFIELD,CEX,Training Services,45231,4100803415,500,SAM JONES COACHING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,4100803352,1400,SIDLOFF ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,HRD,Capital,45231,4100803249,1710,TEMPLE GROUP LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45231,4100803335,2555.28,DR GRANGE AND ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434205,5135.03,EXCELLENCE CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434206,6351.1,EXCELLENCE CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434208,4052.15,HARLEE&HAYLEE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434209,4082.4,HARLEE&HAYLEE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45231,7003434207,4698,HARLEE&HAYLEE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803322,336,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803316,372,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803318,372,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803320,372,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803321,372,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803265,576,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803323,3360,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803324,3360,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803325,3360,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803326,3360,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803290,4536,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803293,4536,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803288,8640,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803330,13003.5,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45231,4100803332,19123.5,WILLBOAG LTD
