LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,7003472785,4140,CARTIGO LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45293,4100810838,648,CHRIST CHURCH ENFIELD URC
LONDON BOROUGH OF ENFIELD,CEX,BlueLight/prison/prb,45293,4100808735,600,THE 36 GROUP
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,4100811305,636,MEDICAL EXPERT WITNESS ALLIANCE LLP
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45293,4100811023,8064,MALEARN LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,7003472769,769.44,PERSONALISED COMMUNITY CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,7003472771,824.4,PERSONALISED COMMUNITY CARE LTD
LONDON BOROUGH OF ENFIELD,HRA,Organz/Subs/Licences,45293,4100808685,1164.91,PPL PRS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Facilities Managemnt,45293,4100808752,750,GRANT AND STONE
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45293,4100811248,4995,RENAULT TRUCKS UK
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,7003472711,5074.4,NOCTURNAL RECRUITMENT SOLUTIONS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,7003472775,476.32,CEIBRAXS LTD T/A CEIBRAXS CARE AGEN
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45293,4100809510,2798,GALTEC SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,4100811307,4200.12,YOUR CARE NURSING LTD
LONDON BOROUGH OF ENFIELD,HRA,Power/Electrical,45293,4100809064,760,SWITCH2 ENERGY LTD - INV REF SI
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45293,4100811275,24224.02,SUNRISE HILL CARE LTD
LONDON BOROUGH OF ENFIELD,HRD,Capital,45293,4100808806,250,HOBHOUSE PHOTOGRAPHY
LONDON BOROUGH OF ENFIELD,HRA,Training Services,45293,4100808915,6200,CHERRYTREES CONSULTANCY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45293,4100810717,380,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment services,45293,4100811242,750,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Rents Payable,45293,3300323822,946.85,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45293,7003472803,396,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45293,3300323816,2000,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45293,3300323814,4825.82,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45293,4100808917,1736,REDACTED
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45293,4100811270,59800.19,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,7003472816,248.6,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45293,4100809832,191963.21,BREYER GROUP PLC
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017506,930.54,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017530,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017535,327.72,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017536,334.02,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017548,235.62,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017549,501.03,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017559,334.02,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017568,454.86,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017571,278.35,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017590,236.4,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017591,366.72,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017592,668.04,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017598,278.35,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017609,399.55,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017619,279,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017622,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017623,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45293,5200017626,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45293,3300323817,310,REDACTED
LONDON BOROUGH OF ENFIELD,HRD,Property/Land Srvcs,45294,4100809871,1377.99,LAST & MAZIN 
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45294,4100811395,723.75,ROMPA
LONDON BOROUGH OF ENFIELD,HRA,Utilities,45294,3300324057,425,AFFINITY WATER LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45294,4100808828,359.45,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45294,4100808830,454.45,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45294,4100811146,295,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45294,4100811150,400,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45294,4100811151,380,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45294,4100811156,376.95,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Print/ Photo /AudioV,45294,4100811322,4713.29,CANON UK LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Print/ Photo /AudioV,45294,4100811325,4912.18,CANON UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478603,5821.76,DIMENSIONS (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478604,7007,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478605,8546.6,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478606,5474.3,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478607,5050.7,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478608,7788.6,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478609,8658.3,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45294,4100810531,2319.97,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45294,4100809047,430,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45294,4100809048,350,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45294,4100809049,350,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478450,472.72,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478452,945.44,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478454,1294.94,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478456,752.72,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478458,472.72,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478460,472.72,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45294,4100808819,2461.1,NEWLINE ANGLIA LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45294,4100808820,979.2,NEWLINE ANGLIA LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478462,867.55,DE BOHUN HOUSE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478470,435.1,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478474,1122.1,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478476,641.2,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478478,2885.4,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478480,961.8,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478482,3206,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478484,572.5,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478486,2244.2,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478488,1442.7,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478490,274.8,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478492,320.6,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478494,2885.4,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478496,1282.4,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478498,503.8,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478500,1030.5,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478502,1213.7,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478504,1122.1,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478506,3297.6,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478508,1396.6,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478510,1923.6,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478512,1282.4,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478514,1122.1,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478516,1213.7,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478517,2244.2,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45294,7003478519,274.8,CORE OUTREACH CARE SERVICES UK LTD
