LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Recruitment services,45139,4100790332,360,LONDON TEACHING SUPPLY
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45139,4100786662,54609,ENFIELD CARERS CENTRE
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45139,4100790279,102466.48,OCS GROUP UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Engineering services,45139,4100789910,92895,HTA ARCHITECTS
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,3300312197,9122.19,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307597,6366.18,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307598,1017.89,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,PLACE,BlueLight/prison/prb,45139,4100789929,1225,TROWERS & HAMLINS LLP
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789937,975,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789938,6121.5,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789819,1792.13,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789824,1809.2,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789827,3695.76,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789829,982.35,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789830,254.88,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789832,1593,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789833,1054.56,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789834,509.76,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789835,318.6,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789836,531,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789908,3950.64,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789909,1944.16,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789911,2134.62,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789912,955.8,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789913,5310,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789915,1062,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789916,2323.13,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789917,1806.28,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789918,3266,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789925,2262.06,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789926,371.7,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789928,2958.8,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789931,849.6,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,CEX,Training Services,45139,4100787796,1398,BITE SIZE LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45139,4100790354,2813.75,WILKIN CHAPMAN LLP
LONDON BOROUGH OF ENFIELD,CEX,BlueLight/prison/prb,45139,4100789654,1475,LAWYERS IN LOCAL GOVERNMENT
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100790295,2515.33,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100790297,2599.17,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Transport Servcs,45139,4100787724,3680,AIRPORT TRANSFER CARS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Transport Servcs,45139,4100787802,2774,AIRPORT TRANSFER CARS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Transport Servcs,45139,4100787807,3920,AIRPORT TRANSFER CARS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45139,4100787435,500,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45139,4100788233,479,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45139,4100788242,500,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,HRA,IT Equip/Services,45139,4100790353,4400,ROWANWOOD PROFESSIONAL SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Utils/Pub Sect Srvcs,45139,4100786807,1000,HAIGH'S ENERGY
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100786722,3570,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100786723,3542.7,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100786724,3642.9,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100788701,4071.3,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100788702,3990,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45139,4100786445,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45139,4100786446,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45139,4100786447,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45139,4100786450,660,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45139,4100786453,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45139,4100786487,240,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,CEX,Hlth/Medic Supp Srvc,45139,4100786549,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,CEX,Hlth/Medic Supp Srvc,45139,4100786704,16423.05,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Hlth/Medic Supp Srvc,45139,4100787494,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Property/Land Srvcs,45139,4100789858,943.5,FAITHORN FARRELL TIMMS LLP
LONDON BOROUGH OF ENFIELD,PLACE,Housing Repairs,45139,7003307698,663.01,RYDWELL SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45139,4100790347,4383.41,ENVIRONMENT AGENCY.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307537,1084,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307539,983.68,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307541,440.96,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307543,1305.92,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307545,254.4,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307549,992.16,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307550,612.52,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307552,2920.92,ANGELS CARING CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,4100789828,2876.24,TRINITY HEALTHCARE PLUS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Arts/Music/Entertnmt,45139,4100789895,510,LET'S ALL DANCE
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100788250,375,BEDFORD ROW
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790267,650,BEDFORD ROW
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45139,4100786802,1750,RUDOLPH WALKER FOUNDATION
LONDON BOROUGH OF ENFIELD,PLACE,Uniform & PPE,45139,4100787738,485.64,SMI INT GROUP LTD
LONDON BOROUGH OF ENFIELD,CEX,Marketing&Advertisng,45139,4100789902,216.71,GLOBAL OUTDOOR MEDIA LTD
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45139,4100789854,2079.17,CARBON BUILDING CONSULTANCY LTD
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45139,4100787525,875,TURLEY ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45139,4100789898,4500,SUCCESS CLUB CIO
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,4100789921,4265.78,FLOURISH FOSTERING LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45139,4100789440,495,BRETT-PITT ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Property/Land Srvcs,45139,4100788482,13485.02,CBRE LTD
LONDON BOROUGH OF ENFIELD,HRA,Property/Land Srvcs,45139,4100786856,1632.96,ACTIVE SIGNS AND DESIGNS LTD
LONDON BOROUGH OF ENFIELD,HRA,Rents Payable,45139,3300312193,3077.95,ALEXANDER FAULKNER PARTNERSHIP
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790259,600,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790262,750,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790263,1000,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790264,2200,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790265,1100,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790266,665,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790268,980,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790275,840,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790278,850,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790280,600,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790285,675,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790286,350,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790288,500,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790291,675,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790293,350,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790294,850,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790296,1575,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790299,450,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790301,600,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790303,750,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790324,950,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790355,850,DEKA CHAMBERS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307590,2326.16,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307591,8063.28,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307592,1406.04,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307556,739.2,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307593,420.72,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307594,319.4,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45139,7003307595,1250.12,REDACTED
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790284,600,CHAMBERS OF MARK LOVE
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45139,4100790290,600,CHAMBERS OF MARK LOVE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,3300309358,299.91,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,3300309353,349.58,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,3300312169,2384.14,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,3300309383,670,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45139,3300309272,519,REDACTED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307608,220.69,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307610,220.69,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307611,230.11,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307612,210.72,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307614,231.5,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307615,220.69,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307618,217.15,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307619,239.02,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307621,212.13,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307623,221.34,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307627,212.88,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307628,225.62,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307630,220.69,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307692,298.24,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307693,375.36,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307694,250.24,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307695,436.32,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307696,300.85,PURDY CONTRACTS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45139,7003307599,3368.16,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45139,7003307600,2642.3,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45139,7003307601,2955.63,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45139,7003307602,488.07,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45139,4100789933,3436.26,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307596,3131.74,BRADDERS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307603,3848.28,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45139,7003307604,6121.59,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011105,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011106,2187.92,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011107,1069.18,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011108,1512,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011110,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011112,972,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011113,8531.96,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011114,1373.97,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011117,356.5,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011121,495.1,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011126,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011127,568,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45139,5200011128,495.4,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45139,4100786644,31237.32,INSPIRE CONTRACT SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Refund - Fees & Charges,45139,3300312172,13040,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Refund - Fees & Charges,45139,3300312195,471.52,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45140,4100790479,634.31,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45140,4100790480,326.97,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45140,4100790485,210.06,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45140,4100790487,919,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45140,4100790488,221.41,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Office Equip Supply,45140,4100787442,365,EBB OFFICE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45140,4100790408,7509.75,ENFIELD CITIZENS ADVICE BUREAU SERV
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45140,4100787230,656.61,BIDVEST FOOD SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45140,4100789922,1524.77,CHRISTIAN ACTION (ENFIELD) HOUSING
LONDON BOROUGH OF ENFIELD,PEOPLE,Property/Land Srvcs,45140,4100789935,1212.68,CHRISTIAN ACTION (ENFIELD) HOUSING
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45140,4100789942,1750.66,CHRISTIAN ACTION (ENFIELD) HOUSING
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45140,4100790498,1750.7,CHRISTIAN ACTION (ENFIELD) HOUSING
LONDON BOROUGH OF ENFIELD,PLACE,Paper Products,45140,4100790491,3864.48,PAPERWORK (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45140,4100790395,473.13,ATLANTIC LODGE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45140,4100790449,1131.84,ERNEST DOE & SONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351643,1627.92,THE OUTREACH TEAM
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351646,339.99,GRACE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351637,135800.5,ST MARKS DAY SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351638,32028.8,MARCUS & MARCUS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351728,4719.12,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351730,4719.12,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351655,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351657,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351659,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351661,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351663,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351665,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351667,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351669,360,ACCESS COMMUNITY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351639,2529.5,PERSON CENTRED CARE HOMES
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45140,4100789587,2975,STACE LLP
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351679,737.76,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351681,2210.88,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351683,1795.36,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45140,7003351685,2651.82,DYNAMIC PEOPLE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45140,4100787226,13515.27,CITY OF LONDON CORPORATION
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45140,4100787305,23811.45,CITY OF LONDON CORPORATION
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45140,4100787307,32264.26,CITY OF LONDON CORPORATION
LONDON BOROUGH OF ENFIELD,PLACE,Build/Constrct Srvcs,45140,4100786820,528,ARCHWAY SHEET METALWORKS LTD
