Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,04/12/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 6,247.54 "
THURROCK BC,E1502X,Dec-23,Purchase Invoices,30/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 33.75 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 7.11 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances," 1,237.03 "
THURROCK BC,E1502X,Dec-23,Purchase Invoices,30/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 75.60 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,04/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 0.74 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,05/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 3.33 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,28/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 44.55 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,29/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 146.57 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,30/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 64.37 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,17/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 8.55 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,22/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 20.70 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,19/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 5.40 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,21/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 8.10 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,25/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 7.65 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,18/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 9.00 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,09/10/2023,Adults; Housing and Health,Redacted,Supplies and Services,Legal Fees, 600.00 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,20/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 49.77 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,23/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 68.85 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,11/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 17.10 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,25/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 35.55 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,27/10/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 2.50 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,27/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 111.01 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,29/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 7.20 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,28/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 8.10 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,30/10/2023,Adults; Housing and Health,Redacted,Supplies and Services,Legal Fees, 850.00 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,30/10/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,30/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 9.45 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,31/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 283.37 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,26/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 12.96 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,01/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 325.35 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,02/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 21.15 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,03/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 12.15 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,16/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 3.60 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,17/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 64.80 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,19/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 36.45 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,15/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 31.45 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,08/11/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,08/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 9.00 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,13/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 46.35 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,06/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 15.30 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,12/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 114.91 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,11/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 13.05 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,14/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 10.35 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,07/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 64.94 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,09/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 20.93 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,26/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 8.55 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,29/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 700.02 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,27/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 348.48 
THURROCK BC,E1502X,Dec-23,Purchase Invoices,22/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 76.78 
