Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,04/01/2024,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 6,455.79 "
THURROCK BC,E1502X,Jan-24,Purchase Invoices,22/01/2024,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 3,927.92 "
THURROCK BC,E1502X,Jan-24,Purchase Invoices,31/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 103.05 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,06/06/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 121.95 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,30/06/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 113.40 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,31/07/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 98.10 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,01/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 122.40 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,24/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 29.84 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances," 1,454.38 "
THURROCK BC,E1502X,Jan-24,Purchase Invoices,15/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 77.79 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,31/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 172.35 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,24/01/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 5.00 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,28/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 65.30 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,29/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 37.35 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,30/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 86.40 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,26/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 23.00 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,19/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 46.80 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,11/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 1.58 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,30/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 52.18 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,31/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 172.68 
THURROCK BC,E1502X,Jan-24,Purchase Invoices,17/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 222.75 
