Body Name,Body Id,Month,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,May-23,23/05/2023,Adults; Housing and Health,Essex County Council,Supplies and Services,Project Work," 60,118.50 "
THURROCK BC,E1502X,May-23,03/05/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 8,369.83 "
THURROCK BC,E1502X,May-23,26/09/2022,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 22.85 
THURROCK BC,E1502X,May-23,08/12/2022,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 46.86 
THURROCK BC,E1502X,May-23,19/12/2022,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 101.59 
THURROCK BC,E1502X,May-23,23/12/2022,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 63.74 
THURROCK BC,E1502X,May-23,31/01/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 124.65 
THURROCK BC,E1502X,May-23,07/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 3.15 
THURROCK BC,E1502X,May-23,28/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 427.64 
THURROCK BC,E1502X,May-23,21/02/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,May-23,08/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 81.90 
THURROCK BC,E1502X,May-23,13/09/2022,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 27.00 
THURROCK BC,E1502X,May-23,02/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 8.55 
THURROCK BC,E1502X,May-23,01/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 44.96 
THURROCK BC,E1502X,May-23,08/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 24.03 
THURROCK BC,E1502X,May-23,09/03/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 24.80 
THURROCK BC,E1502X,May-23,21/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 46.85 
THURROCK BC,E1502X,May-23,22/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 34.25 
THURROCK BC,E1502X,May-23,28/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 59.07 
THURROCK BC,E1502X,May-23,29/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 406.72 
THURROCK BC,E1502X,May-23,15/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 15.17 
THURROCK BC,E1502X,May-23,31/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 481.22 
THURROCK BC,E1502X,May-23,24/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 5.85 
THURROCK BC,E1502X,May-23,14/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 10.04 
THURROCK BC,E1502X,May-23,19/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 5.00 
THURROCK BC,E1502X,May-23,20/03/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 11.00 
THURROCK BC,E1502X,May-23,10/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 7.97 
THURROCK BC,E1502X,May-23,13/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 59.72 
THURROCK BC,E1502X,May-23,30/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 131.85 
THURROCK BC,E1502X,May-23,12/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 5.67 
THURROCK BC,E1502X,May-23,03/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 50.77 
THURROCK BC,E1502X,May-23,01/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 95.58 
THURROCK BC,E1502X,May-23,05/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 4.95 
THURROCK BC,E1502X,May-23,06/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 17.15 
THURROCK BC,E1502X,May-23,07/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 5.76 
THURROCK BC,E1502X,May-23,20/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 148.99 
THURROCK BC,E1502X,May-23,18/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 13.40 
THURROCK BC,E1502X,May-23,18/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 72.90 
THURROCK BC,E1502X,May-23,11/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 25.39 
THURROCK BC,E1502X,May-23,17/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 94.86 
THURROCK BC,E1502X,May-23,19/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 16.99 
THURROCK BC,E1502X,May-23,19/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 14.85 
THURROCK BC,E1502X,May-23,13/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 5.85 
THURROCK BC,E1502X,May-23,12/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 26.15 
THURROCK BC,E1502X,May-23,10/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 1.35 
THURROCK BC,E1502X,May-23,21/04/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,May-23,21/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 56.08 
THURROCK BC,E1502X,May-23,16/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 4.50 
THURROCK BC,E1502X,May-23,26/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 120.58 
THURROCK BC,E1502X,May-23,27/04/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,May-23,27/04/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 9.25 
THURROCK BC,E1502X,May-23,27/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Accommodation Payments, 78.99 
THURROCK BC,E1502X,May-23,27/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 10.60 
THURROCK BC,E1502X,May-23,27/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances," 1,254.15 "
THURROCK BC,E1502X,May-23,25/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 33.15 
THURROCK BC,E1502X,May-23,25/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 398.76 
THURROCK BC,E1502X,May-23,28/04/2023,Adults; Housing and Health,Redacted,Supplies and Services,Project Work, 892.60 
THURROCK BC,E1502X,May-23,28/04/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 5.00 
THURROCK BC,E1502X,May-23,28/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 10.80 
THURROCK BC,E1502X,May-23,28/04/2023,Adults; Housing and Health,Redacted,Transfer Payments,Direct Payments," 150,137.80 "
THURROCK BC,E1502X,May-23,28/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances," 1,811.64 "
THURROCK BC,E1502X,May-23,30/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 5.00 
THURROCK BC,E1502X,May-23,30/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 936.72 
THURROCK BC,E1502X,May-23,24/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 101.07 
THURROCK BC,E1502X,May-23,01/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 71.55 
THURROCK BC,E1502X,May-23,15/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 30.07 
THURROCK BC,E1502X,May-23,22/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 4.50 
THURROCK BC,E1502X,May-23,23/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 37.54 
THURROCK BC,E1502X,May-23,02/01/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 160.16 
THURROCK BC,E1502X,May-23,09/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 4.59 
THURROCK BC,E1502X,May-23,30/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 204.53 
THURROCK BC,E1502X,May-23,30/05/2023,Adults; Housing and Health,Redacted,Capital Schemes,Improvement Grants," 7,504.36 "
THURROCK BC,E1502X,May-23,24/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 134.15 
THURROCK BC,E1502X,May-23,25/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 114.48 
