Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,30/07/2023,Adults; Housing and Health,Essex County Council,Supplies and Services,Project Work,"-16,286.59 "
THURROCK BC,E1502X,Oct-23,Purchase Invoices,30/07/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Recharges from Other Local Authorities," 16,286.59 "
THURROCK BC,E1502X,Oct-23,Purchase Invoices,30/08/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 3,019.53 "
THURROCK BC,E1502X,Oct-23,Purchase Invoices,27/09/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 6,247.50 "
THURROCK BC,E1502X,Oct-23,Purchase Invoices,08/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 6.50 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,24/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 136.18 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances," 3,161.54 "
THURROCK BC,E1502X,Oct-23,Purchase Invoices,31/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 420.75 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,25/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 63.45 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,29/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 41.95 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,30/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 37.80 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,01/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 204.62 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,06/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 12.60 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,07/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 42.30 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,05/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 57.33 
THURROCK BC,E1502X,Oct-23,Purchase Invoices,08/09/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 16.38 
