Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,31/01/2024,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 9,425.68 "
THURROCK BC,E1502X,Feb-24,Purchase Invoices,24/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 21.87 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 6.70 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 16.80 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 716.48 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,14/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 113.85 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,31/01/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 118.89 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,28/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 263.25 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,31/10/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 61.20 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,29/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 61.65 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,30/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 214.82 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,20/11/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 9.57 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,01/01/2024,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 11.25 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,21/12/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 87.05 
THURROCK BC,E1502X,Feb-24,Purchase Invoices,15/12/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 40.17 
